Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Brudoxil 500 - Thuốc điều trị nhiễm khuẩn da của Brawn,VN-1384-06,Viên nang-500mg,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefadroxil,Hộp 10 vỉ x 10 viên,Cefadroxil,"Cefadroxil Cefadroxil được chỉ định điều trị các nhiễm khuẩn gây ra do các vi khuẩn nhạy cảm sau đây:Nhiễm khuẩn đường tiểu cấp, mãn, có biến chứng và tái phát. Nhiễm khuẩn da và cấu trúc da. Viêm họng và viêm amidan do streptococci tan huyết beta nhóm A, Cefadroxil có hiệu quả trong việc tiêu diệt hoàn toàn Streptococci ở vùng mũi hầu; tuy nhiên hiện tại chưa có các số liệu chứng tỏ hiệu quả của Cefadroxil trong phòng ngừa thấp khớp cấp. Nhiễm khuẩn đường hô hấp dưới, ví dụ: viêm phổi, đợt cấp viêm phế quản mãn, giãn phế quản, vv... Nhiễm khuẩn xương và khớp",Cefadroxil Cefadroxil chống chỉ định ở những bệnh nhân có tiền sử dị ứng các kháng sinh thuộc nhóm cephalosporin,"Cefadroxil Cefadroxil bền vững với acid, và có thể dùng đường uống, không phụ thuộc vào bữa ăn. Dùng khi ăn có thể giúp giảm các triệu chứng dạ dày-tá tràng mà đôi khi xuất hiện khi điều trị bằng cephalosporin đường uống. Người lớn: Nhiễm khuẩn da và cấu trúc da: 1 gam mỗi ngày, dùng một lần hay chia làm 2 lần trong 10 ngày. Nhiễm khuẩn đường hô hấp và nhiễm khuẩn xương khớp : Liều thường dùng để điều trị nhiễm khuẩn nhẹ và trung bình là 500mg 2lần/ngày; và đối với những trường hợp nhiễm khuẩn nặng 1g x 2lần/ngày trong 7-10 ngày hay hơn. Trẻ em: Dùng Cefadroxil dạng hỗn dịch. Liều đề nghị hằng ngày ở trẻ em là 30mg/kg/ngày, chia 2 lần mỗi 12 giờ theo như chỉ định. Liều cụ thể được tính theo trọng lượng cơ thể như sau: dưới 5kg: 1/2 muỗng cà phê uống ngày 2 lần. 5-10kg: 1/2 -1 muỗng cà phê uống ngày 2 lần. 10-20kg: 1-2 muỗng cà phê uống ngày 2 lần. 20-30kg: 2-3 muỗng cà phê uống ngày 2 lần","Cefadroxil Cefadroxil được dung nạp rất tốt ở mọi lứa tuổi. Tuy vậy ở một số rất ít bệnh nhân thuốc có thể có các tác dụng phụ sau: Rối loạn tiêu hóa: buồn nôn, nôn, tiêu chảy ít gặp hơn. Phản ứng quá mẫn: ít gặp như nổi ban, nổi mề đay đã được báo cáo. Các triệu chứng này thường khỏi khi ngưng thuốc. Các tác dụng phụ khác gồm ngứa bộ phận sinh dục, viêm âm đạo, giảm bạch cầu trung tính thoáng qua","Cefadroxil Dùng đồng thời với probenecid làm giảm sự bài tiết Cefadroxil ở ống thận, làm tăng và kéo dài thời gian bán hủy thải trừ, và tăng nguy cơ ngộ độc. Phản ứng Coombs dương tính giả thường xảy ra trên nhiều bệnh nhân, glucose niệu dương tính giả có thể xảy ra với thử nghiệm Benedict và dung dịch Fehling",https://thuocbietduoc.com.vn/thuoc-5430/brudoxil-500.aspx,"Brawn Laboratories., Ltd - India",
Cefanew,VN-20701-17,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefalexin (dưới dạng Cefalexin monohydrat) 500mg,Hộp 100 vỉ x 10 viên,Cefalexin (dưới dạng Cefalexin monohydrat),"Nhiễm khuẩn đường hô hấp, tai mũi họng, đường tiêu hóa, đường tiết niệu, đường sinh dục, da & mô mềm",Quá mẫn với nhóm cephalosporin,"Người lớn: 500 mg x 3 lần/ngày. - Trẻ em: 25 - 50 mg/kg/24 giờ, chia 3 - 4 lần. - Suy thận: giảm liều","Rối loạn tiêu hóa, phản ứng dị ứng. - Hiếm: giảm bạch cầu đa nhân trung tính. - Tăng men gan, tăng bạch cầu ái toan, đau đầu, chóng mặt, viêm đại tràng giả mạc, viêm gan, viêm thận",Probenecid. Aminoglycosid,https://thuocbietduoc.com.vn/thuoc-55410/cefanew.aspx,S.C. Antibiotice S.A. - ROMANIA,Công ty TNHH Dược phẩm DOHA - VIETNAM
Gerdogyl,VD-22574-15,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Acetyl Spiramycin 100.000 IU; Metronidazol 125 mg,,"Spiramycin (100.000 IU), Metronidazole (125 mg)","Nhiễm trùng răng miệng cấp, mạn tính hoặc tái phát như áp-xe răng, viêm tấy, viêm mô tế bào quanh xương hàm, viêm quanh thân răng, viêm nướu , viêm nha chu, viêm miệng, viêm tuyến mang tai, viêm dưới hàm... Phòng nhiễm khuẩn răng miệng sau phẫu thuật","Mẫn cảm với Metronidazol, dẫn xuất Imidazol hoặc Acetyl Spiramycin Phụ nữ đang cho con bú","Người lớn: 4 - 6 viên/ngày, chia 2 - 3 lần. - Trẻ 10 - 15 tuổi: 1 viên x 3 lần/ngày. - Trẻ 5 - 10 tuổi: 1 viên x 2 lần/ngày","Rối loạn tiêu hoá: Đau dạ dày, buồn nôn, nôn mửa, tiêu chảy. - Phản ứng dị ứng: nổi mề đay. - Vị kim loại trong miệng, viêm lưỡi, viêm miệng. Giảm bạch cầu vừa phảI, hồi phục ngay sau khi ngưng dùng thuốc. - Hiếm thấy và liên quan đến thời gian điều trị kéo dài: chóng mặt, mất phối hợp, mất điều hoà, dị cảm, viêm đa dây thần kinh cảm giác và vận động. - Tiết niệu: Nước tiểu có màu nâu đỏ. Thông báo cho bác sĩ những tác dụng không mong muốn khác gặp phải khi dùng thuốc","– Thuốc có chứa Acetyl Spiramycin nên không dùng đồng thời với thuốc uống ngừa thai vì làm mất tác dụng của thuốc tránh thai. – Thuốc có chứa Metronidazol: + Khi dùng đồng thời với Disulfiram gây tác dụng độc với thần kinh như loạn thần, lú lẫn. + Làm tăng độc tính của các thuốc chống đông dùng đường uống (như warfarin); và tăng nguy cơ xuất huyết do giảm sự dị hóa ở gan. Khi dùng phối hợp phải kiểm tra thường xuyên hàm lượng Prothrombin, điều chỉnh liều dùng của thuốc chống đông. + Làm tăng tác dụng của vecuronium (thuốc giãn cơ) khi dùng cùng. + Khi dùng đồng thời với Lithi làm tăng nồng độ Lithi trong máu, gây độc. + Làm tăng độc tính của fluorouracil do làm giảm sự thanh thải. + Khi dùng phối hợp với rượu gây hiệu ứng Antabuse (nóng, đổ, nôn mửa, tim đập nhanh)",https://thuocbietduoc.com.vn/thuoc-50187/gerdogyl.aspx,Công ty cổ phần Dược vật tư Y tế Nghệ An - VIETNAM,
Pharmox 500 - Thuốc điều trị nhiễm khuẩn đường hô hấp,893110483124,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Amoxicilline,Hộp 10 vỉ x 10 viên Hộp 1chai x 200 viên nang,Amoxicillin (500mg),"Nhiễm trùng hô hấp, tai mũi họng, răng miệng, sinh dục, tiêu hóa & gan mật","Dị ứng với penicillin. Nhiễm virus thuộc nhóm Herpes, nhất là bệnh tăng bạch cầu đơn nhân nhiễm khuẩn","– Người lớn và trẻ em trên 40 kg: 750 mg – 3 g / ngày, chia làm 3-4 lần – Trẻ em dưới 40 kg: 25 – 50 mg / kg thể trọng / 24 giờ. – Đối với người suy thận, phải giảm liều theo hệ số thanh thải creatinin: * Cl creatinin < 10 ml / phút: 500 mg / 24 giờ. * Cl creatinin > 10 ml / phút: 500 mg / 12 giờ","Nổi mày đay, tăng bạch cầu ưa acid, phù Quincke, khó thở, hiếm khi gặp sốc phản vệ. Buồn nôn, mửa, tiêu chảy, nhiễm nấm Candida","– Nifedipin làm tăng hấp thu Amoxicillin. – Khi dùng Allopurinol cùng với Amoxicillin sẽ làm tăng khả năng phát ban của Amoxicillin. – Có thể có sự đối kháng giữa chất diệt khuẩn Amoxicillin và các chất kìm khuẩn như Chloramphenicol, Tetracyclin",https://thuocbietduoc.com.vn/thuoc-1989/pharmox-500-500mg.aspx,Công ty cổ phần Dược phẩm IMEXPHARM - VIETNAM,
Nerusyn 3g,VD-26159-17,Thuốc bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Ampicilin 2g; Sulbactam 1g,"Hộp 1 lọ, hộp 10 lọ.",Sulbactam (-),"Nhiễm trùng do các chủng vi khuẩn nhạy cảm gây ra: Nhiễm khuẩn đường hô hấp trên, dưới. Nhiễm khuẩn đường tiết niệu. Nhiễm khuẩn phụ khoa. Nhiễm khuẩn máu. Nhiễm khuẩn da và cấu trúc da. Nhiễm khuẩn xương và khớp. Nhiễm khuẩn sau phẫu thuật",Không dùng AUROPENNZ cho các bệnh nhân có tiền sử phản ứng quá mẫn cảm với các kháng sinh nhóm Penicillin và Cephalosporin,"Theo sự chỉ dẫn của thầy thuốc, liều thông thường dùng cho người lớn và trẻ em. Phối hợp Ampicillin/Sulbactam có thể dùng tiêm tĩnh mạch hay tiêm bắp. Người lớn: Liều thông thường: Đường tiêm: lọ 3.0g/ lần cách nhau 6-8 giờ. Tổng liều Sulbactam không vượt quá 4g/ngày. Đường tiêm tĩnh mạch: Tiêm tĩnh mạch chậm 5-10 phút, pha loãng với dung môi trong hộp thuốc. Đường truyền tĩnh mạch: lọ 3.0g pha loãng với 100ml của các dung dịch truyền tĩnh mạch tương hợp như dung dịch Nacl 0,9%, dung dịch Nacl lactate, dung dịch Ringer lactate, dextrose 5%. Người suy thận: Liều tối đa tính theo Ampicillin. Hệ số thanh thải créatinine từ 10-30ml/phút: 1g, sau đó 500mg/12 giờ. Hệ số thành thải créatinine < 10ml/phút: 1g, sau đó 250mg/12 giờ. Trẻ em/ Trẻ còn bú: Liều thông thường: 300mg/kg/ngày. Chia đều nhiều liều mỗi 6 giờ","Sulbactam Thường gặp: rối loạn tiêu hoá, ỉa chảy. Hiếm khi gặp buồn nôn, nôn, nóng rát vùng thượng vị, viêm đại tràng và viêm đại tràng giả mạc. Dị ứng: nổi mẩn đỏ, ngứa",,https://thuocbietduoc.com.vn/thuoc-54120/nerusyn-3g.aspx,Công ty cổ phần Dược phẩm IMEXPHARM - VIETNAM,
Myroken 200,,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefixime 200mg,"Hộp 1 vỉ x 10 viên, hộp có 3 hộp nhỏ gồm 1 vỉ x 10 viên",Cefixime (200mg),"Viêm tai giữa, viêm họng, viêm amidan, viêm phế quản, viêm phổi cấp & mãn tính. - Nhiễm trùng tiết niệu - sinh dục, bệnh lậu, da & mô mêm. - Điều trị thương hàn. - Dự phòng nhiễm trùng phẫu thuật",Quá mẫn với cephalosporin,"Người lớn & trẻ > 12 tuổi: 50 - 100 mg x 2 lần/ngày, có thể tăng lên 200 mg x 2 lần/ngày. - Nhiễm khuẩn đường tiểu do lậu liều duy nhất 400 mg. Suy thận: giảm liều","Rối loạn tiêu hoá, nhức đầu, nổi mẫn, mề đay, ngứa, sốt, đau khớp. giảm tiểu cầu, giảm bạch cầu, tăng bạch cầu ái toan, thay đổi chức năng gan, thận",Warfarin,https://thuocbietduoc.com.vn/thuoc-5939/myroken-200.aspx,"Micro Labs., Ltd - India",
Sulperazone 1g,VN-16853-13,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Sulbactam (dưới dạng Sulbactam natri) 500mg ; Cefoperazone (dưới dạng Cefoperazone natri) 500mg,Hộp 1 lọ,Sulbactam (dưới dạng Sulbactam natri),"Thuốc tiêm cefoperazol và sulbactam được chỉ định để điều trị các bệnh truyền nhiễm trùng gây ra bởi các vi khuẩn nhạy cảm: - Nhiễm trùng đường hô hấp (trên và dưới); - Nhiễm trùng đường tiết niệu (trên và dưới) - Viêm màng bụng, viêm túi mật, viêm đường mật, các bệnh nhiễm trùng ổ bụng khác. - Nhiễm trùng máu - Viêm màng não - Nhiễm trùng da và mô mềm - Nhiễm trùng xương, khớp - Nhiễm trùng xương chậu, viêm màng trong dạ con, bệnh lậu, và các nhiễm trùng cơ quan sinh dục khác. Đa trị liệu: Do phổ kháng khuẩn rộng của thuốc tiêm cefoperazon/sulbactam nên có thể dùng riêng lẻ. Tuy nhiên, thuốc tiêm cefoperazom/sulbactam có thể kết hợp với kháng sinh khác nếu việc kết hợp được chỉ định. Khi dùng kết hợp với các kháng sinh nhóm aminoglycoside cần theo dõi chức năng thận trong suốt thời gian điều trị. Cơ Chế","Người có tiền sử dị ứng với các kháng sinh nhóm penicillin, sulbactam, cefoperazon hay bất cứ kháng sinh nào thuộc nhóm cephalosporin",Có thể dùng đường tiêm bắp hoặc truyền tĩnh mạch. Người lớn: Nhiễm khuẩn nhẹ và trung bình: 1-2g (Cefoperazone) mỗi 12 giờ. Nhiễm khuẩn nặng: 2-4g cách mỗi 12 giờ. Liều bình thường ở trẻ em: 25-100mg/kg mỗi 12 giờ. Suy thận: không cần giảm liều Cefoperazone,"Nhìn chung thuốc dung nạp tốt và hầu hết các tác dụng phụ xảy ra ở mức độ nhẹ và trung bình. Các nghiên cứu lâm sàng so sánh và không so sánh trên 2500 bệnh nhân và quan sát thấy có các tác dụng phụ sau: – Hệ tiêu hóa: giống như các kháng sinh khác, các tác dụng phụ xảy ra trên hệ tiêu hóa: tiêu chảy thường xảy ra với tỉ lệ khoảng 3,9%: cùng với buồn nôn và nôn ói 0,6%. – Hệ da: giống với các kháng sinh nhóm penicillin và cephalosporin, dị ứng da với biểu hiện ban đỏ 0,6% và mày đay 0,8% đã được báo cáo. – Hệ tạo máu: dùng thuốc trong thời gian dài có thể gây ra thiếu bạch cầu có hồi phục, phản ứng Coomb dương tính ở vài bệnh nhân, giảm Hemoglobin và hồng cầu, giảm thoáng qua bạch cầu ưa acid, tiểu cầu và giảm prothrombin huyết","Uống rượu hoặc các chế phẩm chứa cồn: gây ức chế aldehyde dehygrogenase, gây tích lũy trong máu và gây phản ứng giống disufiram. Phản ứng đặt trưng như: cơn nóng bừng, đổ mồ hôi, nhức đầu, nhịp tim nhanh đã được báo cáo khi uống rượu trong quá trình điều trị, hoặc sau 5 ngày dùng thuốc. Phản ứng tương tự xảy ra khi dùng các kháng sinh nhóm cephalosporin khác, nên thân trọng dùng cefoperazon/sulbactam với các thuốc có cồn. Ở bệnh nhân cho ăn bằng đường uống hoặc đường tiêm, nên tránh chứa phẩm có cồn. Kháng sinh nhóm aminoglycoside: không nên trộn lẫn sulbactam/cefoperazon và các amino glycosid với nhau sẽ làm giảm hoạt tính của thuốc, do có tương kị vật lý giữa chúng. Khi dùng kết hợp sulbactam/cefoperazon và các aminoglycosid phải tiêm truyền gián đoạn, và rửa ống truyền dịch giữa hai liều. Hoặc dùng sulbactam/cefoperazon cách xa thời gian dùng aminoglycosides. Lindocain: không nên tạo dung dịch hoàn nguyên lúc đầu với dung dịch 2% lindocain HCl do hỗn dịch này tương kị nhau. Nước cất vô trùng được dùng để tạo dung dịch hoàn nguyên lúc đầu và pha loãng với 2% lidocaine để tạo dung dịch tương hợp nhau. Cẩn thận khi kết hợp với các thuốc chống đông, thuốc ly giải huyết khối, các thuốc kháng viêm không steroid do có khả năng gây dễ chảy máu. Không nên trộn lẫn thuốc với amikacin, gentamicin, ketamycin B, doxycynlin, meclofenoxat, ajmalin, diphenhydramine, kali magnesi aspartat để tránh tạo kết tủa. Khi trộn lẫn với hydroxylin dihydroclorid, procainamide, aminophillin, proclorperazin, cytochrome C, pentazocin, aprotinin, sau 6 giờ có sự thay đổi tính chất của thuốc. Tương tác trong xét nghiệm lâm sàng: Phản ứng glucose trong nước tiểu có thể bị dương tính giả với dung dịch Benedict hoặc Fehling. Dương tính với các xét nghiệm kháng globulin (Coomb) đã báo cáo, đặc biệt, ở những trẻ sơ sinh mà người mẹ dùng thuốc lúc sắp sinh. Đôi khi tăng ALP, AST, ALT, BUN huyết thanh và creatinine huyết thanh đã được ghi nhận",https://thuocbietduoc.com.vn/thuoc-44648/sulperazone.aspx,Haupt Pharm - FRANCE,Pfizer Inc - FRANCE
Dinpocef 200,VN-8850-09,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefpodoxime,Hộp 1 vỉ x 6 viên,Cefpodoxime (200mg Cefpodoxime),"Cefpodoxime được chỉ định để điều trị các nhiễm khuẩn sau đây : - Nhiễm khuẩn hô hấp trên bao gồm viêm tai giữa cấp, viêm xoang, viêm amiđan và viêm họng. - Viêm phổi cấp tính mắc phải trong cộng đồng. - Nhiễm lậu cầu cấp chưa có biến chứng. - Nhiễm khuẩn đường tiểu chưa có biến chứng. - Nhiễm khuẩn da và cấu trúc da",Cefpodoxime Cefpodoxime proxetil được chống chỉ định ở các bệnh nhân có tiền sử nhạy cảm với cefpodoxime proxetil,"Người lớn: - Nhiễm khuẩn hô hấp trên, kể cả viêm amiđan và viêm họng: 100 mg mỗi 12 giờ trong 10 ngày. - Viêm phổi cấp tính mắc phải trong cộng đồng: 200 mg mỗi 12 giờ trong 14 ngày. - Nhiễm lậu cầu cấp chưa có biến chứng: liều duy nhất 200 mg. - Nhiễm khuẩn đường tiểu chưa có biến chứng: 100 mg mỗi 12 giờ trong 7 ngày. - Nhiễm khuẩn da và cấu trúc da: 400 mg mỗi 12 giờ trong 7 - 14 ngày. Trẻ em: - Viêm tai giữa cấp tính: 10 mg/kg/ngày (tối đa 400 mg/ngày chia làm 2 lần) trong 10 ngày. - Viêm họng và viêm amiđan: 10 mg/kg/ngày (tối đa 200 mg/ngày chia làm 2 lần) trong 10 ngày. - Cefpodoxime nên được chỉ định cùng với thức ăn. Ở các bệnh nhân suy thận (độ thanh thải creatinine dưới 30 ml/phút), khoảng cách giữa liều nên được tăng đến 24 giờ. - Không cần phải điều chỉnh liều ở các bệnh nhân xơ gan","Tác dụng phụ được ghi nhận trong các thử nghiệm lâm sàng thường nhẹ và thoáng qua, bao gồm: đi tiêu chảy, buồn nôn, nôn ói, đau bụng, viêm đại tràng và đau đầu. Hiếm khi xảy ra phản ứng quá mẫn, nổi ban, chứng ngứa, chóng mặt, chứng tăng tiểu cầu, chứng giảm tiểu cầu, giảm bạch cầu hoặc tăng bạch cầu ưa eosin","Nồng độ trong huyết tương giảm khoảng 30% khi Cefpodoxime proxetil được chỉ định cùng với thuốc kháng acid hoặc ức chế H2. Khi chỉ định Cefpodoxime đồng thời với hợp chất được biết là gây độc thận, nên theo dõi sát chức năng thận. Nồng độ cefpodoxime trong huyết tương gia tăng khi chỉ định Cefpodoxime với probenecid. Thay đổi các giá trị xét nghiệm: Cephalosporins làm cho thử nghiệm Coomb trực tiếp dương tính",https://thuocbietduoc.com.vn/thuoc-30799/dinpocef-200.aspx,"Micro Labs., Ltd - India",
Tinizol-500,VN-18173-14,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Tinidazol 500mg,Hộp 10 vỉ x 10 viên,Tinidazole (500mg),"Nhiễm trùng kỵ khí đường tiêu hóa, phụ khoa, da & mô mềm. - Nhiễm Trichomonas niệu sinh dục. - Nhiễm Giardia. - Nhiễm Amip ruột & gan. - Dự phòng nhiễm trùng kỵ khí hậu phẫu","Quá mẫn với imidazol. - Tiền sử rối loạn huyết học, rối loạn thần kinh thực thể. - Phụ nữ có thai 3 tháng đầu & khi cho con bú","Nhiễm trùng kỵ khí người lớn: uống 5 - 6 ngày, 2 g/lần/ngày đầu, sau đó 1 g/lần/ngày. - Nhiễm Trichomonas người lớn: liều duy nhất 2 g; trẻ em: liều duy nhất 50 - 70 mg/kg. - Nhiễm Giardia người lớn: liều duy nhất 2 g; trẻ em: liều duy nhất 50 -75 mg/kg. - Nhiễm Amip người lớn: 2 g/lần/ngày, uống 3 ngày, trẻ em: 50 - 60 mg/kg/lần/ngày, uống 3 ngày. - Dự phòng nhiễm trùng hậu phẫu người lớn: liều duy nhất 2 g trước mổ 12 giờ","Buồn nôn, chán ăn, tiêu chảy, miệng có vị kim loại. - Ngứa, mày đay, phù thần kinh mạch. - Nhức đầu, chóng mặt. Có thể gây giảm bạch cầu hạt",Tránh dùng với rượu,https://thuocbietduoc.com.vn/thuoc-47003/tinizol-500.aspx,"Brawn Laboratories., Ltd - India",
Ficyc cream,VN-1387-06,Kem-5%,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Acyclovir,Hộp 1 tuýp 5 g,Acyclovir (-),"Acyclovir *Viên nén: Nhiễm virus herpes simplex da và niêm mạc, bao gồm herpes sinh dục khởi phát và tái phát. Ngăn chặn việc tái nhiễm herpes simplex trên người có miễn dịch bình thường",Acyclovir Bệnh nhân được biết là có quá mẫn với acyclovir. Dạng kem: Quá mẫn với propylenglycol,Acyclovir Viên nén: Ðiều trị herpes simplex ở người lớn,"Acyclovir - Viên nén: nổi ban da đã được báo cáo xuất hiện trên một vài bệnh nhân sử dụng viên nén và tự khỏi khi ngưng thuốc. Các tác dụng trên đường tiêu hóa như buồn nôn, nôn mửa, tiêu chảy và đau bụng đã được báo cáo xuất hiện ở bệnh nhân dùng thuốc viên nén. Trong những thử nghiệm mù đôi dùng giả dược được kiểm soát, tần suất các biểu hiện rối loạn trên đường tiêu hóa tìm thấy không khác biệt nhau lắm giữa nhóm dùng giả dược và nhóm dùng acyclovir. Các phản ứng thần kinh có hồi phục, đáng chú ý là chóng mặt, tình trạng lẫn lộn, ảo giác và buồn ngủ đã được báo cáo xuất hiện đôi lúc, thường là với bệnh nhân suy thận hay có những yếu tố tạo khuynh hướng mắc bệnh. Một vài báo cáo về chứng gia tăng rụng tóc lan tỏa. Do loại chứng bệnh này thường liên kết với nhiều loại thuốc và các tiến triển bệnh khác nhau, mối liên hệ giữa biểu hiện này với liệu pháp acyclovir không được chắc chắn. Còn có những trường hợp rất hiếm được báo cáo xảy ra với người uống Acyclovir bao gồm việc tăng nhẹ và thoáng qua bilirubine và các men gan, tăng nhẹ urea và creatinin máu, giảm nhẹ các chỉ số huyết học, nhức đầu, có những phản ứng thần kinh nhẹ có hồi phục và mệt mõi. - Dạng kem: cảm giác rát bỏng và xót có thể xảy ra với một số bệnh nhân khi bôi thuốc. Nổi ban hay ngứa cũng đã được báo cáo xảy ra trong một số ít bệnh nhân. - Thuốc mỡ tra mắt: ở một số nhỏ bệnh nhân có thể xuất hiện cảm giác xót nhẹ thoáng qua ngay sau khi tra thuốc vào mắt. Bệnh giác mạc đốm nhỏ nông cũng đã được báo cáo. Dấu hiệu này không cần thiết phải ngưng thuốc sớm và sẽ lành không có biến chứng rõ rệt. Kích ứng và viêm tại chỗ, như viêm mi mắt và viêm giác mạc đã được báo cáo xảy ra ở bệnh nhân dùng thuốc mỡ tra mắt Acyclovir","Acyclovir Probenecide làm gia tăng thời gian bán hủy trung bình và diện tích dưới đường cong của acyclovir dùng toàn thân. Các thuốc gây ảnh hưởng đến sinh lý học của thận có khả năng làm xáo động dược động học của acyclovir. Tuy nhiên, các kinh nghiệm lâm sàng vẫn chưa cho thấy thêm những tương tác thuốc khác với acyclovir",https://thuocbietduoc.com.vn/thuoc-1171/ficyc-cream.aspx,"Brawn Laboratories., Ltd - India",
