Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Newxalotil Tab.,VN-15917-12,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefpodoxime proxetil,"Hộp 1 vỉ x 10 viên, hộp 2 vỉ x 10 viên",Cefpodoxime (100mg Cefpodoxime),"Cefpodoxime được chỉ định để điều trị các nhiễm khuẩn sau đây : - Nhiễm khuẩn hô hấp trên bao gồm viêm tai giữa cấp, viêm xoang, viêm amiđan và viêm họng. - Viêm phổi cấp tính mắc phải trong cộng đồng. - Nhiễm lậu cầu cấp chưa có biến chứng. - Nhiễm khuẩn đường tiểu chưa có biến chứng. - Nhiễm khuẩn da và cấu trúc da",Cefpodoxime Cefpodoxime proxetil được chống chỉ định ở các bệnh nhân có tiền sử nhạy cảm với cefpodoxime proxetil,"Người lớn: - Nhiễm khuẩn hô hấp trên, kể cả viêm amiđan và viêm họng: 100 mg mỗi 12 giờ trong 10 ngày. - Viêm phổi cấp tính mắc phải trong cộng đồng: 200 mg mỗi 12 giờ trong 14 ngày. - Nhiễm lậu cầu cấp chưa có biến chứng: liều duy nhất 200 mg. - Nhiễm khuẩn đường tiểu chưa có biến chứng: 100 mg mỗi 12 giờ trong 7 ngày. - Nhiễm khuẩn da và cấu trúc da: 400 mg mỗi 12 giờ trong 7 - 14 ngày. Trẻ em: - Viêm tai giữa cấp tính: 10 mg/kg/ngày (tối đa 400 mg/ngày chia làm 2 lần) trong 10 ngày. - Viêm họng và viêm amiđan: 10 mg/kg/ngày (tối đa 200 mg/ngày chia làm 2 lần) trong 10 ngày. - Cefpodoxime nên được chỉ định cùng với thức ăn. Ở các bệnh nhân suy thận (độ thanh thải creatinine dưới 30 ml/phút), khoảng cách giữa liều nên được tăng đến 24 giờ. - Không cần phải điều chỉnh liều ở các bệnh nhân xơ gan","Tác dụng phụ được ghi nhận trong các thử nghiệm lâm sàng thường nhẹ và thoáng qua, bao gồm: đi tiêu chảy, buồn nôn, nôn ói, đau bụng, viêm đại tràng và đau đầu. Hiếm khi xảy ra phản ứng quá mẫn, nổi ban, chứng ngứa, chóng mặt, chứng tăng tiểu cầu, chứng giảm tiểu cầu, giảm bạch cầu hoặc tăng bạch cầu ưa eosin","Nồng độ trong huyết tương giảm khoảng 30% khi Cefpodoxime proxetil được chỉ định cùng với thuốc kháng acid hoặc ức chế H2. Khi chỉ định Cefpodoxime đồng thời với hợp chất được biết là gây độc thận, nên theo dõi sát chức năng thận. Nồng độ cefpodoxime trong huyết tương gia tăng khi chỉ định Cefpodoxime với probenecid. Thay đổi các giá trị xét nghiệm: Cephalosporins làm cho thử nghiệm Coomb trực tiếp dương tính",https://thuocbietduoc.com.vn/thuoc-42961/newxalotil-tab.aspx,"Binex Co., Ltd - USA","Hana Pharm Co., Ltd - KOREA"
Enhancin,VN-7583-03,Bột pha dung dịch tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Amoxicilline , clavulanate potassium",Hộp 1 Lọ 5ml (300 mg),Clavulanate Potassium (-),"Clavulanate Potassium Nhiễm khuẩn nặng đường hô hấp trên: viêm amidan , viêm xoang , viêm tai giữa đã được điều trị bằng các kháng sinh thông thường nhưng không đỡ. Nhiễm khuẩn đường hô hấp dưới bởi các chủng H.influenza và Branhamella catarrbalis sản sinh beta - lactamase: viêm phế quản cấp và mạn, viêm phổi - phế quản. Nhiễm khuẩn nặng đường tiết niệu - sinh dục bởi các chủgn E.coli, Klebsiella và Enterobacter sản sinh: viêm bàng quang , viêm niệu đạo , viêm bể thận (nhiễm khuẩn đường sinh dục nữ). Nhiễm khuẩn da và mô mềm: mụn nhọt, áp xe, nhiễm khuẩn máu sản khoa, nhiễm khuẩn trong ổ bụng (tiêm tĩnh mạch trong nhiễm khuẩn máu, viêm phúc mạc, nhiễm khuẩn sau mổ, đề phòng nhiễm khuẩn trong khi mổ dạ dày - ruột,tử cung, đầu và cổ, tim, thận, thay khớp và đường mật)",Clavulanate Potassium Cần chú ý đến khả năng dị ứng chéo với các kháng sinh beta - lactam như các cephalosporin. Chú ý đến người bệnh có tiền sử vàng da/rối loạn chức năng gan do dùng amoxicillin và clavulanat hay các penicillin vì acid clavulanic gây tăng nguy cơ ứ mật trong gan,"Clavulanate Potassium Dạng uống: - Liều người lớn: uống 1 viên 125 mg acid clavulanic cách 8 giờ /lần. Với nhiễm khuẩn nặng và nhiễm khuẩn đường hô hấp dưới điều trị 1 viên 125 mg acid clavulanic cách 8 giờ/lần, trong 5 ngày. - Liều trẻ em: + Trẻ em trên 40 kg: uống theo liều người lớn. Điều trị không được vượt quá 14 ngày mà không khám lại. Dạng tiêm: Người lớn và trẻ em trên 12 tuổi: tiêm tĩnh mạch trực tiếp rất chậm hoặc tiêm truyền nhanh 1 g/lần, cứ 8 giờ tiêm 1 lần. Trường hợp nhiễm khuẩn nặng hơn, có thể hoặc tăng liều tiêm (cứ 6 giờ tiêm 1 lần) hạơc tăng liều lên tới 6 g/ngày. Không bao giờ vượt quá 200 mg acid clavulanic cho mỗi lần tiêm. Dự phòng nhiễm khuẩn khi phẫu thuật: tiêm tĩnh mạch 1 g vào lúc gây tiền mê. Trẻ em, trẻ đang bú, trẻ sơ sinh: dùng loại lọ tiêm 500 mg. Không vượt quá 5 mg/kg thể trọng đối với acid clavulanic cho mỗi lần tiêm. Trẻ em từ ba tháng đến 12 tuổi: 100 mg/kg/ngày, chia làm 4 lần, tiêm tĩnh mạch trực tiếp rất chậm hoặc tiêm truyền","Clavulanate Potassium Các tác dụng không mong muốn thường gặp nhất là những phản ứng về tiêu hoá: ỉa chảy, buồn nôn, nôn. Ngoài ra còn có thể gây ngoại ban, ngứa. Ít gặp: tăng bạch cầu ái toan, viêm gan, vàng da ứ mật, tăng transaminase, ngứa, ban đỏ, phát ban. Hiếm gặp: phản ứng phản vệ, phù Quincke, giảm nhẹ tiểu cầu, giảm bạch cầu, thiếu máu tan máu, viêm đại tràng giả mạc, hội chứng Stevens - Johnson, ban đỏ đa dạng, viêm da bong, hoại tử biểu bì do ngộ độc, viêm thận kẽ","Clavulanate Potassium Thuốc có thể gây kéo dài thời gian chảy máu và đông máu. Vì vậy cần phải cẩn thận đối với những người bệnh đang điều trị bằng thuốc chống đông máu. Giống các kháng sinh có phổ tác dụng rộng, thuốc có thể làm giảm hiệu quả của các thuốc tránh thai uống, do đó cần phải báo trước cho người bệnh",https://thuocbietduoc.com.vn/thuoc-2087/enhancin.aspx,"Ranbaxy Laboratories., Ltd - INDIA",
Zolmed 200,VD-21842-14,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Fluconazol 200 mg,Hộp 1 vỉ x 1 viên. Hộp 1 vỉ x 7 viên. Hộp 1 vỉ 10 viên,Fluconazole (200 mg),"Bệnh nấm Candida ở âm hộ - âm đạo. - Bệnh nấm Candida ở miệng - hầu, thực quản, đường niệu, màng bụng và các bệnh nhiễm nấm Candida toàn thân nghiêm trọng khác như nhiễm Candida huyết, phổi, Candida phát tán. - Viêm màng não do Cryptococcus neoformans. - Bệnh nấm do Blastomyces, Coccidioides immititis và Histoplasma. Điều trị dự phòng: Dự phòng nhiễm nấm Candida cho những bệnh nhân suy giảm miễn dịch, bệnh nhân ghép tuỷ xương đang điều trị bằng hoá chất hoặc tia xạ, bệnh nhân ung thư, hoặc bệnh AIDS","Bệnh nhân mẫn cảm với các thuốc chống nấm nhóm azol (ketoconazol, miconazol, và clotrimazol) hoặc bất cứ thành phần nào của thuốc","Fluconazole Dùng bằng đường uống. Nhiễm nấm Candida hầu họng: 50-100mg/ngày trong 1-2 tuần. - Nhiễm nấm Candida âm đạo: liều duy nhất 150mg. - Nhiễm nấm chân, thân, bẹn: 150 mg/lần/tuần. - Viêm màng não do Cryptococcus: liều khởi đầu 400mg/ngày đầu tiên. Sau đó 200 mg/ngày, dùng ít nhất 6-8 tuần. Trường hợp phòng ngừa tái phát do Cryptococcus: 100-200mg/ngày. - Người lớn tuổi: nếu không có dấu hiệu suy thận có thể dùng liều thông thường. Nếu có dấu hiệu suy thận (độ thanh thải creatinin < 40 ml/phút), nên điều chỉnh liều. - Bệnh nhân suy thận: phát đồ điều trị liều đơn không cần chỉnh liều. Với phát đồ điều trị nhiều lần/ngày dùng liều thông thường trong 1-2 ngày, sau đó cần điều chỉnh khoảng cách giữa các liều","Xảy ra ở khoảng 5-30% người bệnh đã dùng fluconazol 7 ngày hoặc lâu hơn. Tỉ lệ phải ngừng thuốc là 1-2,8%. Với phụ nữ dùng một liều duy nhất để trị nấm Candida âm hộ - âm đạo thì tác dụng không mong muốn gặp trong khoảng 26 – 31%. Ngoài ra người ta cũng thấy rằng tất cả các tác dụng không mong muốn thường xảy ra ở người bệnh bị nhiễm HIV với tỉ lệ cao hơn (21%) so với người bệnh không bị nhiễm (13%). Tuy nhiên rất khó khăn trong đánh giá và xác định liên quan giữa fluconazol với tác dụng không mong muốn vì thuốc đã được dùng cho nhiều người bệnh bị các bệnh cơ bản nặng đã sử dụng đồng thời nhiều loại thuốc. Thường gặp, ADR > 1/100 Thần kinh: Đau đầu, chóng mặt (khoảng 2% người bệnh). Tiêu hóa: Buồn nôn, nôn, đau bụng, ỉa chảy (khoảng 1,5 – 8,5%). Ít gặp, 1/1000 < ADR < 1/100 Gan: Tăng nhẹ nhất thời transaminase và bilirubin huyết thanh ( từ 1,5 – 3 lần giới hạn trên của bình thường). Da: Nổi ban, ngứa. Hiếm gặp, ADR < 1/1000 Máu: Tăng bạch cầu ưa eosin, thiếu máu, giảm bạch cầu, giảm bạch cầu trung tính, giảm tiểu cầu. Gan: Tăng cao nồng độ transaminase trong huyết thanh (8 lần hoặc nhiều hơn giới hạn trên của bình thường) và phải ngừng thuốc. Da: Da bị tróc vảy (chủ yếu ở người bệnh AIDS và ung thư), hội chứng Stevens – Johnson. Khác: Sốt, phù, tràn dịch màng phổi, đái ít, hạ huyết áp, hạ kali máu, sock phản vệ. Thông báo cho bác sỹ những tác dụng không mong muốn gặp phải trong quá trình sử dụng thuốc","Fluconazol làm tăng nồng độ trong huyết tương của các thuốc như thuốc điều trị đái tháo đường nhóm sulfonylure (tolbutamid, glyburid, glipizid), phenytoin (thuốc điều trị động kinh), theophylin (thuốc điều trị hen), astermizol (thuốc kháng histamin), thuốc chống đông nhóm coumarin (warfarin), thuốc kháng virus (zidovudin), cisaprid, tacrolimus và ciclosporin khi dùng đồng thời. Do đó, có thể làm tăng tác dụng và độc tính của các thuốc trên. Dùng đồng thời fluconazol và rifampicin có thể ảnh hưởng đến dược động học của cả hai thuốc. Rifampicin làm giảm hấp thu và thời gian bán hủy của fluconazol, vì cần tăng liều của fluconazol khi sử dụng đồng thời. Đã có báo cáo về tương tác khi dùng đồng thời fluconazol với rifabutin hay fluconazol với zidovudin trên bệnh nhân bị nhiễm HIV. Fluconazol làm tăng nồng độ trong huyết tương và diện tích dưới đường cong (AUC) của rifabutin và chất chuyển hóa chính",https://thuocbietduoc.com.vn/thuoc-48461/zolmed-200.aspx,Công ty cổ phần dược phẩm GLOMED - VIETNAM,
Kefstar 750mg,VN-2536-06,Bột pha tiêm-750mg,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefuroxime sodium,Hộp 1 lọ kèm 1 ống nước cất 10ml,Cefuroxime (750mg),"Nhiễm khuẩn đường hô hấp, tai - mũi - họng, tiết niệu, da & mô mềm, nhiễm khuẩn xương khớp, sản phụ khoa. - Nhiễm khuẩn huyết, viêm màng não. - Điều trị bệnh Lậu. - Dự phòng trong phẫu thuật",Quá mẫn với cephalosporin & penicillin,"Tiêm IM hay IV, truyền IV: - Người lớn: 750 mg x 3 lần/ngày; nặng: 1,5 g x 3 - 4 lần/ngày. - Lậu liều duy nhất 1,5 g tiêm IM. - Nhiễm khuẩn huyết 1,5 g x 3 lần/ngày. - Dự phòng phẫu thuật 750 mg trước mổ 30 - 60 phút, sau mổ 750 mg/8 giờ x 24 - 48 giờ. - Trẻ > 3 tháng: 50 - 100 mg/kg/ngày chia 3 - 4 lần. - Suy thận: giảm liều","Phát ban, sốt",Probenecid. - Thuốc độc thận. - Không trộn chung ống tiêm với aminoglycosid,https://thuocbietduoc.com.vn/thuoc-7008/kefstar-750mg.aspx,"Wockhardt., Ltd - India",
Dasagin-Quinin,VD-5302-08,Viên bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Paracetamol , quinin sulfat",Hộp 10 vỉ x 10 viên. Chai 100 viên,"Paracetamol (-), Quinin (-)","Paracetamol Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. * Giảm đau: Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu , đau răng , đau bụng kinh ... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. * Hạ sốt: Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh","Paracetamol Người bệnh nhiều lần thiếu máu hoặc có bệnh tim, phổi, thận, hoặc gan. Người bệnh quá mẫn với paracetamol. Người bệnh thiếu hụt glucose - 6 - phosphat dehydrogenase",Paracetamol,"Paracetamol Ban da và những phản ứng dị ứng khác thỉnh thoảng xảy ra. Thường là ban đỏ hoặc mày đay, nhưng đôi khi nặng hơn và có thể kèm theo sốt do thuốc và thương tổn niêm mạc. Người bệnh mẫn cảm với salicylat hiếm mẫn cảm với paracetamol và những thuốc có liên quan. Trong một số ít trường hợp riêng lẻ, paracetamol đã gây giảm bạch cầu trungtính, giảm tiểu cầu và giảm toàn thể huyết cầu. Ít gặp: ban da, buồn nôn, nôn, loạn tạo máu (giảm bạch cầu trung tính, giảm toàn thể huyết cầu, giảm bạch cầu), thiếu máu, bệnh thận, độc tính thận khi lạm dụng dài ngày. Hiếm gặp: phản ứng quá mẫn","Paracetamol Uống dài ngày liều cao paracetamol làm tăng nhẹ tác dụng chống đông của coumarin và dẫn chất indandion. Tác dụng này có vẻ ít hoặc không quan trọng về lâm sàng, nên paracetamol được ưa dùng hơn salicylat khi cần giảm đau nhẹ hoặc hạ sốt cho người bệnh đang dùng coumarin hoặc dẫn chất indandion. Cần phải chú ý đến khả năng gây hạ sốt nghiêm trọng ở người bệnh dùng đồng thời phenothiazin và liệu pháp hạ nhiệt. Uống rưọu quá nhiều và dài ngày có thể làm tăng nguy cơ paracetamol gây độc cho gan. Thuốc chống giật (gồm phenytoin, barbiturat, carbamazepin) gây cảm ứng enzym ở microsom thể gan, có thể làm tăng tính độc hại gan của paracetamol do tăng chuyển hoá thuốc thành những chất độc hại với gan. Ngoài ra, dùng đồng thời isoniazid với paracetamol cũng có thể dẫn đến tăng nguy cơ độc tính với gan, nhưng chưa xác định được cơ chế chính xác của tương tác này. Nguy cơ paracetamol gây độc tính gan gia tăng đáng kể ở người bệnh uống liều paracetamol lớn hơn liều khuyên dùng trong khi đang dùng thuốc chống co giật hoặc isoniazid. Thường không cần giảm liều người bệnh dùng đồng thời liều điều trị paracetamol và thuốc chống co giật, tuy vậy người bệnh phải hạn chế tự dùng paracetamol khi đang dùng thuốc chống co giật hoặc isoniazid",https://thuocbietduoc.com.vn/thuoc-28291/dasagin-quinin.aspx,Công ty TNHH SX-TM Dược phẩm NIC NIC Pharma - VIETNAM,
Cefrine,VN-7403-03,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cephradine,Hộp 5 vỉ x 10 viên,Cephradine (500mg),"Viêm amiđan, viêm họng, viêm phổi, viêm phế quản, viêm tuyến tiền liệt, viêm bàng quang, viêm thận - bể thận, viêm niệu đạo, ápxe, viêm mô tế bào, nhọt, chốc lở, viêm tai giữa",Quá mẫn với nhóm cephalosporin,"Người lớn: + Nhiễm khuẩn hô hấp & da 500 mg/12 giờ. + Nhiễm khuẩn thùy phổi 500 mg/6 giờ. + Nhiễm khuẩn đường tiểu không biến chứng 500 mg/12 giờ, nặng: 500 mg/6 giờ. + Nhiễm khuẩn nặng & mãn tính: 1 g/6 giờ. - Trẻ > 9 tháng: 25 - 50 mg/kg/ngày chia liều mỗi 6 giờ hoặc 12 giờ; Viêm tai giữa do H. influenzae 75 - 100 mg/kg/ngày, không quá 4 g/ngày. Suy thận: chỉnh liều theo ClCr","Rối loạn tiêu hoá, đôi khi có quá mẫn da, tăng men gan, tăng bạch cầu ái toan, giảm bạch cầu trung tính","Probenecid. Furosemide, bumetanide, acid ethacrynic, colistin, vancomycin, polymyxin B, nhóm aminoglycoside",https://thuocbietduoc.com.vn/thuoc-7324/cefrine.aspx,Công ty cổ phần Korea United Pharm. Int’ L - VIETNAM,
Cefutina tablets,VN-1360-06,Viên nén bao phim-250mg Cefuroxim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefuroxime acetyl,Hộp đựng 2 túi nhôm x 1 vỉ x 10 viên,Cefuroxime (-),"Viêm tai giữa , viêm xoang, viêm amiđan, viêm thanh quản, viêm họng. Viêm phổi, viêm phế quản cấp, đợt cấp viêm phế quản mãn tính. Viêm bể thận, viêm bàng quang, viêm niệu đạo . Ðinh nhọt, viêm da mủ, chốc lở. Sốt thương hàn. Bệnh lậu, viêm niệu đạo cấp do lậu cấp, viêm cổ tử cung",Quá mẫn với cephalosporin,"Dùng 5-10 ngày, uống sau khi ăn. *Người lớn: Hầu hết Nhiễm khuẩn 250 mg x 2 lần/ngày; Sốt thương hàn 500 mg x 2 lần/ngày; Nhiễm khuẩn niệu-sinh dục 125 mg x 2 lần/ngày; Nhiễm khuẩn hô hấp dưới nhẹ đến trung bình: 250 mg/lần x 2 lần/ngày; nặng, nghi viêm phổi: 500 mg/lần x 2 lần/ngày; Viêm bể thận 250 mg/lần x 2 lần/ngày; Lậu không biến chứng liều đơn 1 g. - Bệnh Lyme giai đoạn đầu: 500mg x 2 lần/ngày, trong 20 ngày. *Trẻ em: Hầu hết Nhiễm khuẩn 125 mg/lần x 2 lần/ngày, tối đa 250 mg/lần; Sốt thương hàn 250 mg/lần x 2 lần/ngày; Trẻ 2 tuổi trở lên bị viêm tai giữa hay các Nhiễm khuẩn nghiêm trọng 250 mg/lần x 2 lần/ngày","ban đỏ đa dạng, hoại tử da do nhiễm độc, phát ban da, nổi mày đay, ngứa, sốt do thuốc, bệnh huyết thanh. Ðôi khi: tiêu chảy, buồn nôn, nôn, tăng bạch cầu ái toan, tăng men gan. Hiếm: viêm ruột giả mạc, giảm bạch cầu, tiểu cầu",Cefuroxime - Giảm,https://thuocbietduoc.com.vn/thuoc-6906/cefutina-tablets.aspx,Công ty cổ phần Korea United Pharm. Int’ L - VIETNAM,
Doxycycline,VD-1753-06,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Doxycycline,Hộp 10 vỉ x 10 viên nang 100mg,Doxycycline (100mg),"Viêm phổi: Viêm phổi đơn hay đa thùy do Pneumococcus, Streptococcus, Staphylococcus, Haemophilus influenzae. - Các nhiễm khuẩn đường hô hấp khác: Viêm họng, viêm amidan, viêm xoang, viêm tai giữa, viêm phế quản do Streptococcus huyết giải bêta, Staphylococcus, Pneumococcus, Haemophilus influenzae. - Nhiễm khuẩn đường tiết niệu: Viêm thận - bể thận, viêm bàng quang, viêm niệu đạo lậu do các chủng vi khuẩn nhóm Klebsiella aerobacter, E. coli, Enterococcus, Staphylococcus, Streptococcus. - Nhiễm khuẩn da và mô mềm: chốc lở, mụn nhọt, viêm mô tế bào, áp xe, nhiễm khuẩn vết thương, viêm quanh móng do Staphylococcus aureus và albus. Streptococcus, E.coli và nhóm Klebsiella aerobacter. - Nhiễm khuẩn đường tiêu hóa: do Shigella, Salmonella và E.coli",Quá mẫn với tetracyclin. Phối hợp với retinoid. Trẻ < 8 tuổi Có thai & cho con bú,"Nên dùng thuốc trong hay sau bữa ăn với nhiều nước ở tư thế đứng hay ngồi thẳng. - Người lớn: Liều tấn công duy nhất 2 viên vào ngày điều trị thứ nhất, sau đó là liều duy trì 1 viên mỗi ngày một lần vào cùng thời điểm trong ngày. - Trẻ em trên 8 tuổi: 4mg/kg/ngày. - Nhiễm trùng trầm trọng: người lớn liều 2 viên/lần/ngày trong suốt đợt điều trị. - Khi dùng điều trị nhiễm trùng Streptococcus nên điều trị 10 ngày để phòng ngừa sốt thấp khớp hay viêm thận tiểu cầu. - Điều trị nhiễm lậu cấp: 2 viên lúc bắt đầu và 1 viên vào buổi tối trước khi ngủ vào ngày đầu tiên, sau đó là 1 viên x 2 lần/ngày trong 3 ngày. - Điều trị nhiễm trùng niệu đạo không gây biến chứng, nhiễm trùng bên trong cổ tử cung hay âm đạo do Chlamydia trachomatis và Urea plasma urealyticum: 1 viên x 2 lần/ngày, tối thiểu 10 ngày. - Không cần phải giảm liều ở người suy thận","Giống như những kháng sinh phổ rộng khác, các rối loạn tiêu hóa như buồn nôn, nôn mửa và tiêu chảy cũng như viêm lưỡi, viêm miệng và viêm trực tràng có thể xuất hiện khi điều trị với Doxycycline nhưng hiếm khi cần phải ngưng thuốc. Ðã có những báo cáo rất hiếm về trường hợp viêm và loét thực quản khi dùng dạng viên nang doxycycline (xem Chú ý đề phòng và Liều lượng);. Giống như các tetracycline khác, đã có báo cáo về sự gia tăng SGOT hay SGPT, thiếu máu, giảm bạch cầu trung tính, tăng bạch cầu ưa eosine, giảm bạch cầu hay gia tăng BUN, chưa biết được ảnh hưởng của các tác dụng này","Dùng đồng thời Doxycyclin với thuốc kháng acid chứa nhôm, calci, hoặc magnesi có thể làm giảm tác dụng của thuốc kháng sinh, với sắt và bismuth subsalicylat, có thể làm giảm sinh khả dụng của doxycyclin. Với barbiturat, phenytoin và carbamazepin có thể làm giảm thời gian bán thải của doxycyclin. Với warfarin có thể làm tăng tác dụng của thuốc chống đông",https://thuocbietduoc.com.vn/thuoc-10535/doxycycline.aspx,Công ty liên doanh Meyer-BPC - VIETNAM,
Jefrexomin Tab.,VN-7495-09,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefuroxime Axetil,Hộp 3 vỉ x 10 viên,Cefuroxime (-),"Nhiễm khuẩn đường hô hấp dưới như viêm phổi, viêm phế quản cấp và mạn. Nhiễm khuẩn đường hô hấp trên như nhiễm khuẩn tai, mũi, họng như viêm tai giữa, viêm xoang, viêm amydale, viêm họng. Nhiễm khuẩn niệu- sinh dục: viêm bể thận, viêm bàng quang, viêm niệu đạo, nhiễm khuẩn da và mô mềm như mụn nhọt, mủ da, chốc lở. Bệnh lậu; viêm niệu đạo cấp không biến chứng do lậu cầu và viêm cổ tử cung",Không dùng cho bệnh nhân nhạy cảm với kháng sinh nhóm Cephalosporin,"Người lớn: Trong bệnh viêm phế quản và viêm phổi 500mg x 2 lần/ngày. Trong đa số các nhiễm trùng: 250mg x 2 lần /ngày. Trong nhiễm trùng đường niệu, dùng liều 125mg x 2 lần/ngày. Bệnh lậu không biến chứng: liều duy nhất 1g Trẻ em: Liều thông thường là 125mg x 2 lần/ngày hay 10mg/kg x 2 lần/ngày.Liều tối đa 250mg/ngày. Trẻ em trên 2 tuổi mắc bệnh viêm tai giữa: 250mg x 2 lần/ngày hay 15mg/kg x 2 lần/ngày, tới tối đa 500mg/ngày","Đa số các tác dụng ngoại ý do cefuroxim đều nhẹ và chỉ thoáng qua: buồn nôn, nôn, đau bụng, viêm đại tràng giả. Tăng bạch cầu ưa eosin và tăng thoáng qua các men gan",Probenecid làm chậm sự bài tiết cefuroxim,https://thuocbietduoc.com.vn/thuoc-30050/jefrexomin-tab.aspx,"Kukje Pharm Ind Co., Ltd - KOREA",Công ty cổ phần Hợp Nhất - VIETNAM
Tetracyclin 500 mg,VD-23903-15,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Tetracyclin hydrochlorid 500mg,"Hộp 10 vỉ, 20 vỉ x 10 viên",Tetracycline (500mg),"Ðiều trị các nhiễm khuẩn do Chlamydia, Rickettsia, lậu cầu, xoắn khuẩn, tả, nhất là các nhiễm khuẩn đường hô hấp, sinh dục, tiết niệu, mắt, tiêu hoá và mụn trứng cá",Quá mẫn với tetracyclin. Phụ nữ có thai hoặc cho con bú. Trẻ em < 8 tuổi. Bệnh gan hoặc thận nặng,"Uống 1 giờ trước hoặc 2 giờ sau khi ăn: - Người lớn: 250 - 500 mg/lần x 4 lần/ngày. Trẻ > 8 tuổi: 25 - 50 mg/kg/ngày, chia 4 lần. - Mụn trứng cá dùng thời gian dài với liều giảm dần từ 750 mg - 1 g/ngày đến 250 mg/ngày","Sốt, ban đỏ , rối loạn chức năng thận, suy thận, nhạy cảm với ánh sáng","Tránh dùng đồng thời với muối Ca, Fe, Al, sữa",https://thuocbietduoc.com.vn/thuoc-51826/tetracyclin-500-mg.aspx,,
