Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Sumakin 250/125,VD-23193-15,Thuốc bột uống,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Mỗi gói chứa: Amoxicillin (dưới dạng Amoxicillin trihydrat) 250 mg; Sulbactam (dưới dạng Sulbactam pivoxyl) 125 mg,,Sulbactam (dưới dạng Sulbactam pivoxyl),"Điều trị nhiễm khuẩn do các vi khuẩn nhạy cảm gây ra, bao gồm: – Nhiễm khuẩn tai mũi họng: viêm amidan, viêm xoang, viêm tai giữa. – Nhiễm khuẩn đường hô hấp dưới: viêm phế quản cấp và mạn, viêm phổi – phế quản. – Nhiễm khuẩn đường tiết niệu – sinh dục: viêm bàng quang, viêm niệu đạo, viêm bể thận, nhiễm khuẩn đường sinh dục nữ. – Nhiễm khuẩn da và mô mềm: mụn nhọt, áp xe, nhiễm khuẩn vết thương. – Nhiễm khuẩn xương và khớp. – Nhiễm khuẩn nha khoa: áp xe ổ răng. – Nhiễm khuẩn khác: nhiễm khuẩn do nạo thai, nhiễm khuẩn máu trong giai đoạn hậu sản, nhiễm khuẩn trong ổ bụng. THUỐC NÀY CHỈ DÙNG THEO ĐƠN CỦA BÁC SĨ","– Mẫn cảm với thành phần thuốc hoặc kháng sinh nhóm penicillin, cephalosporin. – Tiền sử bệnh đường tiêu hoá, đặc biệt là viêm loét đại tràng, bệnh Crohn hoặc viêm ruột kết do kháng sinh. – Tiền sử vàng da hoặc rối loạn chức năng gan","(được tính theo Amoxicillin): Liều thường dùng là 250-500mg, cách 8 giờ một lần. Trẻ em đến 10 tuổi có thể dùng liều 125 - 250mg, cách 8 giờ một lần. – Người lớn, trẻ em trên 40 kg: 1 gói x 2- 3 lần/ngày . – Trẻ em dưới 40 kg: + Nhiễm khuẩn nhẹ và vừa: 20 mg/kg cân nặng/ngày, chia thành 3 lần/ngày . + Nhiễm khuẩn nặng: 40 mg/kg cân nặng/ngày, chia thành 3 lần/ngày , uống trong 5 ngày. Bệnh nhân suy thận: Độ thanh thải Creatinin Liều dùng > 30 ml/phút Không cần chỉnh liều 10-30 ml/phút 250 – 500 mg/12 giờ, tuỳ thuộc mức độ nặng của nhiễm khuẩn < 10 ml/phút 250 – 500 mg/ 24 giờ, tuỳ thuộc mức độ nặng của nhiễm khuẩn Trẻ em bị suy thận: Độ thanh thải Creatinin Liều dùng > 30 ml/phút Không cần chỉnh liều 10-30 ml/phút 2/3 liều thông thường, chia thành 2 lần/ngày < 10 ml/phút 1/3 liều thông thường, uống 1 lần/ngày","– Thường gặp: tiêu chảy, ngứa, ngoại ban. – Ít gặp: buồn nôn, nôn, tăng bạch cầu ái toan, phát ban, viêm gan và vàng da ứ mật, tăng transaminase. – Hiếm gặp: phản ứng phản vệ, phù Quincke, giảm nhẹ tiểu cầu, giảm bạch cầu, thiếu máu tan huyết, viêm đại tràng giả mạc, hội chứng Stevens – Johnson, ban đỏ đa dạng, viêm da bong, hoại tử biểu bì do ngộ độc, viêm thận kẽ. Thông báo cho bác sĩ những tác dụng không mong muốn gặp phải khi sử dụng thuốc",,https://thuocbietduoc.com.vn/thuoc-50286/sumakin-250125.aspx,,
Panatel 125 Medopharm,VN-16045-12,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Pyrantel Pamoate,Hộp 1 vỉ 6 viên,Pyrantel (125mg),"Pyrantel Nhiễm giun kim, giun đũa, giun móc",Pyrantel Còn chưa biết rõ các chống chỉ định của thuốc,"Pyrantel Dạng viên 125mg: thường được dùng cho trẻ em. Nhiễm giun kim, giun đũa: 10mg/kg, liều duy nhất tương ứng 1 viên loại 125mg/10kg (trẻ dưới 18 tháng nên dùng dạng hỗn dịch uống). Ðối với nhiễm giun kim, nên dùng tiếp một liều thứ 2 vào khoảng 2 đến 3 tuần lễ sau liều đầu tiên. Giun móc: Nhiễm nhẹ Ankylostoma duodénale: 10mg/kg, liều duy nhất. Nhiễm nặng Ankylostoma duodénale hoặc nhiễm Necator americanus: 20mg/kg (chia 1 hoặc 2 lần) trong 2 đến 3 ngày, tương ứng 2 viên loại 125mg (hay 1 viên loại 250mg)/10kg/ngày. Dạng viên 250mg: thường được dùng cho người lớn. Nhiễm giun kim, giun đũa: 10mg/kg, liều duy nhất. Người lớn dưới 75kg: 3 viên loại 250mg/ngày. trên 75 kg: 4 viên loại 250mg/ngày. Ðối với nhiễm giun kim, nên dùng tiếp một liều thứ 2 vào khoảng 2 đến 3 tuần lễ sau liều đầu tiên. Giun móc: Nhiễm nhẹ Ankylostoma duodénale: 10mg/kg, liều duy nhất. Nhiễm nặng Ankylostoma duodénale hoặc nhiễm Necator americanus: 20mg/kg (chia 1 hoặc 2 lần) trong 2 đến 3 ngày, tương ứng : Người lớn dưới 75kg: 6 viên loại 250mg/ngày. trên 75 kg: 8 viên/ngày","Pyrantel Có thể gây rối loạn tiêu hóa (10-15%): chán ăn, buồn nôn, ói mửa, đau bụng, tiêu chảy, tăng transaminase nhẹ và tạm thời. Hiếm gặp hơn: nhức đầu, chóng mặt, suy nhược, rối loạn giấc ngủ, phát ban ngoài da",Pyrantel - Không nên điều trị đồng thời với lévamisole do pyrantel pamoate có thể làm tăng độc tính của lévamisole. - Pipérazine có thể đối kháng với tác dụng diệt giun của pyrantel : tránh dùng phối hợp hai hoạt chất này,https://thuocbietduoc.com.vn/thuoc-18521/panatel-125.aspx,Medopharm - India,"S.I.A. Tenamyd Canada., Ltd - CANADA"
Remeclar 250,VN-5161-10,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Clarithromycin,Hộp 2 vỉ x 7 viên (vỉ Alu-PVC),Clarithromycin (250mg),"Viêm amiđan , viêm tai giữa, viêm xoang cấp , viêm phế quản mạn có đợt cấp, da & mô mềm. - Viêm phổi do Mycoplasma pneumoniae & Legionella, bạch hầu, giai đoạn đầu của ho gà, nhiễm khuẩn cơ hội do Mycobacterium. - Phối hợp để tiệt trừ Helicobacter pylori trong loét dạ dày tá tràng","* Clarithromycin chống chỉ định trên những bệnh nhân có tiền sử tăng mẫn cảm với những kháng sinh thuộc nhóm macrolide. * Không nên cho clarithromycin kèm với những dẫn chất của ergot. * Chống chỉ định sử dụng clarithromycin với bất kỳ thuốc nào sau đây: cisaprid, pimozide và terfenadine. Nồng độ cisapid, pimozide và terfenadine tăng đã được báo cáo ở những bệnh nhân dùng đồng thời cả hai loại những thuốc này và clarithromycin. Điều này có thể gây kéo dài thời gian QT và những rối loạn nhịp kể cả nhịp nhanh thất, rung thất và xoắn đỉnh. Những tác dụng tương tự được ghi nhận khi cho đồng thời astemizole và những macrolide khác. Lúc có thai và lúc nuôi con bú Tính an toàn của clarithromycin trong lúc mang thai và nuôi con bằng sữa mẹ chưa được xác minh. Vì vậy không nên sử dụng Klacid trong lúc mang thai hoặc cho con bú trừ khi lợi ích nhiều hơn nguy cơ. Một vài công trình nghiên cứu trên súc vật gợi ý tác dụng độc tính trên phôi nhưng chỉ ở những liều có độc tính rõ ràng đối với người mẹ. Không tìm thấy clarithromycin trong sữa của những súc vật đang cho con bú và trong sữa mẹ","* Người lớn: Liều thường dùng là 250 mg x mỗi ngày 2 lần trong 7 ngày, hoặc 500 mg dạng phóng thích có điều chỉnh 1 lần/ngày. Trong những trường hợp nhiễm trùng nặng có thể tăng đến 500 mg mỗi ngày 2 lần, hoặc 1000 mg dạng phóng thích có điều chỉnh 1 lần/ngày và kéo dài đến 14 ngày. *Trẻ em trên 12 tuổi: Sử dụng như người lớn. * Trẻ em dưới 12 tuổi: Sử dụng thuốc dạng nhũ tương dành cho bệnh nhi: Liều hàng ngày đối với trẻ em là 7,5 mg/kg, mỗi ngày uống 2 lần cho tới liều tối đa 500 mg. Thời gian điều trị thường là 7-10 ngày tùy theo chủng gây bệnh và bệnh nặng hay nhẹ. Điều trị viêm họng do liên cầu khuẩn phải ít nhất 10 ngày. Huyền dịch đã chuẩn bị có thể dùng kèm hoặc không kèm với bữa ăn, và uống cùng với sữa. * Diệt trừ H. pylori ở những bệnh nhân loét tá tràng: - Người lớn: Liều clarithromycin thường dùng là 500 mg mỗi ngày 2 lần trong 7 ngày. Thuốc nên được sử dụng kèm với omeprazole 40 mg uống 2 lần mỗi ngày. *Người già: Sử dụng như người lớn. *Suy thận:Thường không cần điều chỉnh liều trừ khi bệnh nhân suy thận nặng (độ thanh thải creatinine dưới 30ml/phút). Nếu cần chỉnh liều nên giảm một nửa tổng liều mỗi ngày, thí dụ 250 mg mỗi ngày 1 lần hoặc 250 mg mỗi ngày 2 lần trong trường hợp nặng","Nhìn chung clarithromycin được dung nạp tốt. Những tác dụng phụ được báo cáo gồm buồn nôn, khó tiêu, tiêu chảy, nôn và đau bụng. Viêm miệng, viêm thanh môn và nổi hạt ở miệng đã được báo cáo. Những tác dụng phụ khác gồm nhức đầu, những phản ứng dị ứng từ mề đay và phát ban nhẹ ở da cho đến phản vệ và hiếm hơn là hội chứng Stevens-Johnson. Rối loạn vị giác có thể xảy ra. Mất màu ở lưỡi có hồi phục gặp trong những thử nghiệm lâm sàng khi cho clarithromycin và omeprazole kèm nhau. Có những báo cáo về những tác dụng phụ thoáng qua trên hệ thần kinh trung ương gồm lo lắng, chóng mặt, mất ngủ, ảo giác, loạn tâm thần, ác mộng và lú lẫn, tuy nhiên chưa xác định được mối tương quan nhân quả. Có những báo cáo về mất khả năng nghe khi dùng clarithromycin thường hồi phục khi ngưng thuốc. Viêm đại tràng giả mạc được ghi nhận hiếm gặp khi dùng clarithromycin và có thể từ nhẹ đến đe dọa sinh mạng. Giống như những macrolid khác, rối loạn chức năng gan đã được ghi nhận (thường có thể hồi phục) gồm những thử nghiệm chức năng gan bị thay đổi, viêm gan và mật có hoặc không có vàng da đi kèm. Rối loạn chức năng có thể trầm trọng và suy gan gây tử vong được ghi nhận rất hiếm","Clarithromycin được chứng minh không có tác dụng tương hỗ với những thuốc ngừa thai uống. Giống như những kháng sinh macrolide khác, việc sử dụng clarithromycin đồng thời với uống những thuốc được hóa bởi hệ thống cytochrome P450 (thí dụ warfarin, những alkaloid của ergot, triazolam, lovastatin, disopyramide, phenytoin và cyclosporin); có thể làm tăng nồng độ những thuốc đó trong huyết thanh. Sử dụng clarithromycin cho những bệnh nhân đang dùng theophylline làm tăng nồng độ theophylline trong huyết thanh và độc tính tiềm tàng của theophylline. Việc sử dụng clarithromycin trên những bệnh nhân đang dùng warfarin có thể làm tăng hiệu lực những tác dụng của warfarin. Nên thường xuyên theo dõi thời gian prothrombin ở những bệnh nhân này. Hiệu quả của digoxin có thể tăng khi dùng đồng thời với Klacid. Nên theo dõi nồng độ digoxin trong huyết thanh. Clarithromycin có thể làm tăng hiệu lực của carbamazepine do làm giảm tốc độ bài tiết. Những macrolide được ghi nhận là làm thay đổi chuyển hóa của terfenadine, gây tăng nồng độ của terfenadine. Tình trạng này đi kèm với rối loạn nhịp tim và do đó nên tránh chỉ định clarithromycin cho những bệnh nhân đang dùng terfenadine và bất kỳ những kháng histamin không gây ngủ có liên quan như astemizole. Việc sử dụng đồng thời clarithromycin với zidovudine cho những bệnh nhân người lớn bị nhiễm HIV có thể làm giảm nồng độ zidovudine ở trạng thái bền. Phần lớn có thể tránh tình trạng này bằng cách bố trí những liều Klacid và zidovudine chéo nhau khoảng 1-2 giờ. Không ghi nhận phản ứng giống như vậy ở trẻ em. Mặc dù nồng độ trong huyết tương của clarithromycin và omeprazole có thể tăng khi cho cùng một lúc, nhưng không cần phải chỉnh liều lượng. Nồng độ clarithromycin trong huyết tương tăng có thể cũng xảy ra khi được sử dụng đồng thời với Maalox hoặc ranitidine. Không cần phải điều chỉnh liều lượng",https://thuocbietduoc.com.vn/thuoc-33039/remeclar-250.aspx,"Medochemie., Ltd - NORTHERN CYPRUS",Công ty cổ phần Dược phẩm Nhất Anh - VIETNAM
Kyongbo Ceftizoxime inj. 0.5g,VN-21130-18,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Ceftizoxim (dưới dạng Ceftizoxim natri) 0,5g",Hộp 10 lọ,Ceftizoxim (dưới dạng Ceftizoxim natri),"– Hô hấp: viêm phổi, nhiễm trùng phổi, viêm màng phổi mủ, viêm phế quản, giãn phế quản, nhiễm trùng thứ phát ở bệnh nhân bị bệnh phổi mạn tính. - Tiết niệu: viêm thận – bể thận, viêm bàng quang, viêm niệu đạo. - Tiêu hóa: viêm đường mật, viêm phúc mạc, viêm túi mật.- Sinh dục: viêm tuyến tiền liệt, lậu, viêm nội mạc tử cung, viêm mô cận tử cung, nhiễm trùng vùng chậu. - Nhiễm trùng máu, viêm nội tâm mạc nhiễm khuẩn, viêm màng não, viêm tủy xương, viêm khớp nhiễm trùng, viêm mô tế bào, viêm amidan, nhiễm trùng sau chấn thương, bỏng, vết thương, hậu phẫu, viêm phần phụ",Ceftizoxim Có tiền sử mẫn cảm với các cephalosporin,"Người lớn và trẻ em trên 12 tuổi: - Nhiễm trùng không biến chứng: 2 lọ/ngày, chia đều từng liều tiêm cách nhau 12 giờ.- Nhiễm trùng trung bình đến nặng: 3 – 6 lọ/ngày chia đều từng liều tiêm cách nhau 8 giờ. - Nhiễm trùng cần kháng sinh liều cao (nhiễm trùng máu): 6 – 8 lọ/ngày, chia đều từng liều tiêm cách nhau 6 – 8 giờ.- Nhiễm trùng đe dọa tính mạng: 12 lọ/ngày, chia đều từng liều tiêm cách nhau 4 giờ.- Điều trị lậu: liều đơn 1g Cefotaxim tiêm bắp. Trẻ sơ sinh và trẻ em dưới 12 tuổi:- Tùy theo tình trạng nhiễm khuẩn, dùng liều 50 – 100 mg/kg/ngày, chia đều từng liều tiêm cách nhau 6 – 12 giờ. Nhiễm trùng đe dọa tử vong, liều có thể tăng đến 150 – 200 mg/kg/ngày. Trẻ đẻ non:- Liều không nên vượt quá 50 mg/kg/ngày. Bệnh nhân suy thận:- Nếu độ thanh thải của Creatinin dưới 5 ml/phút. Liều duy trì nên giảm một nửa. Liều khởi đầu phụ thuộc vào tính nhạy cảm của tác nhân gây bệnh và mức độ nặng của nhiễm trùng","– Huyết học: có thể giảm tiểu cầu, tăng bạch cầu ái toan, và giảm bạch cầu, thiếu máu tán huyết.- Gan: có thể tăng men gan và bilirubin thoáng qua.- Thận: có thể giảm chức năng thận. Hiếm gặp viêm thận kẽ.- Tiêu hóa: buồn nôn, nôn, đau bụng, tiêu chảy. Đôi khi tiêu chảy có thể do viêm ruột hoặc viêm đại tràng giả mạc.- Tim mạch: một vài trường hợp có thể xảy ra loạn nhịp tim.- Da: viêm đau tại nơi tiêm, nổi mề đay, nổi mẩn ngứa","– Dùng đồng thời cephalosporin với kháng sinh polymyxin có thể làm tăng nguy cơ bị tổn thương thận.- Người bị bệnh suy thận có thể bị tổn thương về não và cơn động kinh cục bộ nếu dùng đồng thời cefotaxim với azlocilin.- Độ thanh thải của cefotaxim sẽ giảm nếu dùng đồng thời với azlocilin hay mezlocilin. Vì vậy cần phải giảm liều Cefotaxim nếu dùng phối hợp.- Cefotaxim làm tăng tác dụng độc đối với thận của Cyclosporin. Công dụng Kyongbo Ceftizoxime inj. 0.5g – Hô hấp: viêm phổi, nhiễm trùng phổi, viêm màng phổi mủ, viêm phế quản, giãn phế quản, nhiễm trùng thứ phát ở bệnh nhân bị bệnh phổi mạn tính. - Tiết niệu: viêm thận – bể thận, viêm bàng quang, viêm niệu đạo. - Tiêu hóa: viêm đường mật, viêm phúc mạc, viêm túi mật.- Sinh dục: viêm tuyến tiền liệt, lậu, viêm nội mạc tử cung, viêm mô cận tử cung, nhiễm trùng vùng chậu. - Nhiễm trùng máu, viêm nội tâm mạc nhiễm khuẩn, viêm màng não, viêm tủy xương, viêm khớp nhiễm trùng, viêm mô tế bào, viêm amidan, nhiễm trùng sau chấn thương, bỏng, vết thương, hậu phẫu, viêm phần phụ. Thông tin từ hoạt chất: Ceftizoxim Các thông tin dược lý, dược động học và tác dụng của hoạt chất chính",https://thuocbietduoc.com.vn/thuoc-56774/kyongbo-ceftizoxime-inj-05g.aspx,"Kyongbo Pharm Co., Ltd - KOREA","Schnell Korea Pharma Co., Ltd - KOREA"
Spectinomycin 2g Lisapharma,VN-11944-11,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Spectinomycin,Hộp 1 lọ & 1 ống dung môi,Spectinomycin (2g),"Spectinomycin Spectinomycin được chỉ định điều trị viêm niệu đạo cấp tính do lậu cầu và viêm trực tràng ở nam giới, viêm cổ tử cung cấp tính do lậu cầu và viêm trực tràng ở nữ giới nếu do những dòng nhạy cảm của Neisseria gonorrhoeae, khi penicillin không thích hợp. Quan hệ tình dục với người bệnh lậu cần phải được điều trị",Spectinomycin Chống chỉ định cho bệnh nhân nhạy cảm với spectinomycin,Spectinomycin Liều spectinomycin được khuyên nên dùng là 2g ở nam và ở nữ. Ðó cũng là điều khuyến cáo dùng cho người đã điều trị kháng sinh thất bại. Liều 4g đã được sử dụng cho những trường hợp khó điều trị và ở những địa phương mà sự đề kháng đã xảy ra. Spectinomycin được cho biết là có hiệu quả trên trẻ em ở liều 40mg/kg (xem Chú ý đề phòng và Thận trọng lúc dùng),"Spectinomycin Trong thử nghiệm lâm sàng dùng liều duy nhất đã quan sát được các phản ứng sau đây: đau tại chỗ tiêm, nổi mề đay, chóng mặt, buồn nôn, lạnh run, sốt và giảm lượng nước tiểu (không có những thay đổi chức năng thận chỉ điểm cho độc tính ở thận). Những phản ứng phụ sau đây đã được thấy trong khảo sát sự dung nạp đa liều ở người tình nguyện khỏe mạnh: giảm hemoglobin, hematocrit và độ thanh thải creatinin và tăng phosphatase kiềm, BUN và SGPT. Rất hiếm trường hợp phản vệ hoặc phản ứng kiểu phản vệ","Spectinomycin Spectinomycin làm tăng hiệu quả và độc tính của lithi do giảm độ thanh thải lithi, tương tác này có ý nghĩa trong lâm sàng",https://thuocbietduoc.com.vn/thuoc-38209/spectinomycin.aspx,Lisapharma S.P.A - Italy,Lifepharma S.P.A - Italy
Fullaca 500mg,V236-H12-05,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Mebendazole,Hộp 1 vỉ x 1 viên nén,Mebendazole (500mg),"Ðiều trị nhiễm giun chỉ, giun đũa, giun tóc, giun móc, giun kim. Tính chất: – Mebendazol có hoạt tính kháng giun mạnh đối với các loại giun tròn. Mebendazol ức chế việc tạo thành các vi cấu trúc hình ống ở giun làm cho giun bị cạn kiệt glucose. – Chất chuyển hoá bậc 1 của mebendazol là 2-amin, chất chuyển hoá này không có hoạt tính kháng giun. – Ở người, khoảng 2 % liều uống mebendazol được thải ra trong nước tiểu và phần còn lại được thải qua phân dưới dạng hoạt chất không đổi hoặc chất chuyển hoá bậc 1","Quá mẫn cảm với thành phần của thuốc, phụ nữ có thai & trẻ em < 2 tuổi","1 viên 500 mg/ngày (liều duy nhất);. Ba tuần sau khi điều trị, nếu giun vẫn còn, nên tiếp tục một đợt thứ hai. Không cần nhịn đói hay uống thuốc xổ trong thời gian điều trị Tẩy giun định kỳ 4-6 tháng/lần",Ðau bụng thoáng qua,"Mebendazole - Sử dụng cùng lúc với cimetidine có thể ức chế chuyển hóa mebendazole tại gan, kết quả làm tăng nồng độ thuốc trong máu. - Không dùng đồng thời mebendazole với metronidazole do có thể có liên hệ giữa mebendazole dùng cùng lúc với metronidazole và hội chứng Stevens-Johnson",https://thuocbietduoc.com.vn/thuoc-14905/fullaca-500mg.aspx,Công ty cổ phần Dược phẩm Q.10 - VIETNAM,
Asasea 500mg/100ml,VD-25618-16,Dung dịch tiêm truyền tĩnh mạch,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Mỗi 100 ml chứa: Levofloxacin (dưới dạng Levofloxacin hemihydrat) 500mg,Hộp 1 túi 100 ml,Levofloxacine (500mg),"Điều trị nhiễm trùng nhẹ, trung bình & nặng ở người lớn > 18 tuổi như: Viêm xoang cấp, đợt cấp viêm phế quản mãn, viêm phổi, viêm phổi mắc phải trong cộng đồng, nhiễm trùng da & cấu trúc da, nhiễm trùng đường tiết niệu có & không có biến chứng, viêm thận - bể thận cấp tính","Quá mẫn nhóm quinolone, người < 18 tuổi, phụ nữ nghi ngờ hoặc đang mang thai, đang cho con bú, người bị động kinh","Dung dịch tiêm truyền: - Viêm phổi mắc phải cộng đồng truyền IV 500 mg/1 - 2 lần/ngày x 10 - 14 ngày. - Nhiễm trùng ổ bụng, vùng chậu truyền IV 500 mg/1 - 2 lần/ngày x 7 - 14 ngày. - Nhiễm trùng đường niệu không biến chứng truyền IV 250 mg/1 lần/ngày x 3 ngày. - Nhiễm trùng đường niệu có biến chứng kể cả viêm đài bể thận cấp truyền IV 250 mg/1 lần/ngày x 7 - 10 ngày. - Nhiễm trùng da & mô mềm truyền IV 500 mg/1 lần/ngày x 7 - 14 ngày. Chỉnh liều khi suy thận ClCr < 50mL/phút","Thỉnh thoảng: buồn nôn, tiêu chảy, tăng men gan. - Hiếm: chán ăn, đau bụng, khó tiêu, nhức đầu, chóng mặt, rối loạn giấc ngủ, ngứa, phát ban, tăng giảm bạch cầu. - Rất hiếm: viêm ruột non, viêm đại tràng giả mạc, dị cảm, co giật, lú lẫn, rối loạn gân cơ, mề đay, co thắt phế quản","Levofloxacine Thuốc viên: Không có sự tương tác có ý nghĩa với thức ăn. Hai giờ trước hoặc sau khi uống levofloxacin, không nên uống những chế phẩm có chứa các cation hóa trị hai hoặc hóa trị ba như các muối sắt hoặc thuốc kháng-acid chứa magnesi hay nhôm, vì có thể làm giảm hấp thu. Sinh khả dụng của levofloxacin giảm có ý nghĩa khi thuốc được dùng chung với sucralfate, vì thế chỉ nên uống sucralfate 2 giờ sau khi uống levofloxacin. Thuốc và dung dịch tiêm truyền: Trong một nghiên cứu lâm sàng, không thấy các tương tác dược động học của levofloxacin với theophyllin. Tuy vậy, ngưỡng co giật ở não có thể giảm đáng kể khi dùng chung quinolone với theophyllin, fenbufen hoặc các thuốc kháng viêm không-steroid tương tự hoặc các thuốc khác có tác dụng hạ thấp ngưỡng co giật. Nên thận trọng khi dùng chung levofloxacin với những thuốc ảnh hưởng sự bài tiết ở ống thận như probenecid và cimetidine, đặc biệt là trên bệnh nhân suy thận.Tăng thời gian đông máu (PT/INR) và/hoặc chảy máu, có thể trầm trọng, đã được báo cáo trên bệnh nhân được điều trị levofloxacin phối hợp với thuốc đối kháng vitamin K (ví dụ warfarin). Do đó, cần theo dõi các xét nghiệm đông máu trên bệnh nhân được điều trị thuốc đối kháng vitamin K",https://thuocbietduoc.com.vn/thuoc-53575/asasea-500mg100ml.aspx,Công ty cổ phần dược phẩm Am Vi - VIETNAM,
Nibiol 100mg,VN-9640-05,Viên nén bao,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Nitroxoline,Hộp 2 vỉ x 25 viên,Nitroxoline (100mg),"Nitroxoline Nhiễm trùng đường tiểu dưới không biến chứng do các chủng vi khuẩn nhạy cảm, nhất là ở phụ nữ trẻ",Nitroxoline Suy thận (độ thanh thải creatinin dưới 20ml/phút),"Nitroxoline Chia làm 3 lần/ngày, trước các bữa ăn. Người lớn > 15 tuổi: 600mg/ngày. Trẻ em > 6 tuổi: 20mg/kg/ngày. Người suy thận: Hệ số thanh thải creatinin > 20ml/phút: giảm liều còn phân nửa. Hệ số thanh thải creatinin < 20ml/phút: chống chỉ định dùng nitroxoline. Người suy gan: phải chia liều ra còn phân nửa",Nitroxoline Rối loạn tiêu hóa nhẹ,Nitroxoline Chống chỉ định phối hợp nitroxoline với các thuốc khác có chứa hydroxyquinolines hoặc các dẫn xuất của chất này,https://thuocbietduoc.com.vn/thuoc-16756/nibiol-100mg.aspx,Fournier Pharma - FRANCE,
Oxacillin 1g,VD-14346-11,Hộp 10 lọ bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Oxacilin natri tương đương Oxacillin 1g/ lọ,Hộp 10 lọ bột pha tiêm,Oxacillin (1g),"Ðiều trị nhiễm khuẩn hệ hô hấp, tai mũi-họng, niệu-sinh dục, viêm nội tâm mạc, da, mô mềm, xương, viêm màng não, nhiễm khuẩn huyết do tụ cầu & liên cầu nhạy cảm (Staphylococcus & Streptococcus);",Quá mẫn với thành phần thuốc,"Người lớn, trẻ em, trẻ nhũ nhi 50-100mg/kg/ngày tiêm IM hay IV. Trẻ sơ sinh 25-100mg/kg/ngày, IV","Phản ứng có hại Phản ứng dị ứng: sốt, nổi mề đay, phù Quincke, sốc phản vệ. Rối loạn tiêu hóa: tiêu chảy, buồn nôn, ói mửa",Giảm,https://thuocbietduoc.com.vn/thuoc-40245/oxacillin-1g.aspx,Công ty cổ phần dược phẩm Minh Dân - VIETNAM,
SCD Cefaclor 250mg,VD-10655-10,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefaclor,Hộp 2 vỉ x 10 viên nang,Cefaclor (250mg),"Cefaclor được chỉ định trong các trường hợp nhiễm khuẩn do các vi khuẩn nhạy cảm: Viêm tai giữa, nhiễm khuẩn đường hô hấp, kể cả viêm họng và viêm amiđal, nhiễm khuẩn đường tiết niệu cấp tính lẫn mạn tính kể cả viêm bể thận và viêm bàng quang Nhiễm khuẩn da, viêm xoang, viêm niệu đạo do lậu cầu",Không dùng cho bệnh nhân nhạy cảm với kháng sinh nhóm Cephalosporin Trẻ em dưới 1 tháng tuổi,"Người lớn: Liều thông thường là 250mg mỗi 8 giờ. Liều hàng ngày không quá 4g/ngày. Trường hợp viêm phổi, viêm phế quản, viêm xoang liều thường dùng là 250mg, 3 lần mỗi ngày. Để điều trị viêm niệu đạo do lậu cầu dùng liều duy nhất 3g phối hợp với 1g probenecid. Trẻ em: Liều thông thường 20mg/kg/ngày, chia ra uống mỗi 8 giờ. Đối với viêm phế quản và viêm phổi, dùng liều 20mg/kg/ngày chia làm 3 lần. Đối với các nhiễm khuẩn nặng hơn có thể dùng 40mg/kg/ngày chia làm nhiều lần uống. Liều tối đa 1g/ngày","Đa số các phản ứng phụ của Cefaclor trong các thử nghiệm lâm sàng đều nhẹ và chỉ thoáng qua. Tiêu hoá: buồn nôn, nôn, đau bụng, viêm đại tràng màng giả. Thận: tăng nhẹ creatinin huyết thanh, BUN hay bất thường kết quả phân tích nước tiểu Các phản ứng quá mẫn có thể xảy ra như ngứa, nổi mày đay","Probenecid làm chậm bi tiết cefaclor Sự hấp thu của cefaclor giảm nếu dùng chung với các thuốc khng acid có chứa aluminium hydroxide hay magnesium hydroxide trong vòng 1giờ. Cefaclor gây kéo dài thời gian prothrombin Thông tin về hoạt chất: Cefaclor Thuốc này chứa hoạt chất Cefaclor . Để biết thêm thông tin chi tiết về cơ chế tác dụng, dược lực học, dược động học của hoạt chất này, vui lòng xem: Xem chi tiết hoạt chất Cefaclor",https://thuocbietduoc.com.vn/thuoc-5378/scd-cefaclor-250mg.aspx,Công ty cổ phần Pymepharco VTYT Phú Yên - VIETNAM,
