Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Sulfareptol 480,VD-26690-17,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Sulfamethoxazol 400mg; Trimethoprim 80mg,"Hộp 10 vỉ x 10 viên, chai 100 viên, chai 200 viên","Sulfamethoxazole (400mg), Trimethoprim (80mg)","Điều trị phổ rộng các trường hợp nhiễm trùng vi khuẩn Gram (-);, Gram (+), đặc biệt đối với nhiễm lậu cầu, nhiễm trùng đường tiểu cấp không biến chứng và bệnh nhân bị viêm phổi do Pneumocystis carinii. - Nhiễm khuẩn do các vi khuẩn nhạy cảm với sulfamethoxazole và trimethoprim - Nhiễm khuẩn đường tiết niệu. - Viêm tuyến tiền liệt nhiễm khuẩn. - Nhiễm khuẩn đường hô hấp. - Đợt cấp viêm phế quản mạn. - Viêm xoang má cấp ở người lớn. - Nhiễm khuẩn đường tiêu hóa: Lỵ trực khuẩn","Quá mẫn với thành phần của thuốc. Thương tổn đáng kể nhu mô gan, suy thận nặng, phụ nữ có thai","Liều cho người lớn: - Nhiễm khuẩn đường tiết niệu: điều trị trong 10 ngày: Uống mỗi lần 1-2 viên 480mg, ngày 2 lần. - Nhiễm khuẩn đường hô hấp: điều trị trong 10 ngày: Uống mỗi lần 1-2 viên 480mg, ngày 2-3 lần. - Nhiễm khuẩn đường tiêu hóa: lỵ trực khuẩn: điều trị trong 5 ngày. Uống mỗi lần 1-2 viên 480mg, ngày 2 lần","Hiếm gặp: rối loạn tiêu hóa, viêm miệng, phản ứng ngoài da, ù tai, hồng ban đa dạng, hội chứng Stevens – Johnson, Lyell, giảm bạch cầu, giảm bạch cầu trung tính, giảm tiểu cầu","Thuốc lợi tiểu nhóm thiazid, warfarin, phenytoin, methotrexate, pyrimethamin, thuốc hạ đường huyết, cyclosporin, indomethacin",https://thuocbietduoc.com.vn/thuoc-58279/sulfareptol-480.aspx,Công ty cổ phần Dược phẩm Đồng Nai - VIETNAM,
Lincomycin,VN-5335-08,Dung dịch tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Lincomycin,Hộp 5 vỉ x 10 ống 2ml,Lincomycin (-),"Nhiễm khuẩn nặng ở tai mũi họng, phế quản - phổi, miệng, da, sinh dục, xương khớp, ổ bụng, nhiễm khuẩn huyết","Quá mẫn với thuốc hoặc clindamycin. - Hen suyễn, viêm màng não, phụ nữ có thai hoặc nuôi con bú, trẻ sơ sinh < 1 tháng. - Nhiễm khuẩn kèm Candida albicans","Tiêm IM: + Người lớn: 600 - 1800 mg/24 giờ. + Trẻ từ 30 ngày trở lên: 10 - 20 mg/kg/24 giờ. - Tiêm truyền IV, không tiêm trực tiếp: pha trong NaCl 0.9% hoặc Glucose 5%. + Người lớn: 600 mg x 2 - 3 lần/ngày. + Trẻ từ 30 ngày trở lên: 10 - 20 mg/kg/ngày chia 2 - 3 lần","Kích ứng & đau cứng chỗ tiêm; giảm bạch cầu trung tính, mất bạch cầu hạt; phù thần kinh mạch, sốc phản vệ. - Khi tiêm IV quá nhanh: hạ HA, ngừng tim (hiếm);",Ðối kháng với erythromycin,https://thuocbietduoc.com.vn/thuoc-26804/lincomycin.aspx,"North China Pharmaceutical Group Corp.Imp. & Exp. Co., Ltd. - CHINA",Công ty TNHH Dược phẩm Bảo Hồ - VIETNAM
Pipertex 2 g,VN-6685-02,Bột pha dung dịch tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Piperacillin,Hộp 1 Lọ+1 ống dung môi 4ml,Piperacillin (2g),"Nhiễm khuẩn đường hô hấp, thận & đường tiết niệu, tai - mũi - họng & răng hàm mặt, nhiễm khuẩn huyết. - Dự phòng trong phẫu thuật",Quá mẫn với penicilline & cephalosporine. - Quá mẫn với lidocain hoặc nhóm amide. - Phụ nữ có thai & trẻ em,"Tiêm bắp: + Người lớn: 2 g x 2 lần/ngày. + Trẻ > 6 tuổi: 1 g x 2 lần/ngày. + Trẻ < 6 tuổi: 0,5 g x 2 lần/ngày. - Tiêm IV 3 - 5 phút: + Người lớn: 150 - 300 mg/kg/ngày. + Trẻ em: 100 - 300 mg/kg/ngày. - Có thể được chia làm nhiều liều tùy vị trí & mức độ bệnh. - Suy thận nặng: giảm liều theo ClCr","Phát ban, ngứa, nổi mề đay","Không dùng dịch tiêm truyền chứa Na bicarbonate, Probenecid. Thông tin về hoạt chất: Piperacillin Thuốc này chứa hoạt chất Piperacillin . Để biết thêm thông tin chi tiết về cơ chế tác dụng, dược lực học, dược động học của hoạt chất này, vui lòng xem: Xem chi tiết hoạt chất Piperacillin",https://thuocbietduoc.com.vn/thuoc-17986/pipertex-2-g.aspx,Pharmatex Italia S.R.L - Italy,
Cefaclor-AQP (đóng gói: Advanced Pharmaceutical Service Inc-USA),VN-6525-08,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefaclor,Lọ 100 viên,Cefaclor (500mg),"Cefaclor được chỉ định trong các trường hợp nhiễm khuẩn do các vi khuẩn nhạy cảm: Viêm tai giữa, nhiễm khuẩn đường hô hấp, kể cả viêm họng và viêm amiđal, nhiễm khuẩn đường tiết niệu cấp tính lẫn mạn tính kể cả viêm bể thận và viêm bàng quang Nhiễm khuẩn da, viêm xoang, viêm niệu đạo do lậu cầu",Không dùng cho bệnh nhân nhạy cảm với kháng sinh nhóm Cephalosporin Trẻ em dưới 1 tháng tuổi,"Người lớn: Liều thông thường là 250mg mỗi 8 giờ. Liều hàng ngày không quá 4g/ngày. Trường hợp viêm phổi, viêm phế quản, viêm xoang liều thường dùng là 250mg, 3 lần mỗi ngày. Để điều trị viêm niệu đạo do lậu cầu dùng liều duy nhất 3g phối hợp với 1g probenecid. Trẻ em: Liều thông thường 20mg/kg/ngày, chia ra uống mỗi 8 giờ. Đối với viêm phế quản và viêm phổi, dùng liều 20mg/kg/ngày chia làm 3 lần. Đối với các nhiễm khuẩn nặng hơn có thể dùng 40mg/kg/ngày chia làm nhiều lần uống. Liều tối đa 1g/ngày","Đa số các phản ứng phụ của Cefaclor trong các thử nghiệm lâm sàng đều nhẹ và chỉ thoáng qua. Tiêu hoá: buồn nôn, nôn, đau bụng, viêm đại tràng màng giả. Thận: tăng nhẹ creatinin huyết thanh, BUN hay bất thường kết quả phân tích nước tiểu Các phản ứng quá mẫn có thể xảy ra như ngứa, nổi mày đay",Probenecid làm chậm bi tiết cefaclor Sự hấp thu của cefaclor giảm nếu dùng chung với các thuốc khng acid có chứa aluminium hydroxide hay magnesium hydroxide trong vòng 1giờ. Cefaclor gây kéo dài thời gian prothrombin,https://thuocbietduoc.com.vn/thuoc-28580/cefaclor-aqp-dong-goi-advanced-pharmaceutical-service-inc-usa.aspx,Affordable Quality Pharmaceuticals Inc (AQP) - USA,Công ty TNHH Dược phẩm An Vượng - VIETNAM
Melyroxil 125 Rediuse,VN-1918-06,Hỗn dịch-125mg/5ml,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefadroxil,Hộp 1 chai 30ml,Cefadroxil (-),"Nhiễm khuẩn đường hô hấp: viêm họng, viêm a mi đan. - Nhiễm khuẩn da & mô mềm. - Nhiễm khuẩn đường niệu",Quá mẫn với cephalosporin,"Người lớn: 1 - 2 g/ngày, dùng 1 lần hoặc chia làm 2 lần/ngày. - Trẻ em: Nhiễm khuẩn đường niệu 30 mg/kg/ngày, chia 2 lần. - Viêm họng, viêm a mi đan, chốc lở, Nhiễm khuẩn da & cấu trúc da 30 mg/kg/ngày, dùng 1 lần hoặc chia làm 2 lần/ngày. - Nhiễm liên cầu trùng tan huyết bêta cần dùng ít nhất 10 ngày, người suy thận: chỉnh liều theo ClCr","Khó tiêu, buồn nôn, nôn, tiêu chảy, dị ứng (nổi ban, mề đay, phù mạch hoặc ngứa)","Cefadroxil Dùng đồng thời với probenecid làm giảm sự bài tiết Cefadroxil ở ống thận, làm tăng và kéo dài thời gian bán hủy thải trừ, và tăng nguy cơ ngộ độc. Phản ứng Coombs dương tính giả thường xảy ra trên nhiều bệnh nhân, glucose niệu dương tính giả có thể xảy ra với thử nghiệm Benedict và dung dịch Fehling",https://thuocbietduoc.com.vn/thuoc-5545/melyroxil-125-rediuse.aspx,"Madley Pharma., Ltd - India",
Clasanvyl sachet,VN-16098-12,Bột pha hỗn dịch uống,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Amoxycilline trihydrate, clavulanate potassium",Hộp 10 gói,Clavulanate Potassium (250mg Amoxycillin; 6),"Clavulanate Potassium Nhiễm khuẩn nặng đường hô hấp trên: viêm amidan , viêm xoang , viêm tai giữa đã được điều trị bằng các kháng sinh thông thường nhưng không đỡ. Nhiễm khuẩn đường hô hấp dưới bởi các chủng H.influenza và Branhamella catarrbalis sản sinh beta - lactamase: viêm phế quản cấp và mạn, viêm phổi - phế quản. Nhiễm khuẩn nặng đường tiết niệu - sinh dục bởi các chủgn E.coli, Klebsiella và Enterobacter sản sinh: viêm bàng quang , viêm niệu đạo , viêm bể thận (nhiễm khuẩn đường sinh dục nữ). Nhiễm khuẩn da và mô mềm: mụn nhọt, áp xe, nhiễm khuẩn máu sản khoa, nhiễm khuẩn trong ổ bụng (tiêm tĩnh mạch trong nhiễm khuẩn máu, viêm phúc mạc, nhiễm khuẩn sau mổ, đề phòng nhiễm khuẩn trong khi mổ dạ dày - ruột,tử cung, đầu và cổ, tim, thận, thay khớp và đường mật)",Clavulanate Potassium Cần chú ý đến khả năng dị ứng chéo với các kháng sinh beta - lactam như các cephalosporin. Chú ý đến người bệnh có tiền sử vàng da/rối loạn chức năng gan do dùng amoxicillin và clavulanat hay các penicillin vì acid clavulanic gây tăng nguy cơ ứ mật trong gan,"Clavulanate Potassium Dạng uống: - Liều người lớn: uống 1 viên 125 mg acid clavulanic cách 8 giờ /lần. Với nhiễm khuẩn nặng và nhiễm khuẩn đường hô hấp dưới điều trị 1 viên 125 mg acid clavulanic cách 8 giờ/lần, trong 5 ngày. - Liều trẻ em: + Trẻ em trên 40 kg: uống theo liều người lớn. Điều trị không được vượt quá 14 ngày mà không khám lại. Dạng tiêm: Người lớn và trẻ em trên 12 tuổi: tiêm tĩnh mạch trực tiếp rất chậm hoặc tiêm truyền nhanh 1 g/lần, cứ 8 giờ tiêm 1 lần. Trường hợp nhiễm khuẩn nặng hơn, có thể hoặc tăng liều tiêm (cứ 6 giờ tiêm 1 lần) hạơc tăng liều lên tới 6 g/ngày. Không bao giờ vượt quá 200 mg acid clavulanic cho mỗi lần tiêm. Dự phòng nhiễm khuẩn khi phẫu thuật: tiêm tĩnh mạch 1 g vào lúc gây tiền mê. Trẻ em, trẻ đang bú, trẻ sơ sinh: dùng loại lọ tiêm 500 mg. Không vượt quá 5 mg/kg thể trọng đối với acid clavulanic cho mỗi lần tiêm. Trẻ em từ ba tháng đến 12 tuổi: 100 mg/kg/ngày, chia làm 4 lần, tiêm tĩnh mạch trực tiếp rất chậm hoặc tiêm truyền","Clavulanate Potassium Các tác dụng không mong muốn thường gặp nhất là những phản ứng về tiêu hoá: ỉa chảy, buồn nôn, nôn. Ngoài ra còn có thể gây ngoại ban, ngứa. Ít gặp: tăng bạch cầu ái toan, viêm gan, vàng da ứ mật, tăng transaminase, ngứa, ban đỏ, phát ban. Hiếm gặp: phản ứng phản vệ, phù Quincke, giảm nhẹ tiểu cầu, giảm bạch cầu, thiếu máu tan máu, viêm đại tràng giả mạc, hội chứng Stevens - Johnson, ban đỏ đa dạng, viêm da bong, hoại tử biểu bì do ngộ độc, viêm thận kẽ","Clavulanate Potassium Thuốc có thể gây kéo dài thời gian chảy máu và đông máu. Vì vậy cần phải cẩn thận đối với những người bệnh đang điều trị bằng thuốc chống đông máu. Giống các kháng sinh có phổ tác dụng rộng, thuốc có thể làm giảm hiệu quả của các thuốc tránh thai uống, do đó cần phải báo trước cho người bệnh",https://thuocbietduoc.com.vn/thuoc-43002/clasanvyl-sachet.aspx,Maxim Pharmaceuticals Pvt. Ltd. - INDIA,"Yeva Therapeutics Pvt., Ltd - India"
Clarex 500,VN-7542-03,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Clarithromycin,Hộp 1 vỉ x 10 viên,Clarithromycin (500mg),"Viêm amiđan , viêm tai giữa, viêm xoang cấp , viêm phế quản mạn có đợt cấp, da & mô mềm. - Viêm phổi do Mycoplasma pneumoniae & Legionella, bạch hầu, giai đoạn đầu của ho gà, nhiễm khuẩn cơ hội do Mycobacterium. - Phối hợp để tiệt trừ Helicobacter pylori trong loét dạ dày tá tràng","* Clarithromycin chống chỉ định trên những bệnh nhân có tiền sử tăng mẫn cảm với những kháng sinh thuộc nhóm macrolide. * Không nên cho clarithromycin kèm với những dẫn chất của ergot. * Chống chỉ định sử dụng clarithromycin với bất kỳ thuốc nào sau đây: cisaprid, pimozide và terfenadine. Nồng độ cisapid, pimozide và terfenadine tăng đã được báo cáo ở những bệnh nhân dùng đồng thời cả hai loại những thuốc này và clarithromycin. Điều này có thể gây kéo dài thời gian QT và những rối loạn nhịp kể cả nhịp nhanh thất, rung thất và xoắn đỉnh. Những tác dụng tương tự được ghi nhận khi cho đồng thời astemizole và những macrolide khác. Lúc có thai và lúc nuôi con bú Tính an toàn của clarithromycin trong lúc mang thai và nuôi con bằng sữa mẹ chưa được xác minh. Vì vậy không nên sử dụng Klacid trong lúc mang thai hoặc cho con bú trừ khi lợi ích nhiều hơn nguy cơ. Một vài công trình nghiên cứu trên súc vật gợi ý tác dụng độc tính trên phôi nhưng chỉ ở những liều có độc tính rõ ràng đối với người mẹ. Không tìm thấy clarithromycin trong sữa của những súc vật đang cho con bú và trong sữa mẹ","* Người lớn: Liều thường dùng là 250 mg x mỗi ngày 2 lần trong 7 ngày, hoặc 500 mg dạng phóng thích có điều chỉnh 1 lần/ngày. Trong những trường hợp nhiễm trùng nặng có thể tăng đến 500 mg mỗi ngày 2 lần, hoặc 1000 mg dạng phóng thích có điều chỉnh 1 lần/ngày và kéo dài đến 14 ngày. *Trẻ em trên 12 tuổi: Sử dụng như người lớn. * Trẻ em dưới 12 tuổi: Sử dụng thuốc dạng nhũ tương dành cho bệnh nhi: Liều hàng ngày đối với trẻ em là 7,5 mg/kg, mỗi ngày uống 2 lần cho tới liều tối đa 500 mg. Thời gian điều trị thường là 7-10 ngày tùy theo chủng gây bệnh và bệnh nặng hay nhẹ. Điều trị viêm họng do liên cầu khuẩn phải ít nhất 10 ngày. Huyền dịch đã chuẩn bị có thể dùng kèm hoặc không kèm với bữa ăn, và uống cùng với sữa. * Diệt trừ H. pylori ở những bệnh nhân loét tá tràng: - Người lớn: Liều clarithromycin thường dùng là 500 mg mỗi ngày 2 lần trong 7 ngày. Thuốc nên được sử dụng kèm với omeprazole 40 mg uống 2 lần mỗi ngày. *Người già: Sử dụng như người lớn. *Suy thận:Thường không cần điều chỉnh liều trừ khi bệnh nhân suy thận nặng (độ thanh thải creatinine dưới 30ml/phút). Nếu cần chỉnh liều nên giảm một nửa tổng liều mỗi ngày, thí dụ 250 mg mỗi ngày 1 lần hoặc 250 mg mỗi ngày 2 lần trong trường hợp nặng","Nhìn chung clarithromycin được dung nạp tốt. Những tác dụng phụ được báo cáo gồm buồn nôn, khó tiêu, tiêu chảy, nôn và đau bụng. Viêm miệng, viêm thanh môn và nổi hạt ở miệng đã được báo cáo. Những tác dụng phụ khác gồm nhức đầu, những phản ứng dị ứng từ mề đay và phát ban nhẹ ở da cho đến phản vệ và hiếm hơn là hội chứng Stevens-Johnson. Rối loạn vị giác có thể xảy ra. Mất màu ở lưỡi có hồi phục gặp trong những thử nghiệm lâm sàng khi cho clarithromycin và omeprazole kèm nhau. Có những báo cáo về những tác dụng phụ thoáng qua trên hệ thần kinh trung ương gồm lo lắng, chóng mặt, mất ngủ, ảo giác, loạn tâm thần, ác mộng và lú lẫn, tuy nhiên chưa xác định được mối tương quan nhân quả. Có những báo cáo về mất khả năng nghe khi dùng clarithromycin thường hồi phục khi ngưng thuốc. Viêm đại tràng giả mạc được ghi nhận hiếm gặp khi dùng clarithromycin và có thể từ nhẹ đến đe dọa sinh mạng. Giống như những macrolid khác, rối loạn chức năng gan đã được ghi nhận (thường có thể hồi phục) gồm những thử nghiệm chức năng gan bị thay đổi, viêm gan và mật có hoặc không có vàng da đi kèm. Rối loạn chức năng có thể trầm trọng và suy gan gây tử vong được ghi nhận rất hiếm","Clarithromycin được chứng minh không có tác dụng tương hỗ với những thuốc ngừa thai uống. Giống như những kháng sinh macrolide khác, việc sử dụng clarithromycin đồng thời với uống những thuốc được hóa bởi hệ thống cytochrome P450 (thí dụ warfarin, những alkaloid của ergot, triazolam, lovastatin, disopyramide, phenytoin và cyclosporin); có thể làm tăng nồng độ những thuốc đó trong huyết thanh. Sử dụng clarithromycin cho những bệnh nhân đang dùng theophylline làm tăng nồng độ theophylline trong huyết thanh và độc tính tiềm tàng của theophylline. Việc sử dụng clarithromycin trên những bệnh nhân đang dùng warfarin có thể làm tăng hiệu lực những tác dụng của warfarin. Nên thường xuyên theo dõi thời gian prothrombin ở những bệnh nhân này. Hiệu quả của digoxin có thể tăng khi dùng đồng thời với Klacid. Nên theo dõi nồng độ digoxin trong huyết thanh. Clarithromycin có thể làm tăng hiệu lực của carbamazepine do làm giảm tốc độ bài tiết. Những macrolide được ghi nhận là làm thay đổi chuyển hóa của terfenadine, gây tăng nồng độ của terfenadine. Tình trạng này đi kèm với rối loạn nhịp tim và do đó nên tránh chỉ định clarithromycin cho những bệnh nhân đang dùng terfenadine và bất kỳ những kháng histamin không gây ngủ có liên quan như astemizole. Việc sử dụng đồng thời clarithromycin với zidovudine cho những bệnh nhân người lớn bị nhiễm HIV có thể làm giảm nồng độ zidovudine ở trạng thái bền. Phần lớn có thể tránh tình trạng này bằng cách bố trí những liều Klacid và zidovudine chéo nhau khoảng 1-2 giờ. Không ghi nhận phản ứng giống như vậy ở trẻ em. Mặc dù nồng độ trong huyết tương của clarithromycin và omeprazole có thể tăng khi cho cùng một lúc, nhưng không cần phải chỉnh liều lượng. Nồng độ clarithromycin trong huyết tương tăng có thể cũng xảy ra khi được sử dụng đồng thời với Maalox hoặc ranitidine. Không cần phải điều chỉnh liều lượng",https://thuocbietduoc.com.vn/thuoc-8461/clarex-500.aspx,IKO Overseas - India,Công ty TNHH Dược phẩm Thiên Thế - VIETNAM
Cefurosu,VN-9560-10,Thuốc bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Cefuroxime Sodium tương ứng 1,5g Cefuroxime",Hộp 5 lọ,Cefuroxime (5g),"Nhiễm khuẩn do vi khuẩn nhạy cảm ở đường hô hấp, niệu sinh dục, ổ bụng, da & mô mềm, sản phụ khoa, viêm màng não, nhiễm khuẩn huyết, dự phòng nhiễm khuẩn sau phẫu thuật",Quá mẫn với cephalosporin,"Người lớn: 750 mg mỗi 8 giờ, tiêm IM hoặc IV; nhiễm khuẩn nặng 750 mg - 1,5 g mỗi 8 giờ, tiêm IV. Tổng liều 3 - 6 g/ngày x 10 ngày. Suy thận ClCr 10 - 20 mL/phút: 750 mg tiêm IV mỗi 12 giờ; ClCr < 10 mL/phút: 750 mg tiêm IM, IV mỗi 24 giờ. - Trẻ > 3 tháng: 50 - 100 mg/kg/ngày; nhiễm khuẩn nặng có thể cao hơn 100 mg/kg/ngày; nhiễm khuẩn xương khớp: 150 mg/kg/ngày, viêm màng não: 200 - 240 mg/kg/ngày","Nôn, đau bụng, viêm ruột, viêm âm đạo, rối loạn chức năng thận & gan, thiếu máu, xuất huyết, động kinh","Thuốc lợi tiểu mạnh, aminoglycoside",https://thuocbietduoc.com.vn/thuoc-33066/cefurosu.aspx,"Suzhou Chung-Hwa Chemical & Pharmaceutical industrial Co., Ltd - CHINA",Công ty TNHH Dược phẩm Thế Cường - VIETNAM
Dongcetap Injection,VN-12543-11,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefotaxime Sodium,Hộp 10 lọ,Cefotaxime (1g),"Nhiễm trùng máu, nhiễm khuẩn xương, khớp, viêm màng tim do cầu khuẩn Gr(+) & vi khuẩn Gr(-), viêm màng não. - Nhiễm khuẩn da & mô mềm, ổ bụng, phụ khoa & sản khoa, hô hấp dưới, tiết niệu, lậu. - Dự phòng nhiễm khuẩn sau phẫu thuật","Quá mẫn với cephalosporin, phụ nũ có thai & cho con bú","Người lớn: + Nhiễm khuẩn không biến chứng 1 g/12 giờ, tiêm IM hay IV. + Nhiễm khuẩn nặng, viêm màng não 2 g/6 - 8 giờ, tiêm IM hay IV. + Lậu không biến chứng liều duy nhất 1 g, tiêm IM. + Dự phòng nhiễm khuẩn phẫu thuật 1 g, tiêm 30 phút trước mổ. - Trẻ em: + Trẻ 2 tháng hoạc < 12 tuổi 50 mg - 150 mg/kg/ngày, chia làm 3 - 4 lần, Tiêm IM hay IV. + Sơ sinh > 7 ngày 75 - 150 mg/kg/ngày, chia làm 3 lần, tiêm IV. + Trẻ sinh non & sơ sinh < 7 ngày 50 mg/kg/ngày, chia làm 2 lần, tiêm IV. - Suy thận ClCr < 10 mL: giảm nửa liều","Quá mẫn, sốt, tăng bạch cầu ái toan. - Buồn nôn, nôn, đau bụng hay tiêu chảy, viêm đại tràng giả mạc. - Thay đổi huyết học. - Nhức đầu, hoa mắt, ảo giác. - Loạn nhịp tim","Probenecid, azlocillin, fosfomycin",https://thuocbietduoc.com.vn/thuoc-38976/dongcetap-injection.aspx,"Kwang Dong Pharm Co., Ltd - KOREA","Kyongbo Pharm Co., Ltd - KOREA"
Cefradin 500 - US,VD-21584-14,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefradin 500 mg,"Chai 100 viên; Hộp 5 vỉ, 10 vỉ x 10 viên",Cefradine (500 mg),"Viêm amiđan, viêm họng, viêm phổi thùy, viêm phế quản, viêm tuyến tiền liệt, viêm bàng quang, viêm bể thận, viêm niệu đạo, ápxe, viêm tấy, mụn nhọt, chốc lở, viêm tai giữa, nhiễm trùng xương, nhiễm trùng huyết",Dị ứng với Cefradine,"Người lớn: + Nhiễm trùng da & cấu trúc da, nhiễm trùng đường hô hấp (ngoại trừ viêm phổi thùy);, nhiễm trùng đường niệu không biến chứng 500 mg x 2 lần/ngày. + Nhiễm trùng đường niệu nặng (kể cả viêm tuyến tiền liệt) & viêm phổi thùy 500 mg x 4 lần/ngày hoặc 1 g x 2 lần/ngày. - Trẻ > 9 tháng tuổi: 25 - 50 mg/kg/ngày, chia làm 2 - 4 lần; Viêm tai giữa do Influenzae 75 - 100 mg/kg/ngày, chia làm 2- 4 lần, tối đa 4 g/ngày. - Người suy thận: giảm liều theo ClCr","Rối loạn tiêu hoá, Viêm ruột, hội chứng Lyell, sốc, thay đổi huyết học, tăng men gan, thay đổi chức năng thận, viêm phổi, hội chứng PIE, bội nhiễm, thiếu vit K & B. - Nhức đầu, chóng mặt, mệt mỏi, ảo giác. - Ngưng thuốc khi quá mẫn","Cefradine - Khi dùng đồng thời với các thuốc gây độc với thận như aminosid, furosemid, acid ethacrynic... sẽ làm tăng độc tính với thận. - Probenecid làm chậm thải trừ, do đó kéo dài tác dụng của Cefradine",https://thuocbietduoc.com.vn/thuoc-48203/cefradin-500-us.aspx,Công ty cổ phần US Pharma USA - VIETNAM,
