Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
"Ampisulcillin 1,5g",VN-4143-07,Bột pha dung dịch tiêm-1g/500mg,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Ampicillin , Sulbactam","Hộp 1 lọ, 10 lọ",Sulbactam (-),"Nhiễm khuẩn do vi khuẩn nhạy cảm với thuốc gây ra: nhiễm khuẩn máu, viêm màng não, viêm phúc mạc, nhiễm khuẩn đường mật & ống tiêu hoá, xương khớp, da & mô mềm, hô hấp, tai - mũi - họng, thận niệu, sinh dục (lậu);. - Dự phòng quanh phẫu thuật",Quá mẫn với thành phần thuốc hay với penicillin,"Tiêm bắp hoặc tiêm truyền tĩnh mạch: - Người lớn: nhiễm khuẩn nhẹ 1,5 - 3 g/ngày; nhiễm khuẩn vừa tăng tới 6 g/ngày; nhiễm khuẩn nặng tăng tới 12 g/ngày, chia 3 - 4 lần. Liều tối đa là 4 g sulbactam/ngày. - Trẻ em, trẻ nhỏ, sơ sinh: 150 mg/kg/ngày, chia 3 - 4 lần, riêng sơ sinh < 1 tuần, chia 2 lần/ngày. - Dự phòng quanh phẫu thuật 1,5 - 3 g tiêm lúc khởi mê, nhắc lại mỗi 6-8 giờ/24 giờ sau mổ","Tiêu chảy, đau nơi tiêm, phản ứng dị ứng",Làm giảm tác dụng thuốc uống ngừa thai,https://thuocbietduoc.com.vn/thuoc-23112/ampisulcillin-15g.aspx,Balkanpharma Holding AD - Bulgaria,
Epivir,VN-7666-03,Viên bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Lamivudine,Hộp 1 Lọ 60 viên,Lamivudine (150mg),Ðiều trị viêm gan siêu virus B mãn tính ở bệnh nhân có bằng chứng sao chép virus viêm gan B và phối hợp với Zidovudin cho điều trị HIV ở người lớn và trẻ em >= 3 tháng tuổi,Quá mẫn với thành phần thuốc,Điều trị viêm gan siêu virus B,"Nhức đầu, mệt mỏi, khó chịu, rối loạn tiêu hóa, đau thượng vị, chuột rút, mất ngủ, sốt, ho, sỗ mũi, phát ban. Viêm tụy tái phát, đau thần kinh ngoại biên","Lamivudine Khả năng tương tác thuốc thấp do chuyển hóa và gắn với protein huyết tương hạn chế và hầu như thải trừ hoàn toàn qua thận dưới dạng không đổi. Lamivudin thải trừ chủ yếu theo cơ chế bài tiết chủ động cation hữu cơ. Nên xem xét khả năng tương tác với thuốc khác dùng đồng thời, đặc biệt khi đường thải trừ chính của những thuốc này là bài tiết chủ động qua thận thông qua hệ thống vận chuyển cation hữu cơ, ví dụ trimethoprim. Những thuốc khác (ví dụ ranitidin, cimetidin) chỉ thải trừ một phần bằng cơ chế này và cho thấy không tương tác với lamivudin. Những thuốc thải trừ chủ yếu qua đường hoạt hóa anion hữu cơ, hoặc bởi lọc tiểu cầu thận không chắc có những tương tác mang ý nghĩa lâm sàng đáng kể với lamivudin. Không nên sử dụng phối hợp lamivudin và zalcitabin. Không có tương tác thuốc giữa lamivudin và các thuốc dùng phối hợp. Lamivudin không tương tác với cytochrom P-450. Tương tác thuốc chỉ xảy ra với ganciclovir (làm yếu hoạt tính kháng HIV) và trimethoprim",https://thuocbietduoc.com.vn/thuoc-13649/epivir.aspx,GSK plc Tập đoàn dược phẩm GlaxoSmithKline - Anh,
Genotaxime,VN-3007-07,Bột pha tiêm-1g Cefotaxime,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefotaxime sodium,Hộp 1 lọ,Cefotaxime (1g),"Nhiễm trùng máu, nhiễm khuẩn xương, khớp, viêm màng tim do cầu khuẩn Gr(+) & vi khuẩn Gr(-), viêm màng não. - Nhiễm khuẩn da & mô mềm, ổ bụng, phụ khoa & sản khoa, hô hấp dưới, tiết niệu, lậu. - Dự phòng nhiễm khuẩn sau phẫu thuật","Quá mẫn với cephalosporin, phụ nũ có thai & cho con bú","Người lớn: + Nhiễm khuẩn không biến chứng 1 g/12 giờ, tiêm IM hay IV. + Nhiễm khuẩn nặng, viêm màng não 2 g/6 - 8 giờ, tiêm IM hay IV. + Lậu không biến chứng liều duy nhất 1 g, tiêm IM. + Dự phòng nhiễm khuẩn phẫu thuật 1 g, tiêm 30 phút trước mổ. - Trẻ em: + Trẻ 2 tháng hoạc < 12 tuổi 50 mg - 150 mg/kg/ngày, chia làm 3 - 4 lần, Tiêm IM hay IV. + Sơ sinh > 7 ngày 75 - 150 mg/kg/ngày, chia làm 3 lần, tiêm IV. + Trẻ sinh non & sơ sinh < 7 ngày 50 mg/kg/ngày, chia làm 2 lần, tiêm IV. - Suy thận ClCr < 10 mL: giảm nửa liều","Quá mẫn, sốt, tăng bạch cầu ái toan. - Buồn nôn, nôn, đau bụng hay tiêu chảy, viêm đại tràng giả mạc. - Thay đổi huyết học. - Nhức đầu, hoa mắt, ảo giác. - Loạn nhịp tim","Probenecid, azlocillin, fosfomycin",https://thuocbietduoc.com.vn/thuoc-6258/genotaxime.aspx,"Suzhou Chung-Hwa Chemical & Pharmaceutical industrial Co., Ltd - CHINA","Genovate Biotechnology Co., Ltd - Taiwan"
Cephalexin 500mg,VN-17511-13,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefalexin (dưới dạng cefalexin monohydrate) 500mg,Hộp 10 vỉ x 10 viên,Cefalexin (dưới dạng cefalexin monohydrate),"Nhiễm khuẩn đường hô hấp, tai mũi họng, đường tiêu hóa, đường tiết niệu, đường sinh dục, da & mô mềm",Quá mẫn với nhóm cephalosporin,"Người lớn: 500 mg x 3 lần/ngày. - Trẻ em: 25 - 50 mg/kg/24 giờ, chia 3 - 4 lần. - Suy thận: giảm liều","Rối loạn tiêu hóa, phản ứng dị ứng. - Hiếm: giảm bạch cầu đa nhân trung tính. - Tăng men gan, tăng bạch cầu ái toan, đau đầu, chóng mặt, viêm đại tràng giả mạc, viêm gan, viêm thận",Probenecid. Aminoglycosid,https://thuocbietduoc.com.vn/thuoc-44952/cephalexin-500mg.aspx,"Medochemie., Ltd - NORTHERN CYPRUS",
Tetracyclin,VD-4730-08,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Tetracycline hydrochloride,Lọ 400 viên,Tetracycline (-),"Ðiều trị các nhiễm khuẩn do Chlamydia, Rickettsia, lậu cầu, xoắn khuẩn, tả, nhất là các nhiễm khuẩn đường hô hấp, sinh dục, tiết niệu, mắt, tiêu hoá và mụn trứng cá",Quá mẫn với tetracyclin. Phụ nữ có thai hoặc cho con bú. Trẻ em < 8 tuổi. Bệnh gan hoặc thận nặng,"Uống 1 giờ trước hoặc 2 giờ sau khi ăn: - Người lớn: 250 - 500 mg/lần x 4 lần/ngày. Trẻ > 8 tuổi: 25 - 50 mg/kg/ngày, chia 4 lần. - Mụn trứng cá dùng thời gian dài với liều giảm dần từ 750 mg - 1 g/ngày đến 250 mg/ngày","Sốt, ban đỏ , rối loạn chức năng thận, suy thận, nhạy cảm với ánh sáng","Tránh dùng đồng thời với muối Ca, Fe, Al, sữa",https://thuocbietduoc.com.vn/thuoc-24542/tetracyclin.aspx,Công ty cổ phần Dược phẩm Hà Tây - VIETNAM,
Thuốc tiêm Metronidazole,VN-14375-11,Dung dịch tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Metronidazole,Lọ 100ml,Metronidazole (500mg/100ml),"Phòng ngừa trong phẫu thuật. - Viêm phúc mạc, áp xe ổ bụng. - Nhiễm khuẩn da & cấu trúc da. - Nhiễm khuẩn phụ khoa. - Nhiễm khuẩn huyết. - Áp xe gan do amib",Dị ứng với metronidazole & nhóm imidazole. - Phụ nữ 3 tháng đầu thai kỳ,"Truyền IV trong 30 - 60 phút: - Nhiễm khuẩn kị khí người lớn: khởi đầu 15 mg/kg, duy trì 7,5 mg/kg/6 -8 giờ, không quá 4 g/24 giờ; trẻ em: 35 - 50 mg/kg/ngày chia 3 lần. - Phòng ngừa trong phẫu thuật 15 mg/kg trước mổ 1 giờ, sau đó 6 - 12 giờ dùng liều 7,5 mg/kg. - Nhiễm amib hệ thống người lớn: 500 - 750 mg/8 giờ x 10 ngày; trẻ em: 35 - 50 mg/kg/24 giờ chia 3 lần x 10 ngày. - Suy gan: giảm liều","Buồn nôn, đau bụng",Không được uống rượu khi đang dùng thuốc,https://thuocbietduoc.com.vn/thuoc-43393/thuoc-tiem-metronidazole.aspx,"Bengbu Fengyuan Tushan Pharmaceutical Co., Ltd. - CHINA","Tai Yu Chemical & Pharma Co., Ltd - Taiwan"
Stazol Vag Supp 150mg 'Standard',VN-8981-04,Viên đặt âm đạo,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Econazole,,Econazole (150mg),"GYNO-PEVARYL DEPOT được chỉ định dùng trong điều trị nhiễm nấm âm hộ, âm đạo","Quá mẫn với bất kỳ thành phần nào có cấu trúc imidazol, với các chế phẩm kháng nấm đặt âm đạo khác hay bất kỳ thành phần nào của GYNO-PEVARYL DEPOT","Người lớn: Đặt viên trứng dạng depot vào sâu trong âm đạo, một viên vào buổi sáng và một viên vào buổi tối. Đặt thuốc tốt nhất khi bệnh nhân ở tư thế nằm. Đối tượng đặc biệt Trẻ em (dưới 16 tuổi) GYNO-PEVARYL DEPOT không được chỉ định sử dụng cho trẻ em dưới 16 tuổi. Người già (trên 65 tuổi) Không đủ dữ liệu liên quan đến việc sử dụng GYNO-PEVARYL DEPOT ở người già (trên 65 tuổi)","Các phản ứng bất lợi sẽ được trình bày trong phần này. Những phản ứng bất lợi này được xem là có liên quan đến việc sử dụng econazol nitrat dựa trên việc đánh giá toàn diện những thông tin về biến cố bất lợi sẵn có. Mối quan hệ nhân quả với econazol nitrat không thể được xác định chắc chắn trong các trường hợp riêng lẻ. Hơn nữa, những thử nghiệm lâm sàng này được thực hiện trong những điều kiện rất khác nhau, tỷ lệ phản ứng bất lợi được ghi nhận trong những thử nghiệm lâm sàng của một thuốc không thể so sánh trực tiếp với tỷ lệ phản ứng bất lợi trong những thử nghiệm lâm sàng của các thuốc khác và có lẽ cũng không phản ánh tỷ lệ quan sát được trên thực hành lâm sàng. Dữ liệu thử nghiệm lâm sàng Tính an toàn của kem bôi âm đạo và viên trứng đặt âm đạo GYNO-PEVARYL DEPOT được đánh giá trên 3630 bệnh nhân đã tham gia trong 32 thử nghiệm lâm sàng. Các phản ứng bất lợi đã được báo cáo ≥ 1% các bệnh nhân được điều trị với kem bôi âm đạo hoặc viên trứng đặt âm đạo GYNO- PEVARYL DEPOT trong các nghiên cứu này được trình bày trong Bảng 1. Bảng 1. Các phản ứng bất lợi được báo cáo ≥ 1% các bệnh nhân điều trị với GYNO- PEVARYL DEPOT trong 32 thử nghiệm Phân Loại Hệ Cơ Quan GYNO-PEVARYL DEPOT Phản ứng Bất Lợi % (N=3630) Rối Loạn Da và Mô Dưới Da Cảm giác bỏng da 1,2 Ngứa 1,2 Các phản ứng bất lợi đã xảy ra < 1 % các bệnh nhân được điều trị với kem bôi âm đạo hoặc viên trứng đặt âm đạo GYNO- PEVARYL DEPOT trong 32 thử nghiệm lâm sàng được liệt kê trong Bảng 2. Bảng 2. Các phản ứng bất lợi của thuốc được báo cáo < 1% các bệnh nhân điều trị với GYNO-PEVARYL DEPOT trong 32 thử nghiệm lâm sàng ​Phân Loại Hệ Cơ Quan Phản ứng bất lợi Rối loạn da và mô dưới da Phát ban Rối loạn hệ thống sinh sản và vú Cảm giác bỏng vùng âm đạo-âm hộ Dữ liệu hậu mãi Ngoài những phản ứng bất lợi được báo cáo trong các thử nghiệm lâm sàng đã được liệt kê phía trên, các phản ứng bất lợi sau đã được báo cáo trong quá trình kinh nghiệm hậu mãi (Bảng 3). Tần suất được cung cấp theo quy ước sau: Rất thường gặp ≥ 1/10 Thường gặp ≥ 1/100 và < 1/10 Ít gặp ≥ 1/1.000 và < 1/100 Hiếm qặp ≥ 1/10.000 và < 1/1.000 Rất hiếm gặp < 1/10.000, bao gồm cả những báo cáo riêng biệt","Econazol được biết là chất ức chế CYP3A4/2C9. Do khả dụng toàn thân giới hạn sau khi đặt thuốc theo đường âm đạo (xem Đặc tính dược động học), tương tác có liên quan về mặt lâm sàng hiếm khi xảy ra, nhưng đã được báo cáo với các thuốc chống đông máu đường uống, ở những bệnh nhân đang dùng thuốc chống đông máu đường uống, như warfarin hoặc acenocoumarol, cần thận trọng và giám sát tác dụng chống đông máu",https://thuocbietduoc.com.vn/thuoc-10688/stazol-vag-supp-150mg-standard.aspx,"Standard Chem & Pharm Co., Ltd - Taiwan",Công ty TNHH Dược phẩm Trung Dung - VIETNAM
Pharmaniaga Cefaclor Oral Suspension 250mg/5ml,VN-9360-05,Bột pha hỗn dịch uống,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefaclor,,Cefaclor (250mg/5ml),"Nhiễm khuẩn đường hô hấp trên và hô hấp dưới mức độ nhẹ và vừa do các vi khuẩn nhạy cảm: viêm tai giữa cấp, viêm xoang cấp, viêm họng, viêm amidan tái phát nhiều lần, viêm phế quản cấp có bội nhiễm, viêm phổi, đợt bùng phát của viêm phế quản mạn tính. - Nhiễm khuẩn đường tiết niệu không biến chứng do các chủng vi khuẩn nhạy cảm (bao gồm viêm thận - bể thận và viêm bàng quang);. - Nhiễm khuẩn da và mô mềm do các chủng Staphylococcus aureus nhạy cảm với methicilin và Streptococcus pyogenes nhạy cảm",Không dùng cho bệnh nhân nhạy cảm với kháng sinh nhóm cephalosporin và các thành phần khác của thuốc. Trẻ em dưới 1 tháng tuổi,"Cách sử dụng: Dùng thuốc đường uống. Cho thuốc vào trong ½ ly nước, khuấy đều tạo hỗn dịch","Ước tính gặp ở khoảng 4% người bệnh dùng cefaclor. Ban da và tiêu chảy thường gặp nhất. Thường gặp, ADR > 1/100 Máu: Tăng bạch cầu ưa eosin. Tiêu hóa: Tiêu chảy. Da: Ban da dạng sởi. Ít gặp, 1/1000 < ADR < 1/100 Toàn thân: Test Coombs trực tiếp dương tính. Máu: Tăng tế bào lympho, giảm bạch cầu, giảm bạch cầu trung tính. Tiêu hóa: Buồn nôn, nôn. Da: Ngứa, nổi mày day. Tiết niệu - sinh dục: Ngứa bộ phận sinh dục, viêm âm đạo, bệnh nấm Candida. Hiếm gặp, ADR < 1/1000 Toàn thân: Phản ứng phản vệ, sốt, triệu chứng giống bệnh huyết thanh (thường gặp ở bệnh nhi dưới 6 tuổi). Hội chứng Stevens-Johnson, hoại tử biểu bì nhiễm độc (hội chứng Lyell), ban da mụn mủ toàn thân. Phản ứng giống bệnh huyết thanh hay gặp ở trẻ em hơn người lớn: Ban da dạng, viêm hoặc đau khớp, sốt hoặc không, có thể kèm theo hạch to, protein niệu. Máu: Giảm tiểu cầu, thiếu máu tan huyết. Tiêu hóa: Viêm đại tràng màng giả. Gan: Tăng enzym gan (ASAT, ALAT, phosphatase kiềm), viêm gan và vàng da ứ mật. Thận: Viêm thận kẽ hồi phục, tăng nhẹ urê huyết hoặc creatinin huyết thanh hoặc xét nghiệm nước tiểu không bình thường. Thần kinh trung ương: Cơn động kinh (với liều cao và suy giảm chức năng thận), tăng kích động, đau đầu, tình trạng bồn chồn, mất ngủ, lú lẫn, tăng trương lực, chóng mặt, ảo giác và ngủ gà. Bộ phận khác: Đau khớp. Hướng dẫn cách xử trí ADR Ngừng sử dụng cefaclor nếu xảy ra dị ứng. Các triệu chứng quá mẫn có thể dai dẳng trong một vài tháng. Trong trường hợp dị ứng hoặc phản ứng quá mẫn nghiêm trọng cần tiến hành điều trị hỗ trợ (duy trì thông khí, thở oxy, sử dụng adrenalin, tiêm tĩnh mạch corticosteroid). Ngừng điều trị nếu bị tiêu chảy nặng. Các trường hợp bị viêm đại tràng màng giả do Clostridium difficile phát triển quá mức ở thể nhẹ, thường chỉ cần ngừng thuốc. Các trường hợp thể vừa và nặng, cần lưu ý cho truyền dịch và chất điện giải, bổ sung protein và điều trị bằng kháng sinh có tác dụng với C.difficile (nên dùng metronidazol, không dùng vancomycin). Phản ứng giống bệnh huyết thanh thường xảy ra một vài ngày sau khi bắt đầu điều trị và giảm dần sau khi ngừng thuốc vài ngày. Đôi khi phản ứng nặng cần điều trị bằng các thuốc kháng histamin và corticosteroid. Nếu bị co giật do thuốc điều trị, phải ngừng thuốc. Có thể điều trị bằng thuốc chống co giật nếu cần","Dùng dồng thời cefaclor và warfarin hiếm khi gây tăng thời gian prothrombin, biểu hiện gây chảy máu hay không chảy máu lâm sàng. Bệnh nhân thiếu vitamin K (ăn kiêng, hội chứng kém hấp thu) và bệnh nhân suy thận là những đối tượng có nguy cơ cao gặp tương tác. Đối với những bệnh nhân này, nên theo dõi thường xuyên thời gian prothrombin và điều chỉnh liều nếu cần thiết. Probenecid làm tăng nồng độ cefaclor trong huyết thanh. Cefaclor dùng đồng thời với các thuốc kháng sinh aminoglycosid hoặc thuốc lợi tiểu furosemid có thể làm tăng độc tính đối với thận",https://thuocbietduoc.com.vn/thuoc-5373/pharmaniaga-cefaclor-oral-suspension-250mg5ml.aspx,Pharmaniaga Manufacturing Berhad - USA,
Cefacyxim 1g Inj,VN-8077-04,Thuốc bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefotaxime,Hộp 10 Lọ 1g,Cefotaxime (1g),"Nhiễm trùng máu, nhiễm khuẩn xương, khớp, viêm màng tim do cầu khuẩn Gr(+) & vi khuẩn Gr(-), viêm màng não. - Nhiễm khuẩn da & mô mềm, ổ bụng, phụ khoa & sản khoa, hô hấp dưới, tiết niệu, lậu. - Dự phòng nhiễm khuẩn sau phẫu thuật","Quá mẫn với cephalosporin, phụ nũ có thai & cho con bú","Người lớn: + Nhiễm khuẩn không biến chứng 1 g/12 giờ, tiêm IM hay IV. + Nhiễm khuẩn nặng, viêm màng não 2 g/6 - 8 giờ, tiêm IM hay IV. + Lậu không biến chứng liều duy nhất 1 g, tiêm IM. + Dự phòng nhiễm khuẩn phẫu thuật 1 g, tiêm 30 phút trước mổ. - Trẻ em: + Trẻ 2 tháng hoạc < 12 tuổi 50 mg - 150 mg/kg/ngày, chia làm 3 - 4 lần, Tiêm IM hay IV. + Sơ sinh > 7 ngày 75 - 150 mg/kg/ngày, chia làm 3 lần, tiêm IV. + Trẻ sinh non & sơ sinh < 7 ngày 50 mg/kg/ngày, chia làm 2 lần, tiêm IV. - Suy thận ClCr < 10 mL: giảm nửa liều","Quá mẫn, sốt, tăng bạch cầu ái toan. - Buồn nôn, nôn, đau bụng hay tiêu chảy, viêm đại tràng giả mạc. - Thay đổi huyết học. - Nhức đầu, hoa mắt, ảo giác. - Loạn nhịp tim","Probenecid, azlocillin, fosfomycin",https://thuocbietduoc.com.vn/thuoc-6161/cefacyxim-1g-inj.aspx,"Kyung Dong Pharm Co., Ltd - KOREA",Công ty TNHH Dược phẩm Khanh Minh - VIETNAM
Cefostane inj.,VN-5030-10,Bột pha dung dịch tiêm bắp hoặc tĩnh mạch,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefoperazone ; Sulbactam,Hộp 10 lọ x 1g,Sulbactam (-),"Thuốc tiêm cefoperazol và sulbactam được chỉ định để điều trị các bệnh truyền nhiễm trùng gây ra bởi các vi khuẩn nhạy cảm: - Nhiễm trùng đường hô hấp (trên và dưới); - Nhiễm trùng đường tiết niệu (trên và dưới) - Viêm màng bụng, viêm túi mật, viêm đường mật, các bệnh nhiễm trùng ổ bụng khác. - Nhiễm trùng máu - Viêm màng não - Nhiễm trùng da và mô mềm - Nhiễm trùng xương, khớp - Nhiễm trùng xương chậu, viêm màng trong dạ con, bệnh lậu, và các nhiễm trùng cơ quan sinh dục khác. Đa trị liệu: Do phổ kháng khuẩn rộng của thuốc tiêm cefoperazon/sulbactam nên có thể dùng riêng lẻ. Tuy nhiên, thuốc tiêm cefoperazom/sulbactam có thể kết hợp với kháng sinh khác nếu việc kết hợp được chỉ định. Khi dùng kết hợp với các kháng sinh nhóm aminoglycoside cần theo dõi chức năng thận trong suốt thời gian điều trị. Cơ Chế","Người có tiền sử dị ứng với các kháng sinh nhóm penicillin, sulbactam, cefoperazon hay bất cứ kháng sinh nào thuộc nhóm cephalosporin",Có thể dùng đường tiêm bắp hoặc truyền tĩnh mạch. Người lớn: Nhiễm khuẩn nhẹ và trung bình: 1-2g (Cefoperazone) mỗi 12 giờ. Nhiễm khuẩn nặng: 2-4g cách mỗi 12 giờ. Liều bình thường ở trẻ em: 25-100mg/kg mỗi 12 giờ. Suy thận: không cần giảm liều Cefoperazone,"Nhìn chung thuốc dung nạp tốt và hầu hết các tác dụng phụ xảy ra ở mức độ nhẹ và trung bình. Các nghiên cứu lâm sàng so sánh và không so sánh trên 2500 bệnh nhân và quan sát thấy có các tác dụng phụ sau: – Hệ tiêu hóa: giống như các kháng sinh khác, các tác dụng phụ xảy ra trên hệ tiêu hóa: tiêu chảy thường xảy ra với tỉ lệ khoảng 3,9%: cùng với buồn nôn và nôn ói 0,6%. – Hệ da: giống với các kháng sinh nhóm penicillin và cephalosporin, dị ứng da với biểu hiện ban đỏ 0,6% và mày đay 0,8% đã được báo cáo. – Hệ tạo máu: dùng thuốc trong thời gian dài có thể gây ra thiếu bạch cầu có hồi phục, phản ứng Coomb dương tính ở vài bệnh nhân, giảm Hemoglobin và hồng cầu, giảm thoáng qua bạch cầu ưa acid, tiểu cầu và giảm prothrombin huyết","Uống rượu hoặc các chế phẩm chứa cồn: gây ức chế aldehyde dehygrogenase, gây tích lũy trong máu và gây phản ứng giống disufiram. Phản ứng đặt trưng như: cơn nóng bừng, đổ mồ hôi, nhức đầu, nhịp tim nhanh đã được báo cáo khi uống rượu trong quá trình điều trị, hoặc sau 5 ngày dùng thuốc. Phản ứng tương tự xảy ra khi dùng các kháng sinh nhóm cephalosporin khác, nên thân trọng dùng cefoperazon/sulbactam với các thuốc có cồn. Ở bệnh nhân cho ăn bằng đường uống hoặc đường tiêm, nên tránh chứa phẩm có cồn. Kháng sinh nhóm aminoglycoside: không nên trộn lẫn sulbactam/cefoperazon và các amino glycosid với nhau sẽ làm giảm hoạt tính của thuốc, do có tương kị vật lý giữa chúng. Khi dùng kết hợp sulbactam/cefoperazon và các aminoglycosid phải tiêm truyền gián đoạn, và rửa ống truyền dịch giữa hai liều. Hoặc dùng sulbactam/cefoperazon cách xa thời gian dùng aminoglycosides. Lindocain: không nên tạo dung dịch hoàn nguyên lúc đầu với dung dịch 2% lindocain HCl do hỗn dịch này tương kị nhau. Nước cất vô trùng được dùng để tạo dung dịch hoàn nguyên lúc đầu và pha loãng với 2% lidocaine để tạo dung dịch tương hợp nhau. Cẩn thận khi kết hợp với các thuốc chống đông, thuốc ly giải huyết khối, các thuốc kháng viêm không steroid do có khả năng gây dễ chảy máu. Không nên trộn lẫn thuốc với amikacin, gentamicin, ketamycin B, doxycynlin, meclofenoxat, ajmalin, diphenhydramine, kali magnesi aspartat để tránh tạo kết tủa. Khi trộn lẫn với hydroxylin dihydroclorid, procainamide, aminophillin, proclorperazin, cytochrome C, pentazocin, aprotinin, sau 6 giờ có sự thay đổi tính chất của thuốc. Tương tác trong xét nghiệm lâm sàng: Phản ứng glucose trong nước tiểu có thể bị dương tính giả với dung dịch Benedict hoặc Fehling. Dương tính với các xét nghiệm kháng globulin (Coomb) đã báo cáo, đặc biệt, ở những trẻ sơ sinh mà người mẹ dùng thuốc lúc sắp sinh. Đôi khi tăng ALP, AST, ALT, BUN huyết thanh và creatinine huyết thanh đã được ghi nhận",https://thuocbietduoc.com.vn/thuoc-32590/cefostane-inj.aspx,"Chunggei Pharm Co., Ltd. - KOREA","Boram Pharma Co., Ltd - KOREA"
