Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Metronidazole and Sodium chloride Injection,VN-19592-16,Dung dịch tiêm truyền tĩnh mạch,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Metronidazol 0,5g/100ml; Natri chlorid 0,9g/100ml",Hộp 1 chai 100ml; Chai 100ml,"Metronidazole (-), Natri chlorid (-)","Nhiễm khuẩn kị khí, dự phòng phẫu thuật",Mẫn cảm với bất cứ thành phần nào của thuốc Có thai 3 tháng đầu,"Nhiễm khuẩn kỵ khí ở ổ bụng, màng bụng, gan, vùng chậu, da, xương khớp, hô hấp dưới, hệ TKTW người lớn & trẻ ≥ 12 tuổi: truyền IV 100 mL dung dịch 0,5% mỗi 8 giờ, tốc độ tối đa 5 mL/phút, tối đa 4 g/ngày, x 7-10 ngày, hoặc 2-3 tuần khi cần; trẻ <12 tuổi: truyền IV chậm 7.5 mg/kg mỗi 8 giờ. Dự phòng trong phẫu thuật 5-10 phút trước mổ; người lớn & trẻ ≥ 12 tuổi: truyền IV 100 mL dung dịch 0,5%, lặp lại mỗi 8 giờ cho đến khi dùng thuốc uống; trẻ <12 tuổi: truyền IV 7.5 mg/kg","Buồn nôn, nôn, vị kim loại, tiêu chảy. Hiếm: bệnh thần kinh ngoại biên, mất điều hòa, lo lắng, trầm cảm, mất ngủ, ù tai","Khi sử dụng chung với những thuốc sau đây, sẽ gây ảnh hưởng tác dụng của thuốc: Thuốc kháng đông uống, disulfiram, astemizol, terfenadin. Kiêng rượu. Phenobarbital, lithi, cimetidin, phenytoin",https://thuocbietduoc.com.vn/thuoc-50701/metronidazole-and-sodium-chloride-injection.aspx,"Anhui Doulbe-Crane Pharmaceutical Co., Ltd. - CHINA",Công ty TNHH Dược phẩm Hiệp Thuận Thành - VIETNAM
Floxsafe 400,VN-18495-14,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Moxifloxacin (dưới dạng Moxifloxacin hydroclorid) 400 mg,Hộp 3 vỉ x 5 viên,Moxifloxacin (dưới dạng Moxifloxacin hydroclorid),"Viêm phổi mắc phải tại cộng đồng mức độ nhẹ và vừa do các vi khuẩn Streptococcus pneumoniae, H. influenzae, Chlamydia pneumoniae, Mycoplasma pneumoniae hoặc Moraxella catarrhalis. Nhiễm khuẩn da và tổ chức dưới da do Staphylococcus aureus và Streptococcus pyogenes. Thuốc có hiệu quả trong điều trị các bệnh nhiễm khuẩn da như: áp xe dưới da không biến chứng, nhọt, chốc lở và viêm mô tế bào. Đợt nhiễm khuẩn cấp của viêm phế quản mạn tính gây ra bởi Streptococcus pneumoniae, Haemophilus influenzae, H. Parainfluenzae, Klebsiella pneumoniae, Staphylococcus aureus, Moraxella catarrhalis: Do kháng sinh fluoroquinolon, trong đó có moxifloxacin liên quan đến phản ứng có hại nghiêm trọng (xem mục Thận trọng); và đợt nhiễm khuẩn cấp của viêm phế quản mạn tính ở một số bệnh nhân có thể tự khỏi, chỉ nên sử dụng moxifloxacin cho những bệnh nhân không có lựa chọn điều trị khác thay thế. Viêm xoang cấp tính do vi khuẩn nhạy cảm Streptococcus pneumoniae, Haemophilus influenzae, Moraxella catarrhalis: Do kháng sinh fluoroquinolon, trong đó có moxifloxacin liên quan đến phản ứng có hại nghiêm trọng (xem mục Thận trọng) và viêm xoang cấp tính do vi khuẩn ở một số bệnh nhân có thể tự khỏi, chỉ nên sử dụng moxifloxacin cho những bệnh nhân không có lựa chọn điều trị khác thay thế","Quá mẫn với moxifloxacin, các quinolon khác, hoặc với bất kỳ thành phần nào của thuốc. Trẻ em dưới 18 tuổi do dữ liệu thực nghiệm cho thấy thuốc có thể gây thoái hóa sụn ở khớp chịu trọng lực. Bệnh nhân có khoảng QT kéo dài và đang sử dụng các thuốc chống loạn nhịp tim nhóm IA (quinidin, procainamid) hoặc nhóm III (amiodaron, sotalol)","Có thể uống thuốc trước, trong hoặc sau bữa ăn. Người lớn: 400 mg x 1 lần/ngày. Thời gian điều trị: 10 ngày với bệnh nhân viêm xoang cấp tính do vi khuẩn, viêm phổi mắc phải tại cộng đồng mức độ nhẹ và vừa; 7 ngày với bệnh nhân nhiễm khuẩn da và tổ chức dưới da; 5 ngày với bệnh nhân đợt nhiễm khuẩn cấp của viêm phế quản mạn tính. Bệnh suy thận và suy gan: Không cần điều chỉnh liều với bệnh nhân suy thận/gan nhẹ, vừa và người cao tuổi. Moxifloxacin chưa được nghiên cứu ở bệnh nhân suy thận đang chạy thận nhân tạo hoặc bệnh nhân bị suy gan nặng. Hoặc theo hướng dẫn của bác sỹ","Thường gặp Nôn, tiêu chảy. Chóng mặt. Ít gặp Đau bụng, khô miệng, khó tiêu, rối loạn vị giác nhẹ. Đau đầu, co giật, trầm cảm, lú lẫn, run rẩy, mất ngủ, bồn chồn, lo lắng, ngủ gà. Ngứa, ban đỏ. Tăng amylase, lactat dehydrogenase. Đau khớp, đau cơ. Hiếm gặp Khoảng QT kéo dài. Đứt gân Achille và các gân khác. Tiêu chảy do C.difficile. Ảo giác, rối loạn tầm nhìn, suy nhược, có ý nghĩ tự sát","Moxifloxacin - Thực phẩm và các sản phẩm sữa: Sự hấp thu moxifloxacin không bị thay đổi khi sử dụng chung với thức ăn. Do đó, có thể dùng moxifloxacin không phụ thuộc vào bữa ăn. - Ranitidine: Sử dụng đồng thời với ranitidine không làm thay đổi đáng kể khả năng hấp thu của moxifloxacin. Các thông số về hấp thu (Cmax, tmax, AUC) rất giống nhau, điều này cho thấy pH dạ dày không ảnh hưởng lên sự hấp thu moxifloxacin ở đường tiêu hóa. - Thuốc kháng acid, chất khoáng và đa sinh tố: Sử dụng chung moxifloxacin với thuốc kháng acid, chất khoáng và đa sinh tố có thể làm giảm hấp thu thuốc do sự hình thành những phức hợp chelate hóa với những cation đa hóa trị có trong những chế phẩm này. Ðiều này có thể làm cho nồng độ trong huyết tương thấp hơn đáng kể so với mong muốn. Do đó, thuốc kháng acid, các thuốc chống retrovirus và những chế phẩm khác chứa magnesium, nhôm và những chất khoáng khác như sắt nên được sử dụng ít nhất 4 giờ trước hoặc 2 giờ sau khi uống moxifloxacin. - Warfarin: Không ghi nhận có tương tác thuốc khi điều trị đồng thời với warfarin trên thời gian prothrombin và các thông số về đông máu khác. - Digoxin: Dược động học của digoxin không bị ảnh hưởng đáng kể bởi moxifloxacin (và ngược lại). - Theophylline: Moxifloxacin không ảnh hưởng lên dược động học của theophylline ở giai đoạn ổn định (và ngược lại), cho thấy moxifloxacin không ảnh hưởng phân nhóm 1A2 của các men cytochrome P450; nồng độ theophylline không tăng ở giai đoạn ổn định khi điều trị phối hợp moxifloxacin (Cmax 10,5 so với 10,1mg/l, không có và có theophylline). Do đó, không cần chỉnh liều theophylline. - Probenecid: Trong một nghiên cứu lâm sàng khảo sát tác dụng của probenecid lên sự bài tiết qua thận cho thấy không có ảnh hưởng đáng kể trên độ thanh thải toàn cơ thể và qua thận của moxifloxacin. Do đó, không cần chỉnh liều khi sử dụng đồng thời hai thuốc. - Thuốc tiểu đường: Không có tương tác thuốc quan trọng về lâm sàng giữa glibenclamide và moxifloxacin. - Nhạy cảm với ánh sáng: Gây độc với ánh sáng đã được báo cáo với những quinolones khác. Tuy nhiên, một nghiên cứu trên người tình nguyện đã kết luận moxifloxacin không có tiềm năng gây độc với ánh sáng",https://thuocbietduoc.com.vn/thuoc-47325/floxsafe-400.aspx,MSN Laboratories Limited - INDIA,APC Pharmaceuticals & Chemicals Ltd. - HONGKONG
Richotevir,QLĐB-599-17,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Entecavir (dưới dạng Entecavir monohydrat) 0,5 mg",Hộp 3 vỉ x 10 viên,Entecavir (dưới dạng Entecavir monohydrat),Điều trị chứng nhiễm virus viêm gan B mạn tính ở người lớn có bằng chứng về hoạt động sao chép của virus và hoặc là có sự tăng cao kéo dài các aminotransferase trong huyết thanh (ALT hay AST); hoặc có bệnh dạng hoạt động về mô,Bệnh nhân quá mẫn cảm với entecavir hay với bất cứ thành phần nào của thuốc,"Dùng khi bụng đói (ít nhất là 2 giờ sau khi ăn và 2 giờ trước bữa ăn kế tiếp). Liều khuyến cáo của entecavir cho người lớn và trẻ vị thành niên từ 16 tuổi trở lên bị nhiễm virus viêm gan B mạn tính và chưa dùng nucleosid: 0,5 mg x 1 lần/ngày. Liều khuyến cáo của entecavir cho người lớn và trẻ vị thành niên ( 16 tuổi) có tiền sử nhiễm virus viêm gan B huyết trong khi dùng lamivudin hoặc có đột biến kháng thuốc lamivudin: 1 mg x 1 lần/ngày. * Thẩm tách máu (dùng thuốc sau lọc máu) hoặc thẩm phân phúc mạc liên tục ngoại trú (CAPD) Suy gan: Không cần phải điều chỉnh liều với bệnh nhân bị suy gan","Nhiễm acid lactic và chứng gan to nhiễm mỡ trầm trọng, gồm cả những ca tử vong, được báo cáo khi sử dụng các chất tương tự nucleosid đơn lẻ hay phối hợp với các thuốc kháng retrovirus. Đã có báo cáo về trường hợp bệnh viêm gan B cấp tính trở nên trầm trọng ở những bệnh nhân đã ngưng liệu pháp chống viêm gan B, kể cả điều trị với entecavir. Nên tiếp tục theo dõi chặt chẽ chức năng gan trên cả lâm sàng và thử nghiệm ít nhất vài tháng ở những bệnh nhân đã ngưng dùng liệu pháp chống viêm gan B. Nếu thích hợp, có thể bắt đầu thực hiện liệu pháp chống viêm gan B. Việc điều chỉnh liều Hepariv được khuyến cáo đối với các bệnh nhân có độ thanh lọc creatinin < 50 ml/phút, kể cả các bệnh nhân được thẩm tách máu hoặc được thẩm tách phúc mạc liên tục ngoại trú (CAPD). Tính an toàn và hiệu quả của Hepariv ở bệnh nhân ghép gan chưa được biết. Nếu việc điều trị Hepariv là cần thiết cho bệnh nhân ghép gan đã và đang dùng một thuốc ức chế miễn dịch mà có thể ảnh hưởng đến chức năng thận, như cyclosporin hoặc tacrolimus, thì chức năng thận nên được kiểm tra trước và trong quá trình điều trị với Hepariv","Vì entecavir được thải trừ chủ yếu qua thận nên việc dùng chung entecavir với các thuốc làm suy giảm chức năng thận hoặc cạnh tranh bài tiết chủ động với entecavir ở ống thận có thể làm gia tăng nồng độ trong huyết thanh của entecavir hoặc của các thuốc được dùng chung. - Việc dùng đồng thời entecavir với lamivudin, adefovir dipivoxil hoặc tenofovir disoproxil fumarat không gây tương tác thuốc đáng kể. Hậu quả của việc dùng chung entecavir với các thuốc được đào thải qua thận hoặc được biết là có ảnh hưởng đến chức năng thận hiện chưa được đánh giá, do đó bệnh nhân nên được theo dõi chặt chẽ về các tác động có hại của entecavir khi thuốc được dùng chung với các thuốc loại này",https://thuocbietduoc.com.vn/thuoc-57983/richotevir.aspx,Công ty cổ phần Dược phẩm Phong Phú PP.PHARCO - VIETNAM,
Lequin,VD-26309-17,Dung dịch nhỏ mắt,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Mỗi lọ 5ml chứa: Levofloxacin (dưới dạng Levofloxacin hemihydrat) 25mg,Hộp 1 chai 5ml,Levofloxacine (25mg),"Điều trị: Viêm bờ mi , lẹo, viêm túi lệ, viêm kết mạc , viêm sụn mi, viêm giác mạc , loét giác mạc & nhiễm khuẩn hậu phẫu. TÍNH CHẤT: Levofloxacin là một kháng sinh tổng hợp nhóm Quinolon, đồng phân của Ofloxacin và có hoạt lực mạnh hơn Ofloxacin. Cơ chế tác dụng của Levofloxacin là ức chế tổng hợp DNA nên ngăn chặn các quá trình nhân đôi, sao chép, sửa chữa, hồi phục và tái kết hợp DNA của vi khuẩn. Trên in vitro, Levofloxacin có phổ tác dụng rộng đối với nhiều chủng vi khuẩn Gram âm và Gram dương, nồng độ thuốc có tác dụng diệt khuẩn tương đương hoặc cao hơn chút ít so với nồng độ ức chế vi khuẩn, thường không có đề kháng chéo giữa Levofloxacin và các kháng sinh khác trong nhóm",Quá mẫn với thành phần thuốc hay nhóm quinolone,Nhỏ 1 giọt x 3-4 lần/ngày. Chỉnh liều theo triệu chứng bệnh,"Kích ứng mắt, ngứa mắt. Hiếm gặp hơn: buồn nôn, lạnh tay chân, khó thở (ngưng thuốc);, ban, mề đay, mí mắt đỏ, sưng, sung huyết kết mạc, viêm giác mạc","Nếu sử dụng đồng thời với các thuốc nhỏ mắt khác, nhỏ cách nhau ít nhất 15 phút",https://thuocbietduoc.com.vn/thuoc-54270/lequin.aspx,Công ty cổ phần Dược phẩm TW Vidipha - VIETNAM,
Benca IMP 500,VD-27896-17,Viên nén nhai,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Mebendazol 500 mg,Hộp 1 vỉ x 1 viên (vỉ nhôm-nhôm),Mebendazole (500 mg),"Ðiều trị nhiễm giun chỉ, giun đũa, giun tóc, giun móc, giun kim. Tính chất: – Mebendazol có hoạt tính kháng giun mạnh đối với các loại giun tròn. Mebendazol ức chế việc tạo thành các vi cấu trúc hình ống ở giun làm cho giun bị cạn kiệt glucose. – Chất chuyển hoá bậc 1 của mebendazol là 2-amin, chất chuyển hoá này không có hoạt tính kháng giun. – Ở người, khoảng 2 % liều uống mebendazol được thải ra trong nước tiểu và phần còn lại được thải qua phân dưới dạng hoạt chất không đổi hoặc chất chuyển hoá bậc 1","Quá mẫn cảm với thành phần của thuốc, phụ nữ có thai & trẻ em < 2 tuổi","1 viên 500 mg/ngày (liều duy nhất);. Ba tuần sau khi điều trị, nếu giun vẫn còn, nên tiếp tục một đợt thứ hai. Không cần nhịn đói hay uống thuốc xổ trong thời gian điều trị Tẩy giun định kỳ 4-6 tháng/lần",Ðau bụng thoáng qua,"Mebendazole - Sử dụng cùng lúc với cimetidine có thể ức chế chuyển hóa mebendazole tại gan, kết quả làm tăng nồng độ thuốc trong máu. - Không dùng đồng thời mebendazole với metronidazole do có thể có liên hệ giữa mebendazole dùng cùng lúc với metronidazole và hội chứng Stevens-Johnson",https://thuocbietduoc.com.vn/thuoc-55073/benca-imp-500.aspx,Công ty cổ phần Dược phẩm IMEXPHARM - VIETNAM,
Cadidroxyl 500,VD-21578-14,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefadroxil (dưới dạng cefadroxil monohydrat) 500 mg,Hộp 10 vỉ x 10 viên; Chai 100 viên,Cefadroxil (500 mg),"Nhiễm khuẩn đường tiết niệu: viêm thận-bể thận cấp và mạn tính, viêm bàng quang, viêm niệu đạo. Nhiễm khuẩn đường hô hấp: viêm amidan, viêm họng, viêm phế quản-phổi và viêm phổi thùy, viêm phế quản cấp và mạn tính, áp xe phổi, viêm mủ màng phổi, viêm màng phổi, viêm thanh quản, viêm tai giữa. Nhiễm khuẩn da và mô mềm: viêm hạch bạch huyết, áp xe, viêm tế bào, loét. Viêm xương tủy, viêm khớp nhiễm khuẩn",Không dùng cho bệnh nhân mẫn cảm với kháng sinh nhóm Cephalosporin,"Người lớn: 500mg - 1g/lần uống 1 hoặc 2 lần trong ngày tùy theo mức độ nhiễm khuẩn Trẻ em: Trẻ em 1-6 tuổi: 250mg, 2 lần mỗi ngày Trẻ em trên 6 tuổi: 500mg, 2 lần mỗi ngày. Cần điều chỉnh liều ở người lớn tuổi và bệnh nhân suy thận","Hầu hết các tác dụng phụ ở thể nhẹ, tác dụng phụ thường gặp là buồn nôn, nôn, đau bụng, tiêu chảy","Cholestyramin gắn kết với Cefadroxil ở ruột làm chậm sự hấp thụ của thuốc Probenecid có thể làm giảm bài tiết cephalosporin Furocemid, aminoglycosid có thể hiệp đồng làm tăng độc tính trên thận",https://thuocbietduoc.com.vn/thuoc-48197/cadidroxyl-500.aspx,Công ty cổ phần US Pharma USA - VIETNAM,
Zasinat 125,VD-11033-10,Bột pha hỗn dịch,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefuroxim acetil tương đương 125mg Cefuroxim,"hộp 12 gói x 3,5 gam gói",Cefuroxime (125mg),"Điều trị nhiễm khuẩn do vi khuẩn nhạy cảm gây ra: - Đường hô hấp dưới: Viêm phổi và viêm phế quản cấp và mạn. - Đường hô hấp trên: Viêm tai giữa, viêm xoang, viêm amidan, viêm họng. - Đường niệu-sinh dục: Viêm bể thận, viêm bàng quang, viêm niệu đạo. - Da và mô mềm: Mủ nhọt, chốc lở. - Điều trị bệnh Lyme thời kỳ đầu biểu hiện bằng chứng ban đỏ da loang do Borrelia burgdorferi",Người bệnh có tiền sử dị ứng với kháng sinh nhóm cephalosporin. Chứng phenyl – ceton niệu (Do thuốc có chứa aspartam),"Liều điều trị thông thường là 7 ngày (từ 5 - 10 ngày). Nên uống thuốc cùng với bữa ăn để đạt được hấp thu tối ưu. * Người lớn và trẻ em trên 12 tuổi: - Viêm phế quản mạn hoặc viêm phế quản cấp nhiễm khuẩn thứ phát hoặc trong nhiễm khuẩn da và mô mềm không biến chứng: Uống 250 – 500 mg, 12 giờ 1 lần. - Viêm họng, viêm xoang hàm, viêm amiđan: Uống 250 mg, 12 giờ một lần. - Bệnh lậu cổ tử cung, niệu đạo không biến chứng, bệnh lậu trực tràng không biến chứng ở phụ nữ: Uống liều duy nhất 1 g. - Bệnh Lyme mới mắc phải: Uống 500 mg, ngày 2 lần. *Trẻ em từ 3 tháng đến 12 tuổi: nên uống thuốc với nước ép trái cây hoặc sữa. Thuốc pha xong cần uống ngay lập tức. Liều 10 mg/kg thể trọng đối với phần lớn nhiễm khuẩn, viêm họng, viêm amiđan: Trẻ 3 - 6 tháng tuổi (4 - 6 kg cân nặng): liều 40 - 60mg/lần, 2 lần/ngày, tối đa 500mg/ngày. Trẻ 6 tháng đến 2 tuổi (6 - 12 kg): liều 60 - 120mg/lần, 2 lần/ngày, tối đa 500mg/ngày. Trẻ 2 - 12 tuổi (12 - 20 kg): liều 125mg/lần, 2 lần/ngày, tối đa 500mg/ngày . Liều 20 mg/kg thể trọng trong viêm tai giữa, viêm xoang hàm, chốc lở và các nhiễm khuẩn nặng hơn: Trẻ 3 - 6 tháng tuổi (4 - 6 kg cân nặng): liều 60 - 90mg/lần, 2lần/ngày, tối đa 1000mg/ngày. Trẻ 6 tháng đến 2 tuổi (6 - 12 kg): liều 90 - 180mg/lần, 2 lần/ngày, tối đa 1000mg/ngày. Trẻ 2 - 12 tuổi (12 - 20 kg): liều 180 - 250mg/lần, 2 lần/ngày, tối đa 1000mg/ngày. Chú ý: Không phải thận trọng đặc biệt ở người bệnh suy thận hoặc đang thẩm tách thận hoặc người cao tuổi khi uống không quá liều tối đa thông thường 1g/ ngày Liệu trình điều trị thông thường là 7 ngày. Khuyến cáo: với liều dùng nhỏ hơn 250mg thì dùng dạng bào chế có hàm lượng thích hợp","Thường gặp: Ỉa chảy, ban da dạng sần. Ít gặp: Phản ứng phản vệ, nhiễm nấm Candida. Tăng bạch cầu ưa eosin, giảm bạch cầu, giảm bạch cầu trung tính, thử nghiệm Coombs dương tính. Buồn nôn, nôn. Nổi mề đay, ngứa. Tăng creatinin trong huyết thanh. Hiếm gặp: Sốt. Thiếu máu tan máu. Viêm đại tràng màng giả. Ban đỏ đa hình, hội chứng Steven – Johnson, hoại tử biểu bì nhiễm độc. Vàng da, ứ mật, tăng nhẹ AST và ALT. nhiễm độc thận có tăng tạm thời urê huyết, creatinin huyết, viêm thận kẽ. Cơn co giật (nếu liều cao và suy thận), đau đầu, kích động. Đau khớp. Cách",Giảm,https://thuocbietduoc.com.vn/thuoc-35578/zasinat-125.aspx,Công ty cổ phần Dược phẩm Euvipharm - VIETNAM,
Jekuktrax Inj. 1g,VN-7496-09,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Ceftriaxone Natri,Hộp 10 lọ,Ceftriaxone (-),"Nhiễm trùng hô hấp, tai - mũi - họng, thận - tiết niệu sinh dục, nhiễm trùng máu, viêm màng não mủ. - Dự phòng nhiễm trùng hậu phẫu, nhiễm trùng xương khớp, da, vết thương & mô mềm, viêm phúc mạc, viêm túi mật, viêm đường mật & nhiễm trùng tiêu hóa","Quá mẫn cảm với ceftriaxone hoặc cephalosporin, penicilline","Tiêm IM hoặc IV: - Người lớn & trẻ > 12 tuổi: 1 - 2 g/ngày; trường hợp nặng: 4 g/ngày. - Trẻ 15 ngày tuổi đến 12 tuổi: 20 - 80 mg/kg. - Trẻ < 14 ngày tuổi: 20 - 50 mg/kg/ngày. - Viêm màng não: 100 mg/kg x 1 lần/ngày, tối đa 4 g. - Lậu: Tiêm IM liều duy nhất 250 mg. - Dự phòng trước phẫu thuật: 1 - 2 g tiêm 30 - 90 phút trước mổ","Quá mẫn da, vàng da, tăng men gan, suy thận cấp, viêm đại tràng nặng, viêm phổi kẽ & sốc",Thuốc lợi tiểu,https://thuocbietduoc.com.vn/thuoc-30051/jekuktrax-inj-1g.aspx,"Kukje Pharm Ind Co., Ltd - KOREA",Công ty cổ phần Hợp Nhất - VIETNAM
Mebendazol 500mg,VD-23479-15,Viên nén nhai,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Mebendazol 500mg,Hộp 1 vỉ x 1 viên,Mebendazole (500mg),"Ðiều trị nhiễm giun chỉ, giun đũa, giun tóc, giun móc, giun kim. Tính chất: – Mebendazol có hoạt tính kháng giun mạnh đối với các loại giun tròn. Mebendazol ức chế việc tạo thành các vi cấu trúc hình ống ở giun làm cho giun bị cạn kiệt glucose. – Chất chuyển hoá bậc 1 của mebendazol là 2-amin, chất chuyển hoá này không có hoạt tính kháng giun. – Ở người, khoảng 2 % liều uống mebendazol được thải ra trong nước tiểu và phần còn lại được thải qua phân dưới dạng hoạt chất không đổi hoặc chất chuyển hoá bậc 1","Quá mẫn cảm với thành phần của thuốc, phụ nữ có thai & trẻ em < 2 tuổi","1 viên 500 mg/ngày (liều duy nhất);. Ba tuần sau khi điều trị, nếu giun vẫn còn, nên tiếp tục một đợt thứ hai. Không cần nhịn đói hay uống thuốc xổ trong thời gian điều trị Tẩy giun định kỳ 4-6 tháng/lần",Ðau bụng thoáng qua,"Mebendazole - Sử dụng cùng lúc với cimetidine có thể ức chế chuyển hóa mebendazole tại gan, kết quả làm tăng nồng độ thuốc trong máu. - Không dùng đồng thời mebendazole với metronidazole do có thể có liên hệ giữa mebendazole dùng cùng lúc với metronidazole và hội chứng Stevens-Johnson",https://thuocbietduoc.com.vn/thuoc-51402/mebendazol-500mg.aspx,Công ty cổ phần Dược phẩm 2/9 - Nadyphar - VIETNAM,
"Lifpitum 1,5gm",VN-18244-14,"Bột pha tiêm bắp hoặc tiêm, truyền tĩnh mạch","Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Ampicillin (dưới dạng Ampicillin natri) 1000mg; Sulbactam (dưới dạng sulbactam natri) 500mg,Hộp 1 lọ bột pha tiêm + 1 ống 10ml nước cất pha tiêm,Sulbactam (dưới dạng sulbactam natri),"– Nhiễm khuẩn đường hô hấp trên và đường hô hấp dưới gồm: Viêm xoang, viêm tai giữa và viêm nắp thanh quản, viêm phổi do vi khuẩn. – Nhiễm khuẩn đường tiết niệu và viêm thận – bể thận. – Nhiễm khuẩn trong ổ bụng (viêm phúc mạc, viêm túi mật,…); hoặc bệnh phụ khoa (viêm nội mạc tử cung, viêm vòi trứng, viêm vùng chậu,…). – Viêm màng não. – Nhiễm khuẩn da, cơ, xương, khớp. – Nhiễm lậu cầu không biến chứng. - Chỉ định ở những bệnh nhân phẫu thuật ổ bụng hoặc vùng chậu có thể bị nhiễm bẩn phúc mạc để giảm tỷ lệ nhiễm khuẩn vết thương hậu phẫu. Có thể dùng dự phòng nhiễm khuẩn hậu sản trong những trường hợp chấm dứt thai kỳ hoặc mổ lấy thai. - Dự phòng quanh phẫu thuật",Quá mẫn với thành phần thuốc hay với penicillin,"Tiêm bắp hoặc tiêm truyền tĩnh mạch; *Người lớn: + Nhiễm khuẩn nhẹ 1,5 - 3 g/ngày. + Nhiễm khuẩn vừa tăng tới 6 g/ngày. + Nhiễm khuẩn nặng tăng tới 12 g/ngày, chia 3 - 4 lần. Liều tối đa là 4 g sulbactam/ngày. *Trẻ em, trẻ nhỏ, sơ sinh: 150 mg/kg/ngày, chia 3 - 4 lần, riêng sơ sinh < 1 tuần, chia 2 lần/ngày. - Lậu liều đơn 1,5 g + uống 1 g probenecid. - Dự phòng quanh phẫu thuật 1,5 - 3 g tiêm lúc khởi mê, nhắc lại mỗi 6 - 8 giờ/24 giờ sau mổ","Ðôi khi: ban, tiêu chảy, đau nơi tiêm, phản ứng dị ứng. - Hiếm khi: đau ngực, mệt, khó chịu, nhức đầu, ớn lạnh, bệnh não, động kinh, ngứa buồn nôn, viêm ruột, viêm ruột giả mạc, tiểu khó, viêm âm đạo, giảm các huyết cầu, tăng men gan, viêm thận","– Cả Ampicillin và Sulbactam đều tương kỵ về mặt lý – hóa với aminoglycosid và có thể làm mất hoạt tính của aminoglycosid in vitro. – Probenecid ức chế cạnh tranh sự thải trừ của Ampicillin và Sulbactam qua ống thận, do đó làm tăng và kéo dài nồng độ của cả hai thuốc này trong huyết thanh. – Có sự gia tăng tần suất phát ban trên người bệnh có acid uric máu cao đang được điều trị đồng thời bằng Allopurinol và Ampicillin . – Ampicillin được thông báo là có ảnh hưởng đến xét nghiệm tìm glucose trong nước tiểu bằng phương pháp đồng sulfat, nhưng không ảnh hưởng đến xét nghiệm bằng phương pháp glucose oxidase",https://thuocbietduoc.com.vn/thuoc-47074/lifpitum-15gm.aspx,Aqua Vitoe Laboratories - INDIA,Công ty TNHH Dược phẩm Đức Anh - VIETNAM
