Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Isoniazid Nic,VD-14605-11,"Hộp 10 vỉ x 10 viên nén. Chai 500 viên, 1500 viên nén","Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Isoniazid 300 mg,"Hộp 10 vỉ x 10 viên nén. Chai 500 viên, 1500 viên nén",Isoniazide (300 mg),"Thể hoạt động lao phổi & ngoài phổi, Sơ nhiễm lao. - Nhiễm Mycobacterium không điển hình có nhạy cảm với thuốc",Quá mẫn với thành phần của thuốc,"Isoniazide Tốt nhất là trước khi ăn 1 giờ hoặc sau ăn 2 giờ. Có thể uống thuốc cùng với bữa ăn, nêu bị kích ứng đường tiêu hoá. Phòng bệnh: Trẻ em: uống 5 mg/kg/24 giờ, tối đa 300 mg/24 giờ, ngày một lần trong 6-12 tháng. iêm bắp, 10 mg/kg thể trọng, cho tới 300 mg mỗi ngày một lần. Người lớn: uống 5 mg/kg/24 giờ (liều thường dùng là 300 mg/24 giờ). Dùng hàng ngày trong 6-12 tháng. Tiêp bắp 300 mg mỗi ngày một lần. Điều trị: Isoniazid bao giờ cũng phải phối hợp với các thuốc chống lao khác, như streptomycin , rifampicin , pyrazinamid và ethambutol theo các phác đồ điều trị quốc gia. Liều điều trị thông thường ở người lớn và thiếu niên: uống 300 mg isoniazid mỗi ngày một lần, trong suốt thời gian điều trị, hoặc 10 mg/kg thể trọng, dùng hàng ngày hoặc mỗi tuần uống 2 hoặc 3 lần theo quy định của phác đồ điều trị. Tiêm bắp , 5 mg/kg thể trọng, mỗi ngày một lần, trong suốt thời gian điều trị, hoặc mỗi tuần tiêm 2 hoặc 3 lần theo quy định của phác đồ điều trị. Liều điều trị thông thường ở trẻ em: phối hợp với các thuốc chống lao khác. Uống10 mg/kg: 3 lần/tuần hoặc 15 mg/kg :2 lần/tuần. Tiêm bắp, 5 mg/kg thể trọng, cho tới 200 mg mỗi ngày một lần","Rối loạn tiêu hoá, viêm gan, phát ban, ngứa","Isoniazide Isoniazid ức chế chuyển hoá một số thuốc. Khi dùng kết hợp isoniazid với các thuốc nàu có thể làm tăng độc tính của thuốc phối hợp, nhất là các thuốc chữa động kinh. Các thuốc sau khi phối hợp với isoniazid pahỉ điều chỉnh liều: alfentanil, các chất chống đông máu dẫn chất coumarin hoặc dẫn chất indodion, các benzodiazepin, carbamazepin, theophylin, phenytoin, enfluran, disulfiram và các cycloserin. Các tương tác khác: Dùng đồng thời isoniazid với rifampicin, acetaminophen hoặc rượu có thể làm tăng độc tính với gan, đặc biệt ở người có tiền sử suy gan. Dùng đồng thời isoniazid với niridazol có thể làm tăng tác dụng không mong muốn đối với hệ thần kinh, như co giật và rối loạn tâm thần. Isoniazid làm giảm nồng độ ketoconazol trong huyết thanh, vì vậy làm giảm nồng độ và tác dụng của isoniazid, đặc biệt ở những người bệnh chuyển hoá isoniazid nhanh. Các thuốc kháng acid, đặc biệt muối nhôm làm giảm hấp thu isoniazid.Vì vậy hai thuốc này phải uống cách nhau ít nhất 1 giờ",https://thuocbietduoc.com.vn/thuoc-40488/isoniazid-nic.aspx,Công ty TNHH SX-TM Dược phẩm NIC NIC Pharma - VIETNAM,
CIaminat_UL 1g,VD-21306-14,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Amoxicilin (dưới dạng Amoxicilin trihydrat) 875 mg; Acid Clavulanic (dưới dạng Clavulanat kali) 125 mg,Hộp 2 vỉ x 7 viên,"Amoxicilin (875 mg), Clavulanic acid (125 mg)","Nhiễm trùng đường hô hấp trên & dưới ( viêm phổi , viêm tai giữa , viêm xoang cấp , viêm cấp tính nặng của phế quản mãn tính);, da & mô mềm, thận & đường tiểu dưới",Dị ứng với penicillin. Dị ứng chéo với cephalosporin. Tăng bạch cầu đơn nhân nhiễm trùng hoặc leukemia dòng lympho,"Người lớn & trẻ > 12 tuổi trên 40 kg: Tính theo amoxycillin 500 - 625 mg x 3 lần/ngày hay 1000 mg x 2 lần/ngày. Tính theo amoxycillin: trẻ 2 - 12 tuổi: 30 - 60 mg/kg/ngày, trẻ < 2 tuổi: 30 - 40 mg/kg/ngày. Giảm liều khi suy gan & suy thận","Rối loạn tiêu hóa thoáng qua, viêm đại tràng giả mạc. Ngứa, mề đay, sốt & đau khớp, phù thần kinh-mạch, phản vệ, phản ứng da nặng. Thay đổi huyết học & đông máu. Viêm gan thoáng qua & vàng da tắc mật (hiếm)",Allopurinol. Probenecid. Thuốc chống đông. Thuốc uống ngừa thai là hormon,https://thuocbietduoc.com.vn/thuoc-47925/ciaminat-ul-1g.aspx,Công ty cổ phần Dược phẩm IMEXPHARM - VIETNAM,
Terena Injection,VN-11713-11,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Vancomycin HCl,Hộp 10 lọ,Vancomycin (500mg Vancomycin),"Viêm nội tâm mạc, viêm tủy xương, viêm phổi, nhiễm trùng huyết, nhiễm trùng da. - Viêm khớp, viêm phổi sinh mủ, viêm mủ màng phổi, viêm phúc mạc, viêm màng não",Quá mẫn với vancomycin hoặc các kháng sinh khác,"Người lớn liều dùng đường IV: 500 mg trong 6 giờ hoặc 1 g trong 12 giờ. - Trẻ em liều dùng đường IV: 10 mg/kg TRONG 6 giờ. - Trẻ sơ sinh, trẻ nhỏ liều dùng đường IV: 10 - 15 mg/kg trong 12 giờ","Vancomycin Các phản ứng sốt, buồn nôn, ớn lạnh, mẩn đỏ ở da, và sự thay đổi chức năng thận có thể xảy ra, và hiếm khi xảy ra phản ứng miễn dịch và giảm bạch cầu trung tính. Giảm tiểu cầu thì hiếm khi xuất hiện. Giảm bạch cầu trung tính thì biến mất khi ngưng điều trị. Tăng huyết áp thì xuất hiện ở 5-10% bệnh nhân. Ðộc tính trên tai và thận đã được quan sát. Các phản ứng liên quan đến việc tiêm truyền: - Ban đỏ ở cổ hoặc trên cơ thể với phát ban ở cổ có thể xảy ra kết hợp với chứng khó thở, mề đay và ngứa. - Hội chứng giảm huyết áp kết hợp giảm áp lực tâm thu từ vừa đến mức độ nặng. - Hội chứng viêm co cứng thì hiếm khi xuất hiện, được đặc trưng bởi các cơn đau cấp tính, co cơ ngực hoặc cơ gần cột sống. Nói chung, các phản ứng này có thể xuất hiện trong 20 phút hoặc có thể kéo dài trong vài giờ. Phản ứng miễn dịch, viêm tróc da, hội chứng Stevens- Johnson và viêm mạch thì hiếm khi được báo cáo","Thuốc gây mê. Các loại thuốc có độc tính trên hệ thần kinh & thận như amphotericin B, aminoglycoside, bacitracin, polymixin B, colistin, viomycin, cisplatin",https://thuocbietduoc.com.vn/thuoc-38230/terena-injection.aspx,"Hutecs Korea Pharm Co., Ltd - KOREA",Công ty Cổ phần Dược Đại Nam - VIETNAM
Rifacap 300,VN-9464-05,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Rifampicin,Hộp 10 vỉ x 10 viên,Rifampicin (300mg),Điều trị các thể lao bao gồm cả lao màng não. - Điều trị Phong. - Phòng viêm màng não do Haemophilus influenzae và Neisseria meningitidis. - Điều trị nhiễm khuẩn nặng do các chủng Staphylococcus kể cả các chủng đã kháng Methicillin,"Quá mẫn với thuốc, vàng da","Bệnh lao uống cách xa bữa ăn: + Người lớn: 8 - 12mg/kg, ngày dùng 1 lần. + Trẻ em: 10mg/kg, ngày dùng 1 lần. Dùng phối hợp với các thuốc chống lao khác và theo chỉ dẫn của thầy thuốc. - Bệnh nặng do vi khuẩn Gram (+) và Gram (-): + Trẻ sơ sinh: 15 - 20mg/kg/ngày, chia 2 lần. + Người lớn: 20 - 30mg/kg/ngày, chia 2 lần. - Bệnh Brucella: Dùng kết hợp Rifampicin 300mg/ngày, uống 1 lần buổi sáng lúc đói và Doxycyclin 200mg/ngày dùng 1 lần vào buổi tối. Nếu bệnh cấp tính thời gian điều trị là 45 ngày. - Dự phòng viêm màng não do não mô cầu: + Người lớn: 600mg/lần cách 12 giờ uống 1 lần. + Trẻ em 1 tháng - 12 tháng tuổi: 10mg/kg cách 12 giờ uống 1 lần. + Trẻ dưới 1 tháng tuổi: 5mg/kg cách 12 giờ uống 1 lần. - Bệnh phong: Uống 600mg/lần/tháng. Dùng phối hợp với các thuốc chống phong khác và theo chỉ dẫn của thầy thuốc","Rối loạn tiêu hóa nhẹ, ngứa, phát ban. Ít gặp: đau đầu, chóng mặt, mệt mỏi, sốt, tăng men gan, vàng da","thuốc Thận trọng khi dùng với thuốc chẹn Ca, chống loạn nhịp, chống đông, kháng nấm: cyclosporin, tacrolimus, corticoid, digitoxin, estrogene",https://thuocbietduoc.com.vn/thuoc-18817/rifacap-300.aspx,Hovid Sdn. Bhd - MALAYSIA,Công ty cổ phần Dược phẩm Khánh Hòa Khapharco - VIETNAM
Retrocytin 100,VD-26227-17,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Lamivudin 100mg,Hộp 3 vỉ x 10 viên,Lamivudine (100mg),Viêm gan siêu vi B mạn tính có bằng chứng sao chép virus viêm gan B (HBV); với một hoặc nhiều tình trạng sau: - Men gan ALT huyết thanh cao hơn 2 lần so với bình thường. - Xơ gan còn bù hoặc mất bù. - Bệnh gan dạng viêm hoại tử thể hiện trên sinh thiết. - Suy giảm miễn dịch. - Ghép gan. Phối hợp trong điều trị nhiễm virus HIV,Bệnh nhân bị mẫn cảm với các thành phần của thuốc,"Lamivudine Bệnh nhân từ 16 tuổi trở lên: Liều đề nghị: 100mg, mỗi ngày 1 lần. - Bệnh nhân suy thận với độ thanh thải creatinin dưới 50 ml/phút: cần giảm liều. Có thể dùng thuốc trong bữa ăn hoặc cách bữa ăn. Dùng thuốc theo sự hướng dẫn của bác sĩ vì thời gian điều trị tối ưu chưa được xác định. Nên cân nhắc ngưng sử dụng thuốc trong các trường hợp sau: - Chắc chắn có sự chuyển dạng HBeAg và/ hoặc HBsAg huyết thanh được khẳng định ở bệnh nhân có hệ miễn dịch bình thường. - Bệnh nhân nữ mang thai trong thời gian điều trị. - Bệnh nhân có dấu hiệu không dung nạp thuốc khi đang điều trị. - Trường hợp lamivudin không có hiệu quả đối với bệnh nhân, theo đánh giá của bác sĩ điều trị. Ví dụ như khi nồng độ ALT huyết thanh trở về giá trị trước điều trị, hoặc tình trạng bệnh xấu đi thể hiện trên mô học gan. Nên theo dõi sự phù hợp của bệnh nhân trong quá trình điều trị bằng lamivudin. Nếu ngừng thuốc, phải theo dõi định kỳ để phát hiện bằng chứng của viêm gan tái phát. Suy gan: Dược động học của lamivudin không bị ảnh hưởng đáng kể bởi rối loạn chức năng gan nên không cần điều chỉnh liều dùng ở bệnh nhân suy gan, trừ trường hợp có kèm theo suy thận","– Thường gặp: nhức đầu, mất ngủ, khó chịu, mệt mỏi, đau, chóng mặt, trầm cảm, sốt, rét run, buồn nôn, nôn, tiêu chảy, chán ăn, đau bụng, khó tiêu, tăng amylase, bệnh dây thần kinh ngoại biên, dị cảm, đau cơ, đau khớp, dấu hiệu và triệu chứng ở mũi, ho, ban, giảm bạch cầu trung tính, thiếu máu, tăng AST, ALT. – Ít gặp: viêm tụy, giảm tiểu cầu, tăng bilirubin huyết. Phải ngừng sử dụng Lamivudine ngay nếu có những dấu hiệu lâm sàng, triệu chứng, hoặc kết quả xét nghiệm cho thấy có thể xảy ra viêm tụy. Thông báo cho bác sỹ những tác dụng không mong muốn gặp phải khi sử dụng thuốc","– Nồng độ Zidovudine trong huyết tương tăng lên đáng kể (khoảng 39%) khi dùng kết hợp với Lamivudine. – Trimethoprim/Sulfamethoxazole làm tăng sinh khả dụng của Lamivudine (44%) thể hiện qua trị số đo diện tích dưới đường cong nồng độ – thời gian (AUC), và làm giảm độ thanh thải qua thận (30%). – Mặc dù AUC không bị ảnh hưởng nhiều, sự hấp thu Lamivudine bị chậm lại và nồng độ đỉnh huyết tương thấp hơn 40% khi cho người bệnh uống thuốc lúc no so với khi uống thuốc lúc đói",https://thuocbietduoc.com.vn/thuoc-54188/retrocytin-100.aspx,Công ty dược phẩm OPV - VIETNAM,
Zetaxim 1g,VN-6869-08,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefotaxime Sodium,Hộp 1lọ + 1 ống nước pha tiêm 5ml,Cefotaxime (1g Cefotaxime),"Nhiễm trùng máu, nhiễm khuẩn xương, khớp, viêm màng tim do cầu khuẩn Gr(+) & vi khuẩn Gr(-), viêm màng não. - Nhiễm khuẩn da & mô mềm, ổ bụng, phụ khoa & sản khoa, hô hấp dưới, tiết niệu, lậu. - Dự phòng nhiễm khuẩn sau phẫu thuật","Quá mẫn với cephalosporin, phụ nũ có thai & cho con bú","Người lớn: + Nhiễm khuẩn không biến chứng 1 g/12 giờ, tiêm IM hay IV. + Nhiễm khuẩn nặng, viêm màng não 2 g/6 - 8 giờ, tiêm IM hay IV. + Lậu không biến chứng liều duy nhất 1 g, tiêm IM. + Dự phòng nhiễm khuẩn phẫu thuật 1 g, tiêm 30 phút trước mổ. - Trẻ em: + Trẻ 2 tháng hoạc < 12 tuổi 50 mg - 150 mg/kg/ngày, chia làm 3 - 4 lần, Tiêm IM hay IV. + Sơ sinh > 7 ngày 75 - 150 mg/kg/ngày, chia làm 3 lần, tiêm IV. + Trẻ sinh non & sơ sinh < 7 ngày 50 mg/kg/ngày, chia làm 2 lần, tiêm IV. - Suy thận ClCr < 10 mL: giảm nửa liều","Quá mẫn, sốt, tăng bạch cầu ái toan. - Buồn nôn, nôn, đau bụng hay tiêu chảy, viêm đại tràng giả mạc. - Thay đổi huyết học. - Nhức đầu, hoa mắt, ảo giác. - Loạn nhịp tim","Probenecid, azlocillin, fosfomycin",https://thuocbietduoc.com.vn/thuoc-28861/zetaxim-1g.aspx,"Wockhardt., Ltd - India",
Lamivudin 100 - BVP,VD-22726-15,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Lamivudin 100 mg,,Lamivudine (100 mg),Viêm gan siêu vi B mạn tính có bằng chứng sao chép virus viêm gan B (HBV); với một hoặc nhiều tình trạng sau: - Men gan ALT huyết thanh cao hơn 2 lần so với bình thường. - Xơ gan còn bù hoặc mất bù. - Bệnh gan dạng viêm hoại tử thể hiện trên sinh thiết. - Suy giảm miễn dịch. - Ghép gan. Phối hợp trong điều trị nhiễm virus HIV,Bệnh nhân bị mẫn cảm với các thành phần của thuốc,"Lamivudine Bệnh nhân từ 16 tuổi trở lên: Liều đề nghị: 100mg, mỗi ngày 1 lần. - Bệnh nhân suy thận với độ thanh thải creatinin dưới 50 ml/phút: cần giảm liều. Có thể dùng thuốc trong bữa ăn hoặc cách bữa ăn. Dùng thuốc theo sự hướng dẫn của bác sĩ vì thời gian điều trị tối ưu chưa được xác định. Nên cân nhắc ngưng sử dụng thuốc trong các trường hợp sau: - Chắc chắn có sự chuyển dạng HBeAg và/ hoặc HBsAg huyết thanh được khẳng định ở bệnh nhân có hệ miễn dịch bình thường. - Bệnh nhân nữ mang thai trong thời gian điều trị. - Bệnh nhân có dấu hiệu không dung nạp thuốc khi đang điều trị. - Trường hợp lamivudin không có hiệu quả đối với bệnh nhân, theo đánh giá của bác sĩ điều trị. Ví dụ như khi nồng độ ALT huyết thanh trở về giá trị trước điều trị, hoặc tình trạng bệnh xấu đi thể hiện trên mô học gan. Nên theo dõi sự phù hợp của bệnh nhân trong quá trình điều trị bằng lamivudin. Nếu ngừng thuốc, phải theo dõi định kỳ để phát hiện bằng chứng của viêm gan tái phát. Suy gan: Dược động học của lamivudin không bị ảnh hưởng đáng kể bởi rối loạn chức năng gan nên không cần điều chỉnh liều dùng ở bệnh nhân suy gan, trừ trường hợp có kèm theo suy thận","– Thường gặp: nhức đầu, mất ngủ, khó chịu, mệt mỏi, đau, chóng mặt, trầm cảm, sốt, rét run, buồn nôn, nôn, tiêu chảy, chán ăn, đau bụng, khó tiêu, tăng amylase, bệnh dây thần kinh ngoại biên, dị cảm, đau cơ, đau khớp, dấu hiệu và triệu chứng ở mũi, ho, ban, giảm bạch cầu trung tính, thiếu máu, tăng AST, ALT. – Ít gặp: viêm tụy, giảm tiểu cầu, tăng bilirubin huyết. Phải ngừng sử dụng Lamivudine ngay nếu có những dấu hiệu lâm sàng, triệu chứng, hoặc kết quả xét nghiệm cho thấy có thể xảy ra viêm tụy. Thông báo cho bác sỹ những tác dụng không mong muốn gặp phải khi sử dụng thuốc","– Nồng độ Zidovudine trong huyết tương tăng lên đáng kể (khoảng 39%) khi dùng kết hợp với Lamivudine. – Trimethoprim/Sulfamethoxazole làm tăng sinh khả dụng của Lamivudine (44%) thể hiện qua trị số đo diện tích dưới đường cong nồng độ – thời gian (AUC), và làm giảm độ thanh thải qua thận (30%). – Mặc dù AUC không bị ảnh hưởng nhiều, sự hấp thu Lamivudine bị chậm lại và nồng độ đỉnh huyết tương thấp hơn 40% khi cho người bệnh uống thuốc lúc no so với khi uống thuốc lúc đói",https://thuocbietduoc.com.vn/thuoc-49618/lamivudin-100-bvp.aspx,Công ty TNHH dược phẩm BV Pharma - VIETNAM,
Binexticef inj,VN-1603-06,Bột pha tiêm-1g,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Cephradine , L-Arginine",Hộp 10 lọ,"Cephradine (-), L-Arginine (-)","Điều trị các bệnh: Viêm amiđan, viêm họng, viêm phổi, viêm phế quản, viêm tuyến tiền liệt, viêm bàng quang, viêm thận - bể thận, viêm niệu đạo, ápxe, viêm mô tế bào, nhọt, chốc lở, viêm tai giữa",Quá mẫn với nhóm cephalosporin,Dùng thuốc theo chỉ dẫn của Bác Sĩ,"Rối loạn tiêu hoá, đôi khi có quá mẫn da, tăng men gan, tăng bạch cầu ái toan, giảm bạch cầu trung tính","Cephradine Dùng đồng thời probenecid uống sẽ cạnh tranh ức chế bài tiết của đa số các cephalosporin ở ống thận, làm tăng và kéo dài nồng độ của cephalosporin trong huyết thanh",https://thuocbietduoc.com.vn/thuoc-7385/binexticef-inj.aspx,"Binex Co., Ltd - USA",
CelexDHG 250,VD-9987-10,,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cephalexin 250mg (dưới dạng Cephalexin monohydrat),"Hộp 10 gói x 1,4g thuốc bột pha hỗn dịch uống",Cephalexin (250mg),"Nhiễm khuẩn đường hô hấp: viêm phế quản cấp và mãn, giản phế quản có bội nhiễm. Nhiễm khuẩn tai mũi họng: viêm tai giữa, viêm xương chũm, viêm xoang, viêm amydale và viêm họng. Nhiễm trùng đường tiểu: viêm thận-bể thận cấp và mãn, viêm bàng quang, viêm tuyến tiền liệt. Ngăn ngừa những trường hợp tái phát lại. Nhiễm khuẩn sản và phụ khoa. Nhiễm khuẩn da, mô mềm và xương khớp, kể cả viêm xương tủy. Bệnh lậu và giang mai (khi dùng penicillin không phù hợp); Trong nha khoa: thay thế tạm thời điều trị phòng ngừa với penicillin cho bệnh nhân mắc bệnh tim phải điều trị bệnh răng",Không dùng cho bệnh nhân nhạy cảm với kháng sinh nhóm Cephalosporin,Người lớn và trẻ em > 12 tuổi: 500mg x 3 lần/ngày. Trẻ em 5-12 tuổi: 250mg x 3 lần/ngày. Trẻ em 1-5 tuổi: 125mg x 3 lần/ngày,"Khi dùng cephalexin một số bệnh nhân có thể bị rối loạn tiêu hóa như buồn nô, nôn mữa và tiêu chảy. Cũng giống như các kháng sinh phổ rộng khác, cephalexin có thể gây tăng trưởng vi khuẩn cộng sinh (đôi khi có thể xuất hiện Candida albicans dưới dạng viêm âm đạo) Đôi khi giảm bạch cầu trung tính có hồi phục Ít khi xảy ra nổi ban, mề đay và dát sần",Dùng kết hợp với probenecide sẽ làm kéo dài thời gian đào thải của cephalexin và làm tăng nồng độ trong huyết thanh đến 50-100%,https://thuocbietduoc.com.vn/thuoc-35096/celexdhg-250.aspx,Công ty cổ phần Dược Hậu Giang DHG - VIETNAM,
Supebacta,VN-13608-11,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Sulbactam natri; Cefoperazone natri,Hộp 10 lọ,"Sulbactam (0,5g Sulbactam; 0,5g)","Thuốc tiêm cefoperazol và sulbactam được chỉ định để điều trị các bệnh truyền nhiễm trùng gây ra bởi các vi khuẩn nhạy cảm: - Nhiễm trùng đường hô hấp (trên và dưới); - Nhiễm trùng đường tiết niệu (trên và dưới) - Viêm màng bụng, viêm túi mật, viêm đường mật, các bệnh nhiễm trùng ổ bụng khác. - Nhiễm trùng máu - Viêm màng não - Nhiễm trùng da và mô mềm - Nhiễm trùng xương, khớp - Nhiễm trùng xương chậu, viêm màng trong dạ con, bệnh lậu, và các nhiễm trùng cơ quan sinh dục khác. Đa trị liệu: Do phổ kháng khuẩn rộng của thuốc tiêm cefoperazon/sulbactam nên có thể dùng riêng lẻ. Tuy nhiên, thuốc tiêm cefoperazom/sulbactam có thể kết hợp với kháng sinh khác nếu việc kết hợp được chỉ định. Khi dùng kết hợp với các kháng sinh nhóm aminoglycoside cần theo dõi chức năng thận trong suốt thời gian điều trị. Cơ Chế","Người có tiền sử dị ứng với các kháng sinh nhóm penicillin, sulbactam, cefoperazon hay bất cứ kháng sinh nào thuộc nhóm cephalosporin",Có thể dùng đường tiêm bắp hoặc truyền tĩnh mạch. Người lớn: Nhiễm khuẩn nhẹ và trung bình: 1-2g (Cefoperazone) mỗi 12 giờ. Nhiễm khuẩn nặng: 2-4g cách mỗi 12 giờ. Liều bình thường ở trẻ em: 25-100mg/kg mỗi 12 giờ. Suy thận: không cần giảm liều Cefoperazone,"Nhìn chung thuốc dung nạp tốt và hầu hết các tác dụng phụ xảy ra ở mức độ nhẹ và trung bình. Các nghiên cứu lâm sàng so sánh và không so sánh trên 2500 bệnh nhân và quan sát thấy có các tác dụng phụ sau: – Hệ tiêu hóa: giống như các kháng sinh khác, các tác dụng phụ xảy ra trên hệ tiêu hóa: tiêu chảy thường xảy ra với tỉ lệ khoảng 3,9%: cùng với buồn nôn và nôn ói 0,6%. – Hệ da: giống với các kháng sinh nhóm penicillin và cephalosporin, dị ứng da với biểu hiện ban đỏ 0,6% và mày đay 0,8% đã được báo cáo. – Hệ tạo máu: dùng thuốc trong thời gian dài có thể gây ra thiếu bạch cầu có hồi phục, phản ứng Coomb dương tính ở vài bệnh nhân, giảm Hemoglobin và hồng cầu, giảm thoáng qua bạch cầu ưa acid, tiểu cầu và giảm prothrombin huyết","Uống rượu hoặc các chế phẩm chứa cồn: gây ức chế aldehyde dehygrogenase, gây tích lũy trong máu và gây phản ứng giống disufiram. Phản ứng đặt trưng như: cơn nóng bừng, đổ mồ hôi, nhức đầu, nhịp tim nhanh đã được báo cáo khi uống rượu trong quá trình điều trị, hoặc sau 5 ngày dùng thuốc. Phản ứng tương tự xảy ra khi dùng các kháng sinh nhóm cephalosporin khác, nên thân trọng dùng cefoperazon/sulbactam với các thuốc có cồn. Ở bệnh nhân cho ăn bằng đường uống hoặc đường tiêm, nên tránh chứa phẩm có cồn. Kháng sinh nhóm aminoglycoside: không nên trộn lẫn sulbactam/cefoperazon và các amino glycosid với nhau sẽ làm giảm hoạt tính của thuốc, do có tương kị vật lý giữa chúng. Khi dùng kết hợp sulbactam/cefoperazon và các aminoglycosid phải tiêm truyền gián đoạn, và rửa ống truyền dịch giữa hai liều. Hoặc dùng sulbactam/cefoperazon cách xa thời gian dùng aminoglycosides. Lindocain: không nên tạo dung dịch hoàn nguyên lúc đầu với dung dịch 2% lindocain HCl do hỗn dịch này tương kị nhau. Nước cất vô trùng được dùng để tạo dung dịch hoàn nguyên lúc đầu và pha loãng với 2% lidocaine để tạo dung dịch tương hợp nhau. Cẩn thận khi kết hợp với các thuốc chống đông, thuốc ly giải huyết khối, các thuốc kháng viêm không steroid do có khả năng gây dễ chảy máu. Không nên trộn lẫn thuốc với amikacin, gentamicin, ketamycin B, doxycynlin, meclofenoxat, ajmalin, diphenhydramine, kali magnesi aspartat để tránh tạo kết tủa. Khi trộn lẫn với hydroxylin dihydroclorid, procainamide, aminophillin, proclorperazin, cytochrome C, pentazocin, aprotinin, sau 6 giờ có sự thay đổi tính chất của thuốc. Tương tác trong xét nghiệm lâm sàng: Phản ứng glucose trong nước tiểu có thể bị dương tính giả với dung dịch Benedict hoặc Fehling. Dương tính với các xét nghiệm kháng globulin (Coomb) đã báo cáo, đặc biệt, ở những trẻ sơ sinh mà người mẹ dùng thuốc lúc sắp sinh. Đôi khi tăng ALP, AST, ALT, BUN huyết thanh và creatinine huyết thanh đã được ghi nhận",https://thuocbietduoc.com.vn/thuoc-40740/supebacta.aspx,"CSPC Zhongnuo Pharmaceutical Shijiazhuang Co., Ltd - China",Công ty TNHH Dược phẩm Thế Cường - VIETNAM
