Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Fungicon 150,VN-8239-04,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Fluconazole,Hộp 1 vỉ x 1 viên,Fluconazole (150mg),"Bệnh nấm Candida ở âm hộ - âm đạo. - Bệnh nấm Candida ở miệng - hầu, thực quản, đường niệu, màng bụng và các bệnh nhiễm nấm Candida toàn thân nghiêm trọng khác như nhiễm Candida huyết, phổi, Candida phát tán. - Viêm màng não do Cryptococcus neoformans. - Bệnh nấm do Blastomyces, Coccidioides immititis và Histoplasma. Điều trị dự phòng: Dự phòng nhiễm nấm Candida cho những bệnh nhân suy giảm miễn dịch, bệnh nhân ghép tuỷ xương đang điều trị bằng hoá chất hoặc tia xạ, bệnh nhân ung thư, hoặc bệnh AIDS","Bệnh nhân mẫn cảm với các thuốc chống nấm nhóm azol (ketoconazol, miconazol, và clotrimazol) hoặc bất cứ thành phần nào của thuốc","Fluconazole Dùng bằng đường uống. Nhiễm nấm Candida hầu họng: 50-100mg/ngày trong 1-2 tuần. - Nhiễm nấm Candida âm đạo: liều duy nhất 150mg. - Nhiễm nấm chân, thân, bẹn: 150 mg/lần/tuần. - Viêm màng não do Cryptococcus: liều khởi đầu 400mg/ngày đầu tiên. Sau đó 200 mg/ngày, dùng ít nhất 6-8 tuần. Trường hợp phòng ngừa tái phát do Cryptococcus: 100-200mg/ngày. - Người lớn tuổi: nếu không có dấu hiệu suy thận có thể dùng liều thông thường. Nếu có dấu hiệu suy thận (độ thanh thải creatinin < 40 ml/phút), nên điều chỉnh liều. - Bệnh nhân suy thận: phát đồ điều trị liều đơn không cần chỉnh liều. Với phát đồ điều trị nhiều lần/ngày dùng liều thông thường trong 1-2 ngày, sau đó cần điều chỉnh khoảng cách giữa các liều","Xảy ra ở khoảng 5-30% người bệnh đã dùng fluconazol 7 ngày hoặc lâu hơn. Tỉ lệ phải ngừng thuốc là 1-2,8%. Với phụ nữ dùng một liều duy nhất để trị nấm Candida âm hộ - âm đạo thì tác dụng không mong muốn gặp trong khoảng 26 – 31%. Ngoài ra người ta cũng thấy rằng tất cả các tác dụng không mong muốn thường xảy ra ở người bệnh bị nhiễm HIV với tỉ lệ cao hơn (21%) so với người bệnh không bị nhiễm (13%). Tuy nhiên rất khó khăn trong đánh giá và xác định liên quan giữa fluconazol với tác dụng không mong muốn vì thuốc đã được dùng cho nhiều người bệnh bị các bệnh cơ bản nặng đã sử dụng đồng thời nhiều loại thuốc. Thường gặp, ADR > 1/100 Thần kinh: Đau đầu, chóng mặt (khoảng 2% người bệnh). Tiêu hóa: Buồn nôn, nôn, đau bụng, ỉa chảy (khoảng 1,5 – 8,5%). Ít gặp, 1/1000 < ADR < 1/100 Gan: Tăng nhẹ nhất thời transaminase và bilirubin huyết thanh ( từ 1,5 – 3 lần giới hạn trên của bình thường). Da: Nổi ban, ngứa. Hiếm gặp, ADR < 1/1000 Máu: Tăng bạch cầu ưa eosin, thiếu máu, giảm bạch cầu, giảm bạch cầu trung tính, giảm tiểu cầu. Gan: Tăng cao nồng độ transaminase trong huyết thanh (8 lần hoặc nhiều hơn giới hạn trên của bình thường) và phải ngừng thuốc. Da: Da bị tróc vảy (chủ yếu ở người bệnh AIDS và ung thư), hội chứng Stevens – Johnson. Khác: Sốt, phù, tràn dịch màng phổi, đái ít, hạ huyết áp, hạ kali máu, sock phản vệ. Thông báo cho bác sỹ những tác dụng không mong muốn gặp phải trong quá trình sử dụng thuốc","Fluconazol làm tăng nồng độ trong huyết tương của các thuốc như thuốc điều trị đái tháo đường nhóm sulfonylure (tolbutamid, glyburid, glipizid), phenytoin (thuốc điều trị động kinh), theophylin (thuốc điều trị hen), astermizol (thuốc kháng histamin), thuốc chống đông nhóm coumarin (warfarin), thuốc kháng virus (zidovudin), cisaprid, tacrolimus và ciclosporin khi dùng đồng thời. Do đó, có thể làm tăng tác dụng và độc tính của các thuốc trên. Dùng đồng thời fluconazol và rifampicin có thể ảnh hưởng đến dược động học của cả hai thuốc. Rifampicin làm giảm hấp thu và thời gian bán hủy của fluconazol, vì cần tăng liều của fluconazol khi sử dụng đồng thời. Đã có báo cáo về tương tác khi dùng đồng thời fluconazol với rifabutin hay fluconazol với zidovudin trên bệnh nhân bị nhiễm HIV. Fluconazol làm tăng nồng độ trong huyết tương và diện tích dưới đường cong (AUC) của rifabutin và chất chuyển hóa chính",https://thuocbietduoc.com.vn/thuoc-11447/fungicon-150.aspx,"Micro Labs., Ltd - India",
Phacopigin,V1101-H12-05,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Metronidazole,Hộp 50 vỉ x 10 viên nén,Metronidazole (-),Nhiễm Trichomonas đường tiết niệu – sinh dục ở nam và nữ. - Nhiễm Giardia lambia và nhiễm amib. - Viêm loét miệng. - Phòng ngừa nhiễm khuẩn do vi khuẩn kỵ khí. - Phòng ngừa sau phẫu thuật đường tiêu hóa và phẫu thuật phụ khoa,Phụ nữ có thai 3 tháng đầu & khi cho con bú,"Uống vào trong hoặc sau bữa ăn với một ít nước: - Nhiễm khuẩn kỵ khí đợt dùng 7 ngày: Người lớn: 30 - 40 mg/kg/ngày, chia 4 lần; Trẻ em: 20 - 30 mg/kg/ngày, chia 4 lần. - Lỵ amip ruột đợt dùng 7 - 10 ngày; Amip gan đợt dùng 5 ngày; Người lớn: 1,5 g - 2 g/ngày, chia 4 lần; Trẻ em: 40 - 50 mg/kg/ngày, chia 4 lần. - Nhiễm Trichomonas ở đường sinh dục 250 mg, ngày 3 lần (phụ nữ & nam giới); đợt 7 ngày, đối với nữ phối hợp với đặt âm đạo. - Nhiễm Giardia ngày uống 2 g, chia 4 lần, đợt dùng 3 ngày","Nhức đầu, buồn nôn, khô miệng, đắng miệng, tiêu chảy",Thuốc chống đông máu loại coumarin. Không dùng với Sulfiram. Kiêng rượu,https://thuocbietduoc.com.vn/thuoc-15794/phacopigin.aspx,Công ty cổ phần Dược vật tư Y tế Bình Thuận PHAPHARCO - VIETNAM,
Aziefti 100mg,V1076-H12-05,Thuốc bột,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Azithromycin,Hộp 6 gói x 2g thuốc bột,Azithromycin (100mg),"Dùng trong các trường hợp nhiễm khuẩn do các vi khuẩn nhạy cảm với thuốc như: - Nhiễm khuẩn đường hô hấp dưới như viêm phổi, viêm phế quản cấp do Haemophilus influenzae, Moraxella catarrhalis hay Streptococcus pneumoniae. - Nhiễm khuẩn đường hô hấp trên như nhiễm trùng tai, mũi, họng như viêm xoang, viêm họng, viêm amidan, viêm tai giữa. - Nhiễm trùng da, mô mềm: nhọt, bệnh mủ da, chốc lở do Staphylococcus aureus, Streptococcus pyogenes, Streptococcus agalactiae... - Bệnh lây nhiễm qua đường sinh dục ở cả nam và nữ, chưa biến chứng (trừ lậu cầu); do Chlamydia trachomatis hoặc Neisseria gonorrhoeae không đa kháng. Chỉ nên dùng cho những bệnh nhân dị ứng với penicilin để giảm nguy cơ kháng thuốc",Quá mẫn với nhóm macrolide. Không dùng với ergotamine & bromocriptine,"Người lớn: - Nhiễm trùng đường hô hấp trên và dưới, nhiễm trùng da và mô mề: - Liều khởi đầu: ngày đầu tiên uống một liều duy nhất 500 mg, và 4 ngày tiếp theo, dùng liều duy nhất 250 mg/ ngày. - Bệnh lây truyền qua đường sinh dục do nhiễm Chlamydia trachomatis, Haemophyllus duccreyi hoặc Neisseria gonorrhoeae: liều duy nhất 1 gam. - Người già, bệnh nhân suy thận hoặc suy gan nhẹ không cần chỉnh liều. Trẻ em dưới 12 tuổi: - Liều duy nhất mỗi ngày: 10 mg/kg/ngày trong 3 ngày - Hoặc ngày đầu tiên 10 mg/kg/ lần/ngày, 4 ngày tiếp theo 5 mg/ kg /lần/ ngày. - Chưa có thông tin về hiệu quả và tính an toàn của Azithromycin sử dụng cho trẻ dưới 6 tháng tuổi. Do đó, không nên dùng thuốc cho trẻ em ở nhóm tuổi này","Thuốc được dung nạp tốt. Hầu hết tác dụng phụ ở thể vừa và nhẹ, có thể hồi phục khi ngưng điều trị. - Hay gặp nhất là rối loạn tiêu hoá (khoảng 10%) với các triệu chứng: khó tiêu, đầy hơi, tiêu chảy, buồn nôn, đau bụng, co cứng cơ bụng, nôn, nhưng thường nhẹ, ít xảy ra hơn so với dùng erythromycin. - Giảm thính lực có phục hồi ở một số bệnh nhân dùng thuốc kéo dài với liều cao. - Hiếm gặp các trường hợp về rối loạn vị giác, viêm thận, viêm âm đạo...; các tác dụng phụ của macrolid trên thần kinh như nhức đầu, buồn ngủ, choáng váng, hoa mắt, mệt mỏi...; trên da như nổi mẫn, phù nề, nhạy cảm ánh sáng, phù mạch ngoại vi.... - Giảm nhẹ nhất thời số lượng bạch cầu trung tính, thoáng qua trong các thử nghiệm lâm sàng nhưng chưa xác định rõ mối liên quan với việc dùng thuốc. - Tăng có phục hồi transaminase gan. Một số trường hợp bất thường về gan như viêm gan, vàng da ứ mật đã được báo cáo","Thức ăn làm giảm sinh khả dụng của thuốc tới 50%. - Dẫn chất nấm cựa gà: không sử dụng đồng thời Azithromycin với các dẫn chất nấm cựa gà do nguy cơ ngộ độc nấm cựa gà. - Thuốc kháng acid: chỉ dùng ít nhất 1 giờ trước hoặc ít nhất 2 giờ sau khi uống thuốc kháng acid. - Digoxin,cyclosporin: do Azithromycin ảnh hưởng đến chuyển hoá digoxin, cyclosporin, cần theo dõi và điều chỉnh liều (nếu cần) khi dùng đồng thời các thuốc trên. - Thuốc chống đông loại coumarin: có thể sử dụng đồng thời warfarin và Azithromycin nhưng vẫn phải theo dõi thời gian chống đông máu của người bệnh. - Rifabutin: giảm bạch cầu trung tính khi dùng phối hợp với Azithromycin. - Theophylin: chưa thấy ảnh hưởng dược động học khi dùng phối hợp Azithromycin & theophylin, nhưng vẫn phải theo dõi nồng độ của theophylin khi dùng 2 thuốc này cho người bệnh. - Carbamazepin, cimetidin, methylprednisolon: Azithromycin ít ảnh hưởng đến dược động học của carbamazepin, cimetidin, methylprednisolon",https://thuocbietduoc.com.vn/thuoc-2785/aziefti-100mg.aspx,Công ty cổ phần Dược phẩm 3/2 F.T.PHARMA - VIETNAM,
Binexcefxone,VN-1601-06,Bột pha tiêm-1g Ceftriaxone,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Natri Ceftriaxone,Hộp 10 lọ,Natri Ceftriaxone,"Nhiễm trùng hô hấp, tai - mũi - họng, thận - tiết niệu sinh dục, nhiễm trùng máu, viêm màng não mủ. - Dự phòng nhiễm trùng hậu phẫu, nhiễm trùng xương khớp, da, vết thương & mô mềm, viêm phúc mạc, viêm túi mật, viêm đường mật & nhiễm trùng tiêu hóa",2,"Tiêm IM hoặc IV: - Người lớn & trẻ > 12 tuổi: 1 - 2 g/ngày; trường hợp nặng: 4 g/ngày. - Trẻ 15 ngày tuổi đến 12 tuổi: 20 - 80 mg/kg. - Trẻ < 14 ngày tuổi: 20 - 50 mg/kg/ngày. - Viêm màng não: 100 mg/kg x 1 lần/ngày, tối đa 4 g. - Lậu: Tiêm IM liều duy nhất 250 mg. - Dự phòng trước phẫu thuật: 1 - 2 g tiêm 30 - 90 phút trước mổ","Quá mẫn da, vàng da, tăng men gan, suy thận cấp, viêm đại tràng nặng, viêm phổi kẽ & sốc",Thuốc lợi tiểu,https://thuocbietduoc.com.vn/thuoc-16119/binexcefxone.aspx,"Binex Co., Ltd - USA",
Sachlard,VN-4209-07,Viên nén bao phim-500mg,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Levofloxacine,Hộp 1 vỉ x 10 viên,Levofloxacine (-),"Điều trị nhiễm trùng nhẹ, trung bình & nặng ở người lớn > 18 tuổi như: Viêm xoang cấp, đợt cấp viêm phế quản mãn, viêm phổi, viêm phổi mắc phải trong cộng đồng, nhiễm trùng da & cấu trúc da, nhiễm trùng đường tiết niệu có & không có biến chứng, viêm thận - bể thận cấp tính","Quá mẫn với thành phần thuốc, nhóm quinolon","Levofloxacine Liều lượng và đường dùng tùy từng loại và độ nặng nhiễm khuẩn và độ nhạy của tác nhân gây bệnh được nghi ngờ. Trong trường hợp cần phải điều trị bước đầu bằng đường tĩnh mạch với dung dịch tiêm truyền levofloxacin (bệnh nhân không thích hợp với đường uống), sau vài ngày có thể chuyển từ đường tĩnh mạch lúc đầu sang dùng đường uống với cùng liều lượng, tùy theo tình trạng của bệnh nhân","Có thể có: buồn nôn, nôn, tiêu chảy, thay đổi vị giác, rối loạn giấc ngủ, nhức đầu, chóng mặt. - Hiếm: nhạy cảm ánh nắng, đau sưng khớp/cơ/gân, đau bụng, thay đổi thị giác, phản ứng dị ứng. - Rất hiếm: động kinh, rối loạn tinh thần, đau ngực, rối loạn nhịp tim, bồn chồn, lo âu, thay đổi lượng nước tiểu, vàng mắt/da, Bội nhiễm khi dùng kéo dài","Levofloxacine Thuốc viên: Không có sự tương tác có ý nghĩa với thức ăn. Hai giờ trước hoặc sau khi uống levofloxacin, không nên uống những chế phẩm có chứa các cation hóa trị hai hoặc hóa trị ba như các muối sắt hoặc thuốc kháng-acid chứa magnesi hay nhôm, vì có thể làm giảm hấp thu. Sinh khả dụng của levofloxacin giảm có ý nghĩa khi thuốc được dùng chung với sucralfate, vì thế chỉ nên uống sucralfate 2 giờ sau khi uống levofloxacin. Thuốc và dung dịch tiêm truyền: Trong một nghiên cứu lâm sàng, không thấy các tương tác dược động học của levofloxacin với theophyllin. Tuy vậy, ngưỡng co giật ở não có thể giảm đáng kể khi dùng chung quinolone với theophyllin, fenbufen hoặc các thuốc kháng viêm không-steroid tương tự hoặc các thuốc khác có tác dụng hạ thấp ngưỡng co giật. Nên thận trọng khi dùng chung levofloxacin với những thuốc ảnh hưởng sự bài tiết ở ống thận như probenecid và cimetidine, đặc biệt là trên bệnh nhân suy thận.Tăng thời gian đông máu (PT/INR) và/hoặc chảy máu, có thể trầm trọng, đã được báo cáo trên bệnh nhân được điều trị levofloxacin phối hợp với thuốc đối kháng vitamin K (ví dụ warfarin). Do đó, cần theo dõi các xét nghiệm đông máu trên bệnh nhân được điều trị thuốc đối kháng vitamin K",https://thuocbietduoc.com.vn/thuoc-23604/sachlard.aspx,"XL Laboratories Pvt., Ltd - India",Công ty cổ phần Dược phẩm Cửu Long (PHARIMEXCO) - VIETNAM
Kbtaxime Injection,VN-10343-10,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefotaxime natri,Hộp 10 lọ,Cefotaxime (1g),"Nhiễm trùng máu, nhiễm khuẩn xương, khớp, viêm màng tim do cầu khuẩn Gr(+) & vi khuẩn Gr(-), viêm màng não. - Nhiễm khuẩn da & mô mềm, ổ bụng, phụ khoa & sản khoa, hô hấp dưới, tiết niệu, lậu. - Dự phòng nhiễm khuẩn sau phẫu thuật","Quá mẫn với cephalosporin, phụ nũ có thai & cho con bú","Người lớn: + Nhiễm khuẩn không biến chứng 1 g/12 giờ, tiêm IM hay IV. + Nhiễm khuẩn nặng, viêm màng não 2 g/6 - 8 giờ, tiêm IM hay IV. + Lậu không biến chứng liều duy nhất 1 g, tiêm IM. + Dự phòng nhiễm khuẩn phẫu thuật 1 g, tiêm 30 phút trước mổ. - Trẻ em: + Trẻ 2 tháng hoạc < 12 tuổi 50 mg - 150 mg/kg/ngày, chia làm 3 - 4 lần, Tiêm IM hay IV. + Sơ sinh > 7 ngày 75 - 150 mg/kg/ngày, chia làm 3 lần, tiêm IV. + Trẻ sinh non & sơ sinh < 7 ngày 50 mg/kg/ngày, chia làm 2 lần, tiêm IV. - Suy thận ClCr < 10 mL: giảm nửa liều","Quá mẫn, sốt, tăng bạch cầu ái toan. - Buồn nôn, nôn, đau bụng hay tiêu chảy, viêm đại tràng giả mạc. - Thay đổi huyết học. - Nhức đầu, hoa mắt, ảo giác. - Loạn nhịp tim","Probenecid, azlocillin, fosfomycin",https://thuocbietduoc.com.vn/thuoc-33709/kbtaxime-injection.aspx,"Kyongbo Pharm Co., Ltd - KOREA",
Ufal - Clor 125,VD-22550-15,Cốm pha hỗn dịch uống,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Mỗi gói 3g chứa: Cefaclor (dưới dạng Cefaclor monohydrat) 125mg,,Cefaclor (125mg),"Nhiễm khuẩn đường hô hấp trên và hô hấp dưới mức độ nhẹ và vừa do các vi khuẩn nhạy cảm: viêm tai giữa cấp, viêm xoang cấp, viêm họng, viêm amidan tái phát nhiều lần, viêm phế quản cấp có bội nhiễm, viêm phổi, đợt bùng phát của viêm phế quản mạn tính. - Nhiễm khuẩn đường tiết niệu không biến chứng do các chủng vi khuẩn nhạy cảm (bao gồm viêm thận - bể thận và viêm bàng quang);. - Nhiễm khuẩn da và mô mềm do các chủng Staphylococcus aureus nhạy cảm với methicilin và Streptococcus pyogenes nhạy cảm",Không dùng cho bệnh nhân nhạy cảm với kháng sinh nhóm cephalosporin và các thành phần khác của thuốc. Trẻ em dưới 1 tháng tuổi,"Cách sử dụng: Dùng thuốc đường uống. Cho thuốc vào trong ½ ly nước, khuấy đều tạo hỗn dịch","Ước tính gặp ở khoảng 4% người bệnh dùng cefaclor. Ban da và tiêu chảy thường gặp nhất. Thường gặp, ADR > 1/100 Máu: Tăng bạch cầu ưa eosin. Tiêu hóa: Tiêu chảy. Da: Ban da dạng sởi. Ít gặp, 1/1000 < ADR < 1/100 Toàn thân: Test Coombs trực tiếp dương tính. Máu: Tăng tế bào lympho, giảm bạch cầu, giảm bạch cầu trung tính. Tiêu hóa: Buồn nôn, nôn. Da: Ngứa, nổi mày day. Tiết niệu - sinh dục: Ngứa bộ phận sinh dục, viêm âm đạo, bệnh nấm Candida. Hiếm gặp, ADR < 1/1000 Toàn thân: Phản ứng phản vệ, sốt, triệu chứng giống bệnh huyết thanh (thường gặp ở bệnh nhi dưới 6 tuổi). Hội chứng Stevens-Johnson, hoại tử biểu bì nhiễm độc (hội chứng Lyell), ban da mụn mủ toàn thân. Phản ứng giống bệnh huyết thanh hay gặp ở trẻ em hơn người lớn: Ban da dạng, viêm hoặc đau khớp, sốt hoặc không, có thể kèm theo hạch to, protein niệu. Máu: Giảm tiểu cầu, thiếu máu tan huyết. Tiêu hóa: Viêm đại tràng màng giả. Gan: Tăng enzym gan (ASAT, ALAT, phosphatase kiềm), viêm gan và vàng da ứ mật. Thận: Viêm thận kẽ hồi phục, tăng nhẹ urê huyết hoặc creatinin huyết thanh hoặc xét nghiệm nước tiểu không bình thường. Thần kinh trung ương: Cơn động kinh (với liều cao và suy giảm chức năng thận), tăng kích động, đau đầu, tình trạng bồn chồn, mất ngủ, lú lẫn, tăng trương lực, chóng mặt, ảo giác và ngủ gà. Bộ phận khác: Đau khớp. Hướng dẫn cách xử trí ADR Ngừng sử dụng cefaclor nếu xảy ra dị ứng. Các triệu chứng quá mẫn có thể dai dẳng trong một vài tháng. Trong trường hợp dị ứng hoặc phản ứng quá mẫn nghiêm trọng cần tiến hành điều trị hỗ trợ (duy trì thông khí, thở oxy, sử dụng adrenalin, tiêm tĩnh mạch corticosteroid). Ngừng điều trị nếu bị tiêu chảy nặng. Các trường hợp bị viêm đại tràng màng giả do Clostridium difficile phát triển quá mức ở thể nhẹ, thường chỉ cần ngừng thuốc. Các trường hợp thể vừa và nặng, cần lưu ý cho truyền dịch và chất điện giải, bổ sung protein và điều trị bằng kháng sinh có tác dụng với C.difficile (nên dùng metronidazol, không dùng vancomycin). Phản ứng giống bệnh huyết thanh thường xảy ra một vài ngày sau khi bắt đầu điều trị và giảm dần sau khi ngừng thuốc vài ngày. Đôi khi phản ứng nặng cần điều trị bằng các thuốc kháng histamin và corticosteroid. Nếu bị co giật do thuốc điều trị, phải ngừng thuốc. Có thể điều trị bằng thuốc chống co giật nếu cần","Dùng dồng thời cefaclor và warfarin hiếm khi gây tăng thời gian prothrombin, biểu hiện gây chảy máu hay không chảy máu lâm sàng. Bệnh nhân thiếu vitamin K (ăn kiêng, hội chứng kém hấp thu) và bệnh nhân suy thận là những đối tượng có nguy cơ cao gặp tương tác. Đối với những bệnh nhân này, nên theo dõi thường xuyên thời gian prothrombin và điều chỉnh liều nếu cần thiết. Probenecid làm tăng nồng độ cefaclor trong huyết thanh. Cefaclor dùng đồng thời với các thuốc kháng sinh aminoglycosid hoặc thuốc lợi tiểu furosemid có thể làm tăng độc tính đối với thận",https://thuocbietduoc.com.vn/thuoc-50107/ufal-clor-125.aspx,Công ty cổ phần dược phẩm TW25 - VIETNAM,
Medigyno,VD-13995-11,"Hộp 1 chai x 15 ml, 90 ml dung dịch dùng ngoài","Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Metronidazol 0,9g","Hộp 1 chai x 15 ml, 90 ml dung dịch dùng ngoài",Metronidazole (-),"NGUYÊN NHÂN GÂY MỤN TRỨNG CÁ: - Do tăng tiết chất bã: Nội tiết tố làm tăng tiết chất bã. - Do rối loạn quá trình sừng hoá gây ứ bã nhờn, kết quả là tạo ra những vi nang và nhân trứng cá. - Do phản ứng gây viêm của các vi khuẩn hoại sinh như: Propionebacterium acne… CÁC ĐẶC ĐIỂM NỔI BẬT LÀ: - Có phổ tác dụng rộng, thấm sâu vào các vi nang và nhân trứng cá nên diệt được các vi khuẩn gây bệnh. - Hạn chế được sự kháng thuốc của vi khuẩn. - Không để lại vết thâm cho da và không bị đen da. - Sau khi bôi thuốc 30 giây da sẽ khô, không phải rửa mặt lại. - Giúp cho da hết nhờn và ngăn chặn sự tái phát mụn","Những người mẫn cảm với thành phần của thuốc. Những người bị động kinh. Những người bị viêm đại tràng, loét đại tràng, viêm đại tràng khu trú do dùng kháng sinh. Phụ nữ đang trong thời kỳ mang thai đặc biệt ở 3 tháng cuối, phụ nữ cho con bú","Đối với điều trị viêm tai giữa, viêm mũi: một ngày dùng 3 lần, liệu trình điều trị kéo dài 2 tuần. Nếu bệnh chưa khỏi thì có thể lặp lại đợt điều trị. Đối với điều trị các nhiễm khuẩn khác và mụn trứng cá: Ngyaf dùng 1 đến 2 lần dưới sự chỉ định của bác sĩ","Khô da tại vùng dùng thuốc. Kích ứng trên da, viêm da tiếp xúc. Viêm đại tràng giả mạc, rối loạn nhẹ ở đường tiêu hóa, ỉa chảy. Buồn nôn","Trước khi sử dụng thuốc Acnequidt cần liệt kê tất cả các loại thuốc mà bệnh nhân đang sử dụng cho bác sĩ để loại bỏ những loại thuốc tương tác với nhau gây những tác hại đối với sức khỏe hay giảm hiệu quả của thuốc. Tác dụng của thuốc tránh thai sẽ bị giảm khi sử dụng đồng thời với thuốc Acnequidt. Khi sử dụng đồng thời thuốc Acnequidt với các loại thuốc loperamid, Diphenoxylat, opiat là hội chứng viêm đại tràng trở nên trầm trọng. Nếu sử dụng thuốc Erythromycin sẽ ức chế tác dụng của thuốc Acnequidt do tác dụng cùng một vị trí trên ribosom. Hỗn dịch Kaolin – pectin sẽ làm giảm lượng hấp thu của thuốc Acnequidt",https://thuocbietduoc.com.vn/thuoc-39921/medigyno.aspx,Công ty Cổ phần Thương mại Dược phẩm Quang Minh - VIETNAM,
Ofloxacin 200mg,V1148-H12-05,Viên nén dài bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Ofloxacin,hộp 10 vỉ x 10 viên nén dài bao phim,Ofloxacin (200mg),"Bệnh nhân trưởng thành bị nhiễm trùng niệu sinh dục: viêm bể thận, tiền liệt tuyến, bàng quang, mào tinh, nhiễm trùng do phẫu thuật. - Ðiều trị nhiễm trùng đường hô hấp: viêm phổi, viêm phế quản, áp xe phổi, dãn phế quản, viêm tai giữa, viêm xoang, viêm amiđan. - Ðiều trị nhiễm trùng: Máu, xương khớp, mắt, mật & tuyến tiền liệt, da & mô mềm, sản phụ khoa","Quá mẫn với quinolone. Trẻ em, trẻ dậy thì. Có thai & cho con bú",Uống: 200-400 mg x 2 lần/ngày x 7-14 ngày tùy bệnh lý. - Suy thận ClCr 20-50 mL/phút: giảm nửa liều; ClCr < 20 mL/phút: giảm nửa liều dùng xen kẽ cách ngày,"Tiêu chảy, nôn, mệt mỏi, phát ban, chóng mặt","Thuốc kháng acid: Theophylline, Warfarin. - Thuốc uống trị đái tháo đường",https://thuocbietduoc.com.vn/thuoc-17001/ofloxacin-200mg.aspx,Công ty cổ phần Dược phẩm Bến Tre Bepharco - VIETNAM,
Ceftazidim MKP 1g,VNB-3850-05,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Ceftazidime , sodium carbonat",Hộp 1 lọ bột pha tiêm,Ceftazidime (1g),"Nhiễm trùng huyết, áp-xe phổi, viêm màng não. - Nhiễm trùng đường niệu, đường hô hấp dưới & viêm phổi, da & mô mềm, xương-khớp, đường hiêu hoá, gan mật & ổ bụng. - Nhiễm trùng ở bệnh nhân suy giảm miễn dịch",Quá mẫn với nhóm cephalosporin,"Tiêm IM hay IV: - Người lớn: 1 - 6 g/ngày. 500 mg, 1 g hoặc 2 g/12 giờ. - Ða số nhiễm trùng: 1 g/8 giờ hoặc 2 g/12 giờ","Rối loạn tiêu hoá, thay đổi huyết học, phản ứng quá mẫn",Chloramphenicol: đối kháng,https://thuocbietduoc.com.vn/thuoc-6519/ceftazidim-mkp-1g.aspx,,
