Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Ceoparole Capsule,VN-10832-10,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefadroxil,Hộp 10 vỉ x 10 viên,Cefadroxil (500mg),"Nhiễm khuẩn đường tiết niệu: viêm thận-bể thận cấp và mạn tính, viêm bàng quang, viêm niệu đạo. Nhiễm khuẩn đường hô hấp: viêm amidan, viêm họng, viêm phế quản-phổi và viêm phổi thùy, viêm phế quản cấp và mạn tính, áp xe phổi, viêm mủ màng phổi, viêm màng phổi, viêm thanh quản, viêm tai giữa. Nhiễm khuẩn da và mô mềm: viêm hạch bạch huyết, áp xe, viêm tế bào, loét. Viêm xương tủy, viêm khớp nhiễm khuẩn",Không dùng cho bệnh nhân mẫn cảm với kháng sinh nhóm Cephalosporin,"Người lớn: 500mg - 1g/lần uống 1 hoặc 2 lần trong ngày tùy theo mức độ nhiễm khuẩn Trẻ em: Trẻ em 1-6 tuổi: 250mg, 2 lần mỗi ngày Trẻ em trên 6 tuổi: 500mg, 2 lần mỗi ngày. Cần điều chỉnh liều ở người lớn tuổi và bệnh nhân suy thận","Hầu hết các tác dụng phụ ở thể nhẹ, tác dụng phụ thường gặp là buồn nôn, nôn, đau bụng, tiêu chảy","Cholestyramin gắn kết với Cefadroxil ở ruột làm chậm sự hấp thụ của thuốc Probenecid có thể làm giảm bài tiết cephalosporin Furocemid, aminoglycosid có thể hiệp đồng làm tăng độc tính trên thận",https://thuocbietduoc.com.vn/thuoc-37296/ceoparole-capsule.aspx,"Korea Prime Pharma Co., Ltd - KOREA",Công ty cổ phần Y tế Đức Minh - VIETNAM
Juvepro 500mg Tablets,VN-1712-06,Viên nén-500mg,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Ciprofloxacin hydrochloride,Hộp 2 vỉ X 10 Viên,Ciprofloxacin (-),"Nhiễm khuẩn hô hấp , tai mũi họng , thận hoặc đường niệu, sinh dục kể cả bệnh lậu, tiêu hóa , ống mật, xương khớp, mô mềm, sản phụ khoa , nhiễm trùng máu, viêm màng não, viêm phúc mạc, nhiễm trùng mắt",Quá mẫn với ciprofloxacin hay nhóm quinolone. Phụ nữ có thai & cho con bú. Trẻ em & trẻ nhỏ. Ðộng kinh. Tiền sử đứt gân & viêm gân,"Người lớn: - Nhiễm khuẩn nhẹ - trung bình: 250 - 500 mg, ngày 2 lần. - Nhiễm khuẩn nặng - có biến chứng: 750 mg, ngày 2 lần. Dùng 5 - 10 ngày. + Suy thận: ClCr 30 - 50 mL/phút: 250 - 500 mg/12 giờ. + Suy thận: ClCr 5 - 29 mL/phút: 250 - 500 mg/18 giờ. + Lọc thận: 250 - 500 mg/24 giờ","Thỉnh thoảng: chán ăn, tiêu chảy, rối loạn tiêu hóa, ợ, nôn, đau bụng, trướng bụng, nhức đầu, chóng mặt, tăng BUN, creatinin, tăng men gan. - Hiếm khi: viêm miệng, sốc, nhạy cảm ánh sáng, phù, ban đỏ, suy thận cấp, vàng da, thay đổi huyết học, viêm kết tràng giả mạc, đau khớp, đau cơ","Theophylline, NSAID, thuốc kháng acid, sucrafate, ion kim loại, cyclosporine",https://thuocbietduoc.com.vn/thuoc-8297/juvepro-500mg-tablets.aspx,Sigma-Tau S.A - Spain,Công ty TNHH Dược phẩm Việt Pháp - VIETNAM
Kangfixim,VN-13965-11,Viên nén phân tán,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefixime trihydrate,Hộp 2 vỉ x 10 viên,Cefixime (200mg Cefixime khan),"– Nhiễm khuẩn đường tiết niệu không biến chứng do các vi khuẩn nhạy cảm, bệnh lậu không biến chứng. – Một số trường hợp viêm thận – bể thận và nhiễm khuẩn đường tiết niệu có biến chứng do các Enterobacteriaceae, nhưng kết quả điều trị kém hơn so với các trường hợp nhiễm khuẩn đường tiết niệu không biến chứng. – Viêm tai giữa, viêm họng và amiđan. – Viêm phế quản cấp và mạn. – Viêm phổi mắc phải tại cộng đồng thể nhẹ và vừa. – Bệnh thương hàn, bệnh lỵ",Bệnh nhân quá mẫn kháng sinh nhóm Cephalosporin. – Trẻ sơ sinh dưới 6 tháng tuổi,"Người lớn và trẻ em > 12 tuổi: 400 mg/ngày. Viêm nhiễm khuẩn đường niệu do lậu cầu: uống liều duy nhất 400mg hoặc 200mg x 2lần/ngày. Trẻ em 6 tháng – 12 tuổi: 8mg/kg x 1lần/ngày hoặc 4mg/kg x 2lần/ngày. – Đối với bệnh nhân suy thận, cần điều chỉnh liều cho phù hợp: Thời gian điều trị thông thường từ 5 – 10 ngày","– Các tác dụng không mong muốn thường thoáng qua, mức độ nhẹ và vừa. – Thường gặp rối loạn tiêu hóa, đau đầu, chóng mặt, bồn chồn, mất ngủ, mệt mỏi, ban đỏ, mày đay, sốt do thuốc. Rối loạn tiêu hóa thường xảy ra ngay trong 1 – 2 ngày đầu điều trị và đáp ứng với các thuốc điều trị triệu chứng, hiếm khi phải ngừng thuốc. – Ít gặp: tiêu chảy nặng do Clostridium difficile và viêm đại tràng giả mạc; phản vệ, phù mạch, hội chứng Stevens – Johnson, hồng ban đa dạng; giảm tiểu cầu, bạch cầu, bạch cầu ưa acid thoáng qua, giảm nồng độ hemoglobin và hematocrit; viêm gan và vàng da, tăng tạm thời AST, ALT, phosphatase kiềm, bilirubin, LDH; suy thận cấp, tăng nitrogen phi protein huyết tương và nồng độ creatinin huyết tương tạm thời; viêm và nhiễm nấm Candida âm đạo. – Hiếm gặp: co giật, thời gian prothrombin kéo dài. Thông báo cho Bác sĩ những tác dụng không mong muốn gặp phải khi sử dụng thuốc","– Probenecid làm tăng nồng độ đỉnh và AUC của thuốc, giảm độ thanh thải của thận và thể tích phân bố của thuốc. – Khi dùng chung với các thuốc chống đông như warfarin làm tăng thời gian prothrombin, có hoặc kèm theo chảy máu. – Khi dùng chung carbamazepin làm tăng nồng độ carbamazepin trong huyết tương. – Khi dùng chung nifedipin làm tăng sinh khả dụng của thuốc biểu hiện bằng tăng nồng độ đỉnh và AUC",https://thuocbietduoc.com.vn/thuoc-41097/kangfixim.aspx,Maxim Pharmaceuticals Pvt. Ltd. - INDIA,"Yeva Therapeutics Pvt., Ltd - India"
Sparwin 200,VN-7557-03,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Sparfloxacin,Hộp 1 vỉ x 10 viên,Sparfloxacin (200mg),"Viêm phổi mắc phải trong cộng đồng. - Viêm phế quản cấp và mãn tính. - Các nhiễm khuẩn khác ở đường hô hấp dưới do vi khuẩn nhạy cảm. - Viêm xoang cấp. - Viêm niệu đạo do lậu cầu hay không do lậu cầu. - Nhiễm khuẩn đường tiểu có hay không có biến chứng. - Nhiễm khuẩn da và mô mềm. - Nhiễm khuẩn tai, mũi, họng","Quá mẫn với quinolone. - Trẻ em & thiếu niên đang tăng trưởng, phụ nữ có thai & cho con bú",Uống: 100 - 400 mg x 1 lần/ngày x 5 - 10 ngày. Suy thận nặng (ClCr < 30 mL/phút) tối đa 100 mg/ngày,"Suy thận, tiền sử co giật hay động kinh, hạ K huyết, hạ Mg huyết",Thuốc kháng acid. Digoxin,https://thuocbietduoc.com.vn/thuoc-20103/sparwin-200.aspx,"XL Laboratories Pvt., Ltd - India","Egis Pharma., Ltd - Hungary"
Spetcefy 200,VN-8812-04,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefpodoxime,Hộp 1 vỉ x 6 viên,Cefpodoxime (200mg),"Cefpodoxime được chỉ định để điều trị các nhiễm khuẩn sau đây : - Nhiễm khuẩn hô hấp trên bao gồm viêm tai giữa cấp, viêm xoang, viêm amiđan và viêm họng. - Viêm phổi cấp tính mắc phải trong cộng đồng. - Nhiễm lậu cầu cấp chưa có biến chứng. - Nhiễm khuẩn đường tiểu chưa có biến chứng. - Nhiễm khuẩn da và cấu trúc da",Cefpodoxime Cefpodoxime proxetil được chống chỉ định ở các bệnh nhân có tiền sử nhạy cảm với cefpodoxime proxetil,"Người lớn: - Nhiễm khuẩn hô hấp trên, kể cả viêm amiđan và viêm họng: 100 mg mỗi 12 giờ trong 10 ngày. - Viêm phổi cấp tính mắc phải trong cộng đồng: 200 mg mỗi 12 giờ trong 14 ngày. - Nhiễm lậu cầu cấp chưa có biến chứng: liều duy nhất 200 mg. - Nhiễm khuẩn đường tiểu chưa có biến chứng: 100 mg mỗi 12 giờ trong 7 ngày. - Nhiễm khuẩn da và cấu trúc da: 400 mg mỗi 12 giờ trong 7 - 14 ngày. Trẻ em: - Viêm tai giữa cấp tính: 10 mg/kg/ngày (tối đa 400 mg/ngày chia làm 2 lần) trong 10 ngày. - Viêm họng và viêm amiđan: 10 mg/kg/ngày (tối đa 200 mg/ngày chia làm 2 lần) trong 10 ngày. - Cefpodoxime nên được chỉ định cùng với thức ăn. Ở các bệnh nhân suy thận (độ thanh thải creatinine dưới 30 ml/phút), khoảng cách giữa liều nên được tăng đến 24 giờ. - Không cần phải điều chỉnh liều ở các bệnh nhân xơ gan","Tác dụng phụ được ghi nhận trong các thử nghiệm lâm sàng thường nhẹ và thoáng qua, bao gồm: đi tiêu chảy, buồn nôn, nôn ói, đau bụng, viêm đại tràng và đau đầu. Hiếm khi xảy ra phản ứng quá mẫn, nổi ban, chứng ngứa, chóng mặt, chứng tăng tiểu cầu, chứng giảm tiểu cầu, giảm bạch cầu hoặc tăng bạch cầu ưa eosin","Nồng độ trong huyết tương giảm khoảng 30% khi Cefpodoxime proxetil được chỉ định cùng với thuốc kháng acid hoặc ức chế H2. Khi chỉ định Cefpodoxime đồng thời với hợp chất được biết là gây độc thận, nên theo dõi sát chức năng thận. Nồng độ cefpodoxime trong huyết tương gia tăng khi chỉ định Cefpodoxime với probenecid. Thay đổi các giá trị xét nghiệm: Cephalosporins làm cho thử nghiệm Coomb trực tiếp dương tính",https://thuocbietduoc.com.vn/thuoc-6305/spetcefy-200.aspx,"Micro Labs., Ltd - India",
"Cefuroxim 1,5g",VD-23727-15,Thuốc bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Cefuroxim (dưới dạng Cefuroxim natri) 1,5g","Hộp 1 lọ, 5 lọ, 10 Iọ, Hộp 1 lọ + 04 ống nước cất pha tiêm 5 ml",Cefuroxime (5g),"Nhiễm khuẩn do vi khuẩn nhạy cảm ở đường hô hấp, niệu sinh dục, ổ bụng, da & mô mềm, sản phụ khoa, viêm màng não, nhiễm khuẩn huyết, dự phòng nhiễm khuẩn sau phẫu thuật",Quá mẫn với cephalosporin,"Người lớn: 750 mg mỗi 8 giờ, tiêm IM hoặc IV; nhiễm khuẩn nặng 750 mg - 1,5 g mỗi 8 giờ, tiêm IV. Tổng liều 3 - 6 g/ngày x 10 ngày. Suy thận ClCr 10 - 20 mL/phút: 750 mg tiêm IV mỗi 12 giờ; ClCr < 10 mL/phút: 750 mg tiêm IM, IV mỗi 24 giờ. - Trẻ > 3 tháng: 50 - 100 mg/kg/ngày; nhiễm khuẩn nặng có thể cao hơn 100 mg/kg/ngày; nhiễm khuẩn xương khớp: 150 mg/kg/ngày, viêm màng não: 200 - 240 mg/kg/ngày","Nôn, đau bụng, viêm ruột, viêm âm đạo, rối loạn chức năng thận & gan, thiếu máu, xuất huyết, động kinh","Thuốc lợi tiểu mạnh, aminoglycoside",https://thuocbietduoc.com.vn/thuoc-51650/cefuroxim-15g.aspx,Công ty cổ phần dược phẩm VCP - VIETNAM,
Clarithromycin Savi 250,VD-10381-10,,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Clarithromycin 250mg,Hộp 2 vỉ x 10 viên nén dài bao phim,Clarithromycin (250mg),"Viêm amiđan , viêm tai giữa, viêm xoang cấp , viêm phế quản mạn có đợt cấp, da & mô mềm. - Viêm phổi do Mycoplasma pneumoniae & Legionella, bạch hầu, giai đoạn đầu của ho gà, nhiễm khuẩn cơ hội do Mycobacterium. - Phối hợp để tiệt trừ Helicobacter pylori trong loét dạ dày tá tràng","* Clarithromycin chống chỉ định trên những bệnh nhân có tiền sử tăng mẫn cảm với những kháng sinh thuộc nhóm macrolide. * Không nên cho clarithromycin kèm với những dẫn chất của ergot. * Chống chỉ định sử dụng clarithromycin với bất kỳ thuốc nào sau đây: cisaprid, pimozide và terfenadine. Nồng độ cisapid, pimozide và terfenadine tăng đã được báo cáo ở những bệnh nhân dùng đồng thời cả hai loại những thuốc này và clarithromycin. Điều này có thể gây kéo dài thời gian QT và những rối loạn nhịp kể cả nhịp nhanh thất, rung thất và xoắn đỉnh. Những tác dụng tương tự được ghi nhận khi cho đồng thời astemizole và những macrolide khác. Lúc có thai và lúc nuôi con bú Tính an toàn của clarithromycin trong lúc mang thai và nuôi con bằng sữa mẹ chưa được xác minh. Vì vậy không nên sử dụng Klacid trong lúc mang thai hoặc cho con bú trừ khi lợi ích nhiều hơn nguy cơ. Một vài công trình nghiên cứu trên súc vật gợi ý tác dụng độc tính trên phôi nhưng chỉ ở những liều có độc tính rõ ràng đối với người mẹ. Không tìm thấy clarithromycin trong sữa của những súc vật đang cho con bú và trong sữa mẹ","* Người lớn: Liều thường dùng là 250 mg x mỗi ngày 2 lần trong 7 ngày, hoặc 500 mg dạng phóng thích có điều chỉnh 1 lần/ngày. Trong những trường hợp nhiễm trùng nặng có thể tăng đến 500 mg mỗi ngày 2 lần, hoặc 1000 mg dạng phóng thích có điều chỉnh 1 lần/ngày và kéo dài đến 14 ngày. *Trẻ em trên 12 tuổi: Sử dụng như người lớn. * Trẻ em dưới 12 tuổi: Sử dụng thuốc dạng nhũ tương dành cho bệnh nhi: Liều hàng ngày đối với trẻ em là 7,5 mg/kg, mỗi ngày uống 2 lần cho tới liều tối đa 500 mg. Thời gian điều trị thường là 7-10 ngày tùy theo chủng gây bệnh và bệnh nặng hay nhẹ. Điều trị viêm họng do liên cầu khuẩn phải ít nhất 10 ngày. Huyền dịch đã chuẩn bị có thể dùng kèm hoặc không kèm với bữa ăn, và uống cùng với sữa. * Diệt trừ H. pylori ở những bệnh nhân loét tá tràng: - Người lớn: Liều clarithromycin thường dùng là 500 mg mỗi ngày 2 lần trong 7 ngày. Thuốc nên được sử dụng kèm với omeprazole 40 mg uống 2 lần mỗi ngày. *Người già: Sử dụng như người lớn. *Suy thận:Thường không cần điều chỉnh liều trừ khi bệnh nhân suy thận nặng (độ thanh thải creatinine dưới 30ml/phút). Nếu cần chỉnh liều nên giảm một nửa tổng liều mỗi ngày, thí dụ 250 mg mỗi ngày 1 lần hoặc 250 mg mỗi ngày 2 lần trong trường hợp nặng","Nhìn chung clarithromycin được dung nạp tốt. Những tác dụng phụ được báo cáo gồm buồn nôn, khó tiêu, tiêu chảy, nôn và đau bụng. Viêm miệng, viêm thanh môn và nổi hạt ở miệng đã được báo cáo. Những tác dụng phụ khác gồm nhức đầu, những phản ứng dị ứng từ mề đay và phát ban nhẹ ở da cho đến phản vệ và hiếm hơn là hội chứng Stevens-Johnson. Rối loạn vị giác có thể xảy ra. Mất màu ở lưỡi có hồi phục gặp trong những thử nghiệm lâm sàng khi cho clarithromycin và omeprazole kèm nhau. Có những báo cáo về những tác dụng phụ thoáng qua trên hệ thần kinh trung ương gồm lo lắng, chóng mặt, mất ngủ, ảo giác, loạn tâm thần, ác mộng và lú lẫn, tuy nhiên chưa xác định được mối tương quan nhân quả. Có những báo cáo về mất khả năng nghe khi dùng clarithromycin thường hồi phục khi ngưng thuốc. Viêm đại tràng giả mạc được ghi nhận hiếm gặp khi dùng clarithromycin và có thể từ nhẹ đến đe dọa sinh mạng. Giống như những macrolid khác, rối loạn chức năng gan đã được ghi nhận (thường có thể hồi phục) gồm những thử nghiệm chức năng gan bị thay đổi, viêm gan và mật có hoặc không có vàng da đi kèm. Rối loạn chức năng có thể trầm trọng và suy gan gây tử vong được ghi nhận rất hiếm","Clarithromycin được chứng minh không có tác dụng tương hỗ với những thuốc ngừa thai uống. Giống như những kháng sinh macrolide khác, việc sử dụng clarithromycin đồng thời với uống những thuốc được hóa bởi hệ thống cytochrome P450 (thí dụ warfarin, những alkaloid của ergot, triazolam, lovastatin, disopyramide, phenytoin và cyclosporin); có thể làm tăng nồng độ những thuốc đó trong huyết thanh. Sử dụng clarithromycin cho những bệnh nhân đang dùng theophylline làm tăng nồng độ theophylline trong huyết thanh và độc tính tiềm tàng của theophylline. Việc sử dụng clarithromycin trên những bệnh nhân đang dùng warfarin có thể làm tăng hiệu lực những tác dụng của warfarin. Nên thường xuyên theo dõi thời gian prothrombin ở những bệnh nhân này. Hiệu quả của digoxin có thể tăng khi dùng đồng thời với Klacid. Nên theo dõi nồng độ digoxin trong huyết thanh. Clarithromycin có thể làm tăng hiệu lực của carbamazepine do làm giảm tốc độ bài tiết. Những macrolide được ghi nhận là làm thay đổi chuyển hóa của terfenadine, gây tăng nồng độ của terfenadine. Tình trạng này đi kèm với rối loạn nhịp tim và do đó nên tránh chỉ định clarithromycin cho những bệnh nhân đang dùng terfenadine và bất kỳ những kháng histamin không gây ngủ có liên quan như astemizole. Việc sử dụng đồng thời clarithromycin với zidovudine cho những bệnh nhân người lớn bị nhiễm HIV có thể làm giảm nồng độ zidovudine ở trạng thái bền. Phần lớn có thể tránh tình trạng này bằng cách bố trí những liều Klacid và zidovudine chéo nhau khoảng 1-2 giờ. Không ghi nhận phản ứng giống như vậy ở trẻ em. Mặc dù nồng độ trong huyết tương của clarithromycin và omeprazole có thể tăng khi cho cùng một lúc, nhưng không cần phải chỉnh liều lượng. Nồng độ clarithromycin trong huyết tương tăng có thể cũng xảy ra khi được sử dụng đồng thời với Maalox hoặc ranitidine. Không cần phải điều chỉnh liều lượng",https://thuocbietduoc.com.vn/thuoc-36132/clarithromycin-savi-250.aspx,Công ty cổ phần dược phẩm SaVi - VIETNAM,
Lincodex-2G,VN-13919-11,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Cefoperazone Sodium, Sulbactam sodium",Hộp 1 lọ 1g và 1 ống dung môi 5ml,Sulbactam (-),"Thuốc tiêm cefoperazol và sulbactam được chỉ định để điều trị các bệnh truyền nhiễm trùng gây ra bởi các vi khuẩn nhạy cảm: - Nhiễm trùng đường hô hấp (trên và dưới); - Nhiễm trùng đường tiết niệu (trên và dưới) - Viêm màng bụng, viêm túi mật, viêm đường mật, các bệnh nhiễm trùng ổ bụng khác. - Nhiễm trùng máu - Viêm màng não - Nhiễm trùng da và mô mềm - Nhiễm trùng xương, khớp - Nhiễm trùng xương chậu, viêm màng trong dạ con, bệnh lậu, và các nhiễm trùng cơ quan sinh dục khác. Đa trị liệu: Do phổ kháng khuẩn rộng của thuốc tiêm cefoperazon/sulbactam nên có thể dùng riêng lẻ. Tuy nhiên, thuốc tiêm cefoperazom/sulbactam có thể kết hợp với kháng sinh khác nếu việc kết hợp được chỉ định. Khi dùng kết hợp với các kháng sinh nhóm aminoglycoside cần theo dõi chức năng thận trong suốt thời gian điều trị. Cơ Chế","Người có tiền sử dị ứng với các kháng sinh nhóm penicillin, sulbactam, cefoperazon hay bất cứ kháng sinh nào thuộc nhóm cephalosporin",Có thể dùng đường tiêm bắp hoặc truyền tĩnh mạch. Người lớn: Nhiễm khuẩn nhẹ và trung bình: 1-2g (Cefoperazone) mỗi 12 giờ. Nhiễm khuẩn nặng: 2-4g cách mỗi 12 giờ. Liều bình thường ở trẻ em: 25-100mg/kg mỗi 12 giờ. Suy thận: không cần giảm liều Cefoperazone,"Nhìn chung thuốc dung nạp tốt và hầu hết các tác dụng phụ xảy ra ở mức độ nhẹ và trung bình. Các nghiên cứu lâm sàng so sánh và không so sánh trên 2500 bệnh nhân và quan sát thấy có các tác dụng phụ sau: – Hệ tiêu hóa: giống như các kháng sinh khác, các tác dụng phụ xảy ra trên hệ tiêu hóa: tiêu chảy thường xảy ra với tỉ lệ khoảng 3,9%: cùng với buồn nôn và nôn ói 0,6%. – Hệ da: giống với các kháng sinh nhóm penicillin và cephalosporin, dị ứng da với biểu hiện ban đỏ 0,6% và mày đay 0,8% đã được báo cáo. – Hệ tạo máu: dùng thuốc trong thời gian dài có thể gây ra thiếu bạch cầu có hồi phục, phản ứng Coomb dương tính ở vài bệnh nhân, giảm Hemoglobin và hồng cầu, giảm thoáng qua bạch cầu ưa acid, tiểu cầu và giảm prothrombin huyết","Uống rượu hoặc các chế phẩm chứa cồn: gây ức chế aldehyde dehygrogenase, gây tích lũy trong máu và gây phản ứng giống disufiram. Phản ứng đặt trưng như: cơn nóng bừng, đổ mồ hôi, nhức đầu, nhịp tim nhanh đã được báo cáo khi uống rượu trong quá trình điều trị, hoặc sau 5 ngày dùng thuốc. Phản ứng tương tự xảy ra khi dùng các kháng sinh nhóm cephalosporin khác, nên thân trọng dùng cefoperazon/sulbactam với các thuốc có cồn. Ở bệnh nhân cho ăn bằng đường uống hoặc đường tiêm, nên tránh chứa phẩm có cồn. Kháng sinh nhóm aminoglycoside: không nên trộn lẫn sulbactam/cefoperazon và các amino glycosid với nhau sẽ làm giảm hoạt tính của thuốc, do có tương kị vật lý giữa chúng. Khi dùng kết hợp sulbactam/cefoperazon và các aminoglycosid phải tiêm truyền gián đoạn, và rửa ống truyền dịch giữa hai liều. Hoặc dùng sulbactam/cefoperazon cách xa thời gian dùng aminoglycosides. Lindocain: không nên tạo dung dịch hoàn nguyên lúc đầu với dung dịch 2% lindocain HCl do hỗn dịch này tương kị nhau. Nước cất vô trùng được dùng để tạo dung dịch hoàn nguyên lúc đầu và pha loãng với 2% lidocaine để tạo dung dịch tương hợp nhau. Cẩn thận khi kết hợp với các thuốc chống đông, thuốc ly giải huyết khối, các thuốc kháng viêm không steroid do có khả năng gây dễ chảy máu. Không nên trộn lẫn thuốc với amikacin, gentamicin, ketamycin B, doxycynlin, meclofenoxat, ajmalin, diphenhydramine, kali magnesi aspartat để tránh tạo kết tủa. Khi trộn lẫn với hydroxylin dihydroclorid, procainamide, aminophillin, proclorperazin, cytochrome C, pentazocin, aprotinin, sau 6 giờ có sự thay đổi tính chất của thuốc. Tương tác trong xét nghiệm lâm sàng: Phản ứng glucose trong nước tiểu có thể bị dương tính giả với dung dịch Benedict hoặc Fehling. Dương tính với các xét nghiệm kháng globulin (Coomb) đã báo cáo, đặc biệt, ở những trẻ sơ sinh mà người mẹ dùng thuốc lúc sắp sinh. Đôi khi tăng ALP, AST, ALT, BUN huyết thanh và creatinine huyết thanh đã được ghi nhận",https://thuocbietduoc.com.vn/thuoc-41051/lincodex-2g.aspx,"Harbin Pharmaceutical Group Co., Ltd. General pharm factory - CHINA","Wuhan Grand Pharm Goup Co., Ltd - CHINA"
Viciticarlin,VD-30597-18,Thuốc bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Ticarcilin 1,5g; Acid clavulanic 0,1g; (dưới dạng hỗn hợp bột Ticarcilin dinatri và Clavulanat kali)","Hộp 1 lọ, hộp 10 lọ, hộp 1 lọ + 2 ống nước cất pha tiêm 5ml (SĐK: VD-18637-13 hoặc VD-22389-15);","Ticarcilin (-), Clavulanic acid (-)","Nhiễm khuẩn đường hô hấp trên & dưới, da & mô mềm, tiết niệu & sinh dục. - Viêm tuỷ, nhiễm khuẩn huyết, viêm phúc mạc, nhiễm khuẩn hỗn hợp sau phẫu thuật",Dị ứng với penicillin & các beta-lactam khác. Tiền sử suy gan do dùng nhóm penicillin. Tăng bạch cầu đơn nhân,Người lớn,"Tiêu chảy nhẹ, đầy hơi, đau bụng; Buồn nôn hoặc nôn mửa; Đau khớp hoặc đau cơ; Đau đầu; Phát ban da hoặc ngứa; Đau, sưng, hoặc nóng rát nơi tiêm thuốc; Nhiễm nấm âm đạo (ngứa hoặc tiết dịch). Phản ứng phụ nghiêm trọng: Tiêu chảy có nước hoặc có máu; Có máu trong nước tiểu, muốn đi tiểu gấp, đi tiểu đau hoặc khó khăn; Dễ bầm tím hoặc chảy máu, suy nhược bất thường; Khô miệng, khát nước, lú lẫn, đi tiểu nhiều, đau cơ hay yếu cơ, nhịp tim nhanh, cảm thấy choáng váng, ngất xỉu; Sốt, ớn lạnh, đau nhức cơ thể, các triệu chứng cúm; Sốt, đau họng và đau đầu với phồng rộp nặng, bong tróc, và phát ban da đỏ; Đau ngực; Co giật","Thuốc chống đông máu (ví dụ, heparin, warfarin); vì nguy cơ chảy máu có thể tăng lên; Probenecid bởi vì có thể làm tăng nguy cơ tác dụng phụ của clavulanate + ticarcillin; Kháng sinh nhóm tetracycline (ví dụ, doxycycline), vì các thuốc này có thể làm giảm tác dụng của clavulanate + ticarcillin; Methotrexate vì nguy cơ tác dụng phụ của methotrexate có thể tăng lên do clavulanate + ticarcillin; Kháng sinh nhóm aminoglycoside (như gentamicin), mycophenolate, hoặc thuốc tránh thai đường uống (ví dụ, thuốc tránh thai) vì hiệu quả của các thuốc này có thể giảm do clavulanate + ticarcillin",https://thuocbietduoc.com.vn/thuoc-59526/viciticarlin.aspx,Công ty cổ phần dược phẩm VCP - VIETNAM,
Trimalact 100/300,VD-2992-07,Viên nén ba lớp,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Artesunate , Amodiaquine hydrochloride",Hộp 1 vỉ x 6 viên,Amodiaquine (-),"Amodiaquine Ðiều trị sốt rét do tất cả các loại Plasmodium, kể cả sốt rét nặng do chủng P.falciparum đa kháng. Dùng cấp cứu trong điều trị sốt rét cấp tính",Amodiaquine Quá mẫn với thành phần thuốc. Mang thai Tổn thương gan Suy mắt Bệnh đường tiêu hóa nghiêm trọng và các bệnh về máu,Amodiaquine Tuổi,"Amodiaquine Tham khảo ý kiến của bác sĩ nếu bạn quan sát thấy những tác dụng phụ sau, đặc biệt là nếu chúng không biến mất. Sự bất tỉnh Liệt cứng Co giật",Amodiaquine Ampicillin Neostigmine Phenylbutazone Pyridostigmine,https://thuocbietduoc.com.vn/thuoc-2449/trimalact-100300.aspx,Công ty cổ phần Dược phẩm Sao Kim - VIETNAM,
