Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Amoxicillin 500mg,VD-2470-07,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Amoxicilline,"Hộp 10 vỉ x 10 viên nang, Chai 100, 200 viên nang",Amoxicillin (500mg),"Điều trị nhiễm khuẩn đường hô hấp trên và dưới do cầu khuẩn, phế cầu, tụ cầu vàng,... Điều trị các trường hợp nhiễm khuẩn đường tiết niệu, nhiễm khuẩn đường mật, nhiễm khuẩn da","Chống chỉ định tuyệt đối với người mẫn cảm với bất kì thành phần nào của thuốc. Chống chỉ định với bệnh nhân bị dị ứng với bất kì loại penicillin nào. Không sử dụng thuốc Amoxicillin cho người bị các bệnh do virus gây ra, bệnh nhân bị nhiễm nấm toàn thân. Theo khuyến cáo của nhà sản xuất, dạng bào chế của Amoxicillin không phù hợp đối với trẻ em",& Cách dùng,"Tác dụng trên hệ thần kinh: chóng mặt, đau đầu, cảm giác mệt mỏi,... Kích ứng trên đường tiêu hóa: cảm giác buồn nôn, nôn, tiêu chảy,... Kích ứng tại da: mẩn ngứa, mẩn đỏ,... Thông tin về hoạt chất: Amoxicillin Thuốc này chứa hoạt chất Amoxicillin . Để biết thêm thông tin chi tiết về cơ chế tác dụng, dược lực học, dược động học của hoạt chất này, vui lòng xem: Xem chi tiết hoạt chất Amoxicillin",,https://thuocbietduoc.com.vn/thuoc-1900/amoxicillin-500mg.aspx,Công ty Dược Vật tư Y tế Tiền Giang - VIETNAM,
Fimadro,VN-1626-06,Viên nang-500mg,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefadroxil,Hộp 10 vỉ x 10 viên,Cefadroxil (-),"Nhiễm khuẩn đường tiểu. - Nhiễm khuẩn da & cấu trúc da. - Viêm họng, viêm amiđan. - Nhiễm khuẩn đường hô hấp",Quá mẫn với cephalosporin,Dùng 1 lần hay chia làm 2 lần trong ngày. - Người lớn: 1 - 2 g/ngày. - Trẻ em: 25 - 50 mg/kg/ngày. - Suy thận ClCr 25 - 30 mL/phút: liều cách khoảng 12 giờ. - ClCr 10 - 25 mL/phút: liều cách khoảng 24 giờ. - ClCr 0 - 10 mL/phút: liều cách khoảng 36 giờ,"Hiếm: buồn nôn, nôn, tiêu chảy. - Dị ứng: mề đay, nổi ban","Cefadroxil Dùng đồng thời với probenecid làm giảm sự bài tiết Cefadroxil ở ống thận, làm tăng và kéo dài thời gian bán hủy thải trừ, và tăng nguy cơ ngộ độc. Phản ứng Coombs dương tính giả thường xảy ra trên nhiều bệnh nhân, glucose niệu dương tính giả có thể xảy ra với thử nghiệm Benedict và dung dịch Fehling",https://thuocbietduoc.com.vn/thuoc-5502/fimadro.aspx,Fine Pharmachem - India,"Brawn Laboratories., Ltd - India"
Cadifixim,VD-4285-07,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefixime,Hộp 3 vỉ x 10 viên,Cefixime (-),"Viêm tai giữa, viêm họng, viêm amidan, viêm phế quản, viêm phổi cấp & mãn tính. - Nhiễm trùng tiết niệu - sinh dục, bệnh lậu, da & mô mêm. - Điều trị thương hàn. - Dự phòng nhiễm trùng phẫu thuật",Quá mẫn với cephalosporin,"Người lớn & trẻ > 12 tuổi: 50 - 100 mg x 2 lần/ngày, có thể tăng lên 200 mg x 2 lần/ngày. - Nhiễm khuẩn đường tiểu do lậu liều duy nhất 400 mg. Suy thận: giảm liều","Rối loạn tiêu hoá, nhức đầu, nổi mẫn, mề đay, ngứa, sốt, đau khớp. giảm tiểu cầu, giảm bạch cầu, tăng bạch cầu ái toan, thay đổi chức năng gan, thận",Warfarin,https://thuocbietduoc.com.vn/thuoc-23727/cadifixim.aspx,Công ty cổ phần Dược phẩm Bắc Ninh - VIETNAM,
Merofar 500,VN-13039-11,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Meropenem trihydrate,Hộp 1 lọ + 1 ống nước cất vô khuẩn pha tiêm 10ml,Meropenem (500mg Meropenem),"Meropenem dùng đường tĩnh mạch (IV) được chỉ định trong điều trị các nhiễm khuẩn ở người lớn và trẻ em gây ra bởi một hay nhiều vi khuẩn nhạy cảm với meropenem như sau: - Viêm phổi và viêm phổi bệnh viện. - Nhiễm khuẩn đường niệu. - Nhiễm khuẩn trong ổ bụng. - Nhiễm khuẩn phụ khoa, như viêm nội mạc tử cung và các bệnh lý viêm vùng chậu. - Nhiễm khuẩn da và cấu trúc da. - Viêm màng não. - Nhiễm khuẩn huyết. - Điều trị theo kinh nghiệm các nghi ngờ nhiễm khuẩn ở người lớn bị sốt giảm bạch cầu theo đơn trị liệu hay phối hợp với các thuốc kháng virus hoặc thuốc kháng nấm. Meropenem đơn trị liệu hay phối hợp với các thuốc kháng khuẩn khác đã được chứng minh là hiệu quả trong điều trị nhiễm khuẩn hỗn hợp. Meropenem dùng đường tĩnh mạch đã cho thấy hiệu quả trên bệnh nhân xơ hóa nang và nhiễm khuẩn đường hô hấp dưới mạn tính khi sử dụng như đơn trị liệu hoặc phối hợp với các thuốc kháng khuẩn khác. Vi khuẩn không phải luôn luôn được tiệt trừ hoàn toàn. Chưa có kinh nghiệm sử dụng thuốc ở trẻ em giảm bạch cầu hay suy giảm miễn dịch nguyên phát hoặc thứ phát","Không sử dụng thuốc Tiepanem cho bệnh nhân mẫn cảm với thuốc Không sử dụng thuốc Tiepanem cho bệnh nhân dị ứng hoạt chất, bất kỳ chất kháng khuẩn carbapenem nào khác hay bất kì thành phần tá dược. Thuốc không dùng cho bệnh nhân quá mẫn cảm nghiêm trọng (ví dụ như phản ứng phản vệ, phản ứng da nghiêm trọng) với bất kỳ loại tác nhân kháng khuẩn beta-lactam nào khác (ví dụ như penicillin hoặc cephalosporin)","Người lớn: Liều lượng và thời gian điều trị tùy thuộc mức độ và loại nhiễm khuẩn cũng như tình trạng bệnh nhân. Liều khuyến cáo mỗi ngày như sau: 500 mg Meropenem dùng đường tĩnh mạch (IV) mỗi 8 giờ trong điều trị viêm phổi, nhiễm khuẩn đường niệu, các nhiễm khuẩn phụ khoa như viêm nội mạc tử cung, nhiễm khuẩn da và cấu trúc da. 1 g Meropenem dùng đường tĩnh mạch (IV) mỗi 8 giờ trong điều trị viêm phổi bệnh viện, viêm phúc mạc, các nghi ngờ nhiễm khuẩn ở bệnh nhân giảm bạch cầu, nhiễm khuẩn huyết. Trong bệnh xơ hóa nang, liều lên đến 2 g mỗi 8 giờ đã được sử dụng; đa số bệnh nhân được điều trị với liều 2 g mỗi 8 giờ. Trong viêm màng não, liều khuyến cáo là 2 g mỗi 8 giờ. Cũng như các thuốc kháng sinh khác, cần đặc biệt thận trọng khi sử dụng meropenem đơn trị liệu trong trường hợp nhiễm khuẩn hay nghi ngờ nhiễm khuẩn Pseudomonas aeruginosa đường hô hấp dưới trầm trọng. Khuyến cáo nên thường xuyên thử nghiệm độ nhạy cảm của thuốc khi điều trị nhiễm khuẩn do Pseudomonas aeruginosa","Hiếm khi có các biến cố ngoại ý nghiêm trọng. Các biến cố ngoại ý sau ghi nhận qua các thử nghiệm lâm sàng đã được báo cáo: * Các phản ứng tại nơi tiêm: viêm, viêm tĩnh mạch huyết khối, đau tại nơi tiêm. * Các phản ứng dị ứng toàn thân: các phản ứng dị ứng toàn thân (quá mẫn) hiếm xảy ra khi sử dụng meropenem. Các phản ứng này bao gồm phù mạch và các biểu hiện phản vệ. * Các phản ứng da: phát ban, ngứa, mề đay. Các phản ứng da nghiêm trọng như hồng ban đa dạng, hội chứng Stevens-Johnson và hoại tử da nhiễm độc hiếm khi ghi nhận. * Tiêu hóa: đau bụng, buồn nôn, nôn, tiêu chảy. Viêm đại tràng giả mạc đã được báo cáo. * Huyết học: tăng tiểu cầu, tăng bạch cầu ái toan, giảm tiểu cầu, giảm bạch cầu và bạch cầu đa nhân trung tính (kể cả mất bạch cầu hạt rất hiếm xảy ra) có thể hồi phục. Thiếu máu tán huyết hiếm khi xảy ra. Phản ứng Coombs dương tính trực tiếp hay gián tiếp có thể xảy ra ở một số bệnh nhân; đã có ghi nhận về giảm thời gian thromboplastin một phần. * Chức năng gan: tăng nồng độ bilirubin, transaminase, phosphatase kiềm và lactic dehydrogenase huyết thanh đơn thuần hay phối hợp đã được báo cáo. * Hệ thần kinh trung ương: nhức đầu, dị cảm. Co giật đã được báo cáo mặc dù mối liên hệ nhân quả với 'Meronem' chưa được thiết lập. * Tác động không mong muốn khác: nhiễm Candida miệng và âm đạo","Thuốc ó tương tác với các thuốc Probenecid, thuốc chống đông máu. Không khuyến cáo sử dụng đồng thời meropenem và axit valproic/natri valproate/valpromide",https://thuocbietduoc.com.vn/thuoc-38611/merofar-500.aspx,Kwality Pharmaceutical PVT. Ltd. - INDIA,Công ty TNHH Thương mại Dược phẩm Trường Thịnh - VIETNAM
Caricin 500mg,893110476624,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Clarithromycin,Hộp 3 vỉ x 4 viên,Clarithromycin (500mg),"Viêm amiđan , viêm tai giữa, viêm xoang cấp , viêm phế quản mạn có đợt cấp, da & mô mềm. - Viêm phổi do Mycoplasma pneumoniae & Legionella, bạch hầu, giai đoạn đầu của ho gà, nhiễm khuẩn cơ hội do Mycobacterium. - Phối hợp để tiệt trừ Helicobacter pylori trong loét dạ dày tá tràng","* Clarithromycin chống chỉ định trên những bệnh nhân có tiền sử tăng mẫn cảm với những kháng sinh thuộc nhóm macrolide. * Không nên cho clarithromycin kèm với những dẫn chất của ergot. * Chống chỉ định sử dụng clarithromycin với bất kỳ thuốc nào sau đây: cisaprid, pimozide và terfenadine. Nồng độ cisapid, pimozide và terfenadine tăng đã được báo cáo ở những bệnh nhân dùng đồng thời cả hai loại những thuốc này và clarithromycin. Điều này có thể gây kéo dài thời gian QT và những rối loạn nhịp kể cả nhịp nhanh thất, rung thất và xoắn đỉnh. Những tác dụng tương tự được ghi nhận khi cho đồng thời astemizole và những macrolide khác. Lúc có thai và lúc nuôi con bú Tính an toàn của clarithromycin trong lúc mang thai và nuôi con bằng sữa mẹ chưa được xác minh. Vì vậy không nên sử dụng Klacid trong lúc mang thai hoặc cho con bú trừ khi lợi ích nhiều hơn nguy cơ. Một vài công trình nghiên cứu trên súc vật gợi ý tác dụng độc tính trên phôi nhưng chỉ ở những liều có độc tính rõ ràng đối với người mẹ. Không tìm thấy clarithromycin trong sữa của những súc vật đang cho con bú và trong sữa mẹ","* Người lớn: Liều thường dùng là 250 mg x mỗi ngày 2 lần trong 7 ngày, hoặc 500 mg dạng phóng thích có điều chỉnh 1 lần/ngày. Trong những trường hợp nhiễm trùng nặng có thể tăng đến 500 mg mỗi ngày 2 lần, hoặc 1000 mg dạng phóng thích có điều chỉnh 1 lần/ngày và kéo dài đến 14 ngày. *Trẻ em trên 12 tuổi: Sử dụng như người lớn. * Trẻ em dưới 12 tuổi: Sử dụng thuốc dạng nhũ tương dành cho bệnh nhi: Liều hàng ngày đối với trẻ em là 7,5 mg/kg, mỗi ngày uống 2 lần cho tới liều tối đa 500 mg. Thời gian điều trị thường là 7-10 ngày tùy theo chủng gây bệnh và bệnh nặng hay nhẹ. Điều trị viêm họng do liên cầu khuẩn phải ít nhất 10 ngày. Huyền dịch đã chuẩn bị có thể dùng kèm hoặc không kèm với bữa ăn, và uống cùng với sữa. * Diệt trừ H. pylori ở những bệnh nhân loét tá tràng: - Người lớn: Liều clarithromycin thường dùng là 500 mg mỗi ngày 2 lần trong 7 ngày. Thuốc nên được sử dụng kèm với omeprazole 40 mg uống 2 lần mỗi ngày. *Người già: Sử dụng như người lớn. *Suy thận:Thường không cần điều chỉnh liều trừ khi bệnh nhân suy thận nặng (độ thanh thải creatinine dưới 30ml/phút). Nếu cần chỉnh liều nên giảm một nửa tổng liều mỗi ngày, thí dụ 250 mg mỗi ngày 1 lần hoặc 250 mg mỗi ngày 2 lần trong trường hợp nặng","Nhìn chung clarithromycin được dung nạp tốt. Những tác dụng phụ được báo cáo gồm buồn nôn, khó tiêu, tiêu chảy, nôn và đau bụng. Viêm miệng, viêm thanh môn và nổi hạt ở miệng đã được báo cáo. Những tác dụng phụ khác gồm nhức đầu, những phản ứng dị ứng từ mề đay và phát ban nhẹ ở da cho đến phản vệ và hiếm hơn là hội chứng Stevens-Johnson. Rối loạn vị giác có thể xảy ra. Mất màu ở lưỡi có hồi phục gặp trong những thử nghiệm lâm sàng khi cho clarithromycin và omeprazole kèm nhau. Có những báo cáo về những tác dụng phụ thoáng qua trên hệ thần kinh trung ương gồm lo lắng, chóng mặt, mất ngủ, ảo giác, loạn tâm thần, ác mộng và lú lẫn, tuy nhiên chưa xác định được mối tương quan nhân quả. Có những báo cáo về mất khả năng nghe khi dùng clarithromycin thường hồi phục khi ngưng thuốc. Viêm đại tràng giả mạc được ghi nhận hiếm gặp khi dùng clarithromycin và có thể từ nhẹ đến đe dọa sinh mạng. Giống như những macrolid khác, rối loạn chức năng gan đã được ghi nhận (thường có thể hồi phục) gồm những thử nghiệm chức năng gan bị thay đổi, viêm gan và mật có hoặc không có vàng da đi kèm. Rối loạn chức năng có thể trầm trọng và suy gan gây tử vong được ghi nhận rất hiếm","Clarithromycin được chứng minh không có tác dụng tương hỗ với những thuốc ngừa thai uống. Giống như những kháng sinh macrolide khác, việc sử dụng clarithromycin đồng thời với uống những thuốc được hóa bởi hệ thống cytochrome P450 (thí dụ warfarin, những alkaloid của ergot, triazolam, lovastatin, disopyramide, phenytoin và cyclosporin); có thể làm tăng nồng độ những thuốc đó trong huyết thanh. Sử dụng clarithromycin cho những bệnh nhân đang dùng theophylline làm tăng nồng độ theophylline trong huyết thanh và độc tính tiềm tàng của theophylline. Việc sử dụng clarithromycin trên những bệnh nhân đang dùng warfarin có thể làm tăng hiệu lực những tác dụng của warfarin. Nên thường xuyên theo dõi thời gian prothrombin ở những bệnh nhân này. Hiệu quả của digoxin có thể tăng khi dùng đồng thời với Klacid. Nên theo dõi nồng độ digoxin trong huyết thanh. Clarithromycin có thể làm tăng hiệu lực của carbamazepine do làm giảm tốc độ bài tiết. Những macrolide được ghi nhận là làm thay đổi chuyển hóa của terfenadine, gây tăng nồng độ của terfenadine. Tình trạng này đi kèm với rối loạn nhịp tim và do đó nên tránh chỉ định clarithromycin cho những bệnh nhân đang dùng terfenadine và bất kỳ những kháng histamin không gây ngủ có liên quan như astemizole. Việc sử dụng đồng thời clarithromycin với zidovudine cho những bệnh nhân người lớn bị nhiễm HIV có thể làm giảm nồng độ zidovudine ở trạng thái bền. Phần lớn có thể tránh tình trạng này bằng cách bố trí những liều Klacid và zidovudine chéo nhau khoảng 1-2 giờ. Không ghi nhận phản ứng giống như vậy ở trẻ em. Mặc dù nồng độ trong huyết tương của clarithromycin và omeprazole có thể tăng khi cho cùng một lúc, nhưng không cần phải chỉnh liều lượng. Nồng độ clarithromycin trong huyết tương tăng có thể cũng xảy ra khi được sử dụng đồng thời với Maalox hoặc ranitidine. Không cần phải điều chỉnh liều lượng",https://thuocbietduoc.com.vn/thuoc-8441/caricin.aspx,Công ty cổ phần công nghệ sinh học Dược phẩm ICA - VIETNAM,
Hepime 200,VN-9498-05,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefixime,Hộp 1 vỉ x 10 viên,Cefixime (200mg),"Viêm tai giữa, viêm họng, viêm amidan, viêm phế quản, viêm phổi cấp & mãn tính. - Nhiễm trùng tiết niệu - sinh dục, bệnh lậu, da & mô mêm. - Điều trị thương hàn. - Dự phòng nhiễm trùng phẫu thuật",Quá mẫn với cephalosporin,"Người lớn & trẻ > 12 tuổi: 50 - 100 mg x 2 lần/ngày, có thể tăng lên 200 mg x 2 lần/ngày. - Nhiễm khuẩn đường tiểu do lậu liều duy nhất 400 mg. Suy thận: giảm liều","Rối loạn tiêu hoá, nhức đầu, nổi mẫn, mề đay, ngứa, sốt, đau khớp. giảm tiểu cầu, giảm bạch cầu, tăng bạch cầu ái toan, thay đổi chức năng gan, thận",Warfarin,https://thuocbietduoc.com.vn/thuoc-5886/hepime-200.aspx,Helix Life Sciences Inc - India,Công ty TNHH Kiến Việt - VIETNAM
Chloramphenicol 250mg,VNA-3688-00,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Chloramphenicol,Hộp 10 vỉ x 10 viên nang,Chloramphenicol (250mg),"Sốt thương hàn, phó thương hàn, nhiễm salmonella, lỵ, nhiễm brucella, nhiễm trùng tiểu, viêm phổi, viêm màng não, viêm loét đại tràng, viêm ruột, bệnh hoa liễu",Quá mẫn với thành phần của thuốc,Người lớn: 50 mg/kg. - Trẻ em: 50 - 100 mg/kg. - Nhũ nhi - Sơ sinh: 25 - 50 mg/kg. Liều chia thành 4 lần bằng nhau,"Buồn nôn, nôn, đau thượng vị, nổi mẩn da, hội chứng xám trẻ sơ sinh, bội nhiễm, thiếu máu bất sản, giảm tế bào máu, viêm thần kinh thị & viêm thần kinh ngoại biên. Thông tin về hoạt chất: Chloramphenicol Thuốc này chứa hoạt chất Chloramphenicol . Để biết thêm thông tin chi tiết về cơ chế tác dụng, dược lực học, dược động học của hoạt chất này, vui lòng xem: Xem chi tiết hoạt chất Chloramphenicol",,https://thuocbietduoc.com.vn/thuoc-5888/chloramphenicol-250mg.aspx,Công ty cổ phần Dược phẩm Khánh Hòa Khapharco - VIETNAM,
Shrostar Capsule,VN-9692-10,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Zidovudine,"Hộp 10 vỉ x 10 viên, Hộp 3 vỉ x 10 viên",Zidovudine (100mg),"Zidovudine - Ðiều trị bệnh nhân nhiễm virus gây suy giảm miễn dịch ở người (HIV). - Ðiều trị bệnh nhân nhiễm HIV tiến triển như các bệnh nhân bị AIDS hay ở giai đoạn ARC (AIDS related complex), ở bệnh nhân trưởng thành có và không có biểu hiện triệu chứng với số lượng tế bào T4 (T-helper) dưới 500/mm3 và trẻ em có nhiễm HIV có triệu chứng và mức độ suy giảm miễn dịch đáng kể thì cũng tương tự với kinh nghiệm điều trị ở người lớn","Zidovudine - Bệnh nhân quá mẫn cảm với zidovudine hay các thành phần của thuốc. - Không nên dùng zidovudine cho bệnh nhân có số lượng bạch cầu trung tính thấp bất thường (< 0,75 x 109/l) hay nồng độ hemoglobin thấp bất thường (< 7,5g/l)","Zidovudine Dùng đường uống. Người lớn: 600mg/ngày chia làm nhiều lần (thường dùng 200 mg mỗi 8 giờ hoặc 300 mg mỗi 12 giờ). Trẻ em: Trẻ em từ 3 tháng đến 12 tuổi: 180 mg/m2 mỗi 6 giờ (720mg/m2/ngày), không nên vượt quá 200mg mỗi 6 giờ. Trẻ em ≥ 12 tuồi: dùng liều như người lớn. Ðiều chỉnh liều đối với bệnh nhân có độc tính trên máu: có thể cần thiết phải điều chỉnh liều cho bệnh nhân có độc tính trên máu. Ðối với bệnh nhân có dự trữ tủy kém trước khi điều trị, đặc biệt trên bệnh nhân nhiễm HIV trong giai đoạn tiến triển. Nếu nồng độ hemoglobin giảm hay số lượng bạch cầu trung tính giảm xuống, liều hàng ngày có thể giảm cho đến khi có bằng chứng của sự hồi phục tủy, nói cách khác, sự hồi phục có thể được tăng cường bởi một thời gian ngưng thuốc ngắn hạn. Có thể giảm một nửa liều hàng ngày và sau đó tăng thêm dần sau 2-4 tuần tùy theo dung nạp thuốc của bệnh nhân cho đến liều ban đầu. Người già: hiện nay không có sẵn số liệu đặc hiệu, tuy nhiên, nên áp dụng các biện pháp thận trọng thông thường cho người già. Suy thận: Cần kiểm tra nồng độ zidovudine trong huyết tương (và chất chuyển hóa glucuronide của nó), kết hợp với kiểm tra các thông số huyết học để điều chỉnh liều dùng ở những bệnh nhân này. Suy gan: sự tích tụ zidovudine có thể xảy ra trên bệnh nhân suy gan vì giảm sự glucuronide hóa. Có thể cần thiết phải điều chỉnh liều. Chú ý đặc biệt đối với những dấu hiệu không dung nạp và gia tăng khoảng cách giữa các liều cho thích hợp","Zidovudine - Thiếu máu, giảm bạch cầu đa nhân trung tính, giảm bạch cầu. Phản ứng phụ xảy ra thường nếu sử dụng thuốc liều cao (1200-1500mg/ngày) và bệnh nhân tiền sử bị nhiễm HIV (có suy tủy), đặc biệt ở bệnh nhân có lượng CD4+ < 100 tế bào/mm3. Nếu cần nên giảm liều hay ngưng điều trị. - Tỉ lệ bị giảm bạch cầu đa nhân trung tính tăng ở những bệnh nhân có lượng bạch cầu đa nhân trung tính, nồng độ hemoglobin và nồng độ huyết thanh của vitamin B12 thấp khi khởi đầu trị liệu bằng zidovudine, hay ở những bệnh nhân dùng đồng thời paracetamol. - Các phản ứng phụ thường gặp: buồn nôn, nôn, biếng ăn, đau bụng, nhức đầu, phát ban, sốt, đau cơ, dị cảm, mất ngủ, khó chịu, suy nhược và khó tiêu. Các phản ứng phụ khác: buồn ngủ, tiêu chảy, chóng mặt, ra mồ hôi, khó thở, đầy hơi, lạt miệng, đau ngực, mất nhạy bén, bồn chồn, tiểu lắt nhắt, suy nhược, đau mỏi toàn thân, ớn lạnh, ho, nổi mề đay, ngứa sần và triệu chứng giống cúm","Zidovudine Cmax của zidovudine tăng 39% khi uống cùng với lamivudine. Kết hợp trị liệu zidovudine với rifamicin làm giảm sinh khả dụng của zidovudine từ 4-48%. Khi chỉ định zidovudine cùng với paracetamol làm tăng tỉ lệ bạch cầu đa nhân trung tính, đặc biệt trong trường hợp điều trị bệnh mãn tính. Aspirin, codein, morphine, indomethacine, ketoprofen, naproxen, oxazepam, lorazepam, cimetidine, clofibrate, dapson và isoprinosine có thể làm thay đổi quá trình chuyển hóa của zidovudine. Các thuốc độc thận như dapson, pentamidine dùng toàn thân, pyrimethamine, cotrimoxazole, amphotericine, flucytoxine, ganciclovir, interferon, vincristin, vinblastin, và duxorubicin cũng có thể làm tăng nguy cơ ngăn cản tác động của zidovudine. Có thể phối hợp thuốc kháng khuẩn như cotrimoxazole, pentamidine dạng khí dung, pyrimethamine và acyclovir để điều trị dự phòng. Sự đào thải qua thận của các glucuronide (và có thể chính bản thân zidovudine) bị giảm khi có sự hiện diện của probenecide",https://thuocbietduoc.com.vn/thuoc-33613/shrostar-capsule.aspx,"Chunggei Pharm Co., Ltd. - KOREA","Il Hwa Co., Ltd - KOREA"
Blaucef,VN-18610-15,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Ceftriaxon (dưới dạng Ceftriaxon natri) 1000 mg,Hộp 100 lọ,Ceftriaxone (1000 mg),"Nhiễm trùng hô hấp, tai - mũi - họng, thận - tiết niệu sinh dục, nhiễm trùng máu, viêm màng não mủ. - Dự phòng nhiễm trùng hậu phẫu, nhiễm trùng xương khớp, da, vết thương & mô mềm, viêm phúc mạc, viêm túi mật, viêm đường mật & nhiễm trùng tiêu hóa","Quá mẫn cảm với ceftriaxone hoặc cephalosporin, penicilline","Tiêm IM hoặc IV: - Người lớn & trẻ > 12 tuổi: 1 - 2 g/ngày; trường hợp nặng: 4 g/ngày. - Trẻ 15 ngày tuổi đến 12 tuổi: 20 - 80 mg/kg. - Trẻ < 14 ngày tuổi: 20 - 50 mg/kg/ngày. - Viêm màng não: 100 mg/kg x 1 lần/ngày, tối đa 4 g. - Lậu: Tiêm IM liều duy nhất 250 mg. - Dự phòng trước phẫu thuật: 1 - 2 g tiêm 30 - 90 phút trước mổ","Quá mẫn da, vàng da, tăng men gan, suy thận cấp, viêm đại tràng nặng, viêm phổi kẽ & sốc",Thuốc lợi tiểu,https://thuocbietduoc.com.vn/thuoc-47474/blaucef.aspx,Ariston Industrias Quimicas e Farmaceuticas Ltda. - BRAZIL,Công ty CP Dược phẩm Duy Tân DUYTANPHARMA - VIETNAM
Fixcap,VN-9779-10,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefixime,Hộp lớn x 5 hộp nhỏ x 1 vỉ x 10 viên,Cefixime (200mg),"– Nhiễm khuẩn đường tiết niệu không biến chứng do các vi khuẩn nhạy cảm, bệnh lậu không biến chứng. – Một số trường hợp viêm thận – bể thận và nhiễm khuẩn đường tiết niệu có biến chứng do các Enterobacteriaceae, nhưng kết quả điều trị kém hơn so với các trường hợp nhiễm khuẩn đường tiết niệu không biến chứng. – Viêm tai giữa, viêm họng và amiđan. – Viêm phế quản cấp và mạn. – Viêm phổi mắc phải tại cộng đồng thể nhẹ và vừa. – Bệnh thương hàn, bệnh lỵ",Bệnh nhân quá mẫn kháng sinh nhóm Cephalosporin. – Trẻ sơ sinh dưới 6 tháng tuổi,"Người lớn và trẻ em > 12 tuổi: 400 mg/ngày. Viêm nhiễm khuẩn đường niệu do lậu cầu: uống liều duy nhất 400mg hoặc 200mg x 2lần/ngày. Trẻ em 6 tháng – 12 tuổi: 8mg/kg x 1lần/ngày hoặc 4mg/kg x 2lần/ngày. – Đối với bệnh nhân suy thận, cần điều chỉnh liều cho phù hợp: Thời gian điều trị thông thường từ 5 – 10 ngày","– Các tác dụng không mong muốn thường thoáng qua, mức độ nhẹ và vừa. – Thường gặp rối loạn tiêu hóa, đau đầu, chóng mặt, bồn chồn, mất ngủ, mệt mỏi, ban đỏ, mày đay, sốt do thuốc. Rối loạn tiêu hóa thường xảy ra ngay trong 1 – 2 ngày đầu điều trị và đáp ứng với các thuốc điều trị triệu chứng, hiếm khi phải ngừng thuốc. – Ít gặp: tiêu chảy nặng do Clostridium difficile và viêm đại tràng giả mạc; phản vệ, phù mạch, hội chứng Stevens – Johnson, hồng ban đa dạng; giảm tiểu cầu, bạch cầu, bạch cầu ưa acid thoáng qua, giảm nồng độ hemoglobin và hematocrit; viêm gan và vàng da, tăng tạm thời AST, ALT, phosphatase kiềm, bilirubin, LDH; suy thận cấp, tăng nitrogen phi protein huyết tương và nồng độ creatinin huyết tương tạm thời; viêm và nhiễm nấm Candida âm đạo. – Hiếm gặp: co giật, thời gian prothrombin kéo dài. Thông báo cho Bác sĩ những tác dụng không mong muốn gặp phải khi sử dụng thuốc","– Probenecid làm tăng nồng độ đỉnh và AUC của thuốc, giảm độ thanh thải của thận và thể tích phân bố của thuốc. – Khi dùng chung với các thuốc chống đông như warfarin làm tăng thời gian prothrombin, có hoặc kèm theo chảy máu. – Khi dùng chung carbamazepin làm tăng nồng độ carbamazepin trong huyết tương. – Khi dùng chung nifedipin làm tăng sinh khả dụng của thuốc biểu hiện bằng tăng nồng độ đỉnh và AUC",https://thuocbietduoc.com.vn/thuoc-33973/fixcap.aspx,"Orchid Healthcare A Division of Orchid Chemicals & Pharm, Ltd - India",
