Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Mextil 500,VN-13657-11,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefuroxime axetil,Hộp 3 vỉ x 4 viên,Cefuroxime (500mg Cefuroxime),"Nhiễm khuẩn đường hô hấp dưới như viêm phổi, viêm phế quản cấp và mạn. Nhiễm khuẩn đường hô hấp trên như nhiễm khuẩn tai, mũi, họng như viêm tai giữa, viêm xoang, viêm amydale, viêm họng. Nhiễm khuẩn niệu- sinh dục: viêm bể thận, viêm bàng quang, viêm niệu đạo, nhiễm khuẩn da và mô mềm như mụn nhọt, mủ da, chốc lở. Bệnh lậu; viêm niệu đạo cấp không biến chứng do lậu cầu và viêm cổ tử cung",Không dùng cho bệnh nhân nhạy cảm với kháng sinh nhóm Cephalosporin,"Người lớn: Trong bệnh viêm phế quản và viêm phổi 500mg x 2 lần/ngày. Trong đa số các nhiễm trùng: 250mg x 2 lần /ngày. Trong nhiễm trùng đường niệu, dùng liều 125mg x 2 lần/ngày. Bệnh lậu không biến chứng: liều duy nhất 1g Trẻ em: Liều thông thường là 125mg x 2 lần/ngày hay 10mg/kg x 2 lần/ngày.Liều tối đa 250mg/ngày. Trẻ em trên 2 tuổi mắc bệnh viêm tai giữa: 250mg x 2 lần/ngày hay 15mg/kg x 2 lần/ngày, tới tối đa 500mg/ngày","Đa số các tác dụng ngoại ý do cefuroxim đều nhẹ và chỉ thoáng qua: buồn nôn, nôn, đau bụng, viêm đại tràng giả. Tăng bạch cầu ưa eosin và tăng thoáng qua các men gan",Probenecid làm chậm sự bài tiết cefuroxim,https://thuocbietduoc.com.vn/thuoc-40789/mextil-500.aspx,Biopharma Laboratories Ltd - BANGLADESH,Công ty TNHH Thương mại Thanh Danh - VIETNAM
Nockwoo Acyclovir,VN-8533-04,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Acyclovir,Hộp 5 vỉ x 5 viên,Acyclovir (200mg),"Acyclovir *Viên nén: Nhiễm virus herpes simplex da và niêm mạc, bao gồm herpes sinh dục khởi phát và tái phát. Ngăn chặn việc tái nhiễm herpes simplex trên người có miễn dịch bình thường",Acyclovir Bệnh nhân được biết là có quá mẫn với acyclovir. Dạng kem: Quá mẫn với propylenglycol,Acyclovir Viên nén: Ðiều trị herpes simplex ở người lớn,"Acyclovir - Viên nén: nổi ban da đã được báo cáo xuất hiện trên một vài bệnh nhân sử dụng viên nén và tự khỏi khi ngưng thuốc. Các tác dụng trên đường tiêu hóa như buồn nôn, nôn mửa, tiêu chảy và đau bụng đã được báo cáo xuất hiện ở bệnh nhân dùng thuốc viên nén. Trong những thử nghiệm mù đôi dùng giả dược được kiểm soát, tần suất các biểu hiện rối loạn trên đường tiêu hóa tìm thấy không khác biệt nhau lắm giữa nhóm dùng giả dược và nhóm dùng acyclovir. Các phản ứng thần kinh có hồi phục, đáng chú ý là chóng mặt, tình trạng lẫn lộn, ảo giác và buồn ngủ đã được báo cáo xuất hiện đôi lúc, thường là với bệnh nhân suy thận hay có những yếu tố tạo khuynh hướng mắc bệnh. Một vài báo cáo về chứng gia tăng rụng tóc lan tỏa. Do loại chứng bệnh này thường liên kết với nhiều loại thuốc và các tiến triển bệnh khác nhau, mối liên hệ giữa biểu hiện này với liệu pháp acyclovir không được chắc chắn. Còn có những trường hợp rất hiếm được báo cáo xảy ra với người uống Acyclovir bao gồm việc tăng nhẹ và thoáng qua bilirubine và các men gan, tăng nhẹ urea và creatinin máu, giảm nhẹ các chỉ số huyết học, nhức đầu, có những phản ứng thần kinh nhẹ có hồi phục và mệt mõi. - Dạng kem: cảm giác rát bỏng và xót có thể xảy ra với một số bệnh nhân khi bôi thuốc. Nổi ban hay ngứa cũng đã được báo cáo xảy ra trong một số ít bệnh nhân. - Thuốc mỡ tra mắt: ở một số nhỏ bệnh nhân có thể xuất hiện cảm giác xót nhẹ thoáng qua ngay sau khi tra thuốc vào mắt. Bệnh giác mạc đốm nhỏ nông cũng đã được báo cáo. Dấu hiệu này không cần thiết phải ngưng thuốc sớm và sẽ lành không có biến chứng rõ rệt. Kích ứng và viêm tại chỗ, như viêm mi mắt và viêm giác mạc đã được báo cáo xảy ra ở bệnh nhân dùng thuốc mỡ tra mắt Acyclovir","Acyclovir Probenecide làm gia tăng thời gian bán hủy trung bình và diện tích dưới đường cong của acyclovir dùng toàn thân. Các thuốc gây ảnh hưởng đến sinh lý học của thận có khả năng làm xáo động dược động học của acyclovir. Tuy nhiên, các kinh nghiệm lâm sàng vẫn chưa cho thấy thêm những tương tác thuốc khác với acyclovir",https://thuocbietduoc.com.vn/thuoc-1187/nockwoo-acyclovir.aspx,"Welfide Korea Co., Ltd - KOREA",
Ludin - 150mg,VD-5267-08,Viên nén bao tan trong ruột,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Roxithromycin,Hộp 1 vỉ x 10 viên,Roxithromycin (-),"Nhiễm trùng tai mũi họng: viêm tai giữa, viêm amidan, viêm thực quản, viêm phổi, viêm phế quản, viêm xoang. - Nhiễm trùng đường niệu - sinh dục: viêm niệu đạo, viêm tuyến tiền liệt, viêm cổ tử cung, viêm cổ âm đạo, viêm vòi tử cung đặc biệt do nhiễm Chlamydia. - Nhiễm trùng da và mô mềm: viêm nang, nhọt, nhọt độc, chốc lở, bệnh mủ da, chứng viêm da do nhiễm trùng, viêm quầng, loét do nhiễm trùng. - Nhiễm trùng răng miệng",Quá mẫn với thành phần thuốc. Không dùng chung với ergotamin,"Người lớn: 150 mg x 2 lần/ngày hoặc 300 mg x 1 lần/ngày. Nên kéo dài ít nhất 2 ngày sau khi giảm triệu chứng, ít nhất 10 ngày trong trường hợp nhiễm Streptoccoci, viêm đường niệu, viêm âm đạo - cổ tử cung. Điều trị tối đa 4 tuần. - Trẻ em: 5-7,5 mg/kg/ngày","Nôn, buồn nôn, tiêu chảy, đau dạ dày","Disopyramide, Digoxin, Midazolam, Terfenadine",https://thuocbietduoc.com.vn/thuoc-28326/ludin-150mg.aspx,Công ty TNHH Dược phẩm Vellpharm Việt Nam - VIETNAM,
Tobcimax,VN-10621-10,Dung dịch nhỏ mắt,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Tobramycin,Hộp 1 lọ 5ml,Tobramycin (3mg/ml),"Tobramycin Tobramycin được chỉ định đặc biệt trong điều trị các nhiễm khuẩn đường tiết niệu, hệ tuần hoàn và máu (nhiễm trùng máu);, xương, da và các mô mềm, bộ máy tiêu hóa, hệ thần kinh trung ương (viêm màng não) và đường hô hấp dưới, gây bởi các vi khuẩn nhạy cảm. Thuốc được chỉ định trong lựa chọn thứ hai điều trị các nhiễm khuẩn do E. coli và staphylococcus. Dạng thuốc nhỏ mắt (nước hay mỡ tra mắt 0,3%) Điều trị các bệnh nhiễm trùng mắt do các chủng vi khuẩn nhạy cảm với Tobramycin gây ra như viêm kết mạc, viêm giác mạc, viêm túi lệ, viêm mí mắt, đau mắt hột, lẹo mắt…","Tobramycin - Quá mẫn cảm với tobramycin hay với bất cứ thành phần nào của thuốc, hay với nhóm aminoglycosides. - Phụ nữ có thai và cho con bú","Tobramycin Thuốc nhỏ mắt: – Nhiễm khuẩn nhẹ và trung bình: nhỏ 1 – 2 giọt vào mắt x 3 – 4 lần/ ngày. – Nhiễm khuẩn nặng: nhỏ 1 – 2 giọt vào mắt, cứ mỗi giờ 1 lần cho đến khi cải thiện bệnh, sau đó giảm dần số lần dùng thuốc. Không dùng chung mỗi lọ cho nhiều người để tránh lây nhiễm, và không dùng quá 15 ngày sau lần mở nắp đầu tiên. Thuốc tiêm/truyền: Tobramycin có thể được dùng bằng đường tiêm IM hay IV. Tiêm IM: Người lớn: ở bệnh nhân có chức năng thận bình thường, liều khuyến cáo của tobramycin là 1 mg/kg mỗi 8 giờ. Thời gian điều trị trung bình là 7-10 ngày. Có thể tăng liều đến 5 mg/kg/ngày ở bệnh nhân bị nhiễm trùng nặng. Liều này nên được giảm xuống còn 3 mg/kg/ngày càng sớm càng tốt. Trẻ em: 3-5mg/kg/ngày, chia làm các liều bằng nhau mỗi 8-12 giờ. Trẻ sơ sinh: 2mg/kg mỗi 12 giờ, đối với các trẻ cân nặng từ 1,5 đến 2,5 kg. Truyền IV: Chỉ nên dùng đường truyền IV khi không thể dùng đường tiêm IM. Nồng độ tobramycin sau khi pha không vượt quá 1mg/ml (0,1%). Thời gian truyền từ 1-2 giờ. Liều khi dùng đường IV tương tự như đối với đường tiêm IM. Không nên dùng phối hợp tobramycin với các thuốc khác. Ở bệnh nhân bị suy thận, nên chỉnh liều tùy theo mức độ suy thận. Tương hợp: Tobramycin tương hợp với đa số các dịch truyền đường tĩnh mạch thông dụng hiện nay, nhưng không tương hợp với dung dịch heparin và có thể tương tác hóa học với b-lactam. Tobramycin tương kỵ với các dịch truyền có chứa alcohol, sargramostin và clyndamycin phosphate nếu được pha loãng trong dung dịch glucose để tiêm. Tobramycin tương kỵ về mặt vật lý với carbenicillin. Không được hòa lẫn với các thuốc khác trong cùng một bơm tiêm hay cùng một đường truyền tĩnh mạch","Tobramycin Các tác dụng phụ thường chỉ xảy ra với một tỉ lệ thấp ở bệnh nhân có chức năng thận bình thường khi không vượt quá liều lượng và thời gian điều trị khuyến cáo. Ở người già, bệnh nhân bị suy thận, vượt quá liều lượng và thời gian điều trị khuyến cáo thì nguy cơ xảy ra tác dụng ngoại ý sẽ gia tăng. Các phản ứng phụ đặc trưng của kháng sinh nhóm aminoglycosides được ghi nhận là độc tính trên ốc tai của dây thần kinh số 8, như chóng mặt, giựt nhãn cầu, có tiếng vo vo trong tai và giảm thính lực. Tăng BUN và tiểu ít cũng đã được ghi nhận. Tác tác dụng phụ khác: Các tác dụng phụ khác có thể xảy ra khi dùng tobramycin gồm thiếu máu, mất bạch cầu hạt, giảm tiểu cầu, sốt, phát ban, ngứa, mề đay, buồn nôn, nôn, tiêu chảy, nhức đầu, ngủ lịm, hay lẫn lộn và mất khả năng định hướng, và đau tại nơi tiêm thuốc. Các bất thường có thể xảy ra khi dùng tobramycin gồm tăng transaminase huyết thanh (SGOT-SGPT) và lactic dehydrogenase, giảm canxi, magnê, natri và kali trong huyết thanh, giảm bạch cầu, tăng bạch cầu và tăng bạch cầu ái toan","Tobramycin Tránh dùng đồng thời với các thuốc lợi tiểu mạnh như furosemide và ethacrinic acid, do chúng tiềm tàng độc tính trên tai. Dùng phối hợp tobramycin với các thuốc khác cũng có độc tính trên tai và trên thận như streptomycin, kanamycin, gentamycin, cephalosporin, polymixin B và cholistin có thể gây hiệp đồng tác động",https://thuocbietduoc.com.vn/thuoc-34381/tobcimax.aspx,Unimed Pharm Inc - KOREA,
Arinate 100mg Traphaco,VNB-0482-00,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Artesunate,Hộp 1 vỉ x 6 viên nén,Artesunate (100mg),Các thể sốt rét kể cả thể kháng chloroquine. - Ðiều trị cấp cứu sốt rét cấp tính,Quá mẫn với thành phần thuốc,"Dưới 1 tuổi: ngày 50 mg - 100 mg, 4 ngày sau: 50 mg/ngày. - Lớn hơn 5 tuổi: ngày 100 mg - 200 mg, 4 ngày sau: 100 mg/ngày. - Từ 5 - 12 tuổi: ngày 100 mg - 300 mg, 4 ngày sau: 200 mg/ngày. - Lớn hơn 12 tuổi: ngày 100 mg - 400 mg, 4 ngày sau: 200 mg/ngày","Artesunate Có thể gặp rối loạn tiêu hoá, chóng mặt, tăng transaminase, thay đổi điện tim thoáng qua","Không dùng với: corticoid; adrenalin, heparin, dextran, manitol, heptaminol, aspirin",https://thuocbietduoc.com.vn/thuoc-2400/arinate-100mg.aspx,Công ty cổ phần TRAPHACO - VIETNAM,
Amoxycillin dry syrup,VN-10847-10,Bột pha hỗn dịch uống,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Amoxycilline,Hộp 1 chai 60ml chứa 24g,Amoxycilline,,,,,,https://thuocbietduoc.com.vn/thuoc-37599/amoxycillin-dry-syrup.aspx,"Lerd Singh Pharmaceutical Fact. Ltd., Part - THAILAND",Công ty cổ phần Dược phẩm TW3 Foripharm - VIETNAM
Bedcolid,VNA-3924-01,Viên nén kèm toa,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Sulfamethoxazole , Trimethoprim","Hộp 1 lọ 100 v, hộp 5 vỉ 10 v, hộp sắt 500 v nén kèm toa","Sulfamethoxazole (-), Trimethoprim (-)","Điều trị phổ rộng các trường hợp nhiễm trùng vi khuẩn Gram (-);, Gram (+), đặc biệt đối với nhiễm lậu cầu, nhiễm trùng đường tiểu cấp không biến chứng và bệnh nhân bị viêm phổi do Pneumocystis carinii. - Nhiễm khuẩn do các vi khuẩn nhạy cảm với sulfamethoxazole và trimethoprim - Nhiễm khuẩn đường tiết niệu. - Viêm tuyến tiền liệt nhiễm khuẩn. - Nhiễm khuẩn đường hô hấp. - Đợt cấp viêm phế quản mạn. - Viêm xoang má cấp ở người lớn. - Nhiễm khuẩn đường tiêu hóa: Lỵ trực khuẩn","Quá mẫn với thành phần của thuốc. Thương tổn đáng kể nhu mô gan, suy thận nặng, phụ nữ có thai","Liều cho người lớn: - Nhiễm khuẩn đường tiết niệu: điều trị trong 10 ngày: Uống mỗi lần 1-2 viên 480mg, ngày 2 lần. - Nhiễm khuẩn đường hô hấp: điều trị trong 10 ngày: Uống mỗi lần 1-2 viên 480mg, ngày 2-3 lần. - Nhiễm khuẩn đường tiêu hóa: lỵ trực khuẩn: điều trị trong 5 ngày. Uống mỗi lần 1-2 viên 480mg, ngày 2 lần","Hiếm gặp: rối loạn tiêu hóa, viêm miệng, phản ứng ngoài da, ù tai, hồng ban đa dạng, hội chứng Stevens – Johnson, Lyell, giảm bạch cầu, giảm bạch cầu trung tính, giảm tiểu cầu","Thuốc lợi tiểu nhóm thiazid, warfarin, phenytoin, methotrexate, pyrimethamin, thuốc hạ đường huyết, cyclosporin, indomethacin",https://thuocbietduoc.com.vn/thuoc-20360/bedcolid.aspx,Công ty Bạch Ðằng - VIETNAM,
Axacef,VN-5124-07,Viên nén bao phim 500mg Cefuroxim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefuroxime acetyl,Hộp 2 vỉ x 7 viên,Cefuroxime (-),"Nhiễm khuẩn đường hô hấp dưới như viêm phổi, viêm phế quản cấp và mạn. Nhiễm khuẩn đường hô hấp trên như nhiễm khuẩn tai, mũi, họng như viêm tai giữa, viêm xoang, viêm amydale, viêm họng. Nhiễm khuẩn niệu- sinh dục: viêm bể thận, viêm bàng quang, viêm niệu đạo, nhiễm khuẩn da và mô mềm như mụn nhọt, mủ da, chốc lở. Bệnh lậu; viêm niệu đạo cấp không biến chứng do lậu cầu và viêm cổ tử cung",Không dùng cho bệnh nhân nhạy cảm với kháng sinh nhóm Cephalosporin,"Người lớn: Trong bệnh viêm phế quản và viêm phổi 500mg x 2 lần/ngày. Trong đa số các nhiễm trùng: 250mg x 2 lần /ngày. Trong nhiễm trùng đường niệu, dùng liều 125mg x 2 lần/ngày. Bệnh lậu không biến chứng: liều duy nhất 1g Trẻ em: Liều thông thường là 125mg x 2 lần/ngày hay 10mg/kg x 2 lần/ngày.Liều tối đa 250mg/ngày. Trẻ em trên 2 tuổi mắc bệnh viêm tai giữa: 250mg x 2 lần/ngày hay 15mg/kg x 2 lần/ngày, tới tối đa 500mg/ngày","Đa số các tác dụng ngoại ý do cefuroxim đều nhẹ và chỉ thoáng qua: buồn nôn, nôn, đau bụng, viêm đại tràng giả. Tăng bạch cầu ưa eosin và tăng thoáng qua các men gan",Probenecid làm chậm sự bài tiết cefuroxim,https://thuocbietduoc.com.vn/thuoc-24216/axacef.aspx,"Medreich Sterilab., Ltd - India",
Cefratalis,VN-4841-07,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cephradine,Hộp 10 lọ,Cephradine (-),"Cephradine Nhiễm trùng đường hô hấp trên (viêm họng, viêm xoang, viêm tai giữa, viêm họng-phế quản); & dưới (viêm phế quản cấp & mãn, viêm phế quản phổi, viêm phổi thuỳ). Nhiễm trùng da & mô mềm (ápxe, viêm mô mềm, mụn, nhọt, chốc lở). Giúp giảm nguy cơ nhiễm trùng hậu phẫu khi phẫu thuật có nguy cơ nhiễm trùng cao",Cephradine Quá mẫn với cephalosporin,"Cephradine Uống không phụ thuộc bữa ăn. Trẻ 6-12 tuổi: 10mL/lần x 2-4 lần/ngày. Trẻ 1-6 tuổi: 5mL/lần x 2-4 lần/ngày. Trẻ < 1 tuổi: 25 mg/kg/ngày, chia 2-4 liều hoặc 1.25-2.5mL/lần x 2 lần/ngày. Viêm tai giữa 10-20mL/lần x 2-3 lần/ngày. Tối đa 4g/ngày. Suy thận: chỉnh liều theo ClCr","Cephradine Viêm lưỡi, ợ nóng, chóng mặt, buồn nôn, nôn, tiêu chảy, đau bụng, viêm âm đạo, bội nhiễm nấm. Mề đay, nổi mẩn, đau khớp, phù","Cephradine Dùng đồng thời probenecid uống sẽ cạnh tranh ức chế bài tiết của đa số các cephalosporin ở ống thận, làm tăng và kéo dài nồng độ của cephalosporin trong huyết thanh",https://thuocbietduoc.com.vn/thuoc-24229/cefratalis.aspx,Vitrofarma S.A - COLOMBIA,
Tinidazol,VD-3250-07,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Tinidazole,Hộp 10 vỉ x 10 viên,Tinidazole (500mg),"Nhiễm trùng kỵ khí đường tiêu hóa, phụ khoa, da & mô mềm. - Nhiễm Trichomonas niệu sinh dục. - Nhiễm Giardia. - Nhiễm Amip ruột & gan. - Dự phòng nhiễm trùng kỵ khí hậu phẫu","Quá mẫn với imidazol. - Tiền sử rối loạn huyết học, rối loạn thần kinh thực thể. - Phụ nữ có thai 3 tháng đầu & khi cho con bú","Nhiễm trùng kỵ khí người lớn: uống 5 - 6 ngày, 2 g/lần/ngày đầu, sau đó 1 g/lần/ngày. - Nhiễm Trichomonas người lớn: liều duy nhất 2 g; trẻ em: liều duy nhất 50 - 70 mg/kg. - Nhiễm Giardia người lớn: liều duy nhất 2 g; trẻ em: liều duy nhất 50 -75 mg/kg. - Nhiễm Amip người lớn: 2 g/lần/ngày, uống 3 ngày, trẻ em: 50 - 60 mg/kg/lần/ngày, uống 3 ngày. - Dự phòng nhiễm trùng hậu phẫu người lớn: liều duy nhất 2 g trước mổ 12 giờ","Buồn nôn, chán ăn, tiêu chảy, miệng có vị kim loại. - Ngứa, mày đay, phù thần kinh mạch. - Nhức đầu, chóng mặt. Có thể gây giảm bạch cầu hạt",Tránh dùng với rượu,https://thuocbietduoc.com.vn/thuoc-21486/tinidazol.aspx,Công ty cổ phần Dược phẩm TW3 Foripharm - VIETNAM,
