Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Vancomycin hydrocloride powder for solution for injection 500mg,VN-20816-17,Bột đông khô pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Vancomycin (dưới dạng Vancomycin hydro chlorid) 500mg,Hộp 1 lọ,Vancomycin (dưới dạng Vancomycin hydro chlorid),"Viêm nội tâm mạc, viêm tủy xương, viêm phổi, nhiễm trùng huyết, nhiễm trùng da. - Viêm khớp, viêm phổi sinh mủ, viêm mủ màng phổi, viêm phúc mạc, viêm màng não",Quá mẫn với vancomycin hoặc các kháng sinh khác,"Người lớn liều dùng đường IV: 500 mg trong 6 giờ hoặc 1 g trong 12 giờ. - Trẻ em liều dùng đường IV: 10 mg/kg TRONG 6 giờ. - Trẻ sơ sinh, trẻ nhỏ liều dùng đường IV: 10 - 15 mg/kg trong 12 giờ","Vancomycin Các phản ứng sốt, buồn nôn, ớn lạnh, mẩn đỏ ở da, và sự thay đổi chức năng thận có thể xảy ra, và hiếm khi xảy ra phản ứng miễn dịch và giảm bạch cầu trung tính. Giảm tiểu cầu thì hiếm khi xuất hiện. Giảm bạch cầu trung tính thì biến mất khi ngưng điều trị. Tăng huyết áp thì xuất hiện ở 5-10% bệnh nhân. Ðộc tính trên tai và thận đã được quan sát. Các phản ứng liên quan đến việc tiêm truyền: - Ban đỏ ở cổ hoặc trên cơ thể với phát ban ở cổ có thể xảy ra kết hợp với chứng khó thở, mề đay và ngứa. - Hội chứng giảm huyết áp kết hợp giảm áp lực tâm thu từ vừa đến mức độ nặng. - Hội chứng viêm co cứng thì hiếm khi xuất hiện, được đặc trưng bởi các cơn đau cấp tính, co cơ ngực hoặc cơ gần cột sống. Nói chung, các phản ứng này có thể xuất hiện trong 20 phút hoặc có thể kéo dài trong vài giờ. Phản ứng miễn dịch, viêm tróc da, hội chứng Stevens- Johnson và viêm mạch thì hiếm khi được báo cáo","Thuốc gây mê. Các loại thuốc có độc tính trên hệ thần kinh & thận như amphotericin B, aminoglycoside, bacitracin, polymixin B, colistin, viomycin, cisplatin",https://thuocbietduoc.com.vn/thuoc-58738/vancomycin-hydrocloride-powder-for-solution-for-injection-500mg.aspx,Agila Specialties Pvt. ltd. - INDIA,Mi Pharma Private Limited - INDIA
Levof,VN-5691-10,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Levofloxacine hemihydrate,Hộp 1 vỉ x 10 viên,Levofloxacine (500mg Levofloxacin),"Điều trị nhiễm trùng nhẹ, trung bình & nặng ở người lớn > 18 tuổi như: Viêm xoang cấp, đợt cấp viêm phế quản mãn, viêm phổi, viêm phổi mắc phải trong cộng đồng, nhiễm trùng da & cấu trúc da, nhiễm trùng đường tiết niệu có & không có biến chứng, viêm thận - bể thận cấp tính","Quá mẫn với thành phần thuốc, nhóm quinolon","Levofloxacine Liều lượng và đường dùng tùy từng loại và độ nặng nhiễm khuẩn và độ nhạy của tác nhân gây bệnh được nghi ngờ. Trong trường hợp cần phải điều trị bước đầu bằng đường tĩnh mạch với dung dịch tiêm truyền levofloxacin (bệnh nhân không thích hợp với đường uống), sau vài ngày có thể chuyển từ đường tĩnh mạch lúc đầu sang dùng đường uống với cùng liều lượng, tùy theo tình trạng của bệnh nhân","Có thể có: buồn nôn, nôn, tiêu chảy, thay đổi vị giác, rối loạn giấc ngủ, nhức đầu, chóng mặt. - Hiếm: nhạy cảm ánh nắng, đau sưng khớp/cơ/gân, đau bụng, thay đổi thị giác, phản ứng dị ứng. - Rất hiếm: động kinh, rối loạn tinh thần, đau ngực, rối loạn nhịp tim, bồn chồn, lo âu, thay đổi lượng nước tiểu, vàng mắt/da, Bội nhiễm khi dùng kéo dài","Levofloxacine Thuốc viên: Không có sự tương tác có ý nghĩa với thức ăn. Hai giờ trước hoặc sau khi uống levofloxacin, không nên uống những chế phẩm có chứa các cation hóa trị hai hoặc hóa trị ba như các muối sắt hoặc thuốc kháng-acid chứa magnesi hay nhôm, vì có thể làm giảm hấp thu. Sinh khả dụng của levofloxacin giảm có ý nghĩa khi thuốc được dùng chung với sucralfate, vì thế chỉ nên uống sucralfate 2 giờ sau khi uống levofloxacin. Thuốc và dung dịch tiêm truyền: Trong một nghiên cứu lâm sàng, không thấy các tương tác dược động học của levofloxacin với theophyllin. Tuy vậy, ngưỡng co giật ở não có thể giảm đáng kể khi dùng chung quinolone với theophyllin, fenbufen hoặc các thuốc kháng viêm không-steroid tương tự hoặc các thuốc khác có tác dụng hạ thấp ngưỡng co giật. Nên thận trọng khi dùng chung levofloxacin với những thuốc ảnh hưởng sự bài tiết ở ống thận như probenecid và cimetidine, đặc biệt là trên bệnh nhân suy thận.Tăng thời gian đông máu (PT/INR) và/hoặc chảy máu, có thể trầm trọng, đã được báo cáo trên bệnh nhân được điều trị levofloxacin phối hợp với thuốc đối kháng vitamin K (ví dụ warfarin). Do đó, cần theo dõi các xét nghiệm đông máu trên bệnh nhân được điều trị thuốc đối kháng vitamin K",https://thuocbietduoc.com.vn/thuoc-34421/levof.aspx,"XL Laboratories Pvt., Ltd - India",
IM-CIL,VN-18289-14,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Imipenem (dưới dạng Imipenem natri) 500mg; Cilastatin (dưới dạng Cilastatin natri) 500mg,Hộp 1 lọ,"Imipenem (500mg), Imipenem + Cilastatin (500mg)","Nhiễm trùng ổ bụng, đường hô hấp dưới, phụ khoa, tiết niệu sinh dục, xương khớp, da và mô mềm. - Viêm nội tâm mạc, nhiễm trùng huyết",Quá mẫn cảm với thuốc,"được tính theo imipenem trong hợp chất. - Nhiễm khuẩn do vi khuẩn nhạy cảm, tiêm truyền tĩnh mạch, người lớn, 1 - 2 g/ngày (chia làm 3 - 4 lần); - Nhiễm khuẩn do vi khuẩn giảm nhạy cảm, người lớn, tới 50 mg/kg/ngày (liều tối đa 4 g/ngày); -Trẻ trên 3 tháng tuổi, 60 mg/kg/ngày (liều tối đa 2 g/ngày) chia làm 4 lần; - Trẻ em nặng trên 40 kg, liều người lớn. - Người lớn Phòng ngừa: tiêm truyền IV 1000 mg khi bắt đầu gây mê 1000 mg vào 3 giờ sau đó. - Suy thận: liều không quá 2 g/ngày. Pha chế và sử dụng: Theo chỉ dẫn của nhà sản xuất. Dung dịch tiêm bắp không được dùng tiêm tĩnh mạch. Dung dịch tiêm truyền không được dùng tiêm bắp","Viêm tĩnh mạch huyết khối, đau, cứng, hồng ban & nhạy đau tại chỗ tiêm",Ganciclovir,https://thuocbietduoc.com.vn/thuoc-47119/im-cil.aspx,"Sanjivani Paranteral., Ltd - India",Công ty TNHH Y tế Cánh Cửa Việt - VIETNAM
Pan-Cloxacillin 500mg,300110022523,Bột pha tiêm truyền,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cloxacillin (dưới dạng Cloxacillin natri) 500mg,Hộp 50 lọ,Cloxacillin (dưới dạng Cloxacillin natri),"Nhiễm khuẩn do Staphylococcus sinh penicillinase: nhiễm khuẩn xương khớp, nhiễm khuẩn huyết, viêm nội tâm mạc, viêm phúc mạc, viêm phổi, nhiễm khuẩn da. Dự phòng các nhiễm khuẩn phẫu thuật",Quá mẫn với penicillin. Trẻ sơ sinh. Bệnh nhân suy thận nặng,"Người lớn & trẻ > 20 kg: 500 mg/lần, 3-4 lần/24 giờ; Trẻ < 20 kg: 50-100 mg/kg/24 giờ, chia 3-4 lần","Quá mẫn: mề đay, sốt, đau khớp, phù thần kinh mạch, sốc. Tổn thương thận. Tiêu chảy. Viêm tĩnh mạch huyết khối tại chỗ",Không trộn chung với các aminoglycosid. Chất chống đông máu. Probenecid,https://thuocbietduoc.com.vn/thuoc-45333/pan-cloxacillin-500mg.aspx,Panpharma - FRANCE,
Risabin injection,VN-19116-15,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Amikacin (dưới dạng Amikacin sulfat) 500mg,,Amikacin (500mg),"Nhiễm khuẩn do vi khuẩn nhạy cảm gram âm và gram dương, kể cả Pseudomonas sp. - Nhiễm trùng đường hô hấp, đường tiết niệu, ổ bụng và nhiễm trùng phụ khoa, nhiễm trùng máu, nhiễm trùng xương và khớp, và nhiễm trùng da và cấu trúc da",Bệnh nhân quá mẫn với amikacin,"Tiêm bắp: Người lớn, trẻ lớn và trẻ nhỏ với chức năng thận bình thường : 15 mg/kg thể trọng/ngày chia ra nhiều lần cách quảng 8 - 12 giờ. Tổng liều hàng ngày cho người lớn không nên vượt quá 1,5 g. - Tiêm tĩnh mạch: Liều dùng tương tự liều tiêm bắp. Ðể tiêm tĩnh mạch, dung dịch nên được tiêm chậm trong 2 - 3 phút. Nếu truyền tĩnh mạch, dung dịch nên được truyền trong 30 -60 phút ở người lớn và 1 - 2 giờ ở trẻ em","Ðộc trên tai, độc trên thận",Amikacin có thể gây tổn thương tiền đình. Nên theo dõi định kỳ chức năng gan. Liều nên được giảm ở bệnh nhân suy thận,https://thuocbietduoc.com.vn/thuoc-49318/risabin-injection.aspx,"Chunggei Pharm Co., Ltd. - KOREA",Công ty TNHH Thương mại Dược phẩm Đông Phương - VIETNAM
Biocip Claris,VN-9620-10,Dung dịch tiêm truyền,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Ciprofloxacin,Chai nhựa 100ml,Ciprofloxacin (200mg/100ml),"Viêm phổi, viêm phế quản, viêm màng phổi, ápxe phổi, giãn phế quản bội nhiễm, đợt cấp viêm phế quản mạn. - Viêm cầu thận cấp & mạn, viêm tuyến tiền liệt, viêm bàng quang. - Viêm tai giữa, viêm xoang. - Nhiễm lậu cầu. - Nhiễm khuẩn da & mô mềm. - Tiêu chảy nhiễm khuẩn, viêm phúc mạc, viêm đường mật, viêm phần phụ, viêm xương khớp. - Nhiễm khuẩn huyết",Dị ứng với nhóm quinolone. Trẻ em đang tăng trưởng,Truyền IV chậm người lớn: + Nhiễm khuẩn đường tiểu 100 mg x 2 lần/ngày. + Nhiễm khuẩn hô hấp dưới 200 mg x 2 lần/ngày. + Nhiễm khuẩn khác 200 mg x 2 lần/ngày. + Lậu liều đơn 150 mg. + Suy thận ClCr < 20 mL/phút: 1/2 liều,"Tiêu chảy, nôn, đau bụng, nhức đầu, khó ngủ, nổi mẩn. - Rất hiếm: co giật, đau khớp, tăng men gan, viêm tĩnh mạch",Theophylline. Probenecid,https://thuocbietduoc.com.vn/thuoc-32680/biocip.aspx,"Claris Lifesciences., Ltd - India",
Azithromycin 250mg Medchem,VN-8119-04,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Azithromycin,Hộp 1 vỉ x 6 viên,Azithromycin (250mg),"Nhiễm khuẩn đường hô hấp dưới: viêm phế quản cấp, viêm phổi & Nhiễm khuẩn đường hô hấp trên: viêm xoang, viêm họng & amiđan, viêm tai giữa, viêm yết hầu. - Các nhiễm khuẩn da & mô mềm. - Bệnh lây truyền qua đường tình dục ở cả nam & nữ do Chlamydia trachomatis hoặc Neisseria gonorrhoeae",Quá mẫn với azithromycin hoặc nhóm macrolid,"Uống 1 lần/ngày, uống 1 giờ trước bữa ăn hoặc 2 giờ sau khi ăn: - Trẻ em: 10 mg/kg cho ngày đầu tiên, sau đó 5 mg/kg/ngày từ ngày thứ 2 đến ngày thứ 5 hoặc 10 mg/kg/ngày x 3 ngày. - Người lớn: ngày đầu tiên uống một liều 500 mg, 4 ngày tiếp theo dùng liều đơn 250 mg/ngày","Buồn nôn, đau bụng, co cứng cơ bụng, nôn, đầy hơi, tiêu chảy",Không dùng với các dẫn chất nấm cựa gà. Uống cách ít nhất 1 giờ trước hoặc 2 giờ sau khi dùng thuốc kháng acid,https://thuocbietduoc.com.vn/thuoc-2826/azithromycin.aspx,Medchem International - India,"Evergreen Tiancheng Pharm Co., Ltd - CHINA"
Via-Roxime - 250mg,VD-5439-08,Viên nén dài bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefuroxim axetil,Hộp 1 vỉ x 10 viên,Cefuroxime (250mg),"Nhiễm khuẩn đường hô hấp dưới như viêm phổi, viêm phế quản cấp và mạn. Nhiễm khuẩn đường hô hấp trên như nhiễm khuẩn tai, mũi, họng như viêm tai giữa, viêm xoang, viêm amydale, viêm họng. Nhiễm khuẩn niệu- sinh dục: viêm bể thận, viêm bàng quang, viêm niệu đạo, nhiễm khuẩn da và mô mềm như mụn nhọt, mủ da, chốc lở. Bệnh lậu; viêm niệu đạo cấp không biến chứng do lậu cầu và viêm cổ tử cung",Không dùng cho bệnh nhân nhạy cảm với kháng sinh nhóm Cephalosporin,"Người lớn: Trong bệnh viêm phế quản và viêm phổi 500mg x 2 lần/ngày. Trong đa số các nhiễm trùng: 250mg x 2 lần /ngày. Trong nhiễm trùng đường niệu, dùng liều 125mg x 2 lần/ngày. Bệnh lậu không biến chứng: liều duy nhất 1g Trẻ em: Liều thông thường là 125mg x 2 lần/ngày hay 10mg/kg x 2 lần/ngày.Liều tối đa 250mg/ngày. Trẻ em trên 2 tuổi mắc bệnh viêm tai giữa: 250mg x 2 lần/ngày hay 15mg/kg x 2 lần/ngày, tới tối đa 500mg/ngày","Đa số các tác dụng ngoại ý do cefuroxim đều nhẹ và chỉ thoáng qua: buồn nôn, nôn, đau bụng, viêm đại tràng giả. Tăng bạch cầu ưa eosin và tăng thoáng qua các men gan",Probenecid làm chậm sự bài tiết cefuroxim,https://thuocbietduoc.com.vn/thuoc-28246/via-roxime-250mg.aspx,Công ty cổ phần Dược phẩm Hà Tây - VIETNAM,
Cenaseit Injection,VN-20173-16,Bột pha tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefamandol (dưới dạng Cefamandol nafat) 1000mg,Hộp 10 lọ,Cefamandole (1000mg),Viêm đường hô hấp dưới bao gồm viêm phổi. Viêm đường tiết niệu. Viêm phúc mạc. Nhiễm trùng máu. Viêm xương khớp. Nhiễm trùng da & mô mềm. Dự phòng trong phẫu thuật,Mẫn cảm với penicillin & cephalosporin,"Tiêm IM hay IV: - Người lớn: 0,5 - 1 g; mỗi lần dùng cách nhau 4 - 8 giờ. Nhiễm trùng nặng: 2 g/4 giờ (tối đa 12 g/ngày);. - Trẻ em: 50 - 100 mg/kg/ngày. Nhiễm trùng nặng: 150 mg/kg/ngày. - Dự phòng phẫu thuật Người lớn: 1 - 2 g tiêm 0,5 - 1 giờ trước mổ, sau mổ 1 - 2 g/6 giờ x 1 - 2 ngày. - Người suy thận: chỉnh liều theo ClCr","Ðau tại chỗ, viêm tĩnh mạch. Phản ứng da, phù vận mach, sốc phản vệ, co thắt phế quản. Ðau bụng, buồn nôn, nôn, đại tiện lỏng",Thuốc gây độc thận như aminoglycosid,https://thuocbietduoc.com.vn/thuoc-51289/cenaseit-injection.aspx,"Schnell Korea Pharma Co., Ltd - KOREA","Hana Pharm Co., Ltd - KOREA"
Cefixime 100mg,VN-7034-08,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefixime,Hộp 1 vỉ x 10 viên,Cefixime (100mg),"Viêm tai giữa, viêm họng, viêm amidan, viêm phế quản, viêm phổi cấp & mãn tính. - Nhiễm trùng tiết niệu - sinh dục, bệnh lậu, da & mô mêm. - Điều trị thương hàn. - Dự phòng nhiễm trùng phẫu thuật",Quá mẫn với cephalosporin,"Người lớn & trẻ > 12 tuổi: 50 - 100 mg x 2 lần/ngày, có thể tăng lên 200 mg x 2 lần/ngày. - Nhiễm khuẩn đường tiểu do lậu liều duy nhất 400 mg. Suy thận: giảm liều","Rối loạn tiêu hoá, nhức đầu, nổi mẫn, mề đay, ngứa, sốt, đau khớp. giảm tiểu cầu, giảm bạch cầu, tăng bạch cầu ái toan, thay đổi chức năng gan, thận",Warfarin,https://thuocbietduoc.com.vn/thuoc-29328/cefixime-100mg.aspx,"Medico Remedies Pvt., Ltd - India",Công ty TNHH Dược phẩm Khánh Như - VIETNAM
