Tên hoạt chất,tên khác,tên biệt dược,thành phần,dược lực,dược động học,tác dụng,chỉ định,chống chỉ định,thận trọng lúc dùng,liều lượng - cách dùng,tương tác thuốc,tác dụng ngoại ý (tác dụng phụ),quá liều,bảo quản,bao che - đóng gói,Nguồn URL
Pemetrexed,,Alimta,Pemetrexed,"Pemetrexed là một thuốc chống folat chống ung thư nhiều mục tiêu, có tác dụng nhờ phá vỡ các quá trình chuyển hóa chủ yếu phụ thuộc folat cần thiết cho sự sao chép tế bào. Các nghiên cứu in vitro cho thấy pemetrexed có tác dụng của một thuốc chống folat nhiều mục tiêu bằng cách ức chế thymidylat synthase (TS);, dihydrofolat reductase (DHFR), và glycinamid ribonucleotid formyltransferase (GARFT), là những enzym phụ thuộc folat chủ chốt đối với sinh tổng hợp của thymidin và các purin nucleotid. Pemetrexed được vận chuyển vào trong tế bào bởi cả các hệ thống chất mang folat khử và vận chuyển protein gắn kết folat màng. Một khi ở trong tế bào, pemetrexed được chuyển đổi nhanh và với hiệu suất cao thành các dạng polyglutamat bởi enzym folylpolyglutamat synthetase. Các dạng polyglutamat được giữ trong tế bào và còn là những chất ức chế TS và GARFT mạnh hơn. Sự đa glutamat hóa là một quá trình phụ thuộc vào thời gian và nồng độ xảy ra trong các tế bào ung thư, và ở mức độ hạn chế hơn, trong các mô bình thường. Các chất chuyển hóa đa-glutamat hóa có sự tăng nửa đời trong tế bào dẫn đến sự kéo dài tác dụng của thuốc trong các tế bào ung thư","Đặc tính dược động học của pemetrexed sau khi dùng đơn liều đã được đánh giá trên 426 bệnh nhân ung thư có u rắn khác nhau với các liều từ 0,2 đến 838 mg/m2 được tiêm truyền trong thời gian 10 phút. Pemetrexed có thể tích phân bố ở trạng thái cân bằng là 9 lít/m2. Các nghiên cứu in vitro cho thấy pemetrexed liên kết với protein huyết tương khoảng 81%. Sự kết hợp không bị ảnh hưởng đáng kể bởi các mức độ suy thận khác nhau. Pemetrexed ít chuyển hóa ở gan. Pemetrexed được bài tiết chủ yếu qua nước tiểu, với 70% đến 90% của liều dùng được thu hồi ở dạng không đổi trong nước tiểu trong vòng 24 giờ đầu sau khi tiêm truyền. Hệ số thanh thải tổng cộng của pemetrexed là 91,8 ml/phút và nửa đời thải trừ khỏi huyết tương là 3,5 giờ ở bệnh nhân có chức năng thận bình thường (độ thanh thải creatinin là 90 ml/phút). Sự dao động về độ thanh thải giữa các bệnh nhân ở mức độ vừa, là 19,3%. Mức độ phơi nhiễm hệ thống (AUC) của pemetrexed và nồng độ tối đa trong huyết tương tăng tỷ lệ với liều. Dược động học của pemetrexed không thay đổi trong nhiều chu kỳ điều trị. Các đặc tính dược động học của pemetrexed không bị ảnh hưởng bởi cisplatin dùng đồng thời. Bổ sung acid folic đường uống và vitamin B12 tiêm bắp không ảnh hưởng tới dược động học của pemetrexed","Pemetrexed tương tự với acid folic về mặt hóa học và thuộc nhóm thuốc hóa trị gọi là folat antimetabolites. Nó hoạt động bằng cách ức chế ba enzyme trong tổng hợp purine và pyrimidine —thymidylate synthase (TS), dihydrofolate reductase (DHFR), và glycinamide ribonucleotide formyltransferase (GARFT). Bằng cách ức chế hình thành tiền nucletide purin và pyrimidine, pemetrexed ngăn chặn sự hình thành DNA và ARN cần thiết cho sự tăng trưởng và sống của cả tế bào bình thường và tế bào ung thư. Sự chuyển đổi của pemetrexed thành dạng hoạt động của nó xảy ra dễ dàng hơn trong các tế bào ung thư so với các tế bào bình thường, dẫn đến mức độ cao hơn của dạng hoạt động của thuốc và thời gian tác dụng dài hơn trong các tế bào ung thư. Điều này dẫn đến việc phân chia các tế bào ung thư bị giảm, trong khi các tế bào bình thường chỉ bị ảnh hưởng nhẹ","Lựa chọn hàng đầu trong ung thư phổi không phải tế bào nhỏ khu trú giai đoạn muộn hoặc đã di căn, không phải tế bào hình vảy theo mô học (kết hợp cisplatin) hoặc dùng đơn độc như liệu pháp thay thế (hàng thứ hai). U trung biểu mô màng phổi ác tính không thể cắt bỏ & chưa hóa trị (kết hợp cisplatin)",Mẫn cảm với thành phần thuốc. Ngừng cho con bú trong khi điều trị với pemetrexed. Dùng đồng thời vaccin sốt vàng,"ClCr < 45mL/phút, trẻ em & thiếu niên < 18t.: không khuyến cáo. Bệnh nhân bị mất nước, tăng HA, đái tháo đường, có yếu tố nguy cơ tim mạch từ trước; có dịch ở khoang thứ ba có ý nghĩa lâm sàng; nam giới trưởng thành (có thể gây tổn hại về di truyền); điều trị tia xạ; suy thận nhẹ-vừa; có thai; lái xe/vận hành máy móc. Phân loại FDA trong thai kỳ Không có dữ liệu từ việc sử dụng pemetrexed ở phụ nữ mang thai nhưng pemetrexed, cũng như các chất chống chuyển hóa khác, bị nghi là gây những khuyết tật bẩm sinh nghiêm trọng khi dùng trong thời kỳ mang thai. Nghiên cứu trên động vật cho thấy có độc tính sinh sản (xem phần Dữ liệu an toàn tiền lâm sàng). Pemetrexed không được dùng trong thời kỳ mang thai trừ khi thật sự cần thiết sau khi đã cân nhắc kỹ sự cần thiết điều trị cho mẹ và nguy cơ đối với thai (xem phần Cảnh báo). Phụ nữ có khả năng mang thai phải dùng biện pháp tránh thai hữu hiệu trong khi điều trị với pemetrexed. Pemetrexed có thể gây tổn hại di truyền. Nam giới trưởng thành về sinh dục được khuyên không nên làm cha trong khi điều trị và tới 6 tháng sau đó. Các biện pháp tránh thai hoặc kiêng quan hệ tình dục được khuyến cáo. Do trị liệu với pemetrexed có khả năng gây vô sinh không hồi phục, nam giới được khuyên tìm sự tư vấn về cất trữ tinh trùng trước khi bắt đầu điều trị. Không biết pemetrexed có bài tiết vào sữa người hay không và không thể loại trừ các tác dụng không mong muốn trên trẻ bú sữa mẹ. Phải ngừng cho con bú trong khi điều trị với pemetrexed (xem phần Chống chỉ định). Pemetrexed được thải trừ chủ yếu ở dạng không đổi qua thận nhờ bài tiết ở ống thận và một phần nhờ lọc ở cầu thận. Việc dùng đồng thời với các thuốc độc trên thận (như aminoglycosid, thuốc lợi tiểu quai, hợp chất platin, cyclosporin) có thể làm chậm sự thanh thải pemetrexed. Cần thận trọng khi phối hợp các thuốc này. Nếu cần dùng, phải theo dõi chặt chẽ độ thanh thải creatinin. Việc dùng đồng thời với các chất cũng được bài tiết bởi ống thận (như probenecid, penicilin) có khả năng làm chậm sự thanh thải pemetrexed. Phải thận trọng khi dùng các thuốc này kết hợp với pemetrexed. Nếu cần dùng, phải theo dõi chặt chẽ độ thanh thải creatinin. Ở bệnh nhân có chức năng thận bình thường (độ thanh thải creatinin ≥ 80 ml/phút), liều cao các thuốc chống viêm không steroid (NSAID, như ibuprofen > 1.600 mg/ngày) và aspirin ở liều cao (≥ 1,3 g/ngày) có thể làm giảm sự thải trừ pemetrexed, và do đó làm tăng các tác dụng không mong muốn của pemetrexed. Vì vậy, phải thận trọng khi dùng liều cao NSAID, hoặc aspirin đồng thời với pemetrexed cho bệnh nhân có chức năng thận bình thường (độ thanh thải creatinin ≥ 80 ml/phút). Ở bệnh nhân có suy thận nhẹ đến vừa (độ thanh thải creatinin từ 45 đến 79 ml/phút), phải tránh dùng đồng thời NSAID (như ibuprofen), hoặc aspirin ở liều cao trong 2 ngày trước, ngày dùng, và 2 ngày sau khi dùng pemetrexed (xem phần Cảnh báo)","Uống một corticosteroid (tương đương dexamethason) 4 mg x 2 lần/ngày vào ngày trước, ngày tiêm truyền và ngày sau khi tiêm truyền pemetrexed. Bổ sung ít nhất 5 liều acid folic (hoặc chế phẩm nhiều vitamin chứa acid folic (350-1000 mcg)) trong 7 ngày trước liều pemetrexed đầu tiên, tiếp tục uống trong đợt điều trị và trong 21 ngày sau liều pemetrexed cuối cùng. Tiêm IM vit B12 (1000 mcg) trong tuần trước liều pemetrexed đầu tiên và cứ 3 chu kỳ một lần sau đó (có thể cùng ngày với pemetrexed). Phối hợp cisplatin: Ngày thứ nhất mỗi chu kỳ 21 ngày: tiêm truyền tĩnh mạch trong 10 phút 500 mg/m2, khoảng 30 phút sau, tiêm truyền trong 2 giờ 75 mg/m2 cisplatin. Chống nôn và bù nước trước &/hoặc sau tiêm truyền cisplatin. Dùng đơn độc: Ung thư phổi không phải tế bào nhỏ đã từng hóa trị: Ngày thứ nhất mỗi chu kỳ 21 ngày: tiêm truyền tĩnh mạch trong 10 phút 500 mg/m2. Chỉnh liều chu kỳ tiếp sau dựa trên độc tính trên, ngoài huyết học & độc tính thần kinh","thuốc Thận trọng phối hợp: Aminoglycosid, thuốc lợi tiểu quai, hợp chất platin, cyclosporin; probenecid, penicillin; NSAID (liều cao), aspirin; thuốc uống chống đông. Không khuyến cáo: Vaccin sống giảm độc tính. Trong khi không có dữ liệu về nguy cơ tương tác với NSAID có nửa đời thải trừ dài hơn như piroxicam hoặc rofecoxib, phải tránh dùng đồng thời với pemetrexed trong ít nhất 5 ngày trước ngày dùng, và ít nhất 2 ngày sau khi dùng pemetrexed (xem phần Cảnh báo). Pemetrexed ít được chuyển hóa ở gan. Các kết quả nghiên cứu in vitro với microsome gan người cho thấy pemetrexed có thể không gây ức chế có ý nghĩa lâm sàng sự chuyển hóa của các thuốc được chuyển hóa bởi CYP3A, CYP2D6, CYP2C9, và CYP1A2. Tương tác hay gặp với tất cả thuốc độc hại tế bào: Vì nguy cơ huyết khối tăng lên ở bệnh nhân ung thư, liệu pháp chống đông thường được dùng. Do có sự dao động lớn giữa các cá thể về tình trạng đông máu trong các bệnh và do khả năng tương tác giữa các thuốc chống đông máu đường uống với hóa trị liệu chống ung thư nên cần phải theo dõi INR (International Normalised Ratio: tỷ số bình thường hóa quốc tế) thường xuyên hơn, nếu quyết định sử dụng các thuốc chống đông đường uống cho bệnh nhân","Giảm bạch cầu trung tính/bạch cầu hạt, giảm bạch cầu, giảm Hb, giảm tiểu cầu. Viêm kết mạc. Tiêu chảy, nôn, viêm miệng/họng, buồn nôn, chán ăn, táo bón, khó tiêu. Mệt mỏi. Mất nước. Bệnh thần kinh cảm giác. Loạn vị giác. Tăng creatinin, giảm ClCr. Ban, rụng tóc lông","Các triệu chứng của quá liều được báo cáo gồm giảm bạch cầu trung tính, thiếu máu, giảm số lượng tiểu cầu, viêm niêm mạc, đa bệnh lý thần kinh cảm giác và ban da. Các biến chứng dự đoán của quá liều gồm ức chế tủy xương được biểu hiện bởi giảm bạch cầu trung tính, giảm số lượng tiểu cầu và thiếu máu. Ngoài ra, có thể gặp nhiễm khuẩn có hoặc không có sốt, tiêu chảy, và/hoặc viêm niêm mạc. Trong trường hợp nghi quá liều, phải theo dõi bệnh nhân, kiểm tra công thức máu và thực hiện liệu pháp hỗ trợ khi cần. Cân nhắc việc sử dụng calci folinat/acid folinic trong điều trị quá liều pemetrexed",,Bột đông khô pha dung dịch tiêm truyền;Bột pha dung dịch tiêm truyền;Bột đông khô pha dung dịch đậm đặc để pha dung dịch tiêm truyền tĩnh mạch,https://thuocbietduoc.com.vn/thuoc-goc-1073/pemetrexed.aspx
Adefovir,,,Adefovir dipivoxil,"Adefovir là một thuốc kháng virus có khả năng ức chế các enzym cần thiết để virus viêm gan siêu vi B (HBV); và HIV sinh sản. Các virus như HIV và HBV sử dụng vật liệu di truyền của tế bào cơ thể để tạo thêm virus lan nhiễm cho các tế bào khác. Adefovir can thiệp vào vòng đời của HBV để ngăn chặn sự tạo thêm virus. Adefovir gắn kết đặc hiệu với các enzym DNA polymerase, vì thế HBV không thể xây dựng vật liệu di truyền cần thiết để tạo thêm virus và nhiễm thêm cho các tế bào khác","Hấp thu: Adefovir dipivoxil là tiền chất ester dipivaloyloxymethyl của adefovir. Sinh khả dụng của adefovir khi uống 10 mg adeforvir dipivoxil là 59%. Ở liều dùng 10 mg adefovir dipivoxil cho bệnh nhân viêm gan siêu vi B mạn tính, nồng độ tối đa trong huyết tương đạt được (Cmax) sau 1,75 giờ. Giá trị Cmax và AUC là 16,7 ng/ ml và 204,40 ng.giờ/ ml. Tác dụng của adefovir không bị ảnh hưởng khi uống 10 mg adefovir dipivoxil trong bữa ăn. Thời gian tmax kéo dài khoảng 2 giờ. Phân bố: Sau khi uống, adefovir được phân bố hầu hết các mô, nồng độ cao nhất là ở thận, gan và ruột. In vitro, adefovir gắn vào huyết tương hay protein huyết tương người ≤ 4%, với nồng độ adefovir khoảng 0,1 đến 25 µg/ ml. Thể tích phân bố ở trạng thái ổn định sau khi tiêm liều 1 mg/ kg/ ngày là 392 ± 75 ml/ kg, liều 3 mg/ kg/ ngày là 352 ± 9 ml/ kg. Chuyển hóa: Sau khi uống, adefovir dipivoxil chuyển hóa nhanh thành adefovir. Ở nồng độ cao hơn gấp 4.000 lần nồng độ đã quan sát in vivo, adefovir không ức chế các enzym CYP450 sau: CYP1A2, CYP2D6, CYP2C9, CYP2C19, CYP3A4 ở người. Dựa trên các kết quả thử nghiệm in vitro và đường thải trừ adefovir qua thận, khả năng tương tác qua trung gian CYP450 giữa adefovir với các thuốc khác thấp. Thải trừ: Adefovir được bài tiết ra nước tiểu thông qua sự phối hợp của sự lọc ở cầu thận và sự bài tiết chủ động ở ống thận. Độ thanh thải qua thận trung bình ở người có chức năng thận bình thường (Clcr > 80 ml/ phút) là 221 ml/ phút (172 - 316 ml/ phút) gấp 2 lần độ thanh thải creatinin. Sau khi uống liều lặp lại 10 mg adefovir dipivoxil, 45% thuốc được tìm thấy ở dạng adefovir trong nước tiểu hơn 24 giờ",,"Điều trị viêm gan B mạn tính ở người lớn với: Bệnh gan còn bù có bằng chứng về sự sao chép của virus đang hoạt động, có sự gia tăng lâu dài nồng độ alanin aminotransferase trong huyết thanh (ALT) và có bằng chứng mô học của tình trạng viêm và xơ gan tiến triển. Bệnh gan mất bù khi kết hợp với một thuốc thứ hai không đề kháng chéo với adefovir",Quá mẫn với adefovir hoặc với bất kỳ thành phần nào của thuốc,"Ngưng dùng thuốc nếu có sự tăng nhanh nồng độ aminotransferase, bị gan to tiến triển hoặc gan nhiễm mỡ hoặc nhiễm acid chuyển hóa hoặc nhiễm acid lactic không rõ nguyên nhân",Người lớn có chức năng thận tốt: 10 mg x 1 lần/ngày. Bệnh nhân suy thận: Giảm liều. Khoảng cách giữa các liều thay đổi tùy theo độ thanh thải creatinin (CC) của bệnh nhân: Độ thanh thải creatinin ≥ 50 ml/phút: 10 mg x 1 lần/ngày. Độ thanh thải creatinin từ 30-49 ml/phút: 10 mg mỗi 48 giờ Độ thanh thải creatinin từ 10-29 ml/phút: 10 mg mỗi 72 giờ. Bệnh nhân được thẩm phân máu: 10 mg mỗi 7 ngày sau khi thẩm phân. Bệnh nhân suy gan: Không cần điều chỉnh liều,,"Rất thường gặp: Tăng creatinin, suy nhược. Thường gặp: Đau đầu. Tiêu chảy, nôn, đau bụng, khó tiêu, buồn nôn, đầy hơi. Phát ban, ngứa. Suy thận, chức năng thận bất thường, hạ phosphat huyết. Chưa rõ: Viêm tụy",,,Viên nén bao phim;Viên nén,https://thuocbietduoc.com.vn/thuoc-goc-1072/adefovir.aspx
Pluriamin,,,Pluriamin(Hỗn hợp acid Amin từ nhộng tằm);,"Acid amin từ nhộng tằm giúp bổ sung các loại acid amin thiết yếu, bổ sung dinh dưỡng cũng như tăng cường sức đề kháng cho cơ thể",,"Pluriamin cung cấp acid amin cần thiết cho cơ thể, giúp tăng cường thể trạng. Gía trị dinh dưỡng của protein được quyết định bởi mối quan hệ về số lượng và chất lượng của các acid amin khác nhau trong protein đó các acid amin có đặc tính thúc đẩy phát triển của cơ thể như : argynin, tryptophan, acid glutamic, prolin, cystein, serin, tysosin. - 8 acid amin thiết yếu đối với cơ thể là: Methionin, lysin, tryptophan, phenylalanin, leucin, isoleucin, threonin, valin. Đối với trẻ em arginin và histidin cũng là acid amin thiết yếu. Thiếu một trong các acid amin cần thiết dẫn tới rối loạn cân bằng nito và rối loạn sử dụng tất cả các acid amin khác. Protein thực vật nói chung giá trị kém hơn protein động vật do thiếu hay hoàn thoàn không có một số acid amin cần thiết - Các acid amin là thành phần chính của phân tử protein. Kết hợp với nhau trong liên kết khác nhau, chúng tạo thành các phân tử protein khác nhau về thành phần và tính chất",,,,,,,,,,https://thuocbietduoc.com.vn/thuoc-goc-1071/pluriamin.aspx
Cefditoren,,,Cefditoren,,,,"Điều trị các nhiễm trùng từ nhẹ đến trung bình ở người lớn và thanh thiếu niên (từ 12 tuổi trở lên); do các chủng nhạy cảm của các vi khuẩn sau gây ra: Đợt cấp của viêm phế quản mạn do Haemophilus influenzae (kể cả chủng β-lactamase), Haemophilus parainfluenzae (bao gồm chủng β-lactamase), Streptococcus pneumoniae (chỉ những chủng nhạy cảm với penicillin) hoặc Moraxella catarrhalis (bao gồm chủng β-lactamase). Viêm phổi mắc phải ở cộng đồng do Haemophilus influenzae (kể cả chủng-lactamase β), Haemophilus parainfluenzae (kể cả chủng β-lactamase), Streptococcus pneumoniae (chỉ chủng penicillin nhạy cảm) hoặc Moraxella catarrhalis (kể cả chủng β-lactamase). Viêm họng/ viêm amiđan do Streptococcus pyogenes. Nhiễm trùng da và cấu trúc dưới da không biến chứng do Staphylococcus aureus (kể cả chủng β-lactamase) hoặc Streptococcus pyogenes. Để làm giảm sự phát triển của vi khuẩn kháng thuốc và duy trì hiệu quả của Cefditoren và các loại thuốc kháng khuẩn khác, chỉ sử dụng Cefditoren để điều trị hoặc ngăn ngừa nhiễm trùng đã được xác định hoặc có khả năng rất cao do vi khuẩn nhạy cảm gây ra",Bệnh nhân bị dị ứng với các kháng sinh nhóm cephalosporin hoặc bất kỳ thành phần nào của thuốc. Bệnh nhân bị thiếu hụt carnitine. Bệnh nhân quá mẫn cảm với protein sữa (không dung nạp lactose) không nên dùng Cefditoren,"Trước khi dùng Cefditoren, cho bác sĩ và dược sĩ biết nếu bạn bị dị ứng với Cefditoren hoặc bất kỳ loại thuốc nào khác và các thuốc bạn đang dùng. Nói với bác sĩ nếu bạn có hoặc đã từng có thiếu hụt carnitine, bệnh thận hoặc bệnh gan. Cefditoren có thể gây tiêu chảy nghiêm trọng trong hoặc sau khi điều trị. Phụ nữ có thai: Chưa có nghiên cứu đầy đủ và có kiểm soát ở phụ nữ mang thai. Chỉ sử dụng Cefditoren trong quá trình mang thai khi thật cần thiết. Bà mẹ cho con bú: Cefditoren được phát hiện trong sữa chuột. Vì có nhiều thuốc được bài tiết vào sữa mẹ, nên thận trọng khi dùng Cefditoren cho người đang cho con bú. Trẻ em: Không khuyến cáo dùng Cefditoren cho bệnh nhân < 12 tuổi. Người cao tuổi: Lựa chọn liều dựa trên đánh giá chức năng thận","Viêm phổi mắc phải ở cộng đồng: 400mg x 2 lần/ ngày trong 14 ngày. Đợt cấp của viêm phế quản mạn tính: 400mg x 2 lần/ ngàytrong 10 ngày. Viêm họng / viêm amiđan: 200mg x 2 lần/ ngàytrong 10 ngày. Nhiễm trùng da và cấu trúc da không biến chứng: 200mg x 2 lần/ ngàytrong 10 ngày. Bệnh nhân suy thận: Không cần điều chỉnh liều cho bệnh nhân suy thận nhẹ (CLcr: 50-80ml/ phút/ 1,73 m²). Bệnh nhân suy thận vừa (CLcr: 30-49ml/ phút/ 1,73 m²): Liều tối đa 200mg x 2 lần/ ngày. Bệnh nhân suy thận nặng (CLcr: <30ml/ min/ 1,73 m²): Liều tối đa 200mg x 1 lần/ ngày","Thuốc kháng a-xít: Dùng đồng thời một liều duy nhất thuốc kháng a-xít có chứa cả magiê (800mg) và nhôm (900mg) hydroxit làm giảm hấp thu liều duy nhất 400mg Cefditoren uống sau bữa ăn. Chất đối kháng thụ thể H2: Dùng đồng thời một liều duy nhất famotidine truyền tĩnh mạch (20mg) làm giảm hấp thu liều duy nhất 400mg Cefditoren uống sau bữa ăn. Probenecid: Giống các kháng sinh β-lactam khác, dùng đồng thời probenecid với Cefditoren dẫn đến sự gia tăng tiếp xúc trong huyết tương của Cefditoren. Cephalosporin gây phản ứng dương tính giả cho xét nghiệm glucose trong nước tiểu","Đau dạ dày, nôn, đau bụng, ợ nóng, đau đầu, sưng, đỏ, rát hay ngứa âm đạo, dịch tiết âm đạo có màu trắng đục, nổi mề đay, phát ban, ngứa, khó thở hoặc khó nuốt, nghẹt cổ họng, cảm sốt, co giật. Cefditoren có thể gây ra các tác dụng phụ khác. Gọi cho bác sĩ nếu bạn có bất kỳ vấn đề bất thường nào khi dùng thuốc","Các triệu chứng của quá liều có thể bao gồm: đau dạ dày, nôn, đau bụng, tiêu chảy, co giật. Nếu nạn nhân hôn mê hoặc không thở được, cần gọi cấp cứu ngay lập tức",,Viên nén bao phim;Cốm pha hỗn dịch uống,https://thuocbietduoc.com.vn/thuoc-goc-1070/cefditoren.aspx
Capecitabine,Capecitabin,Xelocapec; Sandoz Capecitabin 500mg,,,,,Điều trị bước một ung thư đại trực tràng di căn. Điều trị hỗ trợ ung thư đại tràng giai đoạn III sau phẫu thuật (Duke C); (đơn trị liệu ở bệnh nhân đã cắt bỏ hoàn toàn khối u nguyên phát khi chế độ đơn trị liệu với Fluoropyrimidin được ưu tiên lựa chọn hoặc phối hợp Oxaliplatin ở bệnh nhân đã cắt bỏ hoàn toàn khối u nguyên phát). Đơn trị liệu ung thư vú tiến triển sau thất bại với hóa trị nhóm taxan và cả nhóm anthracyclin và/hoặc những ung thư khác mà không có chỉ định dùng anthracyclin (ví dụ điều trị liều tích lũy Doxorubicin 400 mg/m2 hoặc tương đương). Phối hợp Docetaxel điều trị ung thư vú tiến triển sau thất bại với hóa trị. Phối hợp hợp chất platin điều trị bước một ung thư dạ dày tiến triển,"Quá mẫn với thành phần thuốc. Tiền sử xảy ra phản ứng không mong muốn và nghiêm trọng khi điều trị với Fluoropyrimidin. Phụ nữ có thai, cho con bú. Suy thận nặng (ClCr < 30mL/phút). Đang điều trị với Sorivudin hoặc chất tương tự về mặt hóa học như Brivudin. Thiếu hụt dihydropyrimidin dehydrogenase. Giảm bạch cầu, giảm bạch cầu trung tính, giảm tiểu cầu nặng. Suy gan nặng. Đang uống dạng phức hợp Tegafur, Gimeracil, Oteracil kali hoặc trong vòng 7 ngày sau khi ngưng thuốc. Không nên sử dụng ở bệnh nhân không dung nạp galactose, thiếu hụt Lapp lactase hoặc kém hấp thu glucose-galactose","Bạch cầu trung tính và/hoặc tiểu cầu tương ứng < 1.5x109/L & < 100x109/L lúc ban đầu: không nên điều trị, < 1.0x109/L & < 75x109/L trong chu kỳ điều trị: nên ngưng điều trị. Ngưng dùng nếu bilirubin tăng > 3.0xULN hoặc aminotransferase tăng > 2.5xULN có liên quan đến điều trị. Theo dõi & xử lý tình trạng tiêu chảy và mất nước trong quá trình điều trị. Bệnh nhân suy gan; có tiền sử tăng hoặc giảm calci huyết, bệnh TKTW hoặc thần kinh ngoại biên, đái tháo đường hoặc rối loạn điện giải, bệnh mạch vành; suy tủy; bị loét hoặc xuất huyết đường tiêu hóa. Bệnh nhân ≥ 65t. Chưa có kinh nghiệm sử dụng ở trẻ em < 18t. Nếu xảy ra h/c bàn tay-bàn chân độ 2-3, ngưng dùng cho đến khi triệu chứng hồi phục hoặc giảm xuống độ 1; sau khi xuất hiện h/c bàn tay-bàn chân độ 3, nên giảm liều tiếp theo của Xeltabine. Khi kết hợp Cisplatin, không nên sử dụng vit B6 để điều trị triệu chứng hoặc dự phòng thứ phát của h/c bàn tay-bàn chân. Khi lái xe, vận hành máy móc. Phân loại (US)/thai kỳ Mức độ D: Có bằng chứng liên quan đến nguy cơ ở thai nhi người, nhưng do lợi ích mang lại, việc sử dụng thuốc trong thai kỳ có thể được chấp thuận, bất chấp nguy cơ (như cần thiết phải dùng thuốc trong các tình huống đe dọa tính mạng hoặc trong một bệnh trầm trọng mà các thuốc an toàn không thể sử dụng hoặc không hiệu quả)","Đơn trị liệu: Ung thư đại trực tràng, ung thư vú: 1250 mg/m2 x 2 lần/ngày (sáng & tối) trong 2 tuần, sau đó ngưng thuốc 1 tuần trong chu kỳ 3 tuần. Điều trị phối hợp: Ung thư vú: 1250 mg/m2 x 2 lần/ngày trong 2 tuần, sau đó ngưng thuốc 1 tuần, phối hợp Docetaxel 75 mg/m2 truyền tĩnh mạch trong vòng 1 giờ mỗi 3 tuần. Chuẩn bị trước corticosteroid đường uống trước khi dùng Docetaxel. Ung thư đại trực tràng: 1000 mg/m2 x 2 lần/ngày trong 2 tuần, sau đó ngưng thuốc 1 tuần, phối hợp Oxaliplatin 130 mg/m2 truyền tĩnh mạch trong vòng 2 giờ vào ngày đầu tiên mỗi 3 tuần, trong vòng 24 tuần. Chuẩn bị trước thuốc chống nôn trước khi dùng Oxaliplatin. Ung thư dạ dày: 1000 mg/m2 x 2 lần/ngày trong 14 ngày, sau đó ngưng thuốc 7 ngày, phối hợp Cisplatin 80 mg/m2 truyền tĩnh mạch trong 2 giờ mỗi 3 tuần; hoặc 625 mg/m2 x 2 lần/ngày liên tục trong 3 tuần, phối hợp Cisplatin 60 mg/m2 truyền tĩnh mạch trong 2 giờ và Epirubicin 50 mg/m2 tiêm tĩnh mạch nhanh mỗi 3 tuần. Chuẩn bị trước để đảm bảo nước và thuốc chống nôn trước khi dùng Cisplatin. Bệnh nhân suy thận trung bình: giảm liều xuống 75% với liều khởi đầu là 1250 mg/m2",Dẫn xuất coumarin (theo dõi thông số đông máu). Allopurinol (có thể làm giảm hiệu quả của 5-FU). Sorivudin và thuốc tương tự (ức chế dihydropyrimidin dehydrogenase gây tăng độc tính có thể nguy hiểm tính mạng). Phenytoin (theo dõi nồng độ huyết tương của Phenytoin). Liều dung nạp tối đa của Xeltabine là 2000mg/m2/ngày khi kết hợp Interferon alpha-2a (3 MIU/m2/ngày) hoặc xạ trị hoặc acid folinic (30mg uống 2 lần/ngày) so với khi sử dụng riêng lẻ là 3000 mg/m2/ngày,"Tiêu chảy, buồn nôn, nôn, đau bụng, viêm miệng, h/c bàn tay-bàn chân. Mệt mỏi, suy nhược, chán ăn. Sốt, đau, đau cơ, táo bón, khó tiêu, dị cảm, nhức đầu, chóng mặt, mất ngủ, tăng hoặc giảm calci huyết và mất nước. Viêm da, ngộ độc tim, suy tủy xương. Tăng biliribin máu. Tăng triglycerid máu. Kích ứng mắt nặng với lắng đọng giác mạc và suy giảm thị lực. Đau ngực do thiếu máu cục bộ cấp tính. Bệnh thần kinh ngoại biên, bệnh não. Mất móng, bong móng. H/c phân giải khối u",,,Viên nén bao phim 500 mg,https://thuocbietduoc.com.vn/thuoc-goc-1069/capecitabine.aspx
