Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Ficyc 200,VN-1386-06,Viên nén-200mg,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Acyclovir,Hộp 5 vỉ x 10 viên,Acyclovir (-),"Acyclovir *Viên nén: Nhiễm virus herpes simplex da và niêm mạc, bao gồm herpes sinh dục khởi phát và tái phát. Ngăn chặn việc tái nhiễm herpes simplex trên người có miễn dịch bình thường",Acyclovir Bệnh nhân được biết là có quá mẫn với acyclovir. Dạng kem: Quá mẫn với propylenglycol,Acyclovir Viên nén: Ðiều trị herpes simplex ở người lớn,"Acyclovir - Viên nén: nổi ban da đã được báo cáo xuất hiện trên một vài bệnh nhân sử dụng viên nén và tự khỏi khi ngưng thuốc. Các tác dụng trên đường tiêu hóa như buồn nôn, nôn mửa, tiêu chảy và đau bụng đã được báo cáo xuất hiện ở bệnh nhân dùng thuốc viên nén. Trong những thử nghiệm mù đôi dùng giả dược được kiểm soát, tần suất các biểu hiện rối loạn trên đường tiêu hóa tìm thấy không khác biệt nhau lắm giữa nhóm dùng giả dược và nhóm dùng acyclovir. Các phản ứng thần kinh có hồi phục, đáng chú ý là chóng mặt, tình trạng lẫn lộn, ảo giác và buồn ngủ đã được báo cáo xuất hiện đôi lúc, thường là với bệnh nhân suy thận hay có những yếu tố tạo khuynh hướng mắc bệnh. Một vài báo cáo về chứng gia tăng rụng tóc lan tỏa. Do loại chứng bệnh này thường liên kết với nhiều loại thuốc và các tiến triển bệnh khác nhau, mối liên hệ giữa biểu hiện này với liệu pháp acyclovir không được chắc chắn. Còn có những trường hợp rất hiếm được báo cáo xảy ra với người uống Acyclovir bao gồm việc tăng nhẹ và thoáng qua bilirubine và các men gan, tăng nhẹ urea và creatinin máu, giảm nhẹ các chỉ số huyết học, nhức đầu, có những phản ứng thần kinh nhẹ có hồi phục và mệt mõi. - Dạng kem: cảm giác rát bỏng và xót có thể xảy ra với một số bệnh nhân khi bôi thuốc. Nổi ban hay ngứa cũng đã được báo cáo xảy ra trong một số ít bệnh nhân. - Thuốc mỡ tra mắt: ở một số nhỏ bệnh nhân có thể xuất hiện cảm giác xót nhẹ thoáng qua ngay sau khi tra thuốc vào mắt. Bệnh giác mạc đốm nhỏ nông cũng đã được báo cáo. Dấu hiệu này không cần thiết phải ngưng thuốc sớm và sẽ lành không có biến chứng rõ rệt. Kích ứng và viêm tại chỗ, như viêm mi mắt và viêm giác mạc đã được báo cáo xảy ra ở bệnh nhân dùng thuốc mỡ tra mắt Acyclovir","Acyclovir Probenecide làm gia tăng thời gian bán hủy trung bình và diện tích dưới đường cong của acyclovir dùng toàn thân. Các thuốc gây ảnh hưởng đến sinh lý học của thận có khả năng làm xáo động dược động học của acyclovir. Tuy nhiên, các kinh nghiệm lâm sàng vẫn chưa cho thấy thêm những tương tác thuốc khác với acyclovir",https://thuocbietduoc.com.vn/thuoc-1170/ficyc-200.aspx,"Brawn Laboratories., Ltd - India",
Bestofac-500,VN-2187-06,Viên nang-500mg,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefadroxil,Hộp chứa 10 vỉ x 10 viên,Cefadroxil (-),"Cefadroxil Cefadroxil được chỉ định điều trị các nhiễm khuẩn gây ra do các vi khuẩn nhạy cảm sau đây:Nhiễm khuẩn đường tiểu cấp, mãn, có biến chứng và tái phát. Nhiễm khuẩn da và cấu trúc da. Viêm họng và viêm amidan do streptococci tan huyết beta nhóm A, Cefadroxil có hiệu quả trong việc tiêu diệt hoàn toàn Streptococci ở vùng mũi hầu; tuy nhiên hiện tại chưa có các số liệu chứng tỏ hiệu quả của Cefadroxil trong phòng ngừa thấp khớp cấp. Nhiễm khuẩn đường hô hấp dưới, ví dụ: viêm phổi, đợt cấp viêm phế quản mãn, giãn phế quản, vv... Nhiễm khuẩn xương và khớp",Cefadroxil Cefadroxil chống chỉ định ở những bệnh nhân có tiền sử dị ứng các kháng sinh thuộc nhóm cephalosporin,"Cefadroxil Cefadroxil bền vững với acid, và có thể dùng đường uống, không phụ thuộc vào bữa ăn. Dùng khi ăn có thể giúp giảm các triệu chứng dạ dày-tá tràng mà đôi khi xuất hiện khi điều trị bằng cephalosporin đường uống. Người lớn: Nhiễm khuẩn da và cấu trúc da: 1 gam mỗi ngày, dùng một lần hay chia làm 2 lần trong 10 ngày. Nhiễm khuẩn đường hô hấp và nhiễm khuẩn xương khớp : Liều thường dùng để điều trị nhiễm khuẩn nhẹ và trung bình là 500mg 2lần/ngày; và đối với những trường hợp nhiễm khuẩn nặng 1g x 2lần/ngày trong 7-10 ngày hay hơn. Trẻ em: Dùng Cefadroxil dạng hỗn dịch. Liều đề nghị hằng ngày ở trẻ em là 30mg/kg/ngày, chia 2 lần mỗi 12 giờ theo như chỉ định. Liều cụ thể được tính theo trọng lượng cơ thể như sau: dưới 5kg: 1/2 muỗng cà phê uống ngày 2 lần. 5-10kg: 1/2 -1 muỗng cà phê uống ngày 2 lần. 10-20kg: 1-2 muỗng cà phê uống ngày 2 lần. 20-30kg: 2-3 muỗng cà phê uống ngày 2 lần","Cefadroxil Cefadroxil được dung nạp rất tốt ở mọi lứa tuổi. Tuy vậy ở một số rất ít bệnh nhân thuốc có thể có các tác dụng phụ sau: Rối loạn tiêu hóa: buồn nôn, nôn, tiêu chảy ít gặp hơn. Phản ứng quá mẫn: ít gặp như nổi ban, nổi mề đay đã được báo cáo. Các triệu chứng này thường khỏi khi ngưng thuốc. Các tác dụng phụ khác gồm ngứa bộ phận sinh dục, viêm âm đạo, giảm bạch cầu trung tính thoáng qua","Cefadroxil Dùng đồng thời với probenecid làm giảm sự bài tiết Cefadroxil ở ống thận, làm tăng và kéo dài thời gian bán hủy thải trừ, và tăng nguy cơ ngộ độc. Phản ứng Coombs dương tính giả thường xảy ra trên nhiều bệnh nhân, glucose niệu dương tính giả có thể xảy ra với thử nghiệm Benedict và dung dịch Fehling",https://thuocbietduoc.com.vn/thuoc-5423/bestofac-500.aspx,M.S Euro Healthcare - India,Công ty TNHH Dược phẩm Huy Nhật - VIETNAM
Co-trimoxazol,VD-29516-18,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Sulfamethoxazol 400 mg; Trimethoprim 80 mg,Hộp 1 lọ 200 viên; Hộp 5 vỉ x 20 viên,"Sulfamethoxazole (400 mg), Trimethoprim (80 mg)","Điều trị phổ rộng các trường hợp nhiễm trùng vi khuẩn Gram (-);, Gram (+), đặc biệt đối với nhiễm lậu cầu, nhiễm trùng đường tiểu cấp không biến chứng và bệnh nhân bị viêm phổi do Pneumocystis carinii. - Nhiễm khuẩn do các vi khuẩn nhạy cảm với sulfamethoxazole và trimethoprim - Nhiễm khuẩn đường tiết niệu. - Viêm tuyến tiền liệt nhiễm khuẩn. - Nhiễm khuẩn đường hô hấp. - Đợt cấp viêm phế quản mạn. - Viêm xoang má cấp ở người lớn. - Nhiễm khuẩn đường tiêu hóa: Lỵ trực khuẩn","Quá mẫn với thành phần của thuốc. Thương tổn đáng kể nhu mô gan, suy thận nặng, phụ nữ có thai","Liều cho người lớn: - Nhiễm khuẩn đường tiết niệu: điều trị trong 10 ngày: Uống mỗi lần 1-2 viên 480mg, ngày 2 lần. - Nhiễm khuẩn đường hô hấp: điều trị trong 10 ngày: Uống mỗi lần 1-2 viên 480mg, ngày 2-3 lần. - Nhiễm khuẩn đường tiêu hóa: lỵ trực khuẩn: điều trị trong 5 ngày. Uống mỗi lần 1-2 viên 480mg, ngày 2 lần","Hiếm gặp: rối loạn tiêu hóa, viêm miệng, phản ứng ngoài da, ù tai, hồng ban đa dạng, hội chứng Stevens – Johnson, Lyell, giảm bạch cầu, giảm bạch cầu trung tính, giảm tiểu cầu","Thuốc lợi tiểu nhóm thiazid, warfarin, phenytoin, methotrexate, pyrimethamin, thuốc hạ đường huyết, cyclosporin, indomethacin",https://thuocbietduoc.com.vn/thuoc-55714/co-trimoxazol.aspx,Công ty TNHH MTV 120 Armephaco - VIETNAM,
Clarithromycin USP 250mg,VN-5173-10,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Clarithromycin,Hộp 10 vỉ x 10 viên,Clarithromycin (250mg),"Clarithromycin Các bệnh nhiễm khuẩn do vi khuẩn nhạy cảm: - Nhiễm trùng đường hô hấp: viêm xoang , viêm họng , viêm tai giữa , viêm phế quản cấp và mạn tính, viêm phổi cộng đồng. - Nhiễm trùng da và mô mềm mức độ nhẹ đến vừa. - Nhiễm khuẩn bội nhiễm trên bệnh nhân nhiễm HIV do nhiễm Mycobacterium avium hay M. avium complex (MAC). - Viêm loét dạ dày -tá tràng do nhiễm H. pylori (thường phối hợp với một thuốc ức chế tiết acid dịch vị)","Clarithromycin - Tiền sử quá mẫn với những kháng sinh thuộc nhóm macrolid hoặc các thành phần của thuốc. - Bệnh nhân đang điều trị bằng terfenadin có tiền sử bệnh tim hoặc rối loạn điện giải. - Bệnh nhân đang dùng các dẫn chất như ergotamin, cisaprid, pimosid","Clarithromycin Người lớn và trẻ em trên 12 tuổi: - Nhiễm trùng đường hô hấp, da và mô mềm: liều thường dùng là 250mg x 2 lần/ngày trong 7 ngày. Trường hợp nhiễm trùng nặng có thể tăng liều lên 500mg x 2 lần/ngày và thời gian điều trị có thể kéo dài đến 14 ngày. - Trong viêm loét dạ dày tá tràng do nhiễm H. pylori: uống 1 viên x 2 lần/ngày, một đợt điều trị kéo dài 7-14 ngày, tùy theo công thức điều trị phối hợp. - Nhiễm Mycobacterium: khởi đầu 500mg x 2 lần/ngày trong 3-4 tuần, nếu không hiệu quả có thể tăng lên 1000mg/2 lần/ngày. Ðối với bệnh nhân suy thận, nên giảm một nửa tổng liều điều trị và không nên dùng quá 14 ngày. Dùng đường uống. Có thể dùng trước hay sau bữa ăn vì thức ăn không ảnh hưởng đến sinh khả dụng của thuốc","Clarithromycin Mặc dù nói chung Clarithromycin được dung nạp tốt, cũng như tất cả các loại thuốc khác, thuốc này có thể gây ra một số phản ứng phụ ở một số người. Thông thường là buồn nôn, nôn, đau bụng và tiêu chảy. Các phản ứng phụ ít gặp hơn như viêm miệng, viêm lưỡi, nhức đầu, rối loạn vị giác. Các phản ứng ở mức độ khác nhau có thể xảy ra như nổi mày đay, phát ban nhẹ, phản ứng phản vệ và hiếm hơn là hội chứng Stevens-Jonhson ở những cơ địa mẫn cảm đặc biệt. Viêm đại tràng giả mạc, rối loạn chức năng gan bao gồm thay đổi trên các xét nghiệm, viêm gan có hoặc không có vàng da đi kèm tuy nhiên thường có thể hồi phục. Rất hiếm gặp các rối loạn chức năng gan ở mức trầm trọng và suy gan gây tử vong","Clarithromycin Clarithromycin tương tác với các dẫn chất alkaloid gây co mạch của nấm cựa lõa mạch như ergotamin, dihydroertamin và làm tăng độc tính của các chất này vì vậy không được sử dụng để điều trị cùng một lúc. Giống như những macrolid khác, clarithromycin có thể làm tăng nồng độ các thuốc được chuyển hóa qua hệ cytocrom P450 khác như: warfarin, triazolam, lovastatin, disopyramid, phenytoin và cylosporin... vì vậy, cần thận trọng khi phối hợp. Clarithromycin làm tăng nồng độ theophyllin máu, do đó cần theo dõi nồng độ theophyllin huyết tương khi sử dụng đồng thời. Việc sử dụng clarithromycin trên những bệnh nhân đang dùng warfarin có thể làm tăng hiệu lực chống đông của warfarin vì vậy nên thường xuyên theo dõi thời gian prothrombin ở những bệnh nhân này. Hiệu quả của digoxin có thể tăng khi dùng đồng thời với clarithromycin vì vậy nên theo dõi nồng độ digoxin trong huyết thanh khi dùng kết hợp. Clarithromycin có thể làm tăng hiệu lực của carbamazepin do làm giảm tốc độ bài tiết. Các macrolid được ghi nhận là làm thay đổi chuyển hóa của terfenadin, gây tăng nồng độ của terfenadin (tình trạng này có thể đi kèm với rối loạn nhịp tim). Do đó, nên tránh chỉ định Clarithromycin cho những bệnh nhân đang dùng terfenadin hoặc bất kỳ những thuốc kháng histamin không gây ngủ có liên quan như astemizol. Việc sử dụng đồng thời Clarithromycin với zidovudin trên những bệnh nhân nhiễm HIV người lớn có thể làm giảm nồng độ zidovudin ở trạng thái bền. Ðể tránh tình trạng này, nên bố trí những liều Clarithromycin và zidovudin chéo nhau khoảng 1-2 giờ",https://thuocbietduoc.com.vn/thuoc-33058/clarithromycin-usp-250mg.aspx,"Medico Remedies Pvt., Ltd - India",Công ty TNHH Dược phẩm Thắng Lợi - VIETNAM
Abalamzi,QLĐB-549-16,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Lamivudin 150mg; Zidovudin 300mg; Abacavir (dưới dạng Abacavir sulfat) 300mg,"Hộp 3 vỉ, 6 vỉ x 10 viên (vỉ nhôm - nhôm hoặc vỉ nhôm - PVC); Hộp 1 chai 60 viên (chai nhựa HDPE)","Lamivudine (150mg), Abacavir (300mg), Zidovudine (300mg)",Sử dụng một mình hoặc với các loại thuốc HIV khác để giúp kiểm soát nhiễm HIV,"Quá mẫn với thành phần thuốc, bệnh nhân có bạch cầu trung tính thấp và trẻ < 12 tuổi","Người lớn & trẻ > 12 tuổi: 1 viên/lần x 2 lần/ngày. Chỉnh liều khi suy thận, khi bị suy gan nặng. Vì sản phẩm kết hợp này có liều cố định abacavir, lamivudine và zidovudine, nên chỉ nên sử dụng nếu bác sĩ xác định rằng liều của cả 3 loại thuốc trong sản phẩm này đều phù hợp với bạn. Điều rất quan trọng là tiếp tục dùng thuốc này (và các loại thuốc HIV khác ) chính xác theo chỉ định của bác sĩ. Đừng bỏ qua bất kỳ liều nào. Không tăng liều của bạn, dùng thuốc này thường xuyên hơn so với quy định, hoặc ngừng dùng thuốc (hoặc các loại thuốc HIV khác ) ngay cả trong một thời gian ngắn trừ khi bác sĩ chỉ định làm như vậy. Bỏ qua hoặc thay đổi liều của bạn mà không có sự chấp thuận của bác sĩ có thể khiến lượng vi-rút tăng lên, làm cho nhiễm trùng khó điều trị hơn (kháng thuốc) hoặc làm giảm tác dụng phụ. Để có hiệu quả tốt nhất, hãy dùng thuốc này vào những khoảng thời gian cách đều nhau. Để giúp bạn nhớ, hãy dùng thuốc này vào cùng một thời điểm mỗi ngày","Các tác dụng phụ phổ biến nhất (gặp ở khoảng 1 đến 10 bệnh nhân trong 100) là mẫn cảm (phản ứng dị ứng), phát ban, buồn nôn (cảm thấy ốm), nôn mửa, tiêu chảy, đau bụng (đau dạ dày), đau đầu, đau khớp (đau khớp ), rối loạn cơ, ho, triệu chứng mũi (các vấn đề về mũi, như kích thích và chảy nước mũi), sốt, thờ ơ (thiếu năng lượng), mệt mỏi, mất ngủ (khó ngủ), khó chịu (cảm thấy không khỏe), chán ăn và rụng tóc rụng tóc); Ít gặp: Phản ứng quá mẫn Sốt hoặc phát ban, nhưng cũng rất phổ biến bao gồm buồn nôn, nôn, tiêu chảy, đau bụng, khó thở (khó thở), ho, thờ ơ, khó chịu, đau đầu, có dấu hiệu tổn thương gan trong máu và đau cơ (đau cơ). Cần ngừng điều trị ngay lập tức nếu bệnh nhân có phản ứng quá mẫn",Tránh dùng với ribavirin hay stavudin,https://thuocbietduoc.com.vn/thuoc-53069/abalamzi.aspx,Công ty TNHH dược phẩm BV Pharma - VIETNAM,
Raivin Capsules 400mg,VN-9511-05,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Ribavirin,Hộp 2 vỉ x 10 viên,Ribavirin (400mg),"Viêm gan A, B, C do virus, Herpes zoster, herpes simplex. Rút ngắn thời gian bị cúm. - Các bệnh virus ở trẻ em: sởi, quai bị, thủy đậu, hợp bào hô hấp",Suy thận nặng (ClCr < 30 mL/phút);. Thiếu máu mạn tính (Hb < 10 g/dl). Thai kỳ. Mẫn cảm với thuốc,"Người lớn: Viêm gan A 800 mg/ngày, chia ra nhiều lần x 10 - 14 ngày. - Viêm gan B & C 800 - 1200 mg/ngày, chia 3 - 4 lần x 6 tháng - 1 năm. - Herpes zoster/simplex 800 - 1200 mg/ngày, chia 3 - 4 lần x 7 - 10 ngày. - Dự phòng tái phát Herpes sinh dục 400 mg/ngày, chia 1 - 2 lần x 6 tháng","Thiếu máu tán huyết nhẹ. Ðau cơ, buồn nôn, mệt mỏi & ngứa (hồi phục sau khi ngưng điều trị). Tăng bilirubin, acid uric huyết thanh. Rối loạn tiêu hóa, TKTW. Thông tin về hoạt chất: Ribavirin Thuốc này chứa hoạt chất Ribavirin . Để biết thêm thông tin chi tiết về cơ chế tác dụng, dược lực học, dược động học của hoạt chất này, vui lòng xem: Xem chi tiết hoạt chất Ribavirin",,https://thuocbietduoc.com.vn/thuoc-18782/raivin-capsules-400mg.aspx,"Jin Yang Pharm Co., Ltd - KOREA",Công ty TNHH Thiên Thành - VIETNAM
Fortovase,VN-7875-03,Viên nang mềm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Saquinavir,Chai 180 viên,Saquinavir (200mg),"Ðiều trị kết hợp: Invirase được chỉ định kết hợp với zalcitabine (Hivid); và/hoặc zidovudine (Retrovir) để điều trị bệnh nhân ngưòi lớn đã dùng zidovudine khi bệnh HIV tiến triển với số lượng CD4 ≤ 300 tế bào/mm3 . Ðối với bệnh nhân có thể dung nạp với liệu pháp kháng retrovirus bằng đồng đẳng nucléoside, nên kết hợp Invirase với zalcitabine và/hoặc zidovudine. Ðiều trị riêng rẽ: Invirase được chỉ định riêng rẽ cho bệnh nhân người lớn bệnh HIV tiến triển không thể dung nạp liệu pháp với các đồng đẳng nucléoside",Chống chỉ định Invirase cho những bệnh nhân quá mẫn với saquinavir hay bất cứ thành phần nào của viên thuốc,"Ðiều trị kết hợp: Phác đồ khuyến cáo cho điều trị kết hợp là 600mg Saquinavir ba lần mỗi ngày trong vòng 2 giờ sau khi ăn; mỗi lần dùng thuốc trong ngày nên dùng đồng thời với 0,75mg zalcitabine và/hoặc 200mg zidovudine (1800mg Saquinavir tổng cộng mỗi ngày, 2,25mg zalcitabine tổng cộng mỗi ngày và/hoặc 600mg zidovudine tổng cộng mỗi ngày). Ðiều trị riêng rẽ: Phác đồ khuyến cáo trong trị liệu riêng rẽ ở bệnh nhân người lớn là 600mg Saquinavir ba lần mỗi ngày trong vòng 2 giờ sau bữa ăn (1800mg Saquinavir tổng cộng mỗi ngày)","Saquinavir nói chung dung nạp tốt khi dùng riêng rẽ hay kết hợp với zalcitabine và/hoặc zidovudine. Thuốc không làm thay đổi hay cộng thêm độc tính của zalcitabine hay zidovudine khi phối hợp. Ða số các tai biến có hại liên quan đến Saquinavir thường nhẹ. Tác dụng phụ thường gặp trong trị liệu riêng rẽ: Nổi ban, ngứa ngáy, đau cơ xương, đau cơ, nhức đầu, bệnh thần kinh ngoại biên, chóng mặt, tê cứng các chi, tiêu chảy, đau bụng, loét niêm mạc miệng, buồn nôn, đau bụng, viêm họng, suy nhược. Các tác dụng ngoại ý thường gặp bổ sung thêm khi dùng phối hợp thuốc: Saquinavir và zalcitabine: dị cảm, mất ngủ, nôn mửa, viêm miệng, rối loạn cảm giác thèm ăn. Saquinavir và zidovudine: bừng hỏa, thay đổi sắc tố, dị cảm, mất điều hòa, lú lẫn, khô miệng, sảng khoái, mất ngủ, dễ kích thích, buồn nôn, khó tiêu, táo bón, mất màu phân, viêm lưỡi, viêm thanh quản, rối loạn tiểu tiện, rối loạn cảm giác thèm ăn, khô mắt. Saquinavir với zalcitabine và zidovudine: tăng đổ mồ hôi, dị cảm, lú lẫn, rối loạn thị giác, mất ngủ, giảm khả năng trí tuệ, dễ kích ứng, sảng khoái, khó tiêu, tổn thương niêm mạc, táo bón, ợ hơi, viêm lưỡi, viêm họng, khó thở,sốt, rối loạn cảm giác thèm ăn, thay đổi vị giác. Bất thường xét nghiệm đáng chú ý nhất khi dùng riêng rẽ và trong phối hợp thuốc với zalcitabine là gia tăng đơn độc CPK, giảm glucose và tăng giá trị transaminase. Khi kết hợp với zidovudine, cũng quan sát được chứng giảm bạch cầu trung tính. Nói chung, các bất thường xét nghiệm và tần số các bất thường này giống nhau trên Saquinavir và các kết hợp thuốc khác nhau. Tác dụng phụ trầm trọng được xem như có thể liên quan đến kết hợp thuốc với zalcitabine là viêm tụy và trầm cảm. Tỷ lệ bệnh thần kinh ngoại vi, độc tính chính đi kèm với zalcitabine cũng tương tự như khi dùng riêng rẽ zalcitabine. Zalcitabine cũng thường đi kèm theo chứng gan to trầm trọng và thoái hóa mỡ hay nhiễm acide lactique không thể lý giải. Không có trường hợp nào của chứng gan to trầm trọng với thoái hóa mỡ hay nhiễm acide lactique được quan sát thấy khi dùng kết hợp Saquinavir và zalcitabine. Các tác dụng có hại trầm trọng nhưng hiếm gặp được đặc biệt quy cho việc điều trị Saquinavir quan sát được trên bệnh nhân dùng kết hợp Saquinavir và zidovudine là: bệnh bạch cầu nguyên tủy bào chẩn đoán được 2 tháng sau khi ngưng Saquinavir và chứng lú lẫn, mất điều hòa và yếu ớt. Không có sự gia tăng mức độ các độc tính đã được xác định rõ ràng liên quan đến zidovudine hay zalcitabine như viêm cơ, các bất thường huyết học, viêm tụy, loét niêm mạc miệng hay bệnh thần kinh ngoại biên khi dùng Saquinavir phối hợp với zidovudine hay zalcitabine. Ðể nắm vững phác đồ điều chỉnh thuốc và tác dụng ngoại ý kèm theo đối với azlcitabine hay zidovudine, bác sĩ nên tham khảo thông tin đầy đủ về từng loại thuốc. Các tác dụng ngoại ý trầm trọng sau đã được báo cáo trong quá trình thử nghiệm mù lâm sàng với Saquinavir và được xem như là có khả năng liên quan đến sự sử dụng của hợp chất này: thiếu máu huyết tán, có ý định tự tử do quá liều témazépam và amitriptyline, hội chứng Stevens-Johnson, động kinh, phản ứng da trầm trọng, đi kèm với các gia trị xét nghiệm chức năng gan gia tăng, tăng transaminase đơn độc, viêm tĩnh mạch huyết khối, nhức đầu, tổn thương gan với vàng da và tăng transaminase","Sử dụng đồng thời kétoconazole và saquinavir làm tăng nồng độ trong huyết tương của saquinavir mà không tăng thời gian bán hủy đào thải hay bất cứ thay đổi này trên tốc độ hấp thu. Rifampicine đã cho thấy có làm giảm nồng độ trong saquinavir huyết tương đến 80%. Dùng rifampicine kết hợp với saquinavir có thể làm nồng độ saquinavir giảm xuống dưới nồng độ trị liệu. Do đó, bệnh nhân dùng đồng thời hai thuốc này nên kiểm soát cẩn thận sự giảm bớt đáp ứng với trị liệu. Khi xem xét chuyển hóa rộng rãi ở gan của saquinavir,sự dùng cùng lúc các hợp chất khác được biết là có khả năng gây cảm ứng men gan (như rifabutine, phénytọne, carbamazépine) có thể làm giảm nồng độ trong huyết thanh của saquinavir. Do đó, nên xem xét khả năng giảm hiệu lực Invirase khi dùng cùng lúc với các thuốc này. Trong pha hấp thu saquinavir, nồng độ cao trước khi đi vào toàn thân của saquinavir có thể làm giảm hoạt tính của CYP3A4. Các hợp chất khác làm chất nền của CYP3A4 (như nifédipine và các thuốc ức chế kênh calci khác, clindamycin, terfenadine) có thể tương tranh với saquinavir trong sự chuyển hóa của chúng. Sự cạnh tranh này có thể làm gia tăng nồng độ trong huyết thanh của những thuốc này. Bệnh nhân dùng saquinavir kết hợp với các thuốc như trên nên được kiểm soát các độc tính do các thuốc dùng đồng thời",https://thuocbietduoc.com.vn/thuoc-19320/fortovase.aspx,R.P Scherer GmbH & Co. KG - Germany,"F.Hoffmann-La Roche., Ltd - SWITZERLAND"
Viên sốt rét CV 8,VNA-3417-00,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Dihydroartemisinin , Piperaquin phosphate , Primaquine phosphate, Trimethoprim","Hộp 1 vỉ, 5 vỉ x 8 viên; chai 160 viên nén bao phim","Artemisinin (-), Trimethoprim (-), Piperaquin (-)","Artemisinin Ðiều trị sốt rét do tất cả các loại Plasmodium, kể cả sốt rét nặng do chủng P. falciparum đa kháng. Artemisinin có hiệu quả trong điều trị sốt rét, nhưng chỉ dùng khi các thuốc chống sốt rét khác không có tác dụng và phải dùng đủ liều",,"Artemisinin Viên nén: Viên thuốc có thể nhai và nuốt mà không có vị khó chịu. Liều người lớn và trẻ trên 6 tháng như sau: Ngày 1: 25 mg/kg, dùng một lần duy nhất. Ngày 2: 12,5 mg/kg, dùng một lần duy nhất cộng với mefloquin dạng base 15 – 25 mg/kg. Ngày 3: 12,5 mg/kg, dùng một lần duy nhất. Ở Việt Nam, liều artemisinin cho người lớn như sau: Ngày 1: 1000 mg (4 viên) chia làm 2 lần. Sau đó 500 mg/ngày, trong 4 ngày liên tiếp. Viên đạn: Người lớn: Ngày 1: 1250 mg chia làm hai lần. Sau đó 750 mg/ngày, trong 2 – 3 ngày liên tiếp","Artemisinin Hàng triệu người đã dùng artemisinin, nhưng chưa thấy có khuyến cáo về các phản ứng có hại nghiêm trọng. Các tác dụng có hại thường là nhẹ và thoáng qua, gồm tác hại trên hệ tiêu hóa (như buồn nôn, nôn, đau bụng, tiêu chảy), nhức đầu, chóng mặt, hoa mắt, đặc biệt là sau khi uống. Những cơn sốt ngắn do thuốc cũng đã được báo cáo trong một vài nghiên cứu. Dùng đường hậu môn, người bệnh có thể bị đau mót, đau bụng và tiêu chảy. Hướng dẫn cách xử trí ADR Vấn đề cần thiết là người bệnh phải dùng đủ liều để tránh tái phát. Nếu bị sốt rét nặng, có thể kéo dài đợt điều trị đến 7 ngày. Thường dùng artemisinin khi các thuốc chống sốt rét khác không có hiệu quả","Artemisinin Có hiệp đồng tác dụng giữa artemisinin và mefloquin hoặc tetracyclin cả trên in vitro với P. falciparum và in vivo với P. berghei. Sự phối hợp giữa artemisinin với cloroquin hoặc cloroquin với pyrimethamin có tính chất đối kháng in vitro chống lại P. falciparum. Tương kỵ Artemisinin có thể phối hợp với các thuốc chống sốt rét khác, đặc biệt là với mefloquin hoặc với sulfadoxin và pyrimethamin. Ðộ ổn định và bảo quản Bảo quản ở nơi mát, đồ đựng đậy nút kín, tránh ánh sáng",https://thuocbietduoc.com.vn/thuoc-10131/vien-sot-ret-cv-8.aspx,Công ty cổ phần Dược phẩm OPC - VIETNAM,
