Drug Name,Registration Number,Dosage Form,Category,Ingredients,Packaging,Active Ingredients,Indications,Contraindications,Dosage and Administration,Side Effects,Drug Interactions,Source URL,Manufacturer,Registrant
Dotrim 480,VNA-3228-00,Viên nang,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm","Sulfamethoxazole , Trimethoprim","Hộp 10 vỉ x 10 viên, Hộp 1chai 100 viên nang","Sulfamethoxazole (-), Trimethoprim (-)","Điều trị phổ rộng các trường hợp nhiễm trùng vi khuẩn Gram (-);, Gram (+), đặc biệt đối với nhiễm lậu cầu, nhiễm trùng đường tiểu cấp không biến chứng và bệnh nhân bị viêm phổi do Pneumocystis carinii. - Nhiễm khuẩn do các vi khuẩn nhạy cảm với sulfamethoxazole và trimethoprim - Nhiễm khuẩn đường tiết niệu. - Viêm tuyến tiền liệt nhiễm khuẩn. - Nhiễm khuẩn đường hô hấp. - Đợt cấp viêm phế quản mạn. - Viêm xoang má cấp ở người lớn. - Nhiễm khuẩn đường tiêu hóa: Lỵ trực khuẩn","Quá mẫn với thành phần của thuốc. Thương tổn đáng kể nhu mô gan, suy thận nặng, phụ nữ có thai","Liều cho người lớn: - Nhiễm khuẩn đường tiết niệu: điều trị trong 10 ngày: Uống mỗi lần 1-2 viên 480mg, ngày 2 lần. - Nhiễm khuẩn đường hô hấp: điều trị trong 10 ngày: Uống mỗi lần 1-2 viên 480mg, ngày 2-3 lần. - Nhiễm khuẩn đường tiêu hóa: lỵ trực khuẩn: điều trị trong 5 ngày. Uống mỗi lần 1-2 viên 480mg, ngày 2 lần","Hiếm gặp: rối loạn tiêu hóa, viêm miệng, phản ứng ngoài da, ù tai, hồng ban đa dạng, hội chứng Stevens – Johnson, Lyell, giảm bạch cầu, giảm bạch cầu trung tính, giảm tiểu cầu","Thuốc lợi tiểu nhóm thiazid, warfarin, phenytoin, methotrexate, pyrimethamin, thuốc hạ đường huyết, cyclosporin, indomethacin",https://thuocbietduoc.com.vn/thuoc-20406/dotrim-480.aspx,Công ty cổ phần Dược phẩm Đồng Nai - VIETNAM,
Isoniazid 300mg,VNB-0992-01,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Isoniazide,Hộp 10 vỉ X 10; hộp 1 lọ 500 viên nén,Isoniazide (300mg),"Thể hoạt động lao phổi & ngoài phổi, Sơ nhiễm lao. - Nhiễm Mycobacterium không điển hình có nhạy cảm với thuốc",Quá mẫn với thành phần của thuốc,,"Rối loạn tiêu hoá, viêm gan, phát ban, ngứa",,https://thuocbietduoc.com.vn/thuoc-13146/isoniazid-300mg.aspx,Công ty cổ phần Dược phẩm Hà Tây - VIETNAM,
Bestcelor 375,VD-13877-11,Hộp 1 vỉ x 12 viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefaclor 375mg (dưới dạng Cefaclor monohydrat 393mg),Hộp 1 vỉ x 12 viên nén bao phim,Cefaclor (375mg),"Cefaclor được chỉ định trong các trường hợp nhiễm khuẩn do các vi khuẩn nhạy cảm: Viêm tai giữa, nhiễm khuẩn đường hô hấp, kể cả viêm họng và viêm amiđal, nhiễm khuẩn đường tiết niệu cấp tính lẫn mạn tính kể cả viêm bể thận và viêm bàng quang Nhiễm khuẩn da, viêm xoang, viêm niệu đạo do lậu cầu",Không dùng cho bệnh nhân nhạy cảm với kháng sinh nhóm Cephalosporin Trẻ em dưới 1 tháng tuổi,"Người lớn: Liều thông thường là 250mg mỗi 8 giờ. Liều hàng ngày không quá 4g/ngày. Trường hợp viêm phổi, viêm phế quản, viêm xoang liều thường dùng là 250mg, 3 lần mỗi ngày. Để điều trị viêm niệu đạo do lậu cầu dùng liều duy nhất 3g phối hợp với 1g probenecid. Trẻ em: Liều thông thường 20mg/kg/ngày, chia ra uống mỗi 8 giờ. Đối với viêm phế quản và viêm phổi, dùng liều 20mg/kg/ngày chia làm 3 lần. Đối với các nhiễm khuẩn nặng hơn có thể dùng 40mg/kg/ngày chia làm nhiều lần uống. Liều tối đa 1g/ngày","Đa số các phản ứng phụ của Cefaclor trong các thử nghiệm lâm sàng đều nhẹ và chỉ thoáng qua. Tiêu hoá: buồn nôn, nôn, đau bụng, viêm đại tràng màng giả. Thận: tăng nhẹ creatinin huyết thanh, BUN hay bất thường kết quả phân tích nước tiểu Các phản ứng quá mẫn có thể xảy ra như ngứa, nổi mày đay",Probenecid làm chậm bi tiết cefaclor Sự hấp thu của cefaclor giảm nếu dùng chung với các thuốc khng acid có chứa aluminium hydroxide hay magnesium hydroxide trong vòng 1giờ. Cefaclor gây kéo dài thời gian prothrombin,https://thuocbietduoc.com.vn/thuoc-39803/bestcelor-375.aspx,Công ty cổ phần Dược phẩm Tipharco Tiền Giang - VIETNAM,
Macsure-250,VN-1911-06,Viên nén bao phim-250mg,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Azithromycin,Hộp 1 vỉ 6 viên,Azithromycin (-),"Azithromycin Azithromycin được chỉ định cho các nhiễm khuẩn do vi khuẩn nhạy cảm trong: - Nhiễm khuẩn đường hô hấp dưới, - Nhiễm khuẩn đường hô hấp trên, - Nhiễm khuẩn da và mô mềm, - Các nhiễm khuẩn lây truyền qua đường tình dục không do lậu, - Các nhiễm Chlamydia trachomatis không biến chứng ở đường sinh dục",Azithromycin Azithromycin chống chỉ định ở bệnh nhân có quá mẫn đã biết với các thành phần của thuốc hay với các kháng sinh thuộc nhóm macrolide,"Azithromycin Nên dùng tổng liều hàng ngày một lần duy nhất trong ngày. Người lớn: Liều đơn 1g (2 viên nén) azithromycin cho hiệu quả chữa bệnh trong các nhiễm Chlamydia trachomatis lây truyền qua đường tình dục. Những nhiễm khuẩn do các vi khuẩn nhạy cảm khác: 500mg/ngày (1 viên nén/ngày) mỗi ngày một lần, trong vòng 3 ngày [tổng liều là 1,5 g (3 viên nén)]. Có thể dùng theo phác đồ khác là dùng liều đơn 500mg (1 viên nén) vào ngày thứ nhất sau đó 250 mg (1/2 viên nén) mỗi ngày một lần, trong 4 ngày [tổng liều trong 5 ngày là 1,5g]. Trẻ em: Nên dùng dạng hỗn dịch Azithromycin cho trẻ em có cân nặng dưới 45kg (liều cho trẻ em là 10mg/kg/ngày, trong 3 ngày)","Azithromycin Azithromycin là một thuốc được dung nạp tốt. Hầu hết các tác dụng ngoại ý xảy ra trên đường tiêu hóa (buồn nôn, đau bụng, nôn mửa, trướng bụng và tiêu chảy). Cũng như các macrolide và penicillin khác, đôi khi có sự gia tăng có hồi phục transaminase gan. Thỉnh thoảng có giảm tạm thời bạch cầu trung tính trong các thử nghiệm lâm sàng, mặc dù chưa xác định mối liên quan hệ quả với sự sử dụng azithromycin. Trong trường hợp xảy ra phản ứng không mong đợi, nên tham khảo ý kiến của bác sĩ","Azithromycin Các thuốc kháng acid làm giảm sự hấp thu azithromycin ; do đó khi cần sử dụng đồng thời, nên dùng vào 1 giờ trước khi hoặc 2 giờ sau khi dùng thuốc kháng acid. Do có thể xảy ra tương tác giữa azithromycin và cyclosporin, nên kiểm tra nồng độ cyclosporin và điều chỉnh liều nếu cần thiết phải sử dụng đồng thời. Một vài kháng sinh macrolide làm giảm sinh chuyển hóa của digoxin. Mặc dù không có báo cáo về ảnh hưởng này khi sử dụng azithromycin, nên lưu ý đến khả năng tương tác này và nên kiểm tra nồng độ digoxin. Cũng như các kháng sinh macrolide khác, không nên sử dụng đồng thời azithromycin với các dẫn xuất ergot",https://thuocbietduoc.com.vn/thuoc-2881/macsure-250.aspx,"Macleods Pharm., Ltd - India",
Tria-Flox,VN-12662-11,Viên nén bao phim,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Ofloxacin,Hộp 10 vỉ x 10 viên,Ofloxacin (200mg),"Viêm phế quản nặng do vi khuẩn, viêm phổi. Nhiễm Chlamydia tại cổ tử cung và niệu đạo có hay không kèm lậu Lậu không biến chứng, viêm tuyến tiền liệt, viêm đường tiết niệu. Nhiễm khuẩn da và mô mềm Viêm đại tràng","Bệnh nhân có tiền sử mẫn cảm với thành phần của thuốc, các kháng sinh nhóm quinolone. Thiếu Glucose-6-phosphate dehydrogenase. Trẻ em dưới 18 tuổi. Phụ nữ có thai và cho con bú","Liều thông thường cho người lớn: Viêm phổi hoặc phế quản: uống 400mg mỗi 12 giờ x 10 ngày. Nhiễm Chlamydia ở cổ tử cung và niệu quản: uống 300mg mỗi 12 giờ x 7 ngày viêm tuyến tiền liệt: uống 300mg mỗi 12 giờ x 6 tuần. Lậu, lậu không biến chứng: uống liều duy nhất 400mg Viêm bàng quang do E.Coli hoặc K. pneumoniae: uống 200mg mỗi 12 giờ x 3 ngày Viêm bàng quang do các vi khuẩn khác: uống 200mg mỗi 12 giờ x 7 ngày. Nhiễm khuẩn da và mô mềm: uống 400mg mỗi 12 giờ x 10 ngày Chỉnh liều với người suy chức năng thận: - Độ thanh thải creatinin > 50ml/phút: liều không đổi, uống mỗi 12 giờ - Độ thanh thải creatinin 10-50ml/phút: liều không đổi, uống mỗi 24 giờ - Độ thanh thải creatinin < 10ml/phút: uống 1/2 liều bình thường, mỗi 12 giờ. - Ở bệnh nhân xơ gan: liều không vượt quá 400mg/ngày","Hiếm khi xảy ra các kích thích trên hệ thần kinh trung ương như buồn nôn, mất ngủ, nhức đầu, chónh mặt, tiêu chảy, ói, nổi mẫn, ngứa, viêm âm đạo. Đau cơ hay khớp. Các phản ứng phản v6ẹ nặng, co giật, viêm đại tràng giả mạc, nhạy cảm với ánh sáng có thể đưa đến nhiễm độc quang. Nếu nghi ngờ viêm đại tràng giả mạc phải ngưng thuốc và điều trrị thích hợp bằng vancomycin hay metronidazole uống. Bệnh nhân tiểu đường cần ngưng thuốc nếu bị phản ứng hạ đường huyết","Ofloxacin làm tăng khỏang 10% nồng độ theophylin trong huyết thanh. Các muối khóang, vitamin có sắt hay muối khóang ; các chất kháng acid chứa cacium, aluminium, magnesium, sucrafat làm giảm sự hấp thu của ofloxacin, do đó ofloxacin nên được dùng 2 giờ trước hoặc sau khi dùng các thuốc trên. Làm tăng nồng độ của cyclosporin, warfarin, tăng hiệu quả chống đông. Dùng với kháng viêm không steroid l;à tăng kích thích trên hệ thần kinh trung ương. Đối với các bệnh nhân sử dụng thuốc tiểu đường cần theo dõi đường huyết",https://thuocbietduoc.com.vn/thuoc-39240/tria-flox.aspx,"Syncom Formulations India., Ltd - India",
Tricef 400,VD-10134-10,,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefixim 400 mg,Hộp 2 vỉ x 5 viên nén dài bao phim,Cefixime (400 mg),"Cefixime Trong các nhiễm khuẩn sau đây gây ra bởi các chủng nhạy cảm với cefixime như Streptococcus sp. (ngoại trừ Enteroccus sp.), Streptococcus pneumoniae, Neisseria gonorrhoeae, Branhamella catarrhalis, Escherichia coli, Klebsiella sp., Serratia sp., Proteus sp. và Haemophilus influenzae",Cefixime Bệnh nhân có tiền sử tăng mẫn cảm với bất cứ thành phần nào của thuốc hoặc với các kháng sinh có nhân cephem khác,"Cefixime - Dạng viên 50mg và 100mg: cho người lớn và trẻ em cân nặng ≥ 30kg, liều thường dùng hàng ngày được khuyến cáo là uống 50-100mg cefixime, 2lần/ngày. Có thể điều chỉnh liều tùy theo tuổi tác, thể trọng và triệu chứng bệnh. Trường hợp nhiễm khuẩn trầm trọng và dai dẳng, có thể tăng liều lên đến 200mg, 2lần/ngày. - Dạng thuốc bột (hạt mịn): liều dùng thông thường hàng ngày ở trẻ là 1,5-3mg/kg cân nặng, uống 2lần/ngày. Có thể điều chỉnh liều tùy theo triệu chứng của bệnh nhân. Trường hợp nhiễm khuẩn trầm trọng và dai dẳng, có thể tăng liều lên đến 6mg/kg cân nặng, uống 2lần/ngày","Cefixime Sốc: Nên thận trọng khi sử dụng vì các triệu chứng của sốc có thể xảy ra nhưng hiếm. Phải ngưng dùng thuốc ngay lập tức nếu xảy ra bất cứ các dấu hiệu nào có liên quan đến các triệu chứng như: cảm giác không được khỏe, khó chịu ở khoang miệng, thở khò khè, chóng mặt, giục đi đại tiện bất thường, ù tai hoặc đổ mồ hôi. Phản ứng mẫn cảm: Nếu xảy ra các dấu hiệu của phản ứng mẫn cảm như: chứng phát ban, mề đay, ban đỏ, ngứa hoặc sốt, phải ngưng sử dụng thuốc ngay và tiến hành các biện pháp điều trị thích hợp. Huyết học: Giảm bạch cầu hạt hoặc tăng bạch cầu ái toan có thể xảy ra không thường xuyên. giảm tiểu cầu hiếm khi xảy ra. Ngưng sử dụng thuốc nếu thấy các dấu hiệu bất thường này. Ðã có báo cáo thiếu máu tán huyết xảy ra với các kháng sinh có nhân cephem khác. Gan: GOT, GPT hoặc alkaline phosphatase có thể tăng nhưng không thường xuyên. Thận: Khuyến cáo theo dõi định kỳ chức năng thận, vì thương tổn thận trầm trọng như suy thận cấp có thể xảy ra nhưng hiếm. Nếu thấy các bất thường này, phải ngưng dùng thuốc ngay và tiến hành các biện pháp điều trị thích hợp. Tiêu hóa: Hiếm khi xảy ra viêm đại tràng trầm trọng như viêm đại tràng giả mạc, biểu hiện có máu trong phân. Ðau bụng hoặc tiêu chảy thường xuyên yêu cầu có biện pháp điều trị thích hợp bao gồm ngưng dùng thuốc ngay. Hô hấp: Hiếm khi xảy ra viêm phổi mô kẽ hoặc hội chứng PIE, biểu hiện bởi sốt, ho, khó thở, X quang phổi bất thường hoặc tăng bạch cầu ái toan. Nếu các triệu chứng này xảy ra, ngưng dùng thuốc ngay lập tức và tiến hành các biện pháp điều trị thích hợp như dùng các hormon vỏ thượng thận. Thay đổi hệ vi sinh đường ruột: Hiếm khi xảy ra viêm miệng hoặc nhiễm nấm candida. Sự thiếu vitamin: Thiếu vitamin K (như giảm prothrombine/máu hoặc dễ chảy máu) hoặc thiếu các vitamin nhóm B (như viêm lưỡi, viêm miệng, chán ăn hoặc viêm thần kinh) hiếm khi xảy ra. Các tác dụng không mong muốn khác: Nhức đầu hoặc choáng mặt có thể hiếm khi xảy ra","Cefixime Ảnh hưởng của thuốc lên các xét nghiệm cận lâm sàng: - Kết quả dương tính giả có thể xảy ra với thử nghiệm đường trong nước tiểu khi dùng các dung dịch thử Benedit và dung dịch Fehling, và Clinitest. Chưa có báo cáo cho kết quả dương tính giả với thử nghiệm Tes-Tape. - Có thể xảy ra thử nghiệm Coomb trực tiếp dương tính",https://thuocbietduoc.com.vn/thuoc-35438/tricef-400.aspx,Công ty cổ phần Dược phẩm Cần Giờ - VIETNAM,
Unifera,VN-9943-05,Bột pha dung dịch tiêm,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefoperazone,,Cefoperazone (1g),"Nhiễm trùng hô hấp, tiết niệu, tiêu hóa. - Viêm phúc mạc, nhiễm trùng máu, viêm màng não mủ, sản phụ khoa, xương khớp",Quá mẫn với cefoperazone hoặc cephalosporins,"Tiêm IM hoặc IV: - Người lớn: 2 - 4 g/ngày, chia 2 lần. + Nhiễm trùng nặng: 8 - 12 g/ngày chia 2 - 3 lần, có thể tăng lên 16 g. - Sơ sinh & trẻ em: 50 - 200 mg/kg/ngày, chia 2 - 4 lần. + Viêm màng não: có thể tăng lên 300 mg/kg. - Suy thận liều tối đa 4 g/ngày","Quá mẫn da, vàng da, tăng men gan, suy thận cấp, viêm đại tràng nặng, viêm phổi kẽ & sốc",Tránh uống chất cồn,https://thuocbietduoc.com.vn/thuoc-5806/unifera.aspx,"Union Korea Pharma Co., Ltd - KOREA","Binex Co., Ltd - USA"
Vutu 200,VD-24285-16,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cefpodoxim (dưới dạng Cefpodoxim proxetil) 200mg,Hộp 2 vỉ x 10 viên; hộp 1 chai 50 viên,Cefpodoxime (200mg),"Cefpodoxime được chỉ định để điều trị các nhiễm khuẩn sau đây : - Nhiễm khuẩn hô hấp trên bao gồm viêm tai giữa cấp, viêm xoang, viêm amiđan và viêm họng. - Viêm phổi cấp tính mắc phải trong cộng đồng. - Nhiễm lậu cầu cấp chưa có biến chứng. - Nhiễm khuẩn đường tiểu chưa có biến chứng. - Nhiễm khuẩn da và cấu trúc da",Cefpodoxime Cefpodoxime proxetil được chống chỉ định ở các bệnh nhân có tiền sử nhạy cảm với cefpodoxime proxetil,"Người lớn: - Nhiễm khuẩn hô hấp trên, kể cả viêm amiđan và viêm họng: 100 mg mỗi 12 giờ trong 10 ngày. - Viêm phổi cấp tính mắc phải trong cộng đồng: 200 mg mỗi 12 giờ trong 14 ngày. - Nhiễm lậu cầu cấp chưa có biến chứng: liều duy nhất 200 mg. - Nhiễm khuẩn đường tiểu chưa có biến chứng: 100 mg mỗi 12 giờ trong 7 ngày. - Nhiễm khuẩn da và cấu trúc da: 400 mg mỗi 12 giờ trong 7 - 14 ngày. Trẻ em: - Viêm tai giữa cấp tính: 10 mg/kg/ngày (tối đa 400 mg/ngày chia làm 2 lần) trong 10 ngày. - Viêm họng và viêm amiđan: 10 mg/kg/ngày (tối đa 200 mg/ngày chia làm 2 lần) trong 10 ngày. - Cefpodoxime nên được chỉ định cùng với thức ăn. Ở các bệnh nhân suy thận (độ thanh thải creatinine dưới 30 ml/phút), khoảng cách giữa liều nên được tăng đến 24 giờ. - Không cần phải điều chỉnh liều ở các bệnh nhân xơ gan","Tác dụng phụ được ghi nhận trong các thử nghiệm lâm sàng thường nhẹ và thoáng qua, bao gồm: đi tiêu chảy, buồn nôn, nôn ói, đau bụng, viêm đại tràng và đau đầu. Hiếm khi xảy ra phản ứng quá mẫn, nổi ban, chứng ngứa, chóng mặt, chứng tăng tiểu cầu, chứng giảm tiểu cầu, giảm bạch cầu hoặc tăng bạch cầu ưa eosin","Nồng độ trong huyết tương giảm khoảng 30% khi Cefpodoxime proxetil được chỉ định cùng với thuốc kháng acid hoặc ức chế H2. Khi chỉ định Cefpodoxime đồng thời với hợp chất được biết là gây độc thận, nên theo dõi sát chức năng thận. Nồng độ cefpodoxime trong huyết tương gia tăng khi chỉ định Cefpodoxime với probenecid. Thay đổi các giá trị xét nghiệm: Cephalosporins làm cho thử nghiệm Coomb trực tiếp dương tính",https://thuocbietduoc.com.vn/thuoc-52249/vutu-200.aspx,Công ty cổ phần Dược phẩm Tipharco Tiền Giang - VIETNAM,
BinexSelfra Cap,VN-12474-11,Viên nang cứng,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Cephradine,Hộp 10 vỉ x 10 viên,Cephradine (500mg),"Cephradine Nhiễm trùng đường hô hấp trên (viêm họng, viêm xoang, viêm tai giữa, viêm họng-phế quản); & dưới (viêm phế quản cấp & mãn, viêm phế quản phổi, viêm phổi thuỳ). Nhiễm trùng da & mô mềm (ápxe, viêm mô mềm, mụn, nhọt, chốc lở). Giúp giảm nguy cơ nhiễm trùng hậu phẫu khi phẫu thuật có nguy cơ nhiễm trùng cao",Cephradine Quá mẫn với cephalosporin,"Cephradine Uống không phụ thuộc bữa ăn. Trẻ 6-12 tuổi: 10mL/lần x 2-4 lần/ngày. Trẻ 1-6 tuổi: 5mL/lần x 2-4 lần/ngày. Trẻ < 1 tuổi: 25 mg/kg/ngày, chia 2-4 liều hoặc 1.25-2.5mL/lần x 2 lần/ngày. Viêm tai giữa 10-20mL/lần x 2-3 lần/ngày. Tối đa 4g/ngày. Suy thận: chỉnh liều theo ClCr","Cephradine Viêm lưỡi, ợ nóng, chóng mặt, buồn nôn, nôn, tiêu chảy, đau bụng, viêm âm đạo, bội nhiễm nấm. Mề đay, nổi mẩn, đau khớp, phù","Cephradine Dùng đồng thời probenecid uống sẽ cạnh tranh ức chế bài tiết của đa số các cephalosporin ở ống thận, làm tăng và kéo dài nồng độ của cephalosporin trong huyết thanh",https://thuocbietduoc.com.vn/thuoc-38943/binexselfra-cap.aspx,"Binex Co., Ltd - USA","Hana Pharm Co., Ltd - KOREA"
"Mebendazol 0,1g",VNB-0596-00,Viên nén,"Thuốc trị ký sinh trùng, chống nhiễm khuẩn, kháng virus,kháng nấm",Mebendazole,vỉ 6 viên nén,"Mebendazole (0,1g)","Ðiều trị nhiễm giun chỉ, giun đũa, giun tóc, giun móc, giun kim. Tính chất: – Mebendazol có hoạt tính kháng giun mạnh đối với các loại giun tròn. Mebendazol ức chế việc tạo thành các vi cấu trúc hình ống ở giun làm cho giun bị cạn kiệt glucose. – Chất chuyển hoá bậc 1 của mebendazol là 2-amin, chất chuyển hoá này không có hoạt tính kháng giun. – Ở người, khoảng 2 % liều uống mebendazol được thải ra trong nước tiểu và phần còn lại được thải qua phân dưới dạng hoạt chất không đổi hoặc chất chuyển hoá bậc 1","Quá mẫn cảm với thành phần của thuốc, phụ nữ có thai & trẻ em < 2 tuổi","1 viên 500 mg/ngày (liều duy nhất);. Ba tuần sau khi điều trị, nếu giun vẫn còn, nên tiếp tục một đợt thứ hai. Không cần nhịn đói hay uống thuốc xổ trong thời gian điều trị Tẩy giun định kỳ 4-6 tháng/lần",Ðau bụng thoáng qua,"Mebendazole - Sử dụng cùng lúc với cimetidine có thể ức chế chuyển hóa mebendazole tại gan, kết quả làm tăng nồng độ thuốc trong máu. - Không dùng đồng thời mebendazole với metronidazole do có thể có liên hệ giữa mebendazole dùng cùng lúc với metronidazole và hội chứng Stevens-Johnson",https://thuocbietduoc.com.vn/thuoc-14909/mebendazol-01g.aspx,Công ty cổ phần TRAPHACO - VIETNAM,
